season,round,round_index,team,elo
2025-26,39,39,Olimpija Ljubljana,1553.89
2025-26,39,39,Pioneers Vorarlberg,1410.82
2025-26,39,39,Steinbach Black Wings Linz,1493.36
2025-26,39,39,Vienna Capitals,1468.84
2025-26,45,40,EC Red Bull Salzburg,1613.25
2025-26,45,40,EC iDM Wärmepumpen VSV,1435.01
2025-26,45,40,EC-KAC,1609.55
2025-26,45,40,FTC-Telekom,1413.52
2025-26,45,40,HC Falkensteiner Pustertal,1521.4
2025-26,45,40,HC TIWAG Innsbruck - Die Haie,1319.92
2025-26,45,40,HCB Südtirol Alperia,1563.85
2025-26,45,40,Hydro Fehervar AV 19,1459.24
2025-26,45,40,Moser Medical Graz99ers,1624.71
2025-26,45,40,Olimpija Ljubljana,1553.89
2025-26,45,40,Pioneers Vorarlberg,1410.82
2025-26,45,40,Steinbach Black Wings Linz,1505.99
2025-26,45,40,Vienna Capitals,1468.84
2025-26,40,41,EC Red Bull Salzburg,1620.02
2025-26,40,41,EC iDM Wärmepumpen VSV,1428.24
2025-26,40,41,EC-KAC,1615.47
2025-26,40,41,FTC-Telekom,1407.59
2025-26,40,41,HC Falkensteiner Pustertal,1531.83
2025-26,40,41,HC TIWAG Innsbruck - Die Haie,1336.97
2025-26,40,41,HCB Südtirol Alperia,1569.77
2025-26,40,41,Hydro Fehervar AV 19,1453.32
2025-26,40,41,Moser Medical Graz99ers,1607.66
2025-26,40,41,Olimpija Ljubljana,1553.89
2025-26,40,41,Pioneers Vorarlberg,1429.1
2025-26,40,41,Steinbach Black Wings Linz,1495.56
2025-26,40,41,Vienna Capitals,1450.57
2025-26,41,42,EC Red Bull Salzburg,1631.62
2025-26,41,42,EC iDM Wärmepumpen VSV,1438.96
2025-26,41,42,EC-KAC,1622.43
2025-26,41,42,FTC-Telekom,1397.59
2025-26,41,42,HC Falkensteiner Pustertal,1541.84
2025-26,41,42,HC TIWAG Innsbruck - Die Haie,1327.95
2025-26,41,42,HCB Südtirol Alperia,1558.17
2025-26,41,42,Hydro Fehervar AV 19,1442.6
2025-26,41,42,Moser Medical Graz99ers,1615.51
2025-26,41,42,Olimpija Ljubljana,1553.89
2025-26,41,42,Pioneers Vorarlberg,1421.25
2025-26,41,42,Steinbach Black Wings Linz,1488.6
2025-26,41,42,Vienna Capitals,1459.59
2025-26,46,43,EC Red Bull Salzburg,1615.86
2025-26,46,43,EC iDM Wärmepumpen VSV,1438.96
2025-26,46,43,EC-KAC,1622.43
2025-26,46,43,FTC-Telekom,1413.35
2025-26,46,43,HC Falkensteiner Pustertal,1541.84
2025-26,46,43,HC TIWAG Innsbruck - Die Haie,1327.95
2025-26,46,43,HCB Südtirol Alperia,1558.17
2025-26,46,43,Hydro Fehervar AV 19,1442.6
2025-26,46,43,Moser Medical Graz99ers,1615.51
2025-26,46,43,Olimpija Ljubljana,1553.89
2025-26,46,43,Pioneers Vorarlberg,1421.25
2025-26,46,43,Steinbach Black Wings Linz,1488.6
2025-26,46,43,Vienna Capitals,1459.59
2025-26,47,44,EC Red Bull Salzburg,1615.86
2025-26,47,44,EC iDM Wärmepumpen VSV,1438.96
2025-26,47,44,EC-KAC,1610.15
2025-26,47,44,FTC-Telekom,1413.35
2025-26,47,44,HC Falkensteiner Pustertal,1554.11
2025-26,47,44,HC TIWAG Innsbruck - Die Haie,1323.75
2025-26,47,44,HCB Südtirol Alperia,1562.37
2025-26,47,44,Hydro Fehervar AV 19,1442.6
2025-26,47,44,Moser Medical Graz99ers,1615.51
2025-26,47,44,Olimpija Ljubljana,1553.89
2025-26,47,44,Pioneers Vorarlberg,1421.25
2025-26,47,44,Steinbach Black Wings Linz,1488.6
2025-26,47,44,Vienna Capitals,1459.59
2025-26,42,45,EC Red Bull Salzburg,1626.84
2025-26,42,45,EC iDM Wärmepumpen VSV,1456.94
2025-26,42,45,EC-KAC,1615.19
2025-26,42,45,FTC-Telekom,1413.35
2025-26,42,45,HC Falkensteiner Pustertal,1541.46
2025-26,42,45,HC TIWAG Innsbruck - Die Haie,1317.22
2025-26,42,45,HCB Südtirol Alperia,1568.9
2025-26,42,45,Hydro Fehervar AV 19,1435.7
2025-26,42,45,Moser Medical Graz99ers,1604.53
2025-26,42,45,Olimpija Ljubljana,1560.8
2025-26,42,45,Pioneers Vorarlberg,1416.21
2025-26,42,45,Steinbach Black Wings Linz,1470.63
2025-26,42,45,Vienna Capitals,1472.24
2025-26,43,46,EC Red Bull Salzburg,1636.5
2025-26,43,46,EC iDM Wärmepumpen VSV,1441.74
2025-26,43,46,EC-KAC,1605.53
2025-26,43,46,FTC-Telekom,1407.36
2025-26,43,46,HC Falkensteiner Pustertal,1550.78
2025-26,43,46,HC TIWAG Innsbruck - Die Haie,1311.37
2025-26,43,46,HCB Südtirol Alperia,1552.02
2025-26,43,46,Hydro Fehervar AV 19,1426.38
2025-26,43,46,Moser Medical Graz99ers,1604.53
2025-26,43,46,Olimpija Ljubljana,1566.79
2025-26,43,46,Pioneers Vorarlberg,1431.41
2025-26,43,46,Steinbach Black Wings Linz,1476.48
2025-26,43,46,Vienna Capitals,1489.12
2025-26,44,47,EC Red Bull Salzburg,1643.25
2025-26,44,47,EC iDM Wärmepumpen VSV,1457.15
2025-26,44,47,EC-KAC,1611.69
2025-26,44,47,FTC-Telekom,1401.2
2025-26,44,47,HC Falkensteiner Pustertal,1534.7
2025-26,44,47,HC TIWAG Innsbruck - Die Haie,1311.37
2025-26,44,47,HCB Südtirol Alperia,1529.18
2025-26,44,47,Hydro Fehervar AV 19,1419.62
2025-26,44,47,Moser Medical Graz99ers,1620.61
2025-26,44,47,Olimpija Ljubljana,1575.0
2025-26,44,47,Pioneers Vorarlberg,1423.2
2025-26,44,47,Steinbach Black Wings Linz,1499.32
2025-26,44,47,Vienna Capitals,1473.71
2025-26,45,40,EC Red Bull Salzburg,1624.61
2025-26,45,40,EC iDM Wärmepumpen VSV,1448.87
2025-26,45,40,EC-KAC,1611.69
2025-26,45,40,FTC-Telekom,1401.2
2025-26,45,40,HC Falkensteiner Pustertal,1542.98
2025-26,45,40,HC TIWAG Innsbruck - Die Haie,1304.09
2025-26,45,40,HCB Südtirol Alperia,1529.18
2025-26,45,40,Hydro Fehervar AV 19,1419.62
2025-26,45,40,Moser Medical Graz99ers,1625.47
2025-26,45,40,Olimpija Ljubljana,1593.64
2025-26,45,40,Pioneers Vorarlberg,1418.34
2025-26,45,40,Steinbach Black Wings Linz,1499.32
2025-26,45,40,Vienna Capitals,1480.99
2025-26,46,43,EC Red Bull Salzburg,1624.61
2025-26,46,43,EC iDM Wärmepumpen VSV,1467.0
2025-26,46,43,EC-KAC,1622.21
2025-26,46,43,FTC-Telekom,1401.2
2025-26,46,43,HC Falkensteiner Pustertal,1524.47
2025-26,46,43,HC TIWAG Innsbruck - Die Haie,1301.37
2025-26,46,43,HCB Südtirol Alperia,1547.69
2025-26,46,43,Hydro Fehervar AV 19,1419.62
2025-26,46,43,Moser Medical Graz99ers,1628.19
2025-26,46,43,Olimpija Ljubljana,1575.51
2025-26,46,43,Pioneers Vorarlberg,1410.12
2025-26,46,43,Steinbach Black Wings Linz,1488.8
2025-26,46,43,Vienna Capitals,1489.21
2025-26,50,48,EC Red Bull Salzburg,1624.61
2025-26,50,48,EC iDM Wärmepumpen VSV,1475.67
2025-26,50,48,EC-KAC,1622.21
2025-26,50,48,FTC-Telekom,1392.53
2025-26,50,48,HC Falkensteiner Pustertal,1524.47
2025-26,50,48,HC TIWAG Innsbruck - Die Haie,1301.37
2025-26,50,48,HCB Südtirol Alperia,1547.69
2025-26,50,48,Hydro Fehervar AV 19,1419.62
2025-26,50,48,Moser Medical Graz99ers,1628.19
2025-26,50,48,Olimpija Ljubljana,1575.51
2025-26,50,48,Pioneers Vorarlberg,1410.12
2025-26,50,48,Steinbach Black Wings Linz,1488.8
2025-26,50,48,Vienna Capitals,1489.21
2025-26,47,44,EC Red Bull Salzburg,1624.61
2025-26,47,44,EC iDM Wärmepumpen VSV,1464.07
2025-26,47,44,EC-KAC,1622.21
2025-26,47,44,FTC-Telekom,1385.9
2025-26,47,44,HC Falkensteiner Pustertal,1524.47
2025-26,47,44,HC TIWAG Innsbruck - Die Haie,1301.37
2025-26,47,44,HCB Südtirol Alperia,1547.69
2025-26,47,44,Hydro Fehervar AV 19,1431.22
2025-26,47,44,Moser Medical Graz99ers,1634.82
2025-26,47,44,Olimpija Ljubljana,1583.51
2025-26,47,44,Pioneers Vorarlberg,1401.88
2025-26,47,44,Steinbach Black Wings Linz,1497.04
2025-26,47,44,Vienna Capitals,1481.21
2025-26,48,49,EC Red Bull Salzburg,1610.3
2025-26,48,49,EC iDM Wärmepumpen VSV,1478.39
2025-26,48,49,EC-KAC,1631.81
2025-26,48,49,FTC-Telekom,1397.3
2025-26,48,49,HC Falkensteiner Pustertal,1532.25
2025-26,48,49,HC TIWAG Innsbruck - Die Haie,1301.37
2025-26,48,49,HCB Südtirol Alperia,1566.97
2025-26,48,49,Hydro Fehervar AV 19,1423.45
2025-26,48,49,Moser Medical Graz99ers,1615.53
2025-26,48,49,Olimpija Ljubljana,1573.91
2025-26,48,49,Pioneers Vorarlberg,1390.47
2025-26,48,49,Steinbach Black Wings Linz,1482.65
2025-26,48,49,Vienna Capitals,1495.6
2025-26,49,50,EC Red Bull Salzburg,1618.09
2025-26,49,50,EC iDM Wärmepumpen VSV,1486.34
2025-26,49,50,EC-KAC,1620.4
2025-26,49,50,FTC-Telekom,1404.61
2025-26,49,50,HC Falkensteiner Pustertal,1524.46
2025-26,49,50,HC TIWAG Innsbruck - Die Haie,1294.06
2025-26,49,50,HCB Südtirol Alperia,1574.9
2025-26,49,50,Hydro Fehervar AV 19,1415.52
2025-26,49,50,Moser Medical Graz99ers,1626.95
2025-26,49,50,Olimpija Ljubljana,1581.34
2025-26,49,50,Pioneers Vorarlberg,1382.52
2025-26,49,50,Steinbach Black Wings Linz,1475.22
2025-26,49,50,Vienna Capitals,1495.6
2025-26,50,48,EC Red Bull Salzburg,1625.09
2025-26,50,48,EC iDM Wärmepumpen VSV,1486.34
2025-26,50,48,EC-KAC,1624.53
2025-26,50,48,FTC-Telekom,1404.61
2025-26,50,48,HC Falkensteiner Pustertal,1530.58
2025-26,50,48,HC TIWAG Innsbruck - Die Haie,1289.93
2025-26,50,48,HCB Südtirol Alperia,1565.08
2025-26,50,48,Hydro Fehervar AV 19,1408.52
2025-26,50,48,Moser Medical Graz99ers,1635.31
2025-26,50,48,Olimpija Ljubljana,1591.15
2025-26,50,48,Pioneers Vorarlberg,1376.39
2025-26,50,48,Steinbach Black Wings Linz,1475.22
2025-26,50,48,Vienna Capitals,1487.24
2025-26,51,51,EC Red Bull Salzburg,1625.09
2025-26,51,51,EC iDM Wärmepumpen VSV,1480.21
2025-26,51,51,EC-KAC,1635.74
2025-26,51,51,FTC-Telekom,1396.1
2025-26,51,51,HC Falkensteiner Pustertal,1542.31
2025-26,51,51,HC TIWAG Innsbruck - Die Haie,1302.36
2025-26,51,51,HCB Südtirol Alperia,1553.87
2025-26,51,51,Hydro Fehervar AV 19,1400.75
2025-26,51,51,Moser Medical Graz99ers,1641.44
2025-26,51,51,Olimpija Ljubljana,1579.43
2025-26,51,51,Pioneers Vorarlberg,1363.95
2025-26,51,51,Steinbach Black Wings Linz,1483.73
2025-26,51,51,Vienna Capitals,1495.02
2025-26,52,52,EC Red Bull Salzburg,1628.35
2025-26,52,52,EC iDM Wärmepumpen VSV,1471.97
2025-26,52,52,EC-KAC,1621.9
2025-26,52,52,FTC-Telekom,1386.23
2025-26,52,52,HC Falkensteiner Pustertal,1550.54
2025-26,52,52,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,52,52,HCB Südtirol Alperia,1560.28
2025-26,52,52,Hydro Fehervar AV 19,1410.61
2025-26,52,52,Moser Medical Graz99ers,1647.33
2025-26,52,52,Olimpija Ljubljana,1579.43
2025-26,52,52,Pioneers Vorarlberg,1357.55
2025-26,52,52,Steinbach Black Wings Linz,1477.84
2025-26,52,52,Vienna Capitals,1508.86
2025-26,1,1,EC Red Bull Salzburg,1628.35
2025-26,1,1,EC iDM Wärmepumpen VSV,1477.14
2025-26,1,1,EC-KAC,1621.9
2025-26,1,1,FTC-Telekom,1386.23
2025-26,1,1,HC Falkensteiner Pustertal,1550.54
2025-26,1,1,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,1,1,HCB Südtirol Alperia,1560.28
2025-26,1,1,Hydro Fehervar AV 19,1399.45
2025-26,1,1,Moser Medical Graz99ers,1647.33
2025-26,1,1,Olimpija Ljubljana,1579.43
2025-26,1,1,Pioneers Vorarlberg,1357.55
2025-26,1,1,Steinbach Black Wings Linz,1472.67
2025-26,1,1,Vienna Capitals,1520.02
2025-26,2,2,EC Red Bull Salzburg,1628.35
2025-26,2,2,EC iDM Wärmepumpen VSV,1493.0
2025-26,2,2,EC-KAC,1621.9
2025-26,2,2,FTC-Telekom,1386.23
2025-26,2,2,HC Falkensteiner Pustertal,1550.54
2025-26,2,2,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,2,2,HCB Südtirol Alperia,1560.28
2025-26,2,2,Hydro Fehervar AV 19,1419.8
2025-26,2,2,Moser Medical Graz99ers,1647.33
2025-26,2,2,Olimpija Ljubljana,1579.43
2025-26,2,2,Pioneers Vorarlberg,1357.55
2025-26,2,2,Steinbach Black Wings Linz,1456.81
2025-26,2,2,Vienna Capitals,1499.67
2025-26,3,3,EC Red Bull Salzburg,1628.35
2025-26,3,3,EC iDM Wärmepumpen VSV,1493.0
2025-26,3,3,EC-KAC,1621.9
2025-26,3,3,FTC-Telekom,1386.23
2025-26,3,3,HC Falkensteiner Pustertal,1550.54
2025-26,3,3,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,3,3,HCB Südtirol Alperia,1560.28
2025-26,3,3,Hydro Fehervar AV 19,1432.06
2025-26,3,3,Moser Medical Graz99ers,1647.33
2025-26,3,3,Olimpija Ljubljana,1579.43
2025-26,3,3,Pioneers Vorarlberg,1357.55
2025-26,3,3,Steinbach Black Wings Linz,1456.81
2025-26,3,3,Vienna Capitals,1487.41
2025-26,1,1,EC Red Bull Salzburg,1616.15
2025-26,1,1,EC iDM Wärmepumpen VSV,1487.17
2025-26,1,1,EC-KAC,1621.9
2025-26,1,1,FTC-Telekom,1386.23
2025-26,1,1,HC Falkensteiner Pustertal,1562.74
2025-26,1,1,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,1,1,HCB Südtirol Alperia,1550.83
2025-26,1,1,Hydro Fehervar AV 19,1432.06
2025-26,1,1,Moser Medical Graz99ers,1653.16
2025-26,1,1,Olimpija Ljubljana,1588.88
2025-26,1,1,Pioneers Vorarlberg,1357.55
2025-26,1,1,Steinbach Black Wings Linz,1456.81
2025-26,1,1,Vienna Capitals,1487.41
2025-26,2,2,EC Red Bull Salzburg,1604.62
2025-26,2,2,EC iDM Wärmepumpen VSV,1478.86
2025-26,2,2,EC-KAC,1621.9
2025-26,2,2,FTC-Telekom,1386.23
2025-26,2,2,HC Falkensteiner Pustertal,1574.27
2025-26,2,2,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,2,2,HCB Südtirol Alperia,1561.92
2025-26,2,2,Hydro Fehervar AV 19,1432.06
2025-26,2,2,Moser Medical Graz99ers,1661.47
2025-26,2,2,Olimpija Ljubljana,1577.79
2025-26,2,2,Pioneers Vorarlberg,1357.55
2025-26,2,2,Steinbach Black Wings Linz,1456.81
2025-26,2,2,Vienna Capitals,1487.41
2025-26,3,3,EC Red Bull Salzburg,1593.75
2025-26,3,3,EC iDM Wärmepumpen VSV,1473.6
2025-26,3,3,EC-KAC,1621.9
2025-26,3,3,FTC-Telekom,1386.23
2025-26,3,3,HC Falkensteiner Pustertal,1585.14
2025-26,3,3,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,3,3,HCB Südtirol Alperia,1552.38
2025-26,3,3,Hydro Fehervar AV 19,1432.06
2025-26,3,3,Moser Medical Graz99ers,1666.73
2025-26,3,3,Olimpija Ljubljana,1587.33
2025-26,3,3,Pioneers Vorarlberg,1357.55
2025-26,3,3,Steinbach Black Wings Linz,1456.81
2025-26,3,3,Vienna Capitals,1487.41
2025-26,1,1,EC Red Bull Salzburg,1593.75
2025-26,1,1,EC iDM Wärmepumpen VSV,1473.6
2025-26,1,1,EC-KAC,1628.31
2025-26,1,1,FTC-Telekom,1386.23
2025-26,1,1,HC Falkensteiner Pustertal,1585.14
2025-26,1,1,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,1,1,HCB Südtirol Alperia,1552.38
2025-26,1,1,Hydro Fehervar AV 19,1425.65
2025-26,1,1,Moser Medical Graz99ers,1666.73
2025-26,1,1,Olimpija Ljubljana,1587.33
2025-26,1,1,Pioneers Vorarlberg,1357.55
2025-26,1,1,Steinbach Black Wings Linz,1456.81
2025-26,1,1,Vienna Capitals,1487.41
2025-26,2,2,EC Red Bull Salzburg,1593.75
2025-26,2,2,EC iDM Wärmepumpen VSV,1473.6
2025-26,2,2,EC-KAC,1613.06
2025-26,2,2,FTC-Telekom,1386.23
2025-26,2,2,HC Falkensteiner Pustertal,1585.14
2025-26,2,2,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,2,2,HCB Südtirol Alperia,1552.38
2025-26,2,2,Hydro Fehervar AV 19,1440.9
2025-26,2,2,Moser Medical Graz99ers,1666.73
2025-26,2,2,Olimpija Ljubljana,1587.33
2025-26,2,2,Pioneers Vorarlberg,1357.55
2025-26,2,2,Steinbach Black Wings Linz,1456.81
2025-26,2,2,Vienna Capitals,1487.41
2025-26,4,4,EC Red Bull Salzburg,1583.5
2025-26,4,4,EC iDM Wärmepumpen VSV,1466.28
2025-26,4,4,EC-KAC,1613.06
2025-26,4,4,FTC-Telekom,1386.23
2025-26,4,4,HC Falkensteiner Pustertal,1595.39
2025-26,4,4,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,4,4,HCB Südtirol Alperia,1538.12
2025-26,4,4,Hydro Fehervar AV 19,1440.9
2025-26,4,4,Moser Medical Graz99ers,1674.05
2025-26,4,4,Olimpija Ljubljana,1601.59
2025-26,4,4,Pioneers Vorarlberg,1357.55
2025-26,4,4,Steinbach Black Wings Linz,1456.81
2025-26,4,4,Vienna Capitals,1487.41
2025-26,3,3,EC Red Bull Salzburg,1583.5
2025-26,3,3,EC iDM Wärmepumpen VSV,1466.28
2025-26,3,3,EC-KAC,1622.06
2025-26,3,3,FTC-Telekom,1386.23
2025-26,3,3,HC Falkensteiner Pustertal,1595.39
2025-26,3,3,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,3,3,HCB Südtirol Alperia,1538.12
2025-26,3,3,Hydro Fehervar AV 19,1431.91
2025-26,3,3,Moser Medical Graz99ers,1674.05
2025-26,3,3,Olimpija Ljubljana,1601.59
2025-26,3,3,Pioneers Vorarlberg,1357.55
2025-26,3,3,Steinbach Black Wings Linz,1456.81
2025-26,3,3,Vienna Capitals,1487.41
2025-26,5,5,EC Red Bull Salzburg,1583.5
2025-26,5,5,EC iDM Wärmepumpen VSV,1466.28
2025-26,5,5,EC-KAC,1622.06
2025-26,5,5,FTC-Telekom,1386.23
2025-26,5,5,HC Falkensteiner Pustertal,1595.39
2025-26,5,5,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,5,5,HCB Südtirol Alperia,1527.08
2025-26,5,5,Hydro Fehervar AV 19,1431.91
2025-26,5,5,Moser Medical Graz99ers,1674.05
2025-26,5,5,Olimpija Ljubljana,1612.63
2025-26,5,5,Pioneers Vorarlberg,1357.55
2025-26,5,5,Steinbach Black Wings Linz,1456.81
2025-26,5,5,Vienna Capitals,1487.41
2025-26,4,4,EC Red Bull Salzburg,1583.5
2025-26,4,4,EC iDM Wärmepumpen VSV,1466.28
2025-26,4,4,EC-KAC,1607.07
2025-26,4,4,FTC-Telekom,1386.23
2025-26,4,4,HC Falkensteiner Pustertal,1595.39
2025-26,4,4,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,4,4,HCB Südtirol Alperia,1527.08
2025-26,4,4,Hydro Fehervar AV 19,1446.89
2025-26,4,4,Moser Medical Graz99ers,1674.05
2025-26,4,4,Olimpija Ljubljana,1612.63
2025-26,4,4,Pioneers Vorarlberg,1357.55
2025-26,4,4,Steinbach Black Wings Linz,1456.81
2025-26,4,4,Vienna Capitals,1487.41
2025-26,5,5,EC Red Bull Salzburg,1583.5
2025-26,5,5,EC iDM Wärmepumpen VSV,1466.28
2025-26,5,5,EC-KAC,1592.76
2025-26,5,5,FTC-Telekom,1386.23
2025-26,5,5,HC Falkensteiner Pustertal,1595.39
2025-26,5,5,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,5,5,HCB Südtirol Alperia,1527.08
2025-26,5,5,Hydro Fehervar AV 19,1461.2
2025-26,5,5,Moser Medical Graz99ers,1674.05
2025-26,5,5,Olimpija Ljubljana,1612.63
2025-26,5,5,Pioneers Vorarlberg,1357.55
2025-26,5,5,Steinbach Black Wings Linz,1456.81
2025-26,5,5,Vienna Capitals,1487.41
2025-26,6,6,EC Red Bull Salzburg,1583.5
2025-26,6,6,EC iDM Wärmepumpen VSV,1466.28
2025-26,6,6,EC-KAC,1574.95
2025-26,6,6,FTC-Telekom,1386.23
2025-26,6,6,HC Falkensteiner Pustertal,1595.39
2025-26,6,6,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,6,6,HCB Südtirol Alperia,1527.08
2025-26,6,6,Hydro Fehervar AV 19,1479.01
2025-26,6,6,Moser Medical Graz99ers,1674.05
2025-26,6,6,Olimpija Ljubljana,1612.63
2025-26,6,6,Pioneers Vorarlberg,1357.55
2025-26,6,6,Steinbach Black Wings Linz,1456.81
2025-26,6,6,Vienna Capitals,1487.41
2025-26,1,1,EC Red Bull Salzburg,1583.5
2025-26,1,1,EC iDM Wärmepumpen VSV,1466.28
2025-26,1,1,EC-KAC,1574.95
2025-26,1,1,FTC-Telekom,1386.23
2025-26,1,1,HC Falkensteiner Pustertal,1609.82
2025-26,1,1,HC TIWAG Innsbruck - Die Haie,1299.1
2025-26,1,1,HCB Südtirol Alperia,1527.08
2025-26,1,1,Hydro Fehervar AV 19,1474.1
2025-26,1,1,Moser Medical Graz99ers,1678.96
2025-26,1,1,Olimpija Ljubljana,1598.19
2025-26,1,1,Pioneers Vorarlberg,1357.55
2025-26,1,1,Steinbach Black Wings Linz,1456.81
2025-26,1,1,Vienna Capitals,1487.41
