game_slug,season,team,jersey,name,goals_against,is_captain,is_starter,minutes,save_pct,saves
16102025_dresdner-eisloewen_gg_koelner-haie_4011,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
16102025_dresdner-eisloewen_gg_koelner-haie_4011,2025-26,Kölner Haie,45,Tobias Ancicka,2,False,True,60:00,93.10%,27
16102025_dresdner-eisloewen_gg_koelner-haie_4011,2025-26,Kölner Haie,29,Aaron Kaiser,,False,False,,,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,Eisbären Berlin,30,Jake Hildebrand,2,False,True,60:00,89.47%,17
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,Eisbären Berlin,1,Jonas Stettmer,,False,False,,,
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,3,False,True,58:04,91.18%,31
16112025_eisbaeren-berlin_gg_loewen-frankfurt_4068,2025-26,Löwen Frankfurt,74,Rodion Schumacher,,False,False,,,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,ERC Ingolstadt,36,Brett Brochu,1,False,True,60:00,95.65%,22
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,ERC Ingolstadt,1,Nico Pertuch,,False,False,,,
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,Augsburger Panther,34,Michael Garteig,5,False,True,60:00,85.29%,29
16112025_erc-ingolstadt_gg_augsburger-panther_4069,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,Kölner Haie,30,Janne Juvonen,0,False,True,60:00,100.00%,16
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,5,False,True,60:00,87.18%,34
16112025_koelner-haie_gg_dresdner-eisloewen_4067,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,0,False,True,60:00,100.00%,24
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,Iserlohn Roosters,32,Hendrik Hane,2,False,True,59:53,93.75%,30
16112025_schwenninger-wild-wings_gg_iserlohn-roosters_4072,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
17032026_pinguins-bremerhaven_gg_nuernberg-ice-tigers_4334,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,0,False,True,60:00,100.00%,31
17032026_pinguins-bremerhaven_gg_nuernberg-ice-tigers_4334,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
17032026_pinguins-bremerhaven_gg_nuernberg-ice-tigers_4334,2025-26,Pinguins Bremerhaven,33,Julius Hudacek,,False,False,,,
17032026_pinguins-bremerhaven_gg_nuernberg-ice-tigers_4334,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,4,False,True,60:00,84.00%,21
17032026_pinguins-bremerhaven_gg_nuernberg-ice-tigers_4334,2025-26,Nürnberg Ice Tigers,35,Luca Ganz,,False,False,,,
17102025_loewen-frankfurt_gg_ehc-red-bull-muenchen_4014,2025-26,Löwen Frankfurt,51,Cody Brenner,1,False,True,60:40,97.73%,43
17102025_loewen-frankfurt_gg_ehc-red-bull-muenchen_4014,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
17102025_loewen-frankfurt_gg_ehc-red-bull-muenchen_4014,2025-26,EHC Red Bull München,35,Mathias Niederberger,2,False,True,60:40,92.59%,25
17102025_loewen-frankfurt_gg_ehc-red-bull-muenchen_4014,2025-26,EHC Red Bull München,32,Matthias Bittner,,False,False,,,
17102025_pinguins-bremerhaven_gg_augsburger-panther_4016,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,3,False,True,65:00,89.66%,26
17102025_pinguins-bremerhaven_gg_augsburger-panther_4016,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
17102025_pinguins-bremerhaven_gg_augsburger-panther_4016,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
17102025_pinguins-bremerhaven_gg_augsburger-panther_4016,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,65:00,93.02%,40
17102025_pinguins-bremerhaven_gg_augsburger-panther_4016,2025-26,Augsburger Panther,31,Lasse Dietzschold,,False,False,,,
17102025_straubing-tigers_gg_iserlohn-roosters_4017,2025-26,Straubing Tigers,40,Henrik Haukeland,0,False,True,60:00,100.00%,18
17102025_straubing-tigers_gg_iserlohn-roosters_4017,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
17102025_straubing-tigers_gg_iserlohn-roosters_4017,2025-26,Iserlohn Roosters,92,Andreas Jenike,2,False,True,58:31,94.74%,36
17102025_straubing-tigers_gg_iserlohn-roosters_4017,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
18012026_dresdner-eisloewen_gg_adler-mannheim_4222,2025-26,Dresdner Eislöwen,62,Janick Schwendener,6,False,True,45:49,80.00%,24
18012026_dresdner-eisloewen_gg_adler-mannheim_4222,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,0,False,False,14:11,100.00%,7
18012026_dresdner-eisloewen_gg_adler-mannheim_4222,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
18012026_dresdner-eisloewen_gg_adler-mannheim_4222,2025-26,Adler Mannheim,56,Maximilian Franzreb,2,False,True,60:00,90.00%,18
18012026_dresdner-eisloewen_gg_adler-mannheim_4222,2025-26,Adler Mannheim,67,Leon Willerscheid,,False,False,,,
18012026_koelner-haie_gg_iserlohn-roosters_4220,2025-26,Kölner Haie,30,Janne Juvonen,2,False,True,60:00,92.31%,24
18012026_koelner-haie_gg_iserlohn-roosters_4220,2025-26,Kölner Haie,90,Felix Brückmann,,False,False,,,
18012026_koelner-haie_gg_iserlohn-roosters_4220,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
18012026_koelner-haie_gg_iserlohn-roosters_4220,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,58:17,81.25%,13
18012026_koelner-haie_gg_iserlohn-roosters_4220,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
18012026_loewen-frankfurt_gg_erc-ingolstadt_4223,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,1,False,True,63:58,94.12%,16
18012026_loewen-frankfurt_gg_erc-ingolstadt_4223,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
18012026_loewen-frankfurt_gg_erc-ingolstadt_4223,2025-26,ERC Ingolstadt,36,Brett Brochu,1,False,True,65:00,96.55%,28
18012026_loewen-frankfurt_gg_erc-ingolstadt_4223,2025-26,ERC Ingolstadt,1,Nico Pertuch,,False,False,,,
18012026_straubing-tigers_gg_augsburger-panther_4224,2025-26,Straubing Tigers,40,Henrik Haukeland,3,False,True,57:14,88.00%,22
18012026_straubing-tigers_gg_augsburger-panther_4224,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
18012026_straubing-tigers_gg_augsburger-panther_4224,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
18012026_straubing-tigers_gg_augsburger-panther_4224,2025-26,Augsburger Panther,41,Peyton Jones,1,False,True,60:00,97.06%,33
18012026_straubing-tigers_gg_augsburger-panther_4224,2025-26,Augsburger Panther,34,Michael Garteig,,False,False,,,
18032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4335,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,1,False,True,60:00,97.14%,34
18032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4335,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
18032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4335,2025-26,Grizzlys Wolfsburg,39,Ennio Albrecht,,False,False,,,
18032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4335,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,3,False,True,56:30,85.00%,17
18032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4335,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
18092025_loewen-frankfurt_gg_dresdner-eisloewen_3955,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,5,False,True,46:02,70.59%,12
18092025_loewen-frankfurt_gg_dresdner-eisloewen_3955,2025-26,Löwen Frankfurt,51,Cody Brenner,0,False,False,12:57,100.00%,4
18092025_loewen-frankfurt_gg_dresdner-eisloewen_3955,2025-26,Dresdner Eislöwen,35,Julius Hudacek,3,False,True,40:00,89.29%,25
18092025_loewen-frankfurt_gg_dresdner-eisloewen_3955,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
19092025_ehc-red-bull-muenchen_gg_augsburger-panther_3956,2025-26,EHC Red Bull München,35,Mathias Niederberger,3,False,True,60:00,85.71%,18
19092025_ehc-red-bull-muenchen_gg_augsburger-panther_3956,2025-26,EHC Red Bull München,25,Simon Wolf,,False,False,,,
19092025_ehc-red-bull-muenchen_gg_augsburger-panther_3956,2025-26,Augsburger Panther,34,Michael Garteig,6,False,True,60:00,84.62%,33
19092025_ehc-red-bull-muenchen_gg_augsburger-panther_3956,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
19092025_iserlohn-roosters_gg_nuernberg-ice-tigers_3960,2025-26,Iserlohn Roosters,92,Andreas Jenike,5,False,True,65:00,75.00%,15
19092025_iserlohn-roosters_gg_nuernberg-ice-tigers_3960,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
19092025_iserlohn-roosters_gg_nuernberg-ice-tigers_3960,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,5,False,True,65:00,82.14%,23
19092025_iserlohn-roosters_gg_nuernberg-ice-tigers_3960,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,,False,False,,,
19102025_augsburger-panther_gg_loewen-frankfurt_4019,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,60:00,89.66%,26
19102025_augsburger-panther_gg_loewen-frankfurt_4019,2025-26,Augsburger Panther,30,Dave Dützka,,False,False,,,
19102025_augsburger-panther_gg_loewen-frankfurt_4019,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,5,False,True,57:56,82.14%,23
19102025_augsburger-panther_gg_loewen-frankfurt_4019,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
19102025_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4020,2025-26,EHC Red Bull München,30,Antoine Bibeau,1,False,True,60:00,96.00%,24
19102025_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4020,2025-26,EHC Red Bull München,35,Mathias Niederberger,,False,False,,,
19102025_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4020,2025-26,Dresdner Eislöwen,62,Janick Schwendener,2,False,True,60:00,94.12%,32
19102025_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4020,2025-26,Dresdner Eislöwen,35,Julius Hudacek,,False,False,,,
19102025_iserlohn-roosters_gg_eisbaeren-berlin_4022,2025-26,Iserlohn Roosters,32,Hendrik Hane,4,False,True,58:13,89.47%,34
19102025_iserlohn-roosters_gg_eisbaeren-berlin_4022,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
19102025_iserlohn-roosters_gg_eisbaeren-berlin_4022,2025-26,Eisbären Berlin,30,Jake Hildebrand,3,False,True,60:00,88.46%,23
19102025_iserlohn-roosters_gg_eisbaeren-berlin_4022,2025-26,Eisbären Berlin,1,Jonas Stettmer,,False,False,,,
19112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4074,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,3,False,True,61:21,90.91%,30
19112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4074,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
19112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4074,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,4,False,True,61:21,84.00%,21
19112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4074,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
19122025_adler-mannheim_gg_iserlohn-roosters_4142,2025-26,Adler Mannheim,33,Johan Christer Mattsson,3,False,True,60:00,80.00%,12
19122025_adler-mannheim_gg_iserlohn-roosters_4142,2025-26,Adler Mannheim,56,Maximilian Franzreb,,False,False,,,
19122025_adler-mannheim_gg_iserlohn-roosters_4142,2025-26,Iserlohn Roosters,92,Andreas Jenike,4,False,True,59:54,84.62%,22
19122025_adler-mannheim_gg_iserlohn-roosters_4142,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
19122025_loewen-frankfurt_gg_augsburger-panther_4141,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,4,False,True,62:41,88.24%,30
19122025_loewen-frankfurt_gg_augsburger-panther_4141,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
19122025_loewen-frankfurt_gg_augsburger-panther_4141,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,62:41,88.89%,24
19122025_loewen-frankfurt_gg_augsburger-panther_4141,2025-26,Augsburger Panther,31,Lasse Dietzschold,,False,False,,,
19122025_nuernberg-ice-tigers_gg_dresdner-eisloewen_4140,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,1,False,True,60:00,95.65%,22
19122025_nuernberg-ice-tigers_gg_dresdner-eisloewen_4140,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,,False,False,,,
19122025_nuernberg-ice-tigers_gg_dresdner-eisloewen_4140,2025-26,Dresdner Eislöwen,62,Janick Schwendener,5,False,True,59:54,86.49%,32
19122025_nuernberg-ice-tigers_gg_dresdner-eisloewen_4140,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,,False,False,,,
20032026_nuernberg-ice-tigers_gg_pinguins-bremerhaven_4336,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,3,False,True,58:20,88.46%,23
20032026_nuernberg-ice-tigers_gg_pinguins-bremerhaven_4336,2025-26,Nürnberg Ice Tigers,35,Luca Ganz,,False,False,,,
20032026_nuernberg-ice-tigers_gg_pinguins-bremerhaven_4336,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,2,False,True,60:00,93.33%,28
20032026_nuernberg-ice-tigers_gg_pinguins-bremerhaven_4336,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
20032026_nuernberg-ice-tigers_gg_pinguins-bremerhaven_4336,2025-26,Pinguins Bremerhaven,33,Julius Hudacek,,False,False,,,
20032026_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4337,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,1,False,True,60:00,97.50%,39
20032026_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4337,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
20032026_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4337,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
20032026_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4337,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,5,False,True,40:00,64.29%,9
20032026_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4337,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,0,False,False,20:00,100.00%,10
20032026_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4337,2025-26,Grizzlys Wolfsburg,39,Ennio Albrecht,,False,False,,,
21092025_augsburger-panther_gg_iserlohn-roosters_3962,2025-26,Augsburger Panther,34,Michael Garteig,1,False,True,60:00,95.65%,22
21092025_augsburger-panther_gg_iserlohn-roosters_3962,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
21092025_augsburger-panther_gg_iserlohn-roosters_3962,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,59:34,86.96%,20
21092025_augsburger-panther_gg_iserlohn-roosters_3962,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
21092025_grizzlys-wolfsburg_gg_dresdner-eisloewen_3967,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,3,False,True,60:00,89.29%,25
21092025_grizzlys-wolfsburg_gg_dresdner-eisloewen_3967,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,,False,False,,,
21092025_grizzlys-wolfsburg_gg_dresdner-eisloewen_3967,2025-26,Dresdner Eislöwen,62,Janick Schwendener,5,False,True,59:51,82.14%,23
21092025_grizzlys-wolfsburg_gg_dresdner-eisloewen_3967,2025-26,Dresdner Eislöwen,35,Julius Hudacek,,False,False,,,
21092025_grizzlys-wolfsburg_gg_dresdner-eisloewen_3967,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
21092025_loewen-frankfurt_gg_schwenninger-wild-wings_3966,2025-26,Löwen Frankfurt,51,Cody Brenner,6,False,True,59:58,77.78%,21
21092025_loewen-frankfurt_gg_schwenninger-wild-wings_3966,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
21092025_loewen-frankfurt_gg_schwenninger-wild-wings_3966,2025-26,Löwen Frankfurt,74,Rodion Schumacher,,False,False,,,
21092025_loewen-frankfurt_gg_schwenninger-wild-wings_3966,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,3,False,True,60:00,86.96%,20
21092025_loewen-frankfurt_gg_schwenninger-wild-wings_3966,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
21112025_adler-mannheim_gg_dresdner-eisloewen_4079,2025-26,Adler Mannheim,56,Maximilian Franzreb,1,False,True,59:55,94.74%,18
21112025_adler-mannheim_gg_dresdner-eisloewen_4079,2025-26,Adler Mannheim,33,Johan Christer Mattsson,,False,False,,,
21112025_adler-mannheim_gg_dresdner-eisloewen_4079,2025-26,Adler Mannheim,72,Kimi Saffran,,False,False,,,
21112025_adler-mannheim_gg_dresdner-eisloewen_4079,2025-26,Dresdner Eislöwen,62,Janick Schwendener,2,False,True,58:57,94.12%,32
21112025_adler-mannheim_gg_dresdner-eisloewen_4079,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,,False,False,,,
21112025_koelner-haie_gg_augsburger-panther_4076,2025-26,Kölner Haie,30,Janne Juvonen,3,False,True,64:08,85.71%,18
21112025_koelner-haie_gg_augsburger-panther_4076,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
21112025_koelner-haie_gg_augsburger-panther_4076,2025-26,Kölner Haie,48,Marko Brlic,,False,False,,,
21112025_koelner-haie_gg_augsburger-panther_4076,2025-26,Augsburger Panther,34,Michael Garteig,3,False,True,65:00,92.31%,36
21112025_koelner-haie_gg_augsburger-panther_4076,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
21112025_loewen-frankfurt_gg_iserlohn-roosters_4078,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,0,False,True,60:00,100.00%,19
21112025_loewen-frankfurt_gg_iserlohn-roosters_4078,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
21112025_loewen-frankfurt_gg_iserlohn-roosters_4078,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,60:00,84.21%,16
21112025_loewen-frankfurt_gg_iserlohn-roosters_4078,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
21122025_augsburger-panther_gg_straubing-tigers_4151,2025-26,Augsburger Panther,34,Michael Garteig,2,False,True,65:00,93.75%,30
21122025_augsburger-panther_gg_straubing-tigers_4151,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
21122025_augsburger-panther_gg_straubing-tigers_4151,2025-26,Straubing Tigers,40,Henrik Haukeland,2,False,True,65:00,94.29%,33
21122025_augsburger-panther_gg_straubing-tigers_4151,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
21122025_augsburger-panther_gg_straubing-tigers_4151,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
21122025_dresdner-eisloewen_gg_erc-ingolstadt_4146,2025-26,Dresdner Eislöwen,62,Janick Schwendener,2,False,True,60:00,94.29%,33
21122025_dresdner-eisloewen_gg_erc-ingolstadt_4146,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,,False,False,,,
21122025_dresdner-eisloewen_gg_erc-ingolstadt_4146,2025-26,ERC Ingolstadt,36,Brett Brochu,3,False,True,57:30,85.00%,17
21122025_dresdner-eisloewen_gg_erc-ingolstadt_4146,2025-26,ERC Ingolstadt,1,Nico Pertuch,,False,False,,,
21122025_iserlohn-roosters_gg_loewen-frankfurt_4148,2025-26,Iserlohn Roosters,32,Hendrik Hane,4,False,False,60:00,82.61%,19
21122025_iserlohn-roosters_gg_loewen-frankfurt_4148,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
21122025_iserlohn-roosters_gg_loewen-frankfurt_4148,2025-26,Löwen Frankfurt,47,Dustin Tokarski,6,False,True,58:41,80.00%,24
21122025_iserlohn-roosters_gg_loewen-frankfurt_4148,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
22032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4354,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,3,False,True,64:14,90.32%,28
22032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4354,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
22032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4354,2025-26,Grizzlys Wolfsburg,39,Ennio Albrecht,,False,False,,,
22032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4354,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,2,False,True,64:14,93.94%,31
22032026_grizzlys-wolfsburg_gg_schwenninger-wild-wings_4354,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
23012026_dresdner-eisloewen_gg_iserlohn-roosters_4230,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,4,False,True,60:00,80.00%,16
23012026_dresdner-eisloewen_gg_iserlohn-roosters_4230,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
23012026_dresdner-eisloewen_gg_iserlohn-roosters_4230,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
23012026_dresdner-eisloewen_gg_iserlohn-roosters_4230,2025-26,Iserlohn Roosters,32,Hendrik Hane,1,False,True,60:00,97.22%,35
23012026_dresdner-eisloewen_gg_iserlohn-roosters_4230,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
23012026_nuernberg-ice-tigers_gg_augsburger-panther_4229,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,1,False,True,60:00,94.74%,18
23012026_nuernberg-ice-tigers_gg_augsburger-panther_4229,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,,False,False,,,
23012026_nuernberg-ice-tigers_gg_augsburger-panther_4229,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,57:12,91.43%,32
23012026_nuernberg-ice-tigers_gg_augsburger-panther_4229,2025-26,Augsburger Panther,34,Michael Garteig,,False,False,,,
23012026_straubing-tigers_gg_loewen-frankfurt_4232,2025-26,Straubing Tigers,40,Henrik Haukeland,4,False,True,60:00,86.21%,25
23012026_straubing-tigers_gg_loewen-frankfurt_4232,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
23012026_straubing-tigers_gg_loewen-frankfurt_4232,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
23012026_straubing-tigers_gg_loewen-frankfurt_4232,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,5,False,True,57:52,78.26%,18
23012026_straubing-tigers_gg_loewen-frankfurt_4232,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
23102025_augsburger-panther_gg_erc-ingolstadt_4025,2025-26,Augsburger Panther,41,Peyton Jones,2,False,True,60:00,94.44%,34
23102025_augsburger-panther_gg_erc-ingolstadt_4025,2025-26,Augsburger Panther,30,Dave Dützka,,False,False,,,
23102025_augsburger-panther_gg_erc-ingolstadt_4025,2025-26,ERC Ingolstadt,36,Brett Brochu,3,False,True,58:37,81.25%,13
23102025_augsburger-panther_gg_erc-ingolstadt_4025,2025-26,ERC Ingolstadt,31,Devin Williams,,False,False,,,
23112025_augsburger-panther_gg_ehc-red-bull-muenchen_4083,2025-26,Augsburger Panther,34,Michael Garteig,8,False,True,60:00,77.14%,27
23112025_augsburger-panther_gg_ehc-red-bull-muenchen_4083,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
23112025_augsburger-panther_gg_ehc-red-bull-muenchen_4083,2025-26,EHC Red Bull München,30,Antoine Bibeau,3,False,True,60:00,87.50%,21
23112025_augsburger-panther_gg_ehc-red-bull-muenchen_4083,2025-26,EHC Red Bull München,25,Simon Wolf,,False,False,,,
23112025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4088,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,4,False,True,60:00,88.89%,32
23112025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4088,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
23112025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4088,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,0,False,True,60:00,100.00%,30
23112025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4088,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
23112025_iserlohn-roosters_gg_adler-mannheim_4085,2025-26,Iserlohn Roosters,32,Hendrik Hane,3,False,True,59:16,85.00%,17
23112025_iserlohn-roosters_gg_adler-mannheim_4085,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
23112025_iserlohn-roosters_gg_adler-mannheim_4085,2025-26,Adler Mannheim,33,Johan Christer Mattsson,0,False,True,60:00,100.00%,31
23112025_iserlohn-roosters_gg_adler-mannheim_4085,2025-26,Adler Mannheim,56,Maximilian Franzreb,,False,False,,,
23112025_nuernberg-ice-tigers_gg_loewen-frankfurt_4082,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,2,False,True,60:00,92.00%,23
23112025_nuernberg-ice-tigers_gg_loewen-frankfurt_4082,2025-26,Nürnberg Ice Tigers,35,Luca Ganz,,False,False,,,
23112025_nuernberg-ice-tigers_gg_loewen-frankfurt_4082,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,4,False,True,59:44,88.57%,31
23112025_nuernberg-ice-tigers_gg_loewen-frankfurt_4082,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
23122025_augsburger-panther_gg_nuernberg-ice-tigers_4154,2025-26,Augsburger Panther,34,Michael Garteig,3,False,True,61:25,90.00%,27
23122025_augsburger-panther_gg_nuernberg-ice-tigers_4154,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
23122025_augsburger-panther_gg_nuernberg-ice-tigers_4154,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,2,False,True,61:25,88.24%,15
23122025_augsburger-panther_gg_nuernberg-ice-tigers_4154,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,,False,False,,,
23122025_grizzlys-wolfsburg_gg_iserlohn-roosters_4158,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,1,False,True,60:00,94.74%,18
