game_slug,season,team,jersey,name,goals_against,is_captain,is_starter,minutes,save_pct,saves
08032026_ehc-red-bull-muenchen_gg_loewen-frankfurt_4288,2025-26,Löwen Frankfurt,51,Cody Brenner,3,False,True,61:30,88.46%,23
08032026_ehc-red-bull-muenchen_gg_loewen-frankfurt_4288,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
08032026_iserlohn-roosters_gg_pinguins-bremerhaven_4287,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,59:15,88.00%,22
08032026_iserlohn-roosters_gg_pinguins-bremerhaven_4287,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
08032026_iserlohn-roosters_gg_pinguins-bremerhaven_4287,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,0,False,True,60:00,100.00%,26
08032026_iserlohn-roosters_gg_pinguins-bremerhaven_4287,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
08032026_iserlohn-roosters_gg_pinguins-bremerhaven_4287,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
08032026_schwenninger-wild-wings_gg_augsburger-panther_4284,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,1,False,True,60:00,95.00%,19
08032026_schwenninger-wild-wings_gg_augsburger-panther_4284,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
08032026_schwenninger-wild-wings_gg_augsburger-panther_4284,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
08032026_schwenninger-wild-wings_gg_augsburger-panther_4284,2025-26,Augsburger Panther,34,Michael Garteig,2,False,True,58:50,93.10%,27
08032026_schwenninger-wild-wings_gg_augsburger-panther_4284,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
09012026_grizzlys-wolfsburg_gg_augsburger-panther_4206,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,3,False,True,60:14,90.63%,29
09012026_grizzlys-wolfsburg_gg_augsburger-panther_4206,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
09012026_grizzlys-wolfsburg_gg_augsburger-panther_4206,2025-26,Augsburger Panther,34,Michael Garteig,4,False,True,57:54,87.10%,27
09012026_grizzlys-wolfsburg_gg_augsburger-panther_4206,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
09012026_loewen-frankfurt_gg_adler-mannheim_4202,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,6,False,True,60:00,80.65%,25
09012026_loewen-frankfurt_gg_adler-mannheim_4202,2025-26,Löwen Frankfurt,74,Rodion Schumacher,,False,False,,,
09012026_loewen-frankfurt_gg_adler-mannheim_4202,2025-26,Adler Mannheim,56,Maximilian Franzreb,2,False,True,60:00,91.67%,22
09012026_loewen-frankfurt_gg_adler-mannheim_4202,2025-26,Adler Mannheim,33,Johan Christer Mattsson,,False,False,,,
09092025_eisbaeren-berlin_gg_dresdner-eisloewen_3939,2025-26,Eisbären Berlin,30,Jake Hildebrand,2,False,True,60:00,88.89%,16
09092025_eisbaeren-berlin_gg_dresdner-eisloewen_3939,2025-26,Eisbären Berlin,1,Jonas Stettmer,,False,False,,,
09092025_eisbaeren-berlin_gg_dresdner-eisloewen_3939,2025-26,Eisbären Berlin,73,Lennart Neiße,,False,False,,,
09092025_eisbaeren-berlin_gg_dresdner-eisloewen_3939,2025-26,Dresdner Eislöwen,35,Julius Hudacek,6,False,True,60:00,78.57%,22
09092025_eisbaeren-berlin_gg_dresdner-eisloewen_3939,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
09092025_eisbaeren-berlin_gg_dresdner-eisloewen_3939,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
10012026_dresdner-eisloewen_gg_eisbaeren-berlin_4304,2025-26,Dresdner Eislöwen,62,Janick Schwendener,3,False,True,60:14,90.00%,27
10012026_dresdner-eisloewen_gg_eisbaeren-berlin_4304,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,,False,False,,,
10012026_dresdner-eisloewen_gg_eisbaeren-berlin_4304,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
10012026_dresdner-eisloewen_gg_eisbaeren-berlin_4304,2025-26,Eisbären Berlin,30,Jake Hildebrand,2,False,True,60:14,93.10%,27
10012026_dresdner-eisloewen_gg_eisbaeren-berlin_4304,2025-26,Eisbären Berlin,1,Jonas Stettmer,,False,False,,,
10012026_dresdner-eisloewen_gg_eisbaeren-berlin_4304,2025-26,Eisbären Berlin,73,Lennart Neiße,,False,False,,,
10102025_augsburger-panther_gg_grizzlys-wolfsburg_4001,2025-26,Augsburger Panther,34,Michael Garteig,1,False,True,62:36,96.43%,27
10102025_augsburger-panther_gg_grizzlys-wolfsburg_4001,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
10102025_augsburger-panther_gg_grizzlys-wolfsburg_4001,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,2,False,True,62:36,93.10%,27
10102025_augsburger-panther_gg_grizzlys-wolfsburg_4001,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,,False,False,,,
10102025_iserlohn-roosters_gg_dresdner-eisloewen_4003,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,61:43,86.96%,20
10102025_iserlohn-roosters_gg_dresdner-eisloewen_4003,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
10102025_iserlohn-roosters_gg_dresdner-eisloewen_4003,2025-26,Dresdner Eislöwen,35,Julius Hudacek,4,False,True,61:02,82.61%,19
10102025_iserlohn-roosters_gg_dresdner-eisloewen_4003,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
10102025_loewen-frankfurt_gg_eisbaeren-berlin_4000,2025-26,Löwen Frankfurt,51,Cody Brenner,2,False,True,65:00,94.29%,33
10102025_loewen-frankfurt_gg_eisbaeren-berlin_4000,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
10102025_loewen-frankfurt_gg_eisbaeren-berlin_4000,2025-26,Eisbären Berlin,30,Jake Hildebrand,2,False,True,65:00,92.31%,24
10102025_loewen-frankfurt_gg_eisbaeren-berlin_4000,2025-26,Eisbären Berlin,1,Jonas Stettmer,,False,False,,,
11012026_augsburger-panther_gg_koelner-haie_4208,2025-26,Augsburger Panther,34,Michael Garteig,2,False,True,58:38,95.35%,41
11012026_augsburger-panther_gg_koelner-haie_4208,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
11012026_augsburger-panther_gg_koelner-haie_4208,2025-26,Kölner Haie,30,Janne Juvonen,1,False,True,60:00,95.00%,19
11012026_augsburger-panther_gg_koelner-haie_4208,2025-26,Kölner Haie,90,Felix Brückmann,,False,False,,,
11012026_augsburger-panther_gg_koelner-haie_4208,2025-26,Kölner Haie,45,Tobias Ancicka,,False,False,,,
11012026_ehc-red-bull-muenchen_gg_iserlohn-roosters_4209,2025-26,EHC Red Bull München,30,Antoine Bibeau,0,False,True,60:00,100.00%,15
11012026_ehc-red-bull-muenchen_gg_iserlohn-roosters_4209,2025-26,EHC Red Bull München,25,Simon Wolf,,False,False,,,
11012026_ehc-red-bull-muenchen_gg_iserlohn-roosters_4209,2025-26,EHC Red Bull München,32,Matthias Bittner,,False,False,,,
11012026_ehc-red-bull-muenchen_gg_iserlohn-roosters_4209,2025-26,Iserlohn Roosters,32,Hendrik Hane,6,False,True,60:00,82.86%,29
11012026_ehc-red-bull-muenchen_gg_iserlohn-roosters_4209,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
11012026_grizzlys-wolfsburg_gg_loewen-frankfurt_4210,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,2,False,True,60:00,94.29%,33
11012026_grizzlys-wolfsburg_gg_loewen-frankfurt_4210,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
11012026_grizzlys-wolfsburg_gg_loewen-frankfurt_4210,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,5,False,True,60:00,82.14%,23
11012026_grizzlys-wolfsburg_gg_loewen-frankfurt_4210,2025-26,Löwen Frankfurt,74,Rodion Schumacher,,False,False,,,
12092025_erc-ingolstadt_gg_iserlohn-roosters_3947,2025-26,ERC Ingolstadt,31,Devin Williams,3,False,True,58:05,90.00%,27
12092025_erc-ingolstadt_gg_iserlohn-roosters_3947,2025-26,ERC Ingolstadt,36,Brett Brochu,,False,False,,,
12092025_erc-ingolstadt_gg_iserlohn-roosters_3947,2025-26,Iserlohn Roosters,92,Andreas Jenike,2,False,True,60:00,93.10%,27
12092025_erc-ingolstadt_gg_iserlohn-roosters_3947,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
12092025_loewen-frankfurt_gg_grizzlys-wolfsburg_3944,2025-26,Löwen Frankfurt,51,Cody Brenner,5,False,True,25:12,68.75%,11
12092025_loewen-frankfurt_gg_grizzlys-wolfsburg_3944,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,4,False,False,34:48,80.00%,16
12092025_loewen-frankfurt_gg_grizzlys-wolfsburg_3944,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,1,False,True,60:00,96.00%,24
12092025_loewen-frankfurt_gg_grizzlys-wolfsburg_3944,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
12092025_nuernberg-ice-tigers_gg_augsburger-panther_3943,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,1,False,True,60:00,95.83%,23
12092025_nuernberg-ice-tigers_gg_augsburger-panther_3943,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,,False,False,,,
12092025_nuernberg-ice-tigers_gg_augsburger-panther_3943,2025-26,Augsburger Panther,34,Michael Garteig,3,False,True,57:07,86.96%,20
12092025_nuernberg-ice-tigers_gg_augsburger-panther_3943,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
12102025_dresdner-eisloewen_gg_pinguins-bremerhaven_4005,2025-26,Dresdner Eislöwen,62,Janick Schwendener,5,False,True,63:44,82.76%,24
12102025_dresdner-eisloewen_gg_pinguins-bremerhaven_4005,2025-26,Dresdner Eislöwen,35,Julius Hudacek,,False,False,,,
12102025_dresdner-eisloewen_gg_pinguins-bremerhaven_4005,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
12102025_dresdner-eisloewen_gg_pinguins-bremerhaven_4005,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,4,False,True,62:40,83.33%,20
12102025_dresdner-eisloewen_gg_pinguins-bremerhaven_4005,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,,False,False,,,
12102025_dresdner-eisloewen_gg_pinguins-bremerhaven_4005,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
12102025_erc-ingolstadt_gg_loewen-frankfurt_4008,2025-26,ERC Ingolstadt,36,Brett Brochu,2,False,True,60:00,90.91%,20
12102025_erc-ingolstadt_gg_loewen-frankfurt_4008,2025-26,ERC Ingolstadt,31,Devin Williams,,False,False,,,
12102025_erc-ingolstadt_gg_loewen-frankfurt_4008,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,5,False,True,60:00,88.37%,38
12102025_erc-ingolstadt_gg_loewen-frankfurt_4008,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
12102025_koelner-haie_gg_iserlohn-roosters_4004,2025-26,Kölner Haie,90,Felix Brückmann,1,False,True,26:40,92.31%,12
12102025_koelner-haie_gg_iserlohn-roosters_4004,2025-26,Kölner Haie,45,Tobias Ancicka,0,False,False,33:20,100.00%,6
12102025_koelner-haie_gg_iserlohn-roosters_4004,2025-26,Iserlohn Roosters,32,Hendrik Hane,2,False,True,58:25,94.29%,33
12102025_koelner-haie_gg_iserlohn-roosters_4004,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
12102025_schwenninger-wild-wings_gg_augsburger-panther_4009,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,4,False,True,58:56,88.57%,31
12102025_schwenninger-wild-wings_gg_augsburger-panther_4009,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,,False,False,,,
12102025_schwenninger-wild-wings_gg_augsburger-panther_4009,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,60:00,91.43%,32
12102025_schwenninger-wild-wings_gg_augsburger-panther_4009,2025-26,Augsburger Panther,3,Dave Dützka,,False,False,,,
12122025_augsburger-panther_gg_erc-ingolstadt_4126,2025-26,Augsburger Panther,41,Peyton Jones,4,False,True,58:46,86.21%,25
12122025_augsburger-panther_gg_erc-ingolstadt_4126,2025-26,Augsburger Panther,3,Dave Dützka,,False,False,,,
12122025_augsburger-panther_gg_erc-ingolstadt_4126,2025-26,ERC Ingolstadt,36,Brett Brochu,3,False,True,60:00,80.00%,12
12122025_augsburger-panther_gg_erc-ingolstadt_4126,2025-26,ERC Ingolstadt,1,Nico Pertuch,,False,False,,,
12122025_iserlohn-roosters_gg_dresdner-eisloewen_4127,2025-26,Iserlohn Roosters,92,Andreas Jenike,4,False,True,60:00,80.00%,16
12122025_iserlohn-roosters_gg_dresdner-eisloewen_4127,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
12122025_iserlohn-roosters_gg_dresdner-eisloewen_4127,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,5,False,True,58:50,83.87%,26
12122025_iserlohn-roosters_gg_dresdner-eisloewen_4127,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
12122025_nuernberg-ice-tigers_gg_loewen-frankfurt_4125,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,3,False,True,60:00,88.00%,22
12122025_nuernberg-ice-tigers_gg_loewen-frankfurt_4125,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,,False,False,,,
12122025_nuernberg-ice-tigers_gg_loewen-frankfurt_4125,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,4,False,True,56:56,81.82%,18
12122025_nuernberg-ice-tigers_gg_loewen-frankfurt_4125,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
13032026_dresdner-eisloewen_gg_loewen-frankfurt_4292,2025-26,Dresdner Eislöwen,62,Janick Schwendener,4,False,True,59:43,84.62%,22
13032026_dresdner-eisloewen_gg_loewen-frankfurt_4292,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,,False,False,,,
13032026_dresdner-eisloewen_gg_loewen-frankfurt_4292,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,4,False,True,60:00,82.61%,19
13032026_dresdner-eisloewen_gg_loewen-frankfurt_4292,2025-26,Löwen Frankfurt,51,Cody Brenner,,False,False,,,
13032026_erc-ingolstadt_gg_augsburger-panther_4293,2025-26,ERC Ingolstadt,36,Brett Brochu,4,False,True,60:00,86.21%,25
13032026_erc-ingolstadt_gg_augsburger-panther_4293,2025-26,ERC Ingolstadt,1,Nico Pertuch,,False,False,,,
13032026_erc-ingolstadt_gg_augsburger-panther_4293,2025-26,Augsburger Panther,41,Peyton Jones,3,False,True,20:00,76.92%,10
13032026_erc-ingolstadt_gg_augsburger-panther_4293,2025-26,Augsburger Panther,34,Michael Garteig,3,False,False,38:56,85.00%,17
13032026_schwenninger-wild-wings_gg_iserlohn-roosters_4295,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,2,False,True,60:00,92.86%,26
13032026_schwenninger-wild-wings_gg_iserlohn-roosters_4295,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
13032026_schwenninger-wild-wings_gg_iserlohn-roosters_4295,2025-26,Schwenninger Wild Wings,40,Baran Bruno Cicek,,False,False,,,
13032026_schwenninger-wild-wings_gg_iserlohn-roosters_4295,2025-26,Iserlohn Roosters,32,Hendrik Hane,3,False,True,58:30,90.32%,28
13032026_schwenninger-wild-wings_gg_iserlohn-roosters_4295,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
14092025_augsburger-panther_gg_adler-mannheim_3948,2025-26,Augsburger Panther,41,Peyton Jones,6,False,True,60:00,82.86%,29
14092025_augsburger-panther_gg_adler-mannheim_3948,2025-26,Augsburger Panther,31,Lasse Dietzschold,,False,False,,,
14092025_augsburger-panther_gg_adler-mannheim_3948,2025-26,Adler Mannheim,33,Johan Christer Mattsson,3,False,True,60:00,85.71%,18
14092025_augsburger-panther_gg_adler-mannheim_3948,2025-26,Adler Mannheim,56,Maximilian Franzreb,,False,False,,,
14092025_dresdner-eisloewen_gg_erc-ingolstadt_3953,2025-26,Dresdner Eislöwen,35,Julius Hudacek,3,False,True,59:11,90.91%,30
14092025_dresdner-eisloewen_gg_erc-ingolstadt_3953,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
14092025_dresdner-eisloewen_gg_erc-ingolstadt_3953,2025-26,Dresdner Eislöwen,55,Paul Stocker,,False,False,,,
14092025_dresdner-eisloewen_gg_erc-ingolstadt_3953,2025-26,ERC Ingolstadt,31,Devin Williams,2,False,True,60:00,89.47%,17
14092025_dresdner-eisloewen_gg_erc-ingolstadt_3953,2025-26,ERC Ingolstadt,36,Brett Brochu,,False,False,,,
14092025_iserlohn-roosters_gg_schwenninger-wild-wings_3954,2025-26,Iserlohn Roosters,32,Hendrik Hane,2,False,True,65:00,92.86%,26
14092025_iserlohn-roosters_gg_schwenninger-wild-wings_3954,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
14092025_iserlohn-roosters_gg_schwenninger-wild-wings_3954,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,2,False,True,65:00,92.31%,24
14092025_iserlohn-roosters_gg_schwenninger-wild-wings_3954,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,,False,False,,,
14092025_straubing-tigers_gg_loewen-frankfurt_3950,2025-26,Straubing Tigers,40,Henrik Haukeland,1,False,True,60:00,95.00%,19
14092025_straubing-tigers_gg_loewen-frankfurt_3950,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
14092025_straubing-tigers_gg_loewen-frankfurt_3950,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
14092025_straubing-tigers_gg_loewen-frankfurt_3950,2025-26,Löwen Frankfurt,51,Cody Brenner,2,False,True,58:50,95.24%,40
14092025_straubing-tigers_gg_loewen-frankfurt_3950,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
14112025_augsburger-panther_gg_straubing-tigers_4064,2025-26,Augsburger Panther,41,Peyton Jones,9,False,True,60:00,75.00%,27
14112025_augsburger-panther_gg_straubing-tigers_4064,2025-26,Augsburger Panther,31,Lasse Dietzschold,,False,False,,,
14112025_augsburger-panther_gg_straubing-tigers_4064,2025-26,Straubing Tigers,40,Henrik Haukeland,4,False,True,60:00,84.62%,22
14112025_augsburger-panther_gg_straubing-tigers_4064,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
14112025_augsburger-panther_gg_straubing-tigers_4064,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
14112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4062,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,1,False,True,58:35,96.30%,26
14112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4062,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
14112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4062,2025-26,Schwenninger Wild Wings,60,Joacim Eriksson,0,False,True,60:00,100.00%,19
14112025_dresdner-eisloewen_gg_schwenninger-wild-wings_4062,2025-26,Schwenninger Wild Wings,1,Michael Bitzer,,False,False,,,
14112025_iserlohn-roosters_gg_erc-ingolstadt_4065,2025-26,Iserlohn Roosters,92,Andreas Jenike,6,False,True,63:56,82.35%,28
14112025_iserlohn-roosters_gg_erc-ingolstadt_4065,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
14112025_iserlohn-roosters_gg_erc-ingolstadt_4065,2025-26,ERC Ingolstadt,36,Brett Brochu,5,False,True,29:01,66.67%,10
14112025_iserlohn-roosters_gg_erc-ingolstadt_4065,2025-26,ERC Ingolstadt,1,Nico Pertuch,0,False,False,34:55,100.00%,13
14112025_loewen-frankfurt_gg_adler-mannheim_4063,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,2,False,True,59:59,94.74%,36
14112025_loewen-frankfurt_gg_adler-mannheim_4063,2025-26,Löwen Frankfurt,74,Rodion Schumacher,,False,False,,,
14112025_loewen-frankfurt_gg_adler-mannheim_4063,2025-26,Adler Mannheim,56,Maximilian Franzreb,3,False,True,55:40,85.71%,18
14112025_loewen-frankfurt_gg_adler-mannheim_4063,2025-26,Adler Mannheim,72,Kimi Saffran,,False,False,,,
14122025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4136,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,3,False,True,57:41,86.36%,19
14122025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4136,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
14122025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4136,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,1,False,True,60:00,97.44%,38
14122025_dresdner-eisloewen_gg_grizzlys-wolfsburg_4136,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
14122025_erc-ingolstadt_gg_iserlohn-roosters_4133,2025-26,ERC Ingolstadt,36,Brett Brochu,2,False,True,60:00,91.67%,22
14122025_erc-ingolstadt_gg_iserlohn-roosters_4133,2025-26,ERC Ingolstadt,1,Nico Pertuch,,False,False,,,
14122025_erc-ingolstadt_gg_iserlohn-roosters_4133,2025-26,Iserlohn Roosters,32,Hendrik Hane,3,False,True,57:53,91.89%,34
14122025_erc-ingolstadt_gg_iserlohn-roosters_4133,2025-26,Iserlohn Roosters,92,Andreas Jenike,,False,False,,,
14122025_loewen-frankfurt_gg_straubing-tigers_4131,2025-26,Löwen Frankfurt,51,Cody Brenner,7,False,True,60:00,78.79%,26
14122025_loewen-frankfurt_gg_straubing-tigers_4131,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
14122025_loewen-frankfurt_gg_straubing-tigers_4131,2025-26,Straubing Tigers,40,Henrik Haukeland,3,False,True,60:00,89.66%,26
14122025_loewen-frankfurt_gg_straubing-tigers_4131,2025-26,Straubing Tigers,1,Florian Bugl,,False,False,,,
14122025_loewen-frankfurt_gg_straubing-tigers_4131,2025-26,Straubing Tigers,21,Sebastian Wieber,,False,False,,,
14122025_pinguins-bremerhaven_gg_augsburger-panther_4132,2025-26,Pinguins Bremerhaven,33,Julius Hudacek,1,False,True,61:33,96.15%,25
14122025_pinguins-bremerhaven_gg_augsburger-panther_4132,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
14122025_pinguins-bremerhaven_gg_augsburger-panther_4132,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
14122025_pinguins-bremerhaven_gg_augsburger-panther_4132,2025-26,Augsburger Panther,41,Peyton Jones,2,False,True,64:06,93.55%,29
14122025_pinguins-bremerhaven_gg_augsburger-panther_4132,2025-26,Augsburger Panther,31,Lasse Dietzschold,,False,False,,,
15032026_augsburger-panther_gg_grizzlys-wolfsburg_4301,2025-26,Augsburger Panther,34,Michael Garteig,5,False,True,65:00,84.38%,27
15032026_augsburger-panther_gg_grizzlys-wolfsburg_4301,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
15032026_augsburger-panther_gg_grizzlys-wolfsburg_4301,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,5,False,True,62:30,82.76%,24
15032026_augsburger-panther_gg_grizzlys-wolfsburg_4301,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
15032026_augsburger-panther_gg_grizzlys-wolfsburg_4301,2025-26,Grizzlys Wolfsburg,39,Ennio Albrecht,,False,False,,,
15032026_iserlohn-roosters_gg_erc-ingolstadt_4302,2025-26,Iserlohn Roosters,92,Andreas Jenike,3,False,True,60:00,88.46%,23
15032026_iserlohn-roosters_gg_erc-ingolstadt_4302,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
15032026_iserlohn-roosters_gg_erc-ingolstadt_4302,2025-26,ERC Ingolstadt,1,Nico Pertuch,5,False,True,56:56,75.00%,15
15032026_iserlohn-roosters_gg_erc-ingolstadt_4302,2025-26,ERC Ingolstadt,31,Devin Williams,,False,False,,,
15032026_loewen-frankfurt_gg_nuernberg-ice-tigers_4298,2025-26,Löwen Frankfurt,51,Cody Brenner,4,False,True,59:58,84.00%,21
15032026_loewen-frankfurt_gg_nuernberg-ice-tigers_4298,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,,False,False,,,
15032026_loewen-frankfurt_gg_nuernberg-ice-tigers_4298,2025-26,Nürnberg Ice Tigers,31,Niklas Treutle,3,False,True,60:00,87.50%,21
15032026_loewen-frankfurt_gg_nuernberg-ice-tigers_4298,2025-26,Nürnberg Ice Tigers,30,Evan Fitzpatrick,,False,False,,,
15032026_pinguins-bremerhaven_gg_dresdner-eisloewen_4299,2025-26,Pinguins Bremerhaven,30,Kristers Gudlevskis,1,False,True,60:00,93.75%,15
15032026_pinguins-bremerhaven_gg_dresdner-eisloewen_4299,2025-26,Pinguins Bremerhaven,27,Leon Hungerecker,,False,False,,,
15032026_pinguins-bremerhaven_gg_dresdner-eisloewen_4299,2025-26,Pinguins Bremerhaven,34,Christopher Strasen,,False,False,,,
15032026_pinguins-bremerhaven_gg_dresdner-eisloewen_4299,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,5,False,True,31:55,78.26%,18
15032026_pinguins-bremerhaven_gg_dresdner-eisloewen_4299,2025-26,Dresdner Eislöwen,62,Janick Schwendener,1,False,False,28:05,91.67%,11
16012026_augsburger-panther_gg_loewen-frankfurt_4215,2025-26,Augsburger Panther,34,Michael Garteig,3,False,True,60:00,91.43%,32
16012026_augsburger-panther_gg_loewen-frankfurt_4215,2025-26,Augsburger Panther,41,Peyton Jones,,False,False,,,
16012026_augsburger-panther_gg_loewen-frankfurt_4215,2025-26,Löwen Frankfurt,47,Dustin Tokarski,5,False,True,34:24,78.26%,18
16012026_augsburger-panther_gg_loewen-frankfurt_4215,2025-26,Löwen Frankfurt,30,Mirko Pantkowski,1,False,False,25:36,92.31%,12
16012026_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4219,2025-26,EHC Red Bull München,30,Antoine Bibeau,1,False,True,60:00,96.15%,25
16012026_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4219,2025-26,EHC Red Bull München,25,Simon Wolf,,False,False,,,
16012026_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4219,2025-26,Dresdner Eislöwen,45,Juho Olkinuora,3,False,True,59:10,90.63%,29
16012026_ehc-red-bull-muenchen_gg_dresdner-eisloewen_4219,2025-26,Dresdner Eislöwen,62,Janick Schwendener,,False,False,,,
16012026_iserlohn-roosters_gg_grizzlys-wolfsburg_4218,2025-26,Iserlohn Roosters,92,Andreas Jenike,1,False,True,61:26,95.24%,20
16012026_iserlohn-roosters_gg_grizzlys-wolfsburg_4218,2025-26,Iserlohn Roosters,32,Hendrik Hane,,False,False,,,
16012026_iserlohn-roosters_gg_grizzlys-wolfsburg_4218,2025-26,Grizzlys Wolfsburg,1,Dustin Strahlmeier,2,False,True,61:26,92.31%,24
16012026_iserlohn-roosters_gg_grizzlys-wolfsburg_4218,2025-26,Grizzlys Wolfsburg,67,Hannibal Weitzmann,,False,False,,,
16102025_dresdner-eisloewen_gg_koelner-haie_4011,2025-26,Dresdner Eislöwen,35,Julius Hudacek,5,False,True,60:00,86.11%,31
