game_slug,season,period,time,event_type,team,assists,gk_direction,goal_type,goalkeeper,penalized_player,penalty_minutes,penalty_reason,raw_event,served_by
30112025_dresdner-eisloewen_gg_ehc-red-bull-muenchen_4106,2025-26,,8:12,penalty,,,,,,Dillon Heatherington,2,TRIP,2 Min.  Strafe  gegen Dillon Heatherington (#95) wegen TRIP  ,
30112025_dresdner-eisloewen_gg_ehc-red-bull-muenchen_4106,2025-26,,6:54,goal,,Murphy (#24) und McKenna (#91),,PP1,,,,,Tor (PP1) von Patrick Hager (#52) auf Vorlage von Murphy (#24) und McKenna (#91) Tor (PP1) von Patrick Hager (#52) auf Vorlage von Murphy (#24) und McKenna (#91) 0 1,
30112025_dresdner-eisloewen_gg_ehc-red-bull-muenchen_4106,2025-26,,6:49,penalty,,,,,,Lance Bouma,2,SLASH,2 Min.  Strafe  gegen Lance Bouma (#17) wegen SLASH  ,
30112025_dresdner-eisloewen_gg_ehc-red-bull-muenchen_4106,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
30112025_dresdner-eisloewen_gg_ehc-red-bull-muenchen_4106,2025-26,,0:00,goalkeeper_change,,,in,,Juho Olkinuora,,,,Torhüter ins Tor : Juho Olkinuora (#45)  ,
30112025_dresdner-eisloewen_gg_ehc-red-bull-muenchen_4106,2025-26,,0:00,goalkeeper_change,,,in,,Antoine Bibeau,,,,Torhüter ins Tor : Antoine Bibeau (#30)  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,period_end,,,,,,,,,Drittelende  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Liam Kirk (#94) gg. Janne Juvonen (#30) - verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Patrick Russell (#63) gg. Jake Hildebrand (#30) - nicht verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Leonhard Pföderl (#93) gg. Janne Juvonen (#30) - nicht verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Nate Schnarr (#76) gg. Jake Hildebrand (#30) - verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Lean Bergmann (#10) gg. Janne Juvonen (#30) - nicht verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Oliwer Kaski (#7) gg. Jake Hildebrand (#30) - nicht verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Nate Schnarr (#76) gg. Jake Hildebrand (#30) - verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,penalty,,,,,,,,,Penalty von Liam Kirk (#94) gg. Janne Juvonen (#30) - nicht verwandelt  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,65:00,goal,,,,GWS,,,,,Tor (GWS) von Nate Schnarr (#76) Tor (GWS) von Nate Schnarr (#76) 3 4,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,60:01,period_start,,,,,,,,,Drittelstart  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,48:30,penalty,,,,,,Valtteri Kemiläinen,2,INTRF,2 Min.  Strafe  gegen Valtteri Kemiläinen (#13) wegen INTRF  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,46:38,goal,,Schnarr (#76) und Kemiläinen (#13),,,,,,,Tor von Frederik Storm (#19) auf Vorlage von Schnarr (#76) und Kemiläinen (#13) Tor von Frederik Storm (#19) auf Vorlage von Schnarr (#76) und Kemiläinen (#13) 3 3,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,40:28,penalty,,,,,,Gregor Mac,2,CROSS,2 Min.  Strafe  gegen Gregor MacLeod (#89) wegen CROSS  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,40:28,penalty,,,,,,Jonas Müller,2,CROSS,2 Min.  Strafe  gegen Jonas Müller (#18) wegen CROSS  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,29:17,goal,,Tiffels (#95) und Vikingstad (#37),,,,,,,Tor von Yannick Veilleux (#38) auf Vorlage von Tiffels (#95) und Vikingstad (#37) Tor von Yannick Veilleux (#38) auf Vorlage von Tiffels (#95) und Vikingstad (#37) 3 2,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,21:11,goal,,Tiffels (#95) und Vikingstad (#37),,,,,,,Tor von Eric Mik (#12) auf Vorlage von Tiffels (#95) und Vikingstad (#37) Tor von Eric Mik (#12) auf Vorlage von Tiffels (#95) und Vikingstad (#37) 2 2,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,16:11,goal,,Kemiläinen (#13) und Vittasmäki (#47),,,,,,,Tor von Patrick Russell (#63) auf Vorlage von Kemiläinen (#13) und Vittasmäki (#47) Tor von Patrick Russell (#63) auf Vorlage von Kemiläinen (#13) und Vittasmäki (#47) 1 2,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,15:33,penalty,,,,,,Nate Schnarr,2,HO-ST,2 Min.  Strafe  gegen Nate Schnarr (#76) wegen HO-ST  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,15:24,penalty,,,,,,Matej Leden,2,HO-ST,2 Min.  Strafe  gegen Matej Leden (#33) wegen HO-ST  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,14:19,goal,,Niedenz (#46) und Austin (#57),,,,,,,Tor von Maximilian Kammerer (#9) auf Vorlage von Niedenz (#46) und Austin (#57) Tor von Maximilian Kammerer (#9) auf Vorlage von Niedenz (#46) und Austin (#57) 1 1,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,8:53,goal,,Mik (#12) und Noebels (#92),,,,,,,Tor von Matej Leden (#33) auf Vorlage von Mik (#12) und Noebels (#92) Tor von Matej Leden (#33) auf Vorlage von Mik (#12) und Noebels (#92) 1 0,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,0:00,goalkeeper_change,,,in,,Jake Hildebrand,,,,Torhüter ins Tor : Jake Hildebrand (#30)  ,
30112025_eisbaeren-berlin_gg_koelner-haie_4109,2025-26,,0:00,goalkeeper_change,,,in,,Janne Juvonen,,,,Torhüter ins Tor : Janne Juvonen (#30)  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,59:59,goal,,Damiani (#19) und Henriquez Morales (#52),,,,,,,Tor ins leere Tor von Thomas Schemitsch (#62) auf Vorlage von Damiani (#19) und Henriquez Morales (#52) Tor ins leere Tor von Thomas Schemitsch (#62) auf Vorlage von Damiani (#19) und Henriquez Morales (#52) 1 4,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,59:59,goalkeeper_change,,,in,,Andreas Jenike,,,,Torhüter ins Tor : Andreas Jenike (#92)  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,59:35,goalkeeper_change,,,out,,Andreas Jenike,,,,Torhüter aus dem Tor : Andreas Jenike (#92)  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,59:26,goalkeeper_change,,,in,,Andreas Jenike,,,,Torhüter ins Tor : Andreas Jenike (#92)  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,58:35,goalkeeper_change,,,out,,Andreas Jenike,,,,Torhüter aus dem Tor : Andreas Jenike (#92)  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,58:10,goal,,Cramarossa (#92) und Busdeker (#14),,,,,,,Tor von Riley Damiani (#19) auf Vorlage von Cramarossa (#92) und Busdeker (#14) Tor von Riley Damiani (#19) auf Vorlage von Cramarossa (#92) und Busdeker (#14) 1 3,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,54:32,penalty,,,,,,Johannes Huß,2,TRIP,2 Min.  Strafe  gegen Johannes Huß (#55) wegen TRIP  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,37:53,penalty,,,,,,Daniel Fischbuch,2,INTRF,2 Min.  Strafe  gegen Daniel Fischbuch (#71) wegen INTRF  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,30:05,penalty,,,,,,Joseph Cramarossa,2,ROUGH,2 Min.  Strafe  gegen Joseph Cramarossa (#92) wegen ROUGH  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,28:52,other,,,,,,,,,2 Min.  Bankstrafe  angetreten von Taro Jentzsch (#90) wegen TOO-M  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,24:33,penalty,,,,,,Robin Norell,2,HOLD,2 Min.  Strafe  gegen Robin Norell (#56) wegen HOLD  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,22:19,goal,,Elias (#46) und Henriquez Morales (#52),,,,,,,Tor von Alexander Blank (#26) auf Vorlage von Elias (#46) und Henriquez Morales (#52) Tor von Alexander Blank (#26) auf Vorlage von Elias (#46) und Henriquez Morales (#52) 1 2,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,15:12,penalty,,,,,,Moritz Elias,2,ROUGH,2 Min.  Strafe  gegen Moritz Elias (#46) wegen ROUGH  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,4:40,goal,,Cornel (#18) und Thomas (#27),,PP1,,,,,Tor (PP1) von Taro Jentzsch (#90) auf Vorlage von Cornel (#18) und Thomas (#27) Tor (PP1) von Taro Jentzsch (#90) auf Vorlage von Cornel (#18) und Thomas (#27) 1 1,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,3:21,penalty,,,,,,Madison Bowey,2,CROSS,2 Min.  Strafe  gegen Madison Bowey (#22) wegen CROSS  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,2:30,goal,,Blank (#26) und Schemitsch (#62),,,,,,,Tor von Anthony Louis (#18) auf Vorlage von Blank (#26) und Schemitsch (#62) Tor von Anthony Louis (#18) auf Vorlage von Blank (#26) und Schemitsch (#62) 0 1,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,0:00,goalkeeper_change,,,in,,Andreas Jenike,,,,Torhüter ins Tor : Andreas Jenike (#92)  ,
30112025_iserlohn-roosters_gg_augsburger-panther_4108,2025-26,,0:00,goalkeeper_change,,,in,,Michael Garteig,,,,Torhüter ins Tor : Michael Garteig (#34)  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,58:35,timeout,,,,,,,,,Auszeit  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,58:35,penalty,,,,,,Jakob Lilja,2,ROUGH,2 Min.  Strafe  gegen Jakob Lilja (#10) wegen ROUGH  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,58:35,penalty,,,,,,Josh Melnick,2,ROUGH,2 Min.  Strafe  gegen Josh Melnick (#37) wegen ROUGH  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,58:35,penalty,,,,,,Adrian Klein,5,CROSS,5 Min.  Strafe  gegen Adrian Klein (#17) wegen CROSS  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,58:35,penalty,,,,,,Adrian Klein,20,CROSS,20 Min.  Strafe  gegen Adrian Klein (#17) wegen CROSS  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,57:14,goalkeeper_change,,,out,,Mirko Pantkowski,,,,Torhüter aus dem Tor : Mirko Pantkowski (#30)  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,56:38,penalty,,,,,,Nicolas Beaudin,2,INTRF,2 Min.  Strafe  gegen Nicolas Beaudin (#7) wegen INTRF  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,50:53,penalty,,,,,,Tommy Pasanen,2,HOOK,2 Min.  Strafe  gegen Tommy Pasanen (#16) wegen HOOK  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,42:07,penalty,,,,,,Danjo Leonhardt,2,TRIP,2 Min.  Strafe  gegen Danjo Leonhardt (#53) wegen TRIP  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,33:15,goal,,Rowney (#17) und Matushkin (#52),,,,,,,Tor von Christopher Wilkie (#84) auf Vorlage von Rowney (#17) und Matushkin (#52) Tor von Christopher Wilkie (#84) auf Vorlage von Rowney (#17) und Matushkin (#52) 1 3,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,32:13,goal,,Allison (#88) und Melnick (#37),,,,,,,Tor von Justin Scott (#20) auf Vorlage von Allison (#88) und Melnick (#37) Tor von Justin Scott (#20) auf Vorlage von Allison (#88) und Melnick (#37) 0 3,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,17:13,goal,,Merkley (#58) und Halloran (#71),,,,,,,Tor von Stefan Loibl (#38) auf Vorlage von Merkley (#58) und Halloran (#71) Tor von Stefan Loibl (#38) auf Vorlage von Merkley (#58) und Halloran (#71) 0 2,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,7:44,goal,,Scott (#20) und Brandt (#92),,,,,,,Tor von Wade Allison (#88) auf Vorlage von Scott (#20) und Brandt (#92) Tor von Wade Allison (#88) auf Vorlage von Scott (#20) und Brandt (#92) 0 1,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,0:00,goalkeeper_change,,,in,,Mirko Pantkowski,,,,Torhüter ins Tor : Mirko Pantkowski (#30)  ,
30112025_loewen-frankfurt_gg_straubing-tigers_4104,2025-26,,0:00,goalkeeper_change,,,in,,Henrik Haukeland,,,,Torhüter ins Tor : Henrik Haukeland (#40)  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,59:59,goal,,Pietta (#86) und Powell (#9),,,,,,,Tor ins leere Tor von Kenny Agostino (#11) auf Vorlage von Pietta (#86) und Powell (#9) Tor ins leere Tor von Kenny Agostino (#11) auf Vorlage von Pietta (#86) und Powell (#9) 3 5,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,57:00,timeout,,,,,,,,,Auszeit  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,57:00,goalkeeper_change,,,out,,Niklas Treutle,,,,Torhüter aus dem Tor : Niklas Treutle (#31)  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,53:44,goal,,Schmölz (#92),,,,,,,Tor von Peter Abbandonato (#98) auf Vorlage von Schmölz (#92) Tor von Peter Abbandonato (#98) auf Vorlage von Schmölz (#92) 3 4,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,44:35,penalty,,,,,,Alex Breton,2,TRIP,2 Min.  Strafe  gegen Alex Breton (#75) wegen TRIP  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,43:31,goal,,Murray (#81) und Spezia (#37),,PP1,,,,,Tor (PP1) von Greg Meireles (#43) auf Vorlage von Murray (#81) und Spezia (#37) Tor (PP1) von Greg Meireles (#43) auf Vorlage von Murray (#81) und Spezia (#37) 3 3,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,43:23,penalty,,,,,,Abbott Girduckis,2,DELAY,2 Min.  Strafe  gegen Abbott Girduckis (#17) wegen DELAY  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,24:16,goal,,Girduckis (#17) und Spornberger (#50),,,,,,,Tor von Myles Powell (#9) auf Vorlage von Girduckis (#17) und Spornberger (#50) Tor von Myles Powell (#9) auf Vorlage von Girduckis (#17) und Spornberger (#50) 2 3,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,18:30,penalty,,,,,,Greg Meireles,2,HOLD,2 Min.  Strafe  gegen Greg Meireles (#43) wegen HOLD  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,17:22,other,,,,,,,,,2 Min.  Bankstrafe  angetreten von Luca Hauf (#85) wegen TOO-M  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,16:00,goal,,Meireles (#43) und Headrick (#47),,,,,,,Tor von Josef Eham (#44) auf Vorlage von Meireles (#43) und Headrick (#47) Tor von Josef Eham (#44) auf Vorlage von Meireles (#43) und Headrick (#47) 2 2,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,14:43,goal,,Barber (#37),,,,,,,Tor von Daniel Schmölz (#92) auf Vorlage von Barber (#37) Tor von Daniel Schmölz (#92) auf Vorlage von Barber (#37) 1 2,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,8:57,penalty,,,,,,Riley Sheen,2,SLASH,2 Min.  Strafe  gegen Riley Sheen (#91) wegen SLASH  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,7:40,goal,,Barber (#37) und Ruopp (#2),,,,,,,Tor von Kenny Agostino (#11) auf Vorlage von Barber (#37) und Ruopp (#2) Tor von Kenny Agostino (#11) auf Vorlage von Barber (#37) und Ruopp (#2) 1 1,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,1:02,goal,,Ustorf (#48) und Barratt (#10),,,,,,,Tor von Brett Murray (#81) auf Vorlage von Ustorf (#48) und Barratt (#10) Tor von Brett Murray (#81) auf Vorlage von Ustorf (#48) und Barratt (#10) 1 0,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,0:00,goalkeeper_change,,,in,,Niklas Treutle,,,,Torhüter ins Tor : Niklas Treutle (#31)  ,
30112025_nuernberg-ice-tigers_gg_erc-ingolstadt_4103,2025-26,,0:00,goalkeeper_change,,,in,,Brett Brochu,,,,Torhüter ins Tor : Brett Brochu (#36)  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,59:20,goalkeeper_change,,,out,,Hannibal Weitzmann,,,,Torhüter aus dem Tor : Hannibal Weitzmann (#67)  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,58:47,goal,,Marshall (#54) und Gettinger (#26),,,,,,,Tor von Daniel O'Regan (#11) auf Vorlage von Marshall (#54) und Gettinger (#26) Tor von Daniel O'Regan (#11) auf Vorlage von Marshall (#54) und Gettinger (#26) 3 2,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,40:31,goal,,Lambert (#7) und Thompson (#4),,,,,,,Tor von Justin Feser (#71) auf Vorlage von Lambert (#7) und Thompson (#4) Tor von Justin Feser (#71) auf Vorlage von Lambert (#7) und Thompson (#4) 2 2,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,36:31,goal,,Spink (#90) und Bittner (#7),,,,,,,Tor von Zach Senyshyn (#89) auf Vorlage von Spink (#90) und Bittner (#7) Tor von Zach Senyshyn (#89) auf Vorlage von Spink (#90) und Bittner (#7) 2 1,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,33:54,penalty,,,,,,Janik Möser,2,HOLD,2 Min.  Strafe  gegen Janik Möser (#24) wegen HOLD  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,31:12,penalty,,,,,,Thomas Larkin,2,INTRF,2 Min.  Strafe  gegen Thomas Larkin (#37) wegen INTRF  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,27:13,penalty,,,,,,Thomas Larkin,2,TRIP,2 Min.  Strafe  gegen Thomas Larkin (#37) wegen TRIP  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,23:12,penalty,,,,,,Janik Möser,2,DELAY,2 Min.  Strafe  gegen Janik Möser (#24) wegen DELAY  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,15:20,goal,,Gaudet (#58) und Chrobot (#40),,,,,,,Tor von Keaton Thompson (#4) auf Vorlage von Gaudet (#58) und Chrobot (#40) Tor von Keaton Thompson (#4) auf Vorlage von Gaudet (#58) und Chrobot (#40) 1 1,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,12:05,goal,,Hänelt (#19) und Bittner (#7),,,,,,,Tor von Kyle Platzer (#88) auf Vorlage von Hänelt (#19) und Bittner (#7) Tor von Kyle Platzer (#88) auf Vorlage von Hänelt (#19) und Bittner (#7) 1 0,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,0:00,goalkeeper_change,,,in,,Joacim Eriksson,,,,Torhüter ins Tor : Joacim Eriksson (#60)  ,
30112025_schwenninger-wild-wings_gg_grizzlys-wolfsburg_4105,2025-26,,0:00,goalkeeper_change,,,in,,Hannibal Weitzmann,,,,Torhüter ins Tor : Hannibal Weitzmann (#67)  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,64:30,goal,,Hirose (#17) und DeSousa (#82),,,,,,,Tor von Ryan Murphy (#24) auf Vorlage von Hirose (#17) und DeSousa (#82) Tor von Ryan Murphy (#24) auf Vorlage von Hirose (#17) und DeSousa (#82) 3 2,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,64:30,period_end,,,,,,,,,Drittelende  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,60:00,period_start,,,,,,,,,Drittelstart  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,55:37,goal,,Blank (#26) und Grenier (#82),,,,,,,Tor von Anthony Louis (#18) auf Vorlage von Blank (#26) und Grenier (#82) Tor von Anthony Louis (#18) auf Vorlage von Blank (#26) und Grenier (#82) 2 2,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,39:27,penalty,,,,,,Jeremy Mc,2,ROUGH,2 Min.  Strafe  gegen Jeremy McKenna (#91) wegen ROUGH  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,39:27,penalty,,,,,,Joseph Cramarossa,2,CROSS,2 Min.  Strafe  gegen Joseph Cramarossa (#92) wegen CROSS  ,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,36:06,goal,,Cramarossa (#92) und Schemitsch (#62),,,,,,,Tor von Thomas Jordan Trevelyan (#24) auf Vorlage von Cramarossa (#92) und Schemitsch (#62) Tor von Thomas Jordan Trevelyan (#24) auf Vorlage von Cramarossa (#92) und Schemitsch (#62) 2 1,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,33:56,goal,,Ehliz (#42) und Eisenschmid (#11),,,,,,,Tor von Brady Ferguson (#12) auf Vorlage von Ehliz (#42) und Eisenschmid (#11) Tor von Brady Ferguson (#12) auf Vorlage von Ehliz (#42) und Eisenschmid (#11) 2 0,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,27:04,goal,,Murphy (#24) und Ehliz (#42),,,,,,,Tor von Markus Eisenschmid (#11) auf Vorlage von Murphy (#24) und Ehliz (#42) Tor von Markus Eisenschmid (#11) auf Vorlage von Murphy (#24) und Ehliz (#42) 1 0,
30122025_ehc-red-bull-muenchen_gg_augsburger-panther_4177,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
