game_slug,season,period,time,event_type,team,assists,gk_direction,goal_type,goalkeeper,penalized_player,penalty_minutes,penalty_reason,raw_event,served_by
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,58:59,timeout,,,,,,,,,Auszeit  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,58:59,goalkeeper_change,,,out,,Maximilian Franzreb,,,,Torhüter aus dem Tor : Maximilian Franzreb (#56)  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,57:49,penalty,,,,,,Nicolas Mattinen,2,DELAY,2 Min.  Strafe  gegen Nicolas Mattinen (#52) wegen DELAY  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,57:42,goalkeeper_change,,,in,,Maximilian Franzreb,,,,Torhüter ins Tor : Maximilian Franzreb (#56)  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,56:52,goalkeeper_change,,,out,,Maximilian Franzreb,,,,Torhüter aus dem Tor : Maximilian Franzreb (#56)  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,54:26,goal,,Gilmour (#7) und Esposito (#19),,PP1,,,,,Tor (PP1) von Zachary Solow (#73) auf Vorlage von Gilmour (#7) und Esposito (#19) Tor (PP1) von Zachary Solow (#73) auf Vorlage von Gilmour (#7) und Esposito (#19) 2 3,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,52:30,penalty,,,,,,Ryan Merkley,2,INTRF,2 Min.  Strafe  gegen Ryan Merkley (#58) wegen INTRF  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,45:01,goal,,Leonhardt (#53),,,,,,,Tor von Justin Scott (#20) auf Vorlage von Leonhardt (#53) Tor von Justin Scott (#20) auf Vorlage von Leonhardt (#53) 1 3,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,34:13,goal,,Mattinen (#52) und Gawanke (#9),,PP1,,,,,Tor (PP1) von Justin Schütz (#74) auf Vorlage von Mattinen (#52) und Gawanke (#9) Tor (PP1) von Justin Schütz (#74) auf Vorlage von Mattinen (#52) und Gawanke (#9) 1 2,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,33:37,penalty,,,,,,Stefan Loibl,2,DELAY,2 Min.  Strafe  gegen Stefan Loibl (#38) wegen DELAY  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,24:17,penalty,,,,,,Hayden Shaw,5,FIST,5 Min.  Strafe  gegen Hayden Shaw (#82) wegen FIST  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,24:17,penalty,,,,,,Alex Green,2,INTRF,2 Min.  Strafe  gegen Alex Green (#6) angetreten von Simon Seidl (#39) wegen INTRF  ,Simon Seidl
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,24:17,penalty,,,,,,Alex Green,5,FIST,5 Min.  Strafe  gegen Alex Green (#6) wegen FIST  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,20:21,penalty,,,,,,Tyler Madden,2,SLASH,2 Min.  Strafe  gegen Tyler Madden (#18) wegen SLASH  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,19:36,penalty,,,,,,Zachary Solow,2,CHE-H,2 Min.  Strafe  gegen Zachary Solow (#73) wegen CHE-H  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,16:15,goal,,Madden (#18) und Halloran (#71),,,,,,,Tor von Elis Hede (#75) auf Vorlage von Madden (#18) und Halloran (#71) Tor von Elis Hede (#75) auf Vorlage von Madden (#18) und Halloran (#71) 0 2,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,12:28,goal,,Scott (#20) und Zimmermann (#13),,,,,,,Tor von Danjo Leonhardt (#53) auf Vorlage von Scott (#20) und Zimmermann (#13) Tor von Danjo Leonhardt (#53) auf Vorlage von Scott (#20) und Zimmermann (#13) 0 1,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,8:36,penalty,,,,,,Dan Renouf,2,TRIP,2 Min.  Strafe  gegen Dan Renouf (#4) wegen TRIP  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,0:00,goalkeeper_change,,,in,,Maximilian Franzreb,,,,Torhüter ins Tor : Maximilian Franzreb (#56)  ,
01032026_adler-mannheim_gg_straubing-tigers_4264,2025-26,,0:00,goalkeeper_change,,,in,,Florian Bugl,,,,Torhüter ins Tor : Florian Bugl (#1)  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,58:26,penalty,,,,,,,2,DELAY,2 Min.  Strafe  gegen Louis-Marc Aubry (#15) wegen DELAY  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,57:48,goalkeeper_change,,,out,,Mathias Niederberger,,,,Torhüter aus dem Tor : Mathias Niederberger (#35)  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,56:52,timeout,,,,,,,,,Auszeit  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,56:52,penalty,,,,,,Nate Schnarr,2,DELAY,2 Min.  Strafe  gegen Nate Schnarr (#76) wegen DELAY  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,49:54,penalty,,,,,,Oliwer Kaski,2,DELAY,2 Min.  Strafe  gegen Oliwer Kaski (#7) wegen DELAY  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,47:02,penalty,,,,,,Frederik Storm,2,SLASH,2 Min.  Strafe  gegen Frederik Storm (#19) wegen SLASH  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,47:02,penalty,,,,,,Fabio Wagner,2,TRIP,2 Min.  Strafe  gegen Fabio Wagner (#55) wegen TRIP  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,44:40,penalty,,,,,,Maximilian Kastner,2,HOOK,2 Min.  Strafe  gegen Maximilian Kastner (#93) wegen HOOK  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,34:59,goal,,Kemiläinen (#13) und Sennhenn (#17),,,,,,,Tor von Gregor MacLeod (#89) auf Vorlage von Kemiläinen (#13) und Sennhenn (#17) Tor von Gregor MacLeod (#89) auf Vorlage von Kemiläinen (#13) und Sennhenn (#17) 0 1,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,19:38,penalty,,,,,,Juhani Tyrväinen,2,CROSS,2 Min.  Strafe  gegen Juhani Tyrväinen (#21) wegen CROSS  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,17:14,penalty,,,,,,Adam Brooks,2,HI-ST,2 Min.  Strafe  gegen Adam Brooks (#77) wegen HI-ST  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,8:23,penalty,,,,,,Gregor Mac,2,HI-ST,2 Min.  Strafe  gegen Gregor MacLeod (#89) wegen HI-ST  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,7:19,penalty,,,,,,Dominik Bokk,2,HI-ST,2 Min.  Strafe  gegen Dominik Bokk (#78) wegen HI-ST  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,6:53,penalty,,,,,,Jeremy Mc,2,SLASH,2 Min.  Strafe  gegen Jeremy McKenna (#91) wegen SLASH  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,0:00,goalkeeper_change,,,in,,Mathias Niederberger,,,,Torhüter ins Tor : Mathias Niederberger (#35)  ,
01032026_ehc-red-bull-muenchen_gg_koelner-haie_4266,2025-26,,0:00,goalkeeper_change,,,in,,Janne Juvonen,,,,Torhüter ins Tor : Janne Juvonen (#30)  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,56:36,timeout,,,,,,,,,Auszeit  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,56:36,goalkeeper_change,,,out,,Jonas Stettmer,,,,Torhüter aus dem Tor : Jonas Stettmer (#1)  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,51:46,penalty,,,,,,Ty Ronning,2,TRIP,2 Min.  Strafe  gegen Ty Ronning (#9) wegen TRIP  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,37:33,penalty,,,,,,Colt  Adam,2,INTRF,2 Min.  Strafe  gegen Colt  Adam Conrad (#79) wegen INTRF  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,33:17,goal,,Conrad (#79) und Hirose (#2),,PP1,,,,,Tor (PP1) von Miha Verlic (#91) auf Vorlage von Conrad (#79) und Hirose (#2) Tor (PP1) von Miha Verlic (#91) auf Vorlage von Conrad (#79) und Hirose (#2) 1 3,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,32:35,penalty,,,,,,Korbinian Geibel,2,INTRF,2 Min.  Strafe  gegen Korbinian Geibel (#40) wegen INTRF  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,22:54,penalty,,,,,,Christian Wejse,5,CHE-H,5 Min.  Strafe  gegen Christian Wejse (#65) wegen CHE-H  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,22:54,penalty,,,,,,Lean Bergmann,2,ROUGH,2 Min.  Strafe  gegen Lean Bergmann (#10) wegen ROUGH  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,22:54,penalty,,,,,,Christian Wejse,20,GM,20 Min.  Strafe  gegen Christian Wejse (#65) wegen GM  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,15:12,penalty,,,,,,Lean Bergmann,2,INTRF,2 Min.  Strafe  gegen Lean Bergmann (#10) wegen INTRF  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,14:46,other,,,,,,,,,Tor mit Extra-Angreifer von Leonhard Pföderl (#93) auf Vorlage von Noebels (#92) und Müller (#18) Tor mit Extra-Angreifer von Leonhard Pföderl (#93) auf Vorlage von Noebels (#92) und Müller (#18) 1 2,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,14:46,penalty,,,,,,Maxim Rausch,2,TRIP,2 Min.  Strafe  gegen Maxim Rausch (#53) wegen TRIP  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,12:11,goal,,,,,,,,,Tor von C.J. Smith (#70) Tor von C.J. Smith (#70) 0 2,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,5:45,penalty,,,,,,Maxim Rausch,2,CROSS,2 Min.  Strafe  gegen Maxim Rausch (#53) wegen CROSS  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,5:45,penalty,,,,,,Maxim Rausch,2,ROUGH,2 Min.  Strafe  gegen Maxim Rausch (#53) wegen ROUGH  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,5:45,penalty,,,,,,Manuel Wiederer,2,ROUGH,2 Min.  Strafe  gegen Manuel Wiederer (#21) wegen ROUGH  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,1:37,goal,,Herrmann (#25) und Bettahar (#15),,,,,,,Tor von Nino Kinder (#8) auf Vorlage von Herrmann (#25) und Bettahar (#15) Tor von Nino Kinder (#8) auf Vorlage von Herrmann (#25) und Bettahar (#15) 0 1,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,0:00,goalkeeper_change,,,in,,Jonas Stettmer,,,,Torhüter ins Tor : Jonas Stettmer (#1)  ,
01032026_eisbaeren-berlin_gg_pinguins-bremerhaven_4262,2025-26,,0:00,goalkeeper_change,,,in,,Kristers Gudlevskis,,,,Torhüter ins Tor : Kristers Gudlevskis (#30)  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,57:30,penalty,,,,,,Kenny Agostino,2,GK-INTRF,2 Min.  Strafe  gegen Kenny Agostino (#11) wegen GK-INTRF  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,57:26,penalty,,,,,,Charlie Gerard,2,SLASH,2 Min.  Strafe  gegen Charlie Gerard (#95) wegen SLASH  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,56:14,goal,,,,,,,,,Tor von Leon Hüttl (#25) Tor von Leon Hüttl (#25) 4 1,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,54:12,penalty,,,,,,Samuel Dove,2,HI-ST,2 Min.  Strafe  gegen Samuel Dove-McFalls (#75) wegen HI-ST  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,43:46,goal,,Girduckis (#17) und Agostino (#11),,,,,,,Tor von Myles Powell (#9) auf Vorlage von Girduckis (#17) und Agostino (#11) Tor von Myles Powell (#9) auf Vorlage von Girduckis (#17) und Agostino (#11) 3 1,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,33:36,penalty,,,,,,Cole Maier,2,ROUGH,2 Min.  Strafe  gegen Cole Maier (#14) wegen ROUGH  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,31:43,penalty,,,,,,Morgan Ellis,2,INTRF,2 Min.  Strafe  gegen Morgan Ellis (#4) wegen INTRF  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,31:43,penalty,,,,,,Matthew Boucher,10,UN-SP,10 Min.  Strafe  gegen Matthew Boucher (#10) wegen UN-SP  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,27:53,goal,,Hüttl (#25) und Abbandonato (#98),,PP1,,,,,Tor (PP1) von Daniel Schmölz (#92) auf Vorlage von Hüttl (#25) und Abbandonato (#98) Tor (PP1) von Daniel Schmölz (#92) auf Vorlage von Hüttl (#25) und Abbandonato (#98) 2 1,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,26:38,penalty,,,,,,Sinan Akdag,2,TRIP,2 Min.  Strafe  gegen Sinan Akdag (#8) wegen TRIP  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,19:02,goal,,Spornberger (#50),,,,,,,Tor von Daniel Pietta (#86) auf Vorlage von Spornberger (#50) Tor von Daniel Pietta (#86) auf Vorlage von Spornberger (#50) 1 1,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,16:13,goal,,Barratt (#10) und Graber (#77),,PP1,,,,,Tor (PP1) von Cole Maier (#14) auf Vorlage von Barratt (#10) und Graber (#77) Tor (PP1) von Cole Maier (#14) auf Vorlage von Barratt (#10) und Graber (#77) 0 1,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,16:03,penalty,,,,,,Austen Keating,2,HOOK,2 Min.  Strafe  gegen Austen Keating (#89) wegen HOOK  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,0:25,penalty,,,,,,Riley Barber,2,HOLD,2 Min.  Strafe  gegen Riley Barber (#37) wegen HOLD  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,0:00,goalkeeper_change,,,in,,Devin Williams,,,,Torhüter ins Tor : Devin Williams (#31)  ,
01032026_erc-ingolstadt_gg_nuernberg-ice-tigers_4265,2025-26,,0:00,goalkeeper_change,,,in,,Evan Fitzpatrick,,,,Torhüter ins Tor : Evan Fitzpatrick (#30)  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,59:52,goal,,Boland (#10),,,,,,,Tor ins leere Tor von Christian Thomas (#27) auf Vorlage von Boland (#10) Tor ins leere Tor von Christian Thomas (#27) auf Vorlage von Boland (#10) 4 2,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,59:52,goalkeeper_change,,,in,,Michael Garteig,,,,Torhüter ins Tor : Michael Garteig (#34)  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,58:18,goalkeeper_change,,,out,,Michael Garteig,,,,Torhüter aus dem Tor : Michael Garteig (#34)  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,54:18,goal,,Napravnik (#75) und Salsten (#17),,,,,,,Tor von Colin Ugbekile (#79) auf Vorlage von Napravnik (#75) und Salsten (#17) Tor von Colin Ugbekile (#79) auf Vorlage von Napravnik (#75) und Salsten (#17) 3 2,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,52:55,goal,,Bast (#45) und Mayhew (#27),,,,,,,Tor von Enrico Henriquez Morales (#52) auf Vorlage von Bast (#45) und Mayhew (#27) Tor von Enrico Henriquez Morales (#52) auf Vorlage von Bast (#45) und Mayhew (#27) 2 2,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,45:27,penalty,,,,,,Johannes Huß,2,HOLD,2 Min.  Strafe  gegen Johannes Huß (#55) wegen HOLD  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,39:24,penalty,,,,,,Tim Wohlgemuth,2,DELAY,2 Min.  Strafe  gegen Tim Wohlgemuth (#33) wegen DELAY  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,33:52,goal,,Ugbekile (#79),,,,,,,Tor von Eirik Salsten (#17) auf Vorlage von Ugbekile (#79) Tor von Eirik Salsten (#17) auf Vorlage von Ugbekile (#79) 2 1,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,23:27,goal,,Borzecki (#29) und Norell (#56),,,,,,,Tor von Tyler Boland (#10) auf Vorlage von Borzecki (#29) und Norell (#56) Tor von Tyler Boland (#10) auf Vorlage von Borzecki (#29) und Norell (#56) 1 1,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,16:42,goal,,Grenier (#82) und Mayhew (#27),,PP1,,,,,Tor (PP1) von Donald D.J. Busdeker (#14) auf Vorlage von Grenier (#82) und Mayhew (#27) Tor (PP1) von Donald D.J. Busdeker (#14) auf Vorlage von Grenier (#82) und Mayhew (#27) 0 1,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,16:08,penalty,,,,,,Gordejs Radionovs,2,HI-ST,2 Min.  Strafe  gegen Gordejs Radionovs (#7) wegen HI-ST  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,9:59,penalty,,,,,,Fabrizio Pilu,2,HOLD,2 Min.  Strafe  gegen Fabrizio Pilu (#68) wegen HOLD  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,0:00,goalkeeper_change,,,in,,Hendrik Hane,,,,Torhüter ins Tor : Hendrik Hane (#32)  ,
01032026_iserlohn-roosters_gg_augsburger-panther_4263,2025-26,,0:00,goalkeeper_change,,,in,,Michael Garteig,,,,Torhüter ins Tor : Michael Garteig (#34)  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,60:27,goal,,Pfaffengut (#77) und Fröberg (#71),,,,,,,Tor von Cameron Brace (#86) auf Vorlage von Pfaffengut (#77) und Fröberg (#71) Tor von Cameron Brace (#86) auf Vorlage von Pfaffengut (#77) und Fröberg (#71) 3 2,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,60:27,period_end,,,,,,,,,Drittelende  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,60:00,period_end,,,,,,,,,Drittelende  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,60:00,period_start,,,,,,,,,Drittelstart  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,47:49,goal,,Pfaffengut (#77) und Joyaux (#49),,,,,,,Tor von Christopher Wilkie (#84) auf Vorlage von Pfaffengut (#77) und Joyaux (#49) Tor von Christopher Wilkie (#84) auf Vorlage von Pfaffengut (#77) und Joyaux (#49) 2 2,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,45:18,goal,,Ruckdäschel (#91) und Choupani (#89),,,,,,,Tor von Julian Chrobot (#40) auf Vorlage von Ruckdäschel (#91) und Choupani (#89) Tor von Julian Chrobot (#40) auf Vorlage von Ruckdäschel (#91) und Choupani (#89) 1 2,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,40:00,period_end,,,,,,,,,Drittelende  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,40:00,period_start,,,,,,,,,Drittelstart  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,30:29,penalty,,,,,,Justin Feser,2,BOARD,2 Min.  Strafe  gegen Justin Feser (#71) wegen BOARD  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,30:29,penalty,,,,,,Matthew White,2,ROUGH,2 Min.  Strafe  gegen Matthew White (#97) wegen ROUGH  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,30:29,penalty,,,,,,Fabio Kose,2,ROUGH,2 Min.  Strafe  gegen Fabio Kose (#20) wegen ROUGH  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,27:58,goal,,Pfaffengut (#77) und Joyaux (#49),,,,,,,Tor von Ryan McKiernan (#58) auf Vorlage von Pfaffengut (#77) und Joyaux (#49) Tor von Ryan McKiernan (#58) auf Vorlage von Pfaffengut (#77) und Joyaux (#49) 1 1,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,27:04,penalty,,,,,,Dustin Strahlmeier,2,TRIP,2 Min.  Strafe  gegen Dustin Strahlmeier (#1) angetreten von Luis Schinko (#63) wegen TRIP  ,Luis Schinko
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,26:37,penalty,,,,,,Maksim Matushkin,2,HOLD,2 Min.  Strafe  gegen Maksim Matushkin (#52) wegen HOLD  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,25:52,goal,,Prow (#6) und Lynch (#49),,,,,,,Tor von Julius Ramoser (#50) auf Vorlage von Prow (#6) und Lynch (#49) Tor von Julius Ramoser (#50) auf Vorlage von Prow (#6) und Lynch (#49) 0 1,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,20:25,penalty,,,,,,Ty Glover,5,FIST,5 Min.  Strafe  gegen Ty Glover (#7) wegen FIST  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,20:25,penalty,,,,,,Tyler Gaudet,5,FIST,5 Min.  Strafe  gegen Tyler Gaudet (#58) wegen FIST  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,20:00,period_end,,,,,,,,,Drittelende  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,20:00,period_start,,,,,,,,,Drittelstart  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,16:32,penalty,,,,,,Nathan Burns,2,HO-ST,2 Min.  Strafe  gegen Nathan Burns (#8) wegen HO-ST  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,16:21,penalty,,,,,,Keaton Thompson,2,HOOK,2 Min.  Strafe  gegen Keaton Thompson (#4) wegen HOOK  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,0:00,period_start,,,,,,,,,Drittelstart  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,0:00,goalkeeper_change,,,in,,Mirko Pantkowski,,,,Torhüter ins Tor : Mirko Pantkowski (#30)  ,
01032026_loewen-frankfurt_gg_grizzlys-wolfsburg_4268,2025-26,,0:00,goalkeeper_change,,,in,,Dustin Strahlmeier,,,,Torhüter ins Tor : Dustin Strahlmeier (#1)  ,
