game_id,url,T1_win2day ICE Hockey League_,T1_win2day ICE Hockey League_AEV,T1_win2day ICE Hockey League_ASI,T1_win2day ICE Hockey League_AVS,T1_win2day ICE Hockey League_BBY,T1_win2day ICE Hockey League_BRE,T1_win2day ICE Hockey League_BWL,T1_win2day ICE Hockey League_CEB,T1_win2day ICE Hockey League_CRA,T1_win2day ICE Hockey League_CRI,T1_win2day ICE Hockey League_DAB,T1_win2day ICE Hockey League_DVJ,T1_win2day ICE Hockey League_EAS,T1_win2day ICE Hockey League_EKZ,T1_win2day ICE Hockey League_ERC,T1_win2day ICE Hockey League_EVL,T1_win2day ICE Hockey League_EVZ,T1_win2day ICE Hockey League_F19,T1_win2day ICE Hockey League_FTC,T1_win2day ICE Hockey League_G99,T1_win2day ICE Hockey League_GCK,T1_win2day ICE Hockey League_GKS,T1_win2day ICE Hockey League_HCB,T1_win2day ICE Hockey League_HCI,T1_win2day ICE Hockey League_HCM,T1_win2day ICE Hockey League_HCP,T1_win2day ICE Hockey League_KAC,T1_win2day ICE Hockey League_KAS,T1_win2day ICE Hockey League_KEC,T1_win2day ICE Hockey League_KLO,T1_win2day ICE Hockey League_KOS,T1_win2day ICE Hockey League_LIB,T1_win2day ICE Hockey League_MAL,T1_win2day ICE Hockey League_MAN,T1_win2day ICE Hockey League_MBL,T1_win2day ICE Hockey League_MHK,T1_win2day ICE Hockey League_NIT,T1_win2day ICE Hockey League_NIT18,T1_win2day ICE Hockey League_NUR,T1_win2day ICE Hockey League_OLL,T1_win2day ICE Hockey League_PIV,T1_win2day ICE Hockey League_PLZ,T1_win2day ICE Hockey League_RAV,T1_win2day ICE Hockey League_RBM,T1_win2day ICE Hockey League_RBS,T1_win2day ICE Hockey League_ROS,T1_win2day ICE Hockey League_SIS,T1_win2day ICE Hockey League_SLO,T1_win2day ICE Hockey League_STR,T1_win2day ICE Hockey League_THU,T1_win2day ICE Hockey League_TLJ,T1_win2day ICE Hockey League_TRE,T1_win2day ICE Hockey League_U25,T1_win2day ICE Hockey League_UJP,T1_win2day ICE Hockey League_UOS,T1_win2day ICE Hockey League_VIC,T1_win2day ICE Hockey League_VIT,T1_win2day ICE Hockey League_VSV,T1_win2day ICE Hockey League_WBW,T1_win2day ICE Hockey League_WOL,T1_win2day ICE Hockey League_ZSC,T1_win2day ICE Hockey League_ZVO,T2_win2day ICE Hockey League_,T2_win2day ICE Hockey League_Assist 2 by,T2_win2day ICE Hockey League_Assist by,T2_win2day ICE Hockey League_GS,T2_win2day ICE Hockey League_On Ice Away,T2_win2day ICE Hockey League_On Ice Home,T2_win2day ICE Hockey League_Per,T2_win2day ICE Hockey League_Score,T2_win2day ICE Hockey League_Scored by,T2_win2day ICE Hockey League_Team,T2_win2day ICE Hockey League_Time,T3_win2day ICE Hockey League_Offence,T3_win2day ICE Hockey League_PIM,T3_win2day ICE Hockey League_Per,T3_win2day ICE Hockey League_Player,T3_win2day ICE Hockey League_Served by,T3_win2day ICE Hockey League_Team,T3_win2day ICE Hockey League_Time,T4_win2day ICE Hockey League_#,T4_win2day ICE Hockey League_+/-,T4_win2day ICE Hockey League_A,T4_win2day ICE Hockey League_FO,T4_win2day ICE Hockey League_G,T4_win2day ICE Hockey League_P,T4_win2day ICE Hockey League_PIM,T4_win2day ICE Hockey League_Player,T4_win2day ICE Hockey League_Pos,T4_win2day ICE Hockey League_SOG,T4_win2day ICE Hockey League_TOI,T5_win2day ICE Hockey League_#,T5_win2day ICE Hockey League_GA,T5_win2day ICE Hockey League_GAA,T5_win2day ICE Hockey League_Player,T5_win2day ICE Hockey League_SA,T5_win2day ICE Hockey League_Save %,T5_win2day ICE Hockey League_Saves,T5_win2day ICE Hockey League_TOI,T6_win2day ICE Hockey League_,T6_win2day ICE Hockey League_#,T6_win2day ICE Hockey League_Per,T6_win2day ICE Hockey League_Player,T6_win2day ICE Hockey League_Team,T6_win2day ICE Hockey League_Time
7680,https://ice.hockey/en/stats/gamestats?gameId=7680,PIM; Shots on Goal; Faceoffs; Powerplay; Penalty Killing; Time Leading; Time Tied; Time Trailing; Time on even strength; Time on powerplay total; Time on powerplay +1; Time on powerplay +2; Time while short-handed total; Time while short-handed -1; Time while short-handed -2,,,,,,4; 0; 0; 1 / 2; 1 / 0; 46:13; 36:00; 0:00; 77:07; 3:06; 3:06; 0:00; 2:00; 2:00; 0:00,,,,,,,,,,,,,6; 0; 0; 0 / 1; 2 / 1; 0:00; 36:00; 46:13; 77:07; 2:00; 2:00; 0:00; 3:06; 3:06; 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; ,Roe L. (47); Wolf R. (5); ; Roy K. (23); Ganahl M. (17),Knott G. (49); Lebler B. (7); ; Haudum L. (21); Vela M. (12),PP1; EQ; EQ; EQ; EQ,"7, 49, 47, 18, 27, 32; 27, 7, 5, 37, 81, 32; 13, 18, 27, 46, 49, 32; 7, 11, 13, 47, 81, 32; 27, 39, 49, 32","3, 14, 25, 52, 37; 7, 12, 20, 23, 25, 37; 77, 3, 12, 17, 65, 37; 12, 21, 23, 7, 25, 77; 3, 12, 17, 37",1; 1; 2; 3; 8,0:1; 0:2; 1:2; 2:2; 3:2,Lebler B. (7); St-Amant S. (27); Gooch T. (77); Vela M. (12); Hora F. (3),BWL; BWL; G99; G99; G99,12:55; 17:49; 38:17; 59:08; 82:13,HOOK; CHE-H; HI-ST; ROUGH; ROUGH,2:00; 2:00; 2:00; 2:00; 2:00,1; 1; 3; 5; 5,Stuart Brodi Ripken (11); Schiechl Michael (13); Bailen Nicholas (7); Roy Kevin (23); Wolf Raphael (5),; ; ; ; ,BWL; G99; G99; G99; BWL,5:26; 11:49; 52:48; 65:23; 65:23,3; 5; 7; 9; 12; 13; 14; 15; 17; 19; 20; 21; 23; 24; 25; 40; 52; 65; 76; 77,2; 0; 0; 0; 2; 0; 0; 0; 2; 0; -1; 1; 0; 0; 0; 0; 0; 1; 0; 2,0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1,1; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1,0; 0; 2; 0; 0; 2; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0,Frank Hora; Jacob Pfeffer; Nicholas Bailen; Jimmy Oligny; Marcus Vela; Michael Schiechl; Kilian Zündel; Stephen Harper; Manuel Ganahl; Lukas Kainz; Nico Brunner; Lukas Haudum; Kevin Roy; Rok Ticar; Casey Bailey; Tim Harnisch; Paul Huber; Michael Kernberger; Sam Antonitsch; Trevor Gooch,RD; LD; RD; LD; C; C; RD; C; LF; RF; LD; LF; LF; C; RF; RD; RF; LD; LF; RF,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00,37; 30,0; 0,0; 0,Jonas Gunnarsson; Nicolas Wieser,0; 0,0; 0,0; 0,81:23; 0:00,on; on; off; on; off; off,37; 32; 37; 37; 37; 32,1; 1; 3; 3; 8; 8,Jonas Gunnarsson; Rasmus Tirronen; Jonas Gunnarsson; Jonas Gunnarsson; Jonas Gunnarsson; Rasmus Tirronen,G99; BWL; G99; G99; G99; BWL,0:00; 0:00; 58:18; 59:08; 82:13; 82:13
7681,https://ice.hockey/en/stats/gamestats?gameId=7681,PIM; Shots on Goal; Faceoffs; Powerplay; Penalty Killing; Time Leading; Time Tied; Time Trailing; Time on even strength; Time on powerplay total; Time on powerplay +1; Time on powerplay +2; Time while short-handed total; Time while short-handed -1; Time while short-handed -2,,,,,,,,,,,,,,,,,,,,,,8; 0; 0; 0 / 4; 3 / 1; 0:00; 35:51; 40:51; 64:10; 8:00; 8:00; 0:00; 4:32; 4:32; 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10; 0; 0; 1 / 3; 4 / 0; 40:51; 35:51; 0:00; 64:10; 4:32; 4:32; 0:00; 8:00; 8:00; 0:00,,,,,; ; ; ; ; ; ,Scherbak N. (22); Wall A. (46); ; Valentine S. (44); Holway P. (96); Di Perna D. (90); ,Hancock K. (16); Richter M. (81); Valentine S. (44); Bradley M. (67); Coatta M. (74); Gazley D. (10); Coatta M. (74),PP1; EQ; EQ; EQ; EQ; EQ; EQ,"9, 27, 44, 93, 38; 11, 18, 24, 92, 93, 38; 71, 44, 19, 27, 67, 38; 27, 67, 44, 11, 19, 38; 18, 27, 44, 71, 92, 38; 13, 10, 3, 50, 90, 38; 11, 19, 24, 27, 67, 38","16, 72, 2, 12, 22, 35; 9, 81, 46, 74, 77, 35; 10, 96, 78, 42, 40, 35; 26, 22, 95, 2, 12, 35; 9, 74, 10, 81, 96, 35; 72, 16, 96, 8, 10, 35; 9, 74, 2, 95, 81, 35",1; 1; 2; 2; 2; 3; 7,1:0; 2:0; 2:1; 2:2; 3:2; 3:3; 4:3,Pearson C. (12); Rauchenwald A. (9); Salinitri A. (71); Seed J. (27); Rauchenwald A. (9); Helewka A. (13); Rauchenwald A. (9),VSV; VSV; HCB; HCB; VSV; HCB; VSV,6:57; 7:16; 27:52; 30:53; 35:15; 52:10; 76:42,HOLD; CROSS; DELAY; UN-SP; SLASH; INTRF; ROUGH; SLASH; SLASH,2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00,1; 1; 1; 1; 2; 2; 2; 3; 3,Valentine Scott (44); Spornberger Peter (50); Harvey Sam (38); Pearson Chase (12); Pearson Chase (12); Christoffer Braden Dean (3); Scherbak Nikita (22); Hancock Kevin (16); Vallant Thomas (10),; ; ; ; ; ; ; ; ,HCB; HCB; HCB; VSV; VSV; HCB; VSV; VSV; VSV,3:52; 6:25; 16:29; 19:34; 32:43; 32:43; 37:39; 46:29; 52:47,2; 8; 9; 10; 12; 16; 18; 22; 26; 34; 40; 42; 46; 72; 74; 77; 78; 81; 95; 96,0; -1; 3; -1; -1; -1; 0; -1; -1; 0; -1; -1; 1; -1; 3; 1; -1; 3; 0; -1,0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 2; 0; 0; 1; 0; 1,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,0; 0; 3; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 3; 0; 1; 1; 0; 1; 0; 0; 0; 0; 1; 0; 2; 0; 0; 1; 0; 1,0; 0; 0; 2; 4; 2; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,Dylan MacPherson; Maximilian Rebernig; Alexander Rauchenwald; Thomas Vallant; Chase Pearson; Kevin Hancock; Nico Massimo Uschan; Nikita Scherbak; Guus van Nes; Dominik Prodinger; Elias Jeronimo Wallenta; Benjamin Lanzinger; Alex Wall; John Hughes; Max Coatta; Philipp Lindner; Felix Maxa; Marco Richter; Mark Katic; Patrick Holway,RD; LF; C; RD; C; C; LD; LF; RF; RD; LF; RF; LD; RF; RF; RD; C; LF; LD; LD,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00,35; 37,0; 0,0; 0,Joe Cannata; Rene Swette,0; 0,0; 0,0; 0,76:42; 0:00,on; on; off; off,35; 38; 35; 38,1; 1; 7; 7,Joe Cannata; Sam Harvey; Joe Cannata; Sam Harvey,VSV; HCB; VSV; HCB,0:00; 0:00; 76:42; 76:42
7682,https://ice.hockey/en/stats/gamestats?gameId=7682,PIM; Shots on Goal; Faceoffs; Powerplay; Penalty Killing; Time Leading; Time Tied; Time Trailing; Time on even strength; Time on powerplay total; Time on powerplay +1; Time on powerplay +2; Time while short-handed total; Time while short-handed -1; Time while short-handed -2,,,6; 0; 0; 0 / 2; 2 / 0; 0:00; 27:46; 32:14; 52:00; 4:00; 4:00; 0:00; 4:00; 4:00; 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6; 0; 0; 0 / 2; 2 / 0; 32:14; 27:46; 0:00; 52:00; 4:00; 4:00; 0:00; 4:00; 4:00; 0:00,,,,,,,,,,,,,,,,,,,Rowe A. (19),Sinn P. (43),EQ,"17, 80, 4, 19, 43, 35","14, 36, 43, 59, 92, 45",2,0:1,Kosmachuk S. (17),RBS,27:46,INTRF; HI-ST; TRIP; ROUGH; TRIP; ROUGH,2:00; 2:00; 2:00; 2:00; 2:00; 2:00,1; 2; 3; 3; 3; 3,Lewington Tyler James (2); Erdely Csanad (36); Kiss Roland (17); Terbocs Istvan (34); Hochkofler Peter (26); Lewington Tyler James (2),; ; ; ; ; ,RBS; AVS; AVS; AVS; RBS; RBS,16:16; 24:13; 42:31; 56:04; 56:04; 56:04,5; 7; 11; 13; 14; 16; 17; 26; 34; 36; 43; 44; 51; 59; 60; 82; 87; 92; 93; 95,0; 0; 0; 0; -1; 0; 0; 0; 0; -1; -1; 0; 0; -1; 0; 0; 0; -1; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 2; 0; 2; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,Bence Stipsicz; Martin Stajnoch; Chris Brown; Kristof Nemeth; Balazs Sebok; Janos Hari; Roland Kiss; Rasmus Kulmala; Istvan Terbocs; Csanad Erdely; Cameron Gaunce; Chase Berger; Timothy Campbell; Joel Messner; Balazs Varga; Balint Magosi; Gergö Ambrus; Anze Kuralt; Akos Mihaly; Joshua Atkinson,LD; RD; RF; C; C; C; LD; LF; RF; LF; LD; C; RD; RD; LF; LF; RD; RF; RF; LD,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00,45; 35,0; 0,0; 0,Rasmus Reijola; Dominik Horvath,0; 0,0; 0,0; 0,58:19; 0:00,on; on; off; off,45; 35; 45; 35,1; 1; 3; 4,Rasmus Reijola; Atte Tolvanen; Rasmus Reijola; Atte Tolvanen,AVS; RBS; AVS; RBS,0:00; 0:00; 58:19; 60:00
7683,https://ice.hockey/en/stats/gamestats?gameId=7683,PIM; Shots on Goal; Faceoffs; Powerplay; Penalty Killing; Time Leading; Time Tied; Time Trailing; Time on even strength; Time on powerplay total; Time on powerplay +1; Time on powerplay +2; Time while short-handed total; Time while short-handed -1; Time while short-handed -2,,,,,,,,,,,,,,,,,,,,,,,,,8; 0; 0; 2 / 6; 3 / 0; 53:30; 6:30; 0:00; 47:47; 7:01; 5:20; 1:41; 5:12; 5:12; 0:00,14; 0; 0; 0 / 3; 6 / 2; 0:00; 6:30; 53:30; 47:47; 5:12; 5:12; 0:00; 7:01; 5:20; 1:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ,Deluca I. (46); Bouramman G. (18); Purdeller T. (34),Andergassen R. (40); Coulter T. (14); Bouramman G. (18),EQ; PP1; PP1,"24, 27, 12, 22, 16, 32; 41, 98, 12, 89, 32; 24, 27, 82, 90, 32","22, 40, 46, 55, 58, 80; 41, 14, 92, 34, 18, 80; 14, 34, 18, 41, 92, 80",1; 1; 3,1:0; 2:0; 3:0,Mantinger M. (22); Lacroix C. (41); Coulter T. (14),HCP; HCP; HCP,6:30; 13:53; 51:10,HOLD; HI-ST; TRIP; TRIP; ROUGH; ROUGH; HOLD; INTRF; BOARD; HI-ST; HI-ST,2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00; 2:00,1; 1; 1; 1; 1; 1; 2; 2; 3; 3; 3,Svedberg John Viktor Alexander (58); Herburger Raphael (89); Lacroix Cedric (41); Fraser Matthew (90); Purdeller Tommy (34); van Ee Finn (81); Lacroix Cedric (41); Hochegger Fabian (97); Clark Kevin Paul (11); Jensen Aabo Jesper (41); Jensen Aabo Jesper (41),; ; ; ; ; ; ; ; ; ; ,HCP; KAC; HCP; KAC; HCP; KAC; HCP; KAC; KAC; KAC; KAC,3:15; 8:01; 9:13; 13:25; 19:18; 19:18; 24:47; 33:24; 47:49; 48:08; 48:08,7; 12; 14; 18; 20; 21; 22; 34; 36; 37; 40; 41; 46; 54; 55; 58; 67; 90; 92,0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 1; 0; 1; 1; 0; 0; 0,0; 0; 1; 2; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0,0; 0; 2; 2; 0; 0; 1; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 4; 0; 0; 0; 2; 0; 0; 0,Ivan Althuber; Gregorio Gios; Tyler Coulter; Gustav Bouramman; Jashua Jared Wesley; Daniel Glira; Matthias Mantinger; Tommy Purdeller; Austin Michael Osmanski; Fabian Gschliesser; Raphael Andergassen; Cedric Lacroix; Ivan Deluca; Davide Conci; Luca Zanatta; John Viktor Alexander Svedberg; Mats Mikael Frycklund; Tommaso Traversa; Brett Findlay,LF; RD; LF; RD; RD; LD; LF; RF; LD; RF; C; LF; RF; RF; RD; LD; C; C; C,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00,80; 25,0; 0,0; 0,Edward Robert Nito Pasquale; Andreas Bernard,0; 0,0; 0,0; 0,60:00; 0:00,on; on; off; off,80; 32; 32; 80,1; 1; 3; 4,Edward Robert Nito Pasquale; Sebastian Dahm; Sebastian Dahm; Edward Robert Nito Pasquale,HCP; KAC; KAC; HCP,0:00; 0:00; 55:17; 60:00
7684,https://ice.hockey/en/stats/gamestats?gameId=7684,PIM; Shots on Goal; Faceoffs; Powerplay; Penalty Killing; Time Leading; Time Tied; Time Trailing; Time on even strength; Time on powerplay total; Time on powerplay +1; Time on powerplay +2; Time while short-handed total; Time while short-handed -1; Time while short-handed -2,,,,,,2; 0; 0; 1 / 3; 1 / 0; 0:00; 35:27; 51:36; 80:46; 4:17; 4:17; 0:00; 2:00; 2:00; 0:00,,,,,,,,,,,,,6; 0; 0; 0 / 1; 3 / 1; 51:36; 35:27; 0:00; 80:46; 2:00; 2:00; 0:00; 4:17; 4:17; 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,; ; ; ; ,Brunner N. (20); Scheid I. (39); Hora F. (3); Roe L. (47); Knott G. (49),Schiechl M. (13); Lebler B. (7); Schiechl M. (13); Knott G. (49); Moro G. (3),EQ; EQ; EQ; PP1; EQ,"76, 20, 13, 14, 19, 37; 3, 65, 21, 24, 52, 37; 19, 13, 3, 65, 76, 37; 9, 14, 12, 13, 37; 3, 13, 23, 37","13, 39, 74, 11, 14, 32; 27, 7, 39, 96, 49, 32; 46, 47, 80, 11, 74, 32; 81, 49, 47, 18, 27, 7; 27, 3, 49, 32",1; 1; 1; 3; 9,0:1; 1:1; 1:2; 2:2; 3:2,Antonitsch S. (76); St-Amant S. (27); Kainz L. (19); Collins S. (81); St-Amant S. (27),G99; BWL; G99; BWL; BWL,5:51; 7:34; 9:25; 59:18; 87:03,TRIP; HO-ST; HOLD; TRIP,2:00; 2:00; 2:00; 2:00,3; 5; 7; 8,Hora Frank (3); Roy Kevin (23); Knott Graham (49); Schiechl Michael (13),; ; ; ,G99; G99; BWL; G99,59:01; 69:20; 75:48; 82:38,3; 7; 11; 13; 14; 15; 18; 23; 27; 37; 39; 46; 47; 49; 63; 74; 80; 81; 96; 97,1; 1; -2; -1; -1; 0; 0; 0; 2; 0; 0; -1; -1; 2; 0; -2; -1; 0; 1; 0,1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 2; 0; 0; 0; 0; 0; 0,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ,0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0,1; 1; 0; 0; 0; 0; 0; 0; 2; 0; 1; 0; 1; 2; 0; 0; 0; 1; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0,Gregory Lee Moro; Brian Lebler; Brodi Ripken Stuart; Gerd Kragl; Henrik Neubauer; Marcel Witting; Ken Ograjensek; Patrick Söllinger; Shawn St-Amant; Andreas Kristler; Ian Christopher Scheid; Niklas Andre Würschl; Logan Roe; Graham Knott; Niklas Bretschneider; Nico Feldner; Julian Pusnik; Sean Brendan Collins; Christoph Tialler; Luka Maver,RD; LF; C; LD; RF; LF; LF; LD; RF; RF; RD; RD; LD; C; RD; RF; LF; C; LD; C,0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00; 0:00,32; 33,0; 0,0; 0,Rasmus Tirronen; Thomas Höneckl,0; 0,0; 0,0; 0,86:19; 0:00,on; on; off; on; off; off,32; 37; 32; 32; 32; 37,1; 1; 3; 3; 9; 9,Rasmus Tirronen; Jonas Gunnarsson; Rasmus Tirronen; Rasmus Tirronen; Rasmus Tirronen; Jonas Gunnarsson,BWL; G99; BWL; BWL; BWL; G99,0:00; 0:00; 58:34; 59:18; 87:03; 87:03
