game_id,season_id,date,home_team,away_team,score,round,venue,spectators,away_pim,away_pp_pct,away_pp_time,away_save_pct,away_saves,away_score,away_shots,away_team_short,home_pim,home_pp_pct,home_pp_time,home_save_pct,home_saves,home_score,home_shots,home_team_short,periods,periods_detail
1004537,18263,2025-10-25 15:15,Brynäs IF,Färjestad BK,1-3,,Monitor ERP Arena,7909,12,"0,00%",02:00,"18,75",38,3,16,FBK,8,"25,00%",06:39,"2,56",13,1,39,BIF,"(0-0, 0-2, 1-1)","0-0, 0-2, 1-1"
1004539,18263,2025-10-25 15:15,Linköping HC,Skellefteå AIK,0-4,,Saab Arena,6631,8,"33,33%",04:29,"14,81",18,4,27,SKE,8,"0,00%",05:50,"0,00",23,0,18,LHC,"(0-0, 0-3, 0-1)","0-0, 0-3, 0-1"
1004542,18263,2025-10-25 15:15,IF Malmö Redhawks,Växjö Lakers HC,2-4,,Malmö Arena,8102,6,"0,00%",04:00,"12,50",24,4,32,VÄX,8,"0,00%",02:00,"7,69",28,2,26,MIF,"(1-1, 1-1, 0-2)","1-1, 1-1, 0-2"
1004544,18263,2025-10-25 18:00,,Rögle BK,0-5,,Husqvarna Garden,6800,10,"0,00%",03:36,"29,41",30,5,17,RBK,6,"0,00%",06:31,"0,00",12,0,30,HV71,"(0-1, 0-2, 0-2)","0-1, 0-2, 0-2"
1004547,18263,2025-10-25 18:00,Leksands IF,Djurgårdens IF,1-3,,Tegera Arena,7022,22,"0,00%",04:00,"21,43",27,3,14,DIF,4,"0,00%",02:00,"3,57",11,1,28,LIF,"(0-1, 0-1, 1-1)","0-1, 0-1, 1-1"
1004549,18263,2025-10-25 15:15,Timrå IK,Örebro HK,1-3,,SCA Arena,5242,8,"0,00%",04:00,"27,27",35,3,11,ÖHK,6,"33,33%",05:56,"2,78",8,1,36,TIK,"(0-1, 0-1, 1-1)","0-1, 0-1, 1-1"
1004540,18263,2025-10-25 18:00,Luleå HF,Frölunda HC,0-3,,Coop Norrbotten Arena,6150,6,"33,33%",04:07,"18,75",17,3,16,FRÖ,8,"0,00%",04:00,"0,00",13,0,17,LHF,"(0-1, 0-1, 0-1)","0-1, 0-1, 0-1"
1004554,18263,2025-10-28 19:00,Färjestad BK,Timrå IK,1-2,,Löfbergs Arena,6952,2,"0,00%",02:00,"9,52",28,2,21,TIK,2,"0,00%",02:00,"3,45",19,1,29,FBK,"(1-1, 0-0, 0-1)","1-1, 0-0, 0-1"
1004557,18263,2025-10-28 19:00,Leksands IF,IF Malmö Redhawks,3-0,,Tegera Arena,6435,2,"0,00%",06:00,"0,00",25,0,19,MIF,6,"0,00%",02:00,"10,71",19,3,28,LIF,"(1-0, 2-0, 0-0)","1-0, 2-0, 0-0"
1004558,18263,2025-10-28 19:00,LHC,HV71,2-3,,Saab Arena,7900,2,"0,00%",02:00,"12,50",26,3,24,HV71,2,"100,00%",00:13,"7,14",21,2,28,LHC,"(1-1, 0-1, 1-1)","1-1, 0-1, 1-1"
1004560,18263,2025-10-28 19:00,Örebro HK,Brynäs IF,2-3,,Behrn Arena,5500,6,"50,00%",02:49,"10,71",21,3,28,BIF,4,"33,33%",05:45,"8,70",25,2,23,ÖHK,"(0-2, 2-1, 0-0)","0-2, 2-1, 0-0"
1004562,18263,2025-10-28 19:00,Rögle BK,Frölunda HC,2-0,,Catena Arena,6310,6,"0,00%",02:00,"0,00",15,0,20,FRÖ,4,"0,00%",02:51,"11,76",20,2,17,RBK,"(1-0, 1-0, 0-0)","1-0, 1-0, 0-0"
1004564,18263,2025-10-28 19:00,Skellefteå AIK,Luleå HF,3-0,,Skellefteå Kraft Arena,5801,8,"0,00%",04:00,"0,00",30,0,22,LHF,6,"0,00%",06:00,"9,09",22,3,33,SKE,"(0-0, 2-0, 1-0)","0-0, 2-0, 1-0"
1004565,18263,2025-10-28 19:00,Växjö Lakers HC,Djurgårdens IF,2-3,,Vida Arena,5550,6,"0,00%",04:00,"15,00",19,3,20,DIF,4,"33,33%",04:24,"9,52",17,2,21,VÄX,"(0-0, 0-2, 2-0, 0-1)","0-0, 0-2, 2-0, 0-1"
1004567,18263,2025-10-30 19:00,Färjestad BK,Leksands IF,4-2,,Löfbergs Arena,7902,26,"0,00%",03:00,"5,71",17,2,35,LIF,10,"100,00%",00:53,"19,05",33,4,21,FBK,"(0-1, 2-0, 2-1)","0-1, 2-0, 2-1"
1004574,18263,2025-10-30 19:00,Frölunda HC,Växjö Lakers HC,3-0,,Scandinavium,12044,8,"0,00%",04:00,"0,00",25,0,15,VÄX,6,"33,33%",04:18,"10,71",15,3,28,FRÖ,"(2-0, 0-0, 1-0)","2-0, 0-0, 1-0"
1004576,18263,2025-10-30 19:00,IF Malmö Redhawks,Timrå IK,2-1,,Malmö Arena,5647,6,"0,00%",06:00,"3,03",13,1,33,TIK,8,"50,00%",03:11,"13,33",32,2,15,MIF,"(1-0, 0-0, 1-1)","1-0, 0-0, 1-1"
1004578,18263,2025-10-30 19:00,DIF,HV71,1-6,,"Hovet, Johanneshov",8098,10,"33,33%",04:49,"25,00",27,6,24,HV71,10,"0,00%",06:00,"3,57",18,1,28,DIF,"(0-2, 1-2, 0-2)","0-2, 1-2, 0-2"
1004580,18263,2025-10-30 19:00,Örebro HK,Linköping HC,7-2,,Behrn Arena,5321,34,"0,00%",02:00,"8,70",22,2,23,LHC,32,"100,00%",02:19,"24,14",21,7,29,ÖHK,"(4-0, 1-2, 2-0)","4-0, 1-2, 2-0"
1004582,18263,2025-10-30 19:00,Rögle BK,Luleå HF,6-0,,Catena Arena,6310,12,"0,00%",00:51,"0,00",18,0,14,LHF,2,"66,67%",08:48,"25,00",14,6,24,RBK,"(2-0, 3-0, 1-0)","2-0, 3-0, 1-0"
1004584,18263,2025-10-30 19:00,Skellefteå AIK,Brynäs IF,2-5,,Skellefteå Kraft Arena,5801,6,"0,00%",02:00,"18,52",34,5,27,BIF,2,"0,00%",06:00,"5,56",22,2,36,SKE,"(0-2, 1-1, 1-2)","0-2, 1-1, 1-2"
1004589,18263,2025-11-01 15:15,Frölunda HC,Färjestad BK,4-1,,Scandinavium,12044,8,"0,00%",04:00,"4,00",16,1,25,FBK,4,"25,00%",06:46,"20,00",24,4,20,FRÖ,"(1-1, 1-0, 2-0)","1-1, 1-0, 2-0"
1004591,18263,2025-11-01 15:15,Leksands IF,Rögle BK,2-0,,Tegera Arena,6859,8,,,"0,00",15,0,31,RBK,2,,,"11,76",31,2,17,LIF,"(0-0, 0-0, 2-0)","0-0, 0-0, 2-0"
1004593,18263,2025-11-01 15:15,Djurgårdens IF,Brynäs IF,4-2,,Avicii Arena,13950,4,"100,00%",01:05,"8,33",19,2,24,BIF,4,"0,00%",02:00,"17,39",22,4,23,DIF,"(2-0, 1-0, 1-2)","2-0, 1-0, 1-2"
1004594,18263,2025-11-01 15:15,TIK,HV71,5-0,,SCA Arena,5302,6,"0,00%",04:00,"0,00",31,0,16,HV71,6,"100,00%",01:19,"13,89",16,5,36,TIK,"(2-0, 2-0, 1-0)","2-0, 2-0, 1-0"
1004598,18263,2025-11-01 18:00,IF Malmö Redhawks,Luleå HF,3-1,,Malmö Arena,6220,8,"0,00%",02:00,"4,55",24,1,22,LHF,2,"50,00%",05:49,"11,11",21,3,27,MIF,"(0-0, 0-1, 3-0)","0-0, 0-1, 3-0"
1004600,18263,2025-11-01 18:00,Örebro HK,Skellefteå AIK,3-4,,Behrn Arena,5376,12,"50,00%",02:36,"16,00",24,4,25,SKE,6,"0,00%",10:00,"11,11",21,3,27,ÖHK,"(1-2, 1-0, 1-1, 0-0, 0-1)","1-2, 1-0, 1-1, 0-0, 0-1"
1004601,18263,2025-11-01 18:00,Växjö Lakers HC,Linköping HC,5-3,,Vida Arena,5014,6,"0,00%",01:17,"12,00",16,3,25,LHC,2,"33,33%",04:07,"23,81",22,5,21,VÄX,"(0-2, 1-1, 4-0)","0-2, 1-1, 4-0"
1004609,18263,2025-11-13 19:00,Brynäs IF,IF Malmö Redhawks,3-4,,Monitor ERP Arena,7468,4,,,"25,00",31,4,16,MIF,0,,,"8,82",12,3,34,BIF,"(2-0, 0-2, 1-2)","2-0, 0-2, 1-2"
1004611,18263,2025-11-13 19:00,Frölunda HC,Örebro HK,3-2,,Scandinavium,10885,4,"20,00%",07:24,"7,41",27,2,27,ÖHK,10,"100,00%",00:17,"10,00",25,3,30,FRÖ,"(0-0, 2-0, 1-2)","0-0, 2-0, 1-2"
1004613,18263,2025-11-13 19:00,,Växjö Lakers HC,5-4,,Husqvarna Garden,6800,22,"100,00%",02:03,"21,05",9,4,19,VÄX,6,"0,00%",02:00,"35,71",15,5,14,HV71,"(2-0, 0-1, 3-3)","2-0, 0-1, 3-3"
1004614,18263,2025-11-13 19:00,Linköping HC,Leksands IF,6-1,,Saab Arena,7900,10,"0,00%",06:00,"4,76",20,1,21,LIF,6,"60,00%",04:44,"23,08",20,6,26,LHC,"(2-0, 1-1, 3-0)","2-0, 1-1, 3-0"
1004617,18263,2025-11-13 19:00,Luleå HF,Djurgårdens IF,3-2,,Coop Norrbotten Arena,6150,35,"0,00%",04:00,"9,09",21,2,22,DIF,6,"20,00%",11:49,"12,50",20,3,24,LHF,"(0-1, 1-0, 1-1, 1-0)","0-1, 1-0, 1-1, 1-0"
1004618,18263,2025-11-13 19:00,Rögle BK,Färjestad BK,5-1,,Catena Arena,6310,6,"0,00%",02:00,"7,14",26,1,14,FBK,2,"33,33%",05:00,"16,13",13,5,31,RBK,"(0-1, 3-0, 2-0)","0-1, 3-0, 2-0"
1004621,18263,2025-11-13 19:00,Skellefteå AIK,Timrå IK,5-0,,Skellefteå Kraft Arena,5614,12,"0,00%",06:43,"0,00",20,0,28,TIK,14,"50,00%",04:30,"20,00",28,5,25,SKE,"(1-0, 3-0, 1-0)","1-0, 3-0, 1-0"
1004623,18263,2025-11-15 15:15,,Leksands IF,5-0,,Husqvarna Garden,6800,35,"0,00%",08:00,"0,00",21,0,21,LIF,8,"42,86%",11:25,"19,23",21,5,26,HV71,"(2-0, 1-0, 2-0)","2-0, 1-0, 2-0"
1004624,18263,2025-11-15 15:15,Luleå HF,Brynäs IF,0-3,,Coop Norrbotten Arena,6150,10,"0,00%",06:00,"12,50",27,3,24,BIF,10,"0,00%",05:56,"0,00",21,0,27,LHF,"(0-0, 0-3, 0-0)","0-0, 0-3, 0-0"
1004625,18263,2025-11-15 15:15,Örebro HK,IF Malmö Redhawks,0-5,,Behrn Arena,5343,6,"0,00%",02:00,"19,23",21,5,26,MIF,6,"0,00%",02:00,"0,00",21,0,21,ÖHK,"(0-3, 0-1, 0-1)","0-3, 0-1, 0-1"
1004626,18263,2025-11-15 15:15,Skellefteå AIK,Djurgårdens IF,4-0,,Skellefteå Kraft Arena,5801,12,"0,00%",06:00,"0,00",33,0,22,DIF,8,"50,00%",07:19,"10,81",22,4,37,SKE,"(0-0, 3-0, 1-0)","0-0, 3-0, 1-0"
1004627,18263,2025-11-15 18:00,Färjestad BK,Linköping HC,0-1,,Löfbergs Arena,7680,8,"0,00%",02:00,"6,25",31,1,16,LHC,2,"0,00%",08:00,"0,00",15,0,31,FBK,"(0-1, 0-0, 0-0)","0-1, 0-0, 0-0"
1004628,18263,2025-11-15 18:00,Timrå IK,Frölunda HC,4-2,,SCA Arena,5386,4,"50,00%",02:07,"8,70",28,2,23,FRÖ,4,"50,00%",02:08,"12,50",21,4,32,TIK,"(0-0, 0-1, 4-1)","0-0, 0-1, 4-1"
1004629,18263,2025-11-15 18:00,Växjö Lakers HC,Rögle BK,3-2,,Vida Arena,5550,4,"0,00%",02:00,"10,00",7,2,20,RBK,2,"0,00%",04:00,"30,00",18,3,10,VÄX,"(0-0, 2-1, 1-1)","0-0, 2-1, 1-1"
1004630,18263,2025-11-20 19:00,Brynäs IF,Timrå IK,8-5,,Monitor ERP Arena,7710,2,"50,00%",02:12,"19,23",21,5,26,TIK,4,"100,00%",01:42,"27,59",21,8,29,BIF,"(3-1, 2-2, 3-2)","3-1, 2-2, 3-2"
1004631,18263,2025-11-20 19:00,FBK,HV71,6-1,,Löfbergs Arena,6558,4,"0,00%",04:00,"5,88",22,1,17,HV71,6,"100,00%",01:20,"21,43",16,6,28,FBK,"(2-1, 2-0, 2-0)","2-1, 2-0, 2-0"
1004632,18263,2025-11-20 19:00,Frölunda HC,IF Malmö Redhawks,3-0,,Scandinavium,11904,6,"0,00%",02:00,"0,00",18,0,9,MIF,2,"0,00%",06:00,"14,29",9,3,21,FRÖ,"(1-0, 0-0, 2-0)","1-0, 0-0, 2-0"
1004633,18263,2025-11-20 19:00,Leksands IF,Växjö Lakers HC,1-4,,Tegera Arena,6032,8,"0,00%",06:26,"13,33",20,4,30,VÄX,8,"25,00%",06:16,"4,76",26,1,21,LIF,"(0-2, 0-0, 1-2)","0-2, 0-0, 1-2"
1004634,18263,2025-11-20 19:00,Örebro HK,Luleå HF,0-3,,Behrn Arena,5076,6,"0,00%",06:00,"9,09",17,3,33,LHF,8,"0,00%",04:00,"0,00",30,0,17,ÖHK,"(0-0, 0-3, 0-0)","0-0, 0-3, 0-0"
1004635,18263,2025-11-20 19:00,Rögle BK,Skellefteå AIK,2-3,,Catena Arena,6232,6,"33,33%",04:22,"12,00",22,3,25,SKE,26,"33,33%",04:37,"8,33",22,2,24,RBK,"(1-1, 1-1, 0-1)","1-1, 1-1, 0-1"
1004636,18263,2025-11-20 19:00,Djurgårdens IF,Linköping HC,3-1,,"Hovet, Johanneshov",8094,6,"0,00%",09:07,"5,00",19,1,20,LHC,12,"100,00%",01:50,"13,64",19,3,22,DIF,"(2-0, 0-0, 1-1)","2-0, 0-0, 1-1"
1004637,18263,2025-11-22 15:15,,Luleå HF,1-2,,Husqvarna Garden,6800,6,"0,00%",06:00,"6,67",23,2,30,LHF,8,"50,00%",02:55,"4,17",28,1,24,HV71,"(1-0, 0-0, 0-2)","1-0, 0-0, 0-2"
1004638,18263,2025-11-22 15:15,Leksands IF,Frölunda HC,2-5,,Tegera Arena,6507,6,"100,00%",01:09,"27,78",14,5,18,FRÖ,4,"50,00%",03:35,"12,50",13,2,16,LIF,"(1-0, 0-3, 1-2)","1-0, 0-3, 1-2"
1004639,18263,2025-11-22 15:15,Örebro HK,Växjö Lakers HC,4-3,,Behrn Arena,5054,4,"0,00%",07:54,"8,57",16,3,35,VÄX,8,"50,00%",03:08,"20,00",32,4,20,ÖHK,"(0-0, 1-1, 2-2, 0-0, 1-0)","0-0, 1-1, 2-2, 0-0, 1-0"
1004640,18263,2025-11-22 15:15,Timrå IK,Linköping HC,1-2,,SCA Arena,5232,8,"50,00%",03:16,"11,76",41,2,17,LHC,4,"0,00%",08:00,"2,38",15,1,42,TIK,"(0-0, 1-1, 0-1)","0-0, 1-1, 0-1"
1004641,18263,2025-11-22 18:00,Brynäs IF,Rögle BK,3-2,,Monitor ERP Arena,7909,4,"50,00%",02:14,"6,90",26,2,29,RBK,4,"0,00%",04:00,"10,34",27,3,29,BIF,"(1-0, 0-2, 1-0, 1-0)","1-0, 0-2, 1-0, 1-0"
1004642,18263,2025-11-22 18:00,Färjestad BK,Djurgårdens IF,5-3,,Löfbergs Arena,8250,35,"0,00%",02:00,"10,34",24,3,29,DIF,8,"50,00%",08:21,"17,24",26,5,29,FBK,"(1-0, 2-1, 2-2)","1-0, 2-1, 2-2"
1004643,18263,2025-11-22 18:00,IF Malmö Redhawks,Skellefteå AIK,1-2,,Malmö Arena,7313,18,"50,00%",07:31,"7,14",17,2,28,SKE,17,"25,00%",08:24,"5,56",26,1,18,MIF,"(0-0, 0-0, 1-1, 0-1)","0-0, 0-0, 1-1, 0-1"
1004407,18263,2025-11-25 19:00,IF Malmö Redhawks,Växjö Lakers HC,2-1,,Malmö Arena,6029,10,"0,00%",02:00,"3,33",28,1,30,VÄX,4,"0,00%",08:00,"6,67",29,2,30,MIF,"(0-0, 0-0, 1-1, 1-0)","0-0, 0-0, 1-1, 1-0"
1004469,18263,2025-11-25 19:00,Djurgårdens IF,Färjestad BK,1-0,,"Hovet, Johanneshov",8094,12,"0,00%",02:00,"0,00",23,0,28,FBK,2,"0,00%",12:00,"4,17",28,1,24,DIF,"(1-0, 0-0, 0-0)","1-0, 0-0, 0-0"
1004644,18263,2025-11-27 19:00,Färjestad BK,IF Malmö Redhawks,2-3,,Löfbergs Arena,6008,6,"50,00%",02:23,"16,67",19,3,18,MIF,4,"66,67%",05:28,"9,52",15,2,21,FBK,"(1-0, 0-1, 1-2)","1-0, 0-1, 1-2"
1004645,18263,2025-11-27 19:00,,Örebro HK,1-5,,Husqvarna Garden,6727,6,"0,00%",06:00,"20,83",16,5,24,ÖHK,6,"0,00%",06:00,"5,88",19,1,17,HV71,"(1-1, 0-2, 0-2)","1-1, 0-2, 0-2"
1004646,18263,2025-11-27 19:00,Linköping HC,Brynäs IF,2-1,,Saab Arena,7900,4,"33,33%",04:27,"5,56",18,1,18,BIF,6,"0,00%",04:00,"10,00",17,2,20,LHC,"(1-0, 0-1, 1-0)","1-0, 0-1, 1-0"
1004647,18263,2025-11-27 19:00,Luleå HF,Leksands IF,2-3,,Coop Norrbotten Arena,6150,6,"33,33%",05:37,"12,50",24,3,24,LIF,6,"33,33%",05:32,"7,69",21,2,26,LHF,"(1-1, 0-0, 1-1, 0-0, 0-1)","1-1, 0-0, 1-1, 0-0, 0-1"
1004648,18263,2025-11-27 19:00,Rögle BK,Djurgårdens IF,4-2,,Catena Arena,6310,4,"0,00%",02:00,"7,41",29,2,27,DIF,2,"50,00%",02:05,"12,12",25,4,33,RBK,"(0-0, 1-1, 3-1)","0-0, 1-1, 3-1"
1004649,18263,2025-11-27 19:00,Skellefteå AIK,Frölunda HC,2-4,,Skellefteå Kraft Arena,5301,6,,,"25,00",26,4,16,FRÖ,2,,,"7,14",12,2,28,SKE,"(0-1, 1-1, 1-2)","0-1, 1-1, 1-2"
1004650,18263,2025-11-27 19:00,Växjö Lakers HC,Timrå IK,4-2,,Vida Arena,5135,6,"0,00%",04:00,"9,09",17,2,22,TIK,4,"66,67%",03:45,"19,05",20,4,21,VÄX,"(1-0, 2-2, 1-0)","1-0, 2-2, 1-0"
1004651,18263,2025-11-29 15:15,BIF,HV71,5-2,,Monitor ERP Arena,7909,4,"50,00%",03:56,"12,50",18,2,16,HV71,4,"50,00%",03:51,"21,74",14,5,23,BIF,"(0-2, 2-0, 3-0)","0-2, 2-0, 3-0"
1004652,18263,2025-11-29 15:15,Linköping HC,Frölunda HC,1-4,,Saab Arena,7900,6,"100,00%",00:44,"17,39",19,4,23,FRÖ,2,"33,33%",05:54,"5,00",19,1,20,LHC,"(1-3, 0-1, 0-0)","1-3, 0-1, 0-0"
1004653,18263,2025-11-29 15:15,IF Malmö Redhawks,Djurgårdens IF,5-3,,Malmö Arena,10480,4,"100,00%",02:51,"12,00",26,3,25,DIF,4,"50,00%",02:56,"16,13",22,5,31,MIF,"(3-1, 1-1, 1-1)","3-1, 1-1, 1-1"
1004654,18263,2025-11-29 15:15,Skellefteå AIK,Leksands IF,5-0,,Skellefteå Kraft Arena,5433,6,"0,00%",07:05,"0,00",22,0,19,LIF,8,"66,67%",03:31,"18,52",19,5,27,SKE,"(1-0, 2-0, 2-0)","1-0, 2-0, 2-0"
1004655,18263,2025-11-29 18:00,Örebro HK,Rögle BK,4-3,,Behrn Arena,5329,4,"0,00%",05:42,"9,38",17,3,32,RBK,8,"0,00%",01:42,"19,05",29,4,21,ÖHK,"(3-1, 1-1, 0-1)","3-1, 1-1, 0-1"
1004656,18263,2025-11-29 18:00,Timrå IK,Luleå HF,3-2,,SCA Arena,5204,6,"25,00%",06:57,"6,90",17,2,29,LHF,10,"50,00%",02:14,"15,00",27,3,20,TIK,"(2-0, 0-2, 1-0)","2-0, 0-2, 1-0"
1004657,18263,2025-11-29 18:00,Växjö Lakers HC,Färjestad BK,4-3,,Vida Arena,5550,6,"66,67%",04:18,"15,79",16,3,19,FBK,10,"0,00%",01:50,"20,00",16,4,20,VÄX,"(1-3, 0-0, 2-0, 0-0, 1-0)","1-3, 0-0, 2-0, 0-0, 1-0"
1004658,18263,2025-12-04 19:00,Frölunda HC,Djurgårdens IF,3-2,,Scandinavium,12044,4,"0,00%",00:19,"7,41",24,2,27,DIF,2,"0,00%",02:19,"11,11",25,3,27,FRÖ,"(2-1, 0-1, 0-0, 1-0)","2-1, 0-1, 0-0, 1-0"
1004659,18263,2025-12-04 19:00,,Skellefteå AIK,4-3,,Husqvarna Garden,6800,6,"0,00%",03:50,"10,00",19,3,30,SKE,6,"0,00%",04:00,"17,39",27,4,23,HV71,"(2-1, 2-1, 0-1)","2-1, 2-1, 0-1"
1004660,18263,2025-12-04 19:00,Leksands IF,Brynäs IF,1-4,,Tegera Arena,7650,4,"0,00%",03:45,"13,33",25,4,30,BIF,4,"50,00%",03:43,"3,85",26,1,26,LIF,"(1-2, 0-2, 0-0)","1-2, 0-2, 0-0"
1004661,18263,2025-12-04 19:00,Luleå HF,Växjö Lakers HC,2-3,,Coop Norrbotten Arena,6150,8,"25,00%",03:13,"15,00",27,3,20,VÄX,8,"0,00%",04:40,"6,90",17,2,29,LHF,"(0-1, 1-0, 1-2)","0-1, 1-0, 1-2"
1004662,18263,2025-12-04 19:00,IF Malmö Redhawks,Linköping HC,3-0,,Malmö Arena,6204,14,"0,00%",00:14,"0,00",17,0,20,LHC,6,"16,67%",09:01,"15,00",20,3,20,MIF,"(2-0, 1-0, 0-0)","2-0, 1-0, 0-0"
1004663,18263,2025-12-04 19:00,Örebro HK,Färjestad BK,2-3,,Behrn Arena,5500,12,"0,00%",02:39,"12,50",33,3,24,FBK,4,"0,00%",09:44,"5,71",21,2,35,ÖHK,"(1-0, 0-2, 1-0, 0-1)","1-0, 0-2, 1-0, 0-1"
1004664,18263,2025-12-04 19:00,Rögle BK,Timrå IK,2-1,,Catena Arena,6169,4,"0,00%",02:00,"3,70",20,1,27,TIK,4,"100,00%",00:11,"9,09",26,2,22,RBK,"(1-1, 0-0, 0-0, 0-0, 1-0)","1-1, 0-0, 0-0, 0-0, 1-0"
1004665,18263,2025-12-06 15:15,Frölunda HC,Brynäs IF,3-0,,Scandinavium,12044,8,"0,00%",04:56,"0,00",21,0,14,BIF,6,"25,00%",05:21,"12,50",14,3,24,FRÖ,"(1-0, 1-0, 1-0)","1-0, 1-0, 1-0"
1004666,18263,2025-12-06 15:15,,IF Malmö Redhawks,1-4,,Husqvarna Garden,6800,2,"0,00%",02:00,"19,05",22,4,21,MIF,2,"0,00%",02:00,"4,35",17,1,23,HV71,"(0-1, 0-1, 1-2)","0-1, 0-1, 1-2"
1004667,18263,2025-12-06 15:15,Skellefteå AIK,Växjö Lakers HC,4-0,,Skellefteå Kraft Arena,5249,6,"0,00%",05:13,"0,00",36,0,32,VÄX,6,"33,33%",04:18,"10,00",32,4,40,SKE,"(0-0, 2-0, 2-0)","0-0, 2-0, 2-0"
1004668,18263,2025-12-06 18:00,Luleå HF,Färjestad BK,2-5,,Coop Norrbotten Arena,6150,12,"33,33%",06:19,"16,13",21,5,31,FBK,14,"0,00%",07:44,"8,70",26,2,23,LHF,"(1-2, 0-2, 1-1)","1-2, 0-2, 1-1"
1004669,18263,2025-12-06 18:00,Djurgårdens IF,Timrå IK,3-2,,"Hovet, Johanneshov",8098,8,"0,00%",06:00,"8,70",28,2,23,TIK,10,"0,00%",04:00,"9,68",21,3,31,DIF,"(1-1, 0-1, 1-0, 0-0, 1-0)","1-1, 0-1, 1-0, 0-0, 1-0"
1004670,18263,2025-12-06 18:00,Örebro HK,Leksands IF,3-0,,Behrn Arena,5500,6,"0,00%",04:13,"0,00",20,0,18,LIF,8,"0,00%",04:00,"13,04",18,3,23,ÖHK,"(1-0, 2-0, 0-0)","1-0, 2-0, 0-0"
1004671,18263,2025-12-06 18:00,Rögle BK,Linköping HC,1-3,,Catena Arena,6310,4,"50,00%",00:45,"13,04",19,3,23,LHC,4,"0,00%",02:19,"5,00",20,1,20,RBK,"(1-1, 0-1, 0-1)","1-1, 0-1, 0-1"
1004672,18263,2025-12-18 19:00,Färjestad BK,Örebro HK,4-2,,Löfbergs Arena,6444,2,"50,00%",04:29,"7,14",15,2,28,ÖHK,8,"0,00%",00:58,"21,05",26,4,19,FBK,"(2-0, 0-1, 2-1)","2-0, 0-1, 2-1"
1004673,18263,2025-12-18 19:00,FRÖ,HV71,3-2,,Scandinavium,12044,6,"50,00%",03:45,"12,50",27,2,16,HV71,8,"33,33%",01:14,"10,00",14,3,30,FRÖ,"(2-0, 0-0, 0-2, 0-0, 1-0)","2-0, 0-0, 0-2, 0-0, 1-0"
1004674,18263,2025-12-18 19:00,Leksands IF,IF Malmö Redhawks,2-3,,Tegera Arena,5014,4,"0,00%",04:00,"10,00",27,3,30,MIF,4,"0,00%",04:00,"6,90",27,2,29,LIF,"(1-1, 1-0, 0-1, 0-0, 0-1)","1-1, 1-0, 0-1, 0-0, 0-1"
1004675,18263,2025-12-18 19:00,Linköping HC,Djurgårdens IF,3-1,,Saab Arena,7900,4,"0,00%",01:21,"3,57",34,1,28,DIF,2,"0,00%",04:00,"8,11",27,3,37,LHC,"(1-0, 0-0, 2-1)","1-0, 0-0, 2-1"
1004676,18263,2025-12-18 19:00,Rögle BK,Brynäs IF,2-3,,Catena Arena,6310,2,"0,00%",02:00,"14,29",32,3,21,BIF,2,"0,00%",02:00,"5,88",18,2,34,RBK,"(0-1, 1-0, 1-1, 0-0, 0-1)","0-1, 1-0, 1-1, 0-0, 0-1"
1004677,18263,2025-12-18 19:00,Timrå IK,Skellefteå AIK,1-3,,SCA Arena,5003,12,"33,33%",04:53,"10,34",19,3,29,SKE,8,"20,00%",07:04,"5,00",26,1,20,TIK,"(0-2, 1-0, 0-1)","0-2, 1-0, 0-1"
1004678,18263,2025-12-18 19:00,Växjö Lakers HC,Luleå HF,1-3,,Vida Arena,4822,4,"0,00%",02:00,"18,75",21,3,16,LHF,2,"0,00%",04:00,"4,55",13,1,22,VÄX,"(1-0, 0-0, 0-3)","1-0, 0-0, 0-3"
1004679,18263,2025-12-20 15:15,Brynäs IF,Frölunda HC,1-3,,Monitor ERP Arena,7909,8,"0,00%",04:00,"14,29",19,3,21,FRÖ,4,"0,00%",08:00,"5,00",18,1,20,BIF,"(1-2, 0-0, 0-1)","1-2, 0-0, 0-1"
1004680,18263,2025-12-20 15:15,Färjestad BK,Rögle BK,1-2,,Löfbergs Arena,7359,6,"0,00%",04:00,"9,52",23,2,21,RBK,4,"0,00%",06:00,"4,17",19,1,24,FBK,"(0-2, 0-0, 1-0)","0-2, 0-0, 1-0"
1004681,18263,2025-12-20 15:15,IF Malmö Redhawks,Luleå HF,4-6,,Malmö Arena,8650,10,"25,00%",06:36,"21,43",20,6,28,LHF,12,"75,00%",05:57,"16,67",22,4,24,MIF,"(0-3, 2-1, 2-2)","0-3, 2-1, 2-2"
1004682,18263,2025-12-20 18:00,,Djurgårdens IF,5-2,,Husqvarna Garden,6800,8,"50,00%",02:34,"16,67",18,2,12,DIF,4,"25,00%",06:37,"21,74",10,5,23,HV71,"(1-2, 3-0, 1-0)","1-2, 3-0, 1-0"
1004683,18263,2025-12-20 18:00,Örebro HK,Leksands IF,2-1,,Behrn Arena,5500,8,"16,67%",10:16,"4,35",22,1,23,LIF,12,"50,00%",06:12,"8,33",22,2,24,ÖHK,"(2-0, 0-0, 0-1)","2-0, 0-0, 0-1"
1004684,18263,2025-12-20 18:00,Skellefteå AIK,Linköping HC,4-5,,Skellefteå Kraft Arena,5308,8,"33,33%",04:38,"25,00",29,5,20,LHC,8,"0,00%",08:00,"12,12",15,4,33,SKE,"(0-2, 4-1, 0-1, 0-0, 0-1)","0-2, 4-1, 0-1, 0-0, 0-1"
