game_id,season_id,date,home_team,away_team,score,round,venue,spectators,away_pim,away_pp_pct,away_pp_time,away_save_pct,away_saves,away_score,away_shots,away_team_short,home_pim,home_pp_pct,home_pp_time,home_save_pct,home_saves,home_score,home_shots,home_team_short,periods,periods_detail
1004685,18263,2025-12-20 18:00,Växjö Lakers HC,Timrå IK,5-2,,Vida Arena,4809,8,"33,33%",05:45,"9,09",23,2,22,TIK,18,"25,00%",06:08,"17,86",20,5,28,VÄX,"(0-1, 4-1, 1-0)","0-1, 4-1, 1-0"
1004686,18263,2025-12-26 15:15,Färjestad BK,Linköping HC,3-2,,Löfbergs Arena,8250,4,"0,00%",02:00,"7,41",18,2,27,LHC,2,"0,00%",04:00,"14,29",25,3,21,FBK,"(1-0, 0-0, 1-2, 0-0, 1-0)","1-0, 0-0, 1-2, 0-0, 1-0"
1004687,18263,2025-12-26 15:15,ÖHK,HV71,4-7,,Behrn Arena,5500,0,,,"33,33",23,7,21,HV71,0,,,"14,81",14,4,27,ÖHK,"(0-2, 2-2, 2-3)","0-2, 2-2, 2-3"
1004688,18263,2025-12-26 15:15,Växjö Lakers HC,IF Malmö Redhawks,2-5,,Vida Arena,5550,8,,,"20,00",20,5,25,MIF,2,,,"9,09",20,2,22,VÄX,"(0-1, 1-3, 1-1)","0-1, 1-3, 1-1"
1004689,18263,2025-12-26 18:00,Luleå HF,Skellefteå AIK,3-2,,Coop Norrbotten Arena,6150,10,"0,00%",04:00,"9,09",16,2,22,SKE,4,"20,00%",08:22,"15,79",20,3,19,LHF,"(0-1, 2-0, 0-1, 1-0)","0-1, 2-0, 0-1, 1-0"
1004690,18263,2025-12-26 18:00,Djurgårdens IF,Leksands IF,0-5,,Avicii Arena,13950,16,"0,00%",05:00,"15,62",38,5,32,LIF,12,"0,00%",09:00,"0,00",27,0,38,DIF,"(0-2, 0-0, 0-3)","0-2, 0-0, 0-3"
1004691,18263,2025-12-26 18:00,Rögle BK,Frölunda HC,2-5,,Catena Arena,6310,6,,,"17,24",23,5,29,FRÖ,0,,,"8,00",24,2,25,RBK,"(0-2, 1-1, 1-2)","0-2, 1-1, 1-2"
1004692,18263,2025-12-26 18:00,Timrå IK,Brynäs IF,2-0,,SCA Arena,5727,4,"0,00%",08:00,"0,00",18,0,18,BIF,8,"50,00%",03:56,"10,00",18,2,20,TIK,"(1-0, 0-0, 1-0)","1-0, 0-0, 1-0"
1004694,18263,2025-12-28 15:15,Leksands IF,Färjestad BK,1-2,,Tegera Arena,7650,4,"0,00%",08:35,"7,41",14,2,27,FBK,12,"0,00%",00:35,"6,67",25,1,15,LIF,"(0-0, 0-0, 1-1, 0-1)","0-0, 0-0, 1-1, 0-1"
1004695,18263,2025-12-28 15:15,IF Malmö Redhawks,Frölunda HC,2-3,,Malmö Arena,12600,2,,,"8,57",18,3,35,FRÖ,0,,,"10,00",32,2,20,MIF,"(0-1, 0-1, 2-0, 0-0, 0-1)","0-1, 0-1, 2-0, 0-0, 0-1"
1004696,18263,2025-12-28 15:15,RBK,HV71,3-1,,Catena Arena,6310,8,"0,00%",10:00,"6,25",16,1,16,HV71,14,"0,00%",04:00,"15,79",15,3,19,RBK,"(2-0, 1-0, 0-1)","2-0, 1-0, 0-1"
1004693,18263,2025-12-28 18:00,Brynäs IF,Örebro HK,5-4,,Monitor ERP Arena,7909,6,"50,00%",03:21,"22,22",15,4,18,ÖHK,46,"50,00%",02:12,"25,00",14,5,20,BIF,"(0-1, 2-1, 2-2, 1-0)","0-1, 2-1, 2-2, 1-0"
1004697,18263,2025-12-28 18:00,Linköping HC,Växjö Lakers HC,2-3,,Saab Arena,7900,0,,,"15,00",22,3,20,VÄX,2,,,"8,33",17,2,24,LHC,"(0-1, 1-2, 1-0)","0-1, 1-2, 1-0"
1004698,18263,2025-12-28 18:00,Luleå HF,Timrå IK,5-1,,Coop Norrbotten Arena,6150,4,"0,00%",12:00,"4,55",14,1,22,TIK,12,"0,00%",03:13,"26,32",21,5,19,LHF,"(1-0, 1-1, 3-0)","1-0, 1-1, 3-0"
1004699,18263,2025-12-28 18:00,Skellefteå AIK,Djurgårdens IF,2-3,,Skellefteå Kraft Arena,5801,10,"100,00%",01:26,"17,65",46,3,17,DIF,2,"25,00%",09:23,"4,17",14,2,48,SKE,"(0-1, 1-1, 1-0, 0-0, 0-1)","0-1, 1-1, 1-0, 0-0, 0-1"
1004700,18263,2025-12-30 19:00,Frölunda HC,Färjestad BK,5-3,,Scandinavium,12044,10,"0,00%",06:00,"8,11",12,3,37,FBK,12,"50,00%",02:36,"29,41",34,5,17,FRÖ,"(1-0, 2-2, 2-1)","1-0, 2-2, 2-1"
1004701,18263,2025-12-30 19:00,,IF Malmö Redhawks,2-3,,Husqvarna Garden,6800,6,"66,67%",03:22,"13,64",22,3,22,MIF,6,"0,00%",06:00,"8,33",19,2,24,HV71,"(1-2, 0-0, 1-0, 0-1)","1-2, 0-0, 1-0, 0-1"
1004702,18263,2025-12-30 19:00,Linköping HC,Örebro HK,4-3,,Saab Arena,7900,0,,,"13,64",20,3,22,ÖHK,4,,,"16,67",19,4,24,LHC,"(1-1, 0-2, 3-0)","1-1, 0-2, 3-0"
1004703,18263,2025-12-30 19:00,Djurgårdens IF,Luleå HF,3-4,,Avicii Arena,13950,4,"0,00%",03:45,"16,00",15,4,25,LHF,4,"0,00%",03:45,"16,67",21,3,18,DIF,"(1-1, 2-1, 0-2)","1-1, 2-1, 0-2"
1004704,18263,2025-12-30 19:00,Skellefteå AIK,Brynäs IF,3-1,,Skellefteå Kraft Arena,5547,10,"0,00%",05:43,"4,17",23,1,24,BIF,28,"0,00%",07:43,"11,54",23,3,26,SKE,"(1-0, 1-1, 1-0)","1-0, 1-1, 1-0"
1004705,18263,2025-12-30 19:00,Timrå IK,Leksands IF,5-4,,SCA Arena,5253,26,"33,33%",02:37,"16,67",45,4,24,LIF,6,"33,33%",02:24,"10,00",20,5,50,TIK,"(1-0, 1-2, 2-2, 1-0)","1-0, 1-2, 2-2, 1-0"
1004706,18263,2025-12-30 19:00,Växjö Lakers HC,Rögle BK,3-2,,Vida Arena,5550,6,"50,00%",02:59,"7,41",13,2,27,RBK,4,"33,33%",05:04,"18,75",25,3,16,VÄX,"(1-0, 0-2, 1-0, 0-0, 1-0)","1-0, 0-2, 1-0, 0-0, 1-0"
1004707,18263,2026-01-03 15:15,Färjestad BK,Skellefteå AIK,2-6,,Löfbergs Arena,8250,33,"100,00%",01:53,"20,00",23,6,30,SKE,31,"0,00%",06:00,"8,00",24,2,25,FBK,"(2-1, 0-3, 0-2)","2-1, 0-3, 0-2"
1004708,18263,2026-01-03 15:15,LIF,HV71,5-4,,Tegera Arena,7650,4,"100,00%",00:54,"16,67",23,4,24,HV71,2,"0,00%",04:00,"17,86",20,5,28,LIF,"(1-2, 1-0, 3-2)","1-2, 1-0, 3-2"
1004709,18263,2026-01-03 15:15,Örebro HK,Rögle BK,3-4,,Behrn Arena,5424,6,"0,00%",02:43,"11,11",22,4,36,RBK,4,"33,33%",03:14,"12,00",32,3,25,ÖHK,"(1-0, 0-2, 2-2)","1-0, 0-2, 2-2"
1004710,18263,2026-01-03 15:15,Växjö Lakers HC,Frölunda HC,2-3,,Vida Arena,5550,6,"0,00%",02:00,"18,75",20,3,16,FRÖ,4,"0,00%",04:00,"9,09",13,2,22,VÄX,"(0-2, 2-0, 0-0, 0-0, 0-1)","0-2, 2-0, 0-0, 0-0, 0-1"
1004711,18263,2026-01-03 18:00,Brynäs IF,Luleå HF,4-2,,Monitor ERP Arena,6897,6,"20,00%",08:35,"11,11",17,2,18,LHF,10,"66,67%",04:22,"19,05",16,4,21,BIF,"(1-0, 1-0, 2-2)","1-0, 1-0, 2-2"
1004712,18263,2026-01-03 18:00,IF Malmö Redhawks,Linköping HC,5-0,,Malmö Arena,10218,40,"0,00%",04:00,"0,00",23,0,21,LHC,4,"50,00%",08:46,"17,86",21,5,28,MIF,"(1-0, 4-0, 0-0)","1-0, 4-0, 0-0"
1004713,18263,2026-01-03 18:00,Timrå IK,Djurgårdens IF,2-3,,SCA Arena,5604,10,"0,00%",02:00,"13,64",39,3,22,DIF,2,"25,00%",08:03,"4,88",19,2,41,TIK,"(1-0, 0-0, 1-2, 0-1)","1-0, 0-0, 1-2, 0-1"
1004714,18263,2026-01-06 15:15,Linköping HC,Frölunda HC,2-1,,Saab Arena,6802,2,"0,00%",02:00,"3,03",22,1,33,FRÖ,2,"0,00%",02:00,"8,33",32,2,24,LHC,"(2-1, 0-0, 0-0)","2-1, 0-0, 0-0"
1004715,18263,2026-01-06 15:15,IF Malmö Redhawks,Färjestad BK,2-1,,Malmö Arena,8006,6,"0,00%",02:00,"2,56",22,1,39,FBK,4,"50,00%",03:00,"8,33",38,2,24,MIF,"(1-0, 1-0, 0-1)","1-0, 1-0, 0-1"
1004716,18263,2026-01-06 15:15,Timrå IK,Örebro HK,5-2,,SCA Arena,5232,8,"33,33%",04:50,"14,29",26,2,14,ÖHK,6,"75,00%",03:05,"16,13",12,5,31,TIK,"(1-0, 3-2, 1-0)","1-0, 3-2, 1-0"
1004717,18263,2026-01-06 18:00,Brynäs IF,Växjö Lakers HC,5-2,,Monitor ERP Arena,7211,4,"0,00%",04:00,"11,11",20,2,18,VÄX,6,"0,00%",02:00,"20,00",16,5,25,BIF,"(1-0, 1-0, 3-2)","1-0, 1-0, 3-2"
1004718,18263,2026-01-06 18:00,Leksands IF,Skellefteå AIK,3-4,,Tegera Arena,4805,10,,,"14,81",28,4,27,SKE,2,,,"9,68",23,3,31,LIF,"(2-2, 0-2, 1-0)","2-2, 0-2, 1-0"
1004719,18263,2026-01-06 18:00,LHF,HV71,5-6,,Coop Norrbotten Arena,6150,6,"0,00%",04:00,"19,35",16,6,31,HV71,4,"33,33%",05:14,"23,81",25,5,21,LHF,"(4-1, 0-1, 1-3, 0-1)","4-1, 0-1, 1-3, 0-1"
1004720,18263,2026-01-06 18:00,Djurgårdens IF,Rögle BK,2-4,,"Hovet, Johanneshov",8094,4,,,"14,81",26,4,27,RBK,0,,,"7,14",23,2,28,DIF,"(0-1, 1-2, 1-1)","0-1, 1-2, 1-1"
1004721,18263,2026-01-08 19:00,Frölunda HC,Luleå HF,1-2,,Scandinavium,10874,8,"0,00%",02:00,"10,53",18,2,19,LHF,4,"33,33%",05:21,"5,26",17,1,19,FRÖ,"(0-1, 0-1, 1-0)","0-1, 0-1, 1-0"
1004722,18263,2026-01-08 19:00,Leksands IF,Linköping HC,3-0,,Tegera Arena,4510,2,"0,00%",02:00,"0,00",30,0,19,LHC,2,"0,00%",02:00,"9,09",19,3,33,LIF,"(0-0, 1-0, 2-0)","0-0, 1-0, 2-0"
1004723,18263,2026-01-08 19:00,IF Malmö Redhawks,Brynäs IF,3-2,,Malmö Arena,7025,8,"0,00%",05:39,"4,65",19,2,43,BIF,6,"33,33%",06:00,"13,64",41,3,22,MIF,"(1-0, 1-1, 1-1)","1-0, 1-1, 1-1"
1004724,18263,2026-01-08 19:00,Djurgårdens IF,Örebro HK,3-4,,"Hovet, Johanneshov",8094,6,"0,00%",06:00,"16,00",23,4,25,ÖHK,6,"50,00%",04:40,"11,54",21,3,26,DIF,"(0-1, 2-3, 1-0)","0-1, 2-3, 1-0"
1004725,18263,2026-01-08 19:00,SKE,HV71,3-2,,Skellefteå Kraft Arena,5137,2,"33,33%",04:41,"9,52",18,2,21,HV71,6,"0,00%",02:00,"14,29",19,3,21,SKE,"(1-0, 0-0, 1-2, 0-0, 1-0)","1-0, 0-0, 1-2, 0-0, 1-0"
1004726,18263,2026-01-08 19:00,Timrå IK,Rögle BK,4-1,,SCA Arena,5727,6,"100,00%",01:22,"4,17",10,1,24,RBK,2,"33,33%",05:15,"28,57",23,4,14,TIK,"(1-0, 2-0, 1-1)","1-0, 2-0, 1-1"
1004727,18263,2026-01-08 19:00,Växjö Lakers HC,Färjestad BK,4-3,,Vida Arena,4827,4,"33,33%",05:40,"15,79",21,3,19,FBK,6,"0,00%",03:59,"16,00",16,4,25,VÄX,"(1-1, 1-2, 1-0, 1-0)","1-1, 1-2, 1-0, 1-0"
1004728,18263,2026-01-10 15:15,Brynäs IF,Linköping HC,4-3,,Monitor ERP Arena,7909,6,"100,00%",00:39,"20,00",31,3,15,LHC,2,"33,33%",04:49,"11,43",12,4,35,BIF,"(0-1, 1-1, 2-1, 0-0, 1-0)","0-1, 1-1, 2-1, 0-0, 1-0"
1004729,18263,2026-01-10 15:15,Färjestad BK,Djurgårdens IF,1-3,,Löfbergs Arena,8250,12,"0,00%",02:00,"16,67",27,3,18,DIF,8,"0,00%",06:00,"3,57",15,1,28,FBK,"(0-1, 0-0, 1-2)","0-1, 0-0, 1-2"
1004730,18263,2026-01-10 15:15,Frölunda HC,Leksands IF,6-4,,Scandinavium,12044,6,"0,00%",02:00,"13,79",22,4,29,LIF,2,"66,67%",04:35,"21,43",25,6,28,FRÖ,"(1-1, 3-3, 2-0)","1-1, 3-3, 2-0"
1004731,18263,2026-01-10 15:15,Skellefteå AIK,Växjö Lakers HC,6-3,,Skellefteå Kraft Arena,5360,16,"0,00%",04:00,"11,54",22,3,26,VÄX,10,"50,00%",06:02,"21,43",23,6,28,SKE,"(1-0, 2-0, 3-3)","1-0, 2-0, 3-3"
1004732,18263,2026-01-10 18:00,,Timrå IK,1-2,,Husqvarna Garden,6800,27,"100,00%",00:56,"8,70",20,2,23,TIK,4,"0,00%",05:00,"4,76",21,1,21,HV71,"(1-1, 0-0, 0-0, 0-0, 0-1)","1-1, 0-0, 0-0, 0-0, 0-1"
1004733,18263,2026-01-10 18:00,Örebro HK,IF Malmö Redhawks,4-2,,Behrn Arena,5213,6,"100,00%",00:04,"12,50",20,2,16,MIF,2,"0,00%",06:00,"16,67",14,4,24,ÖHK,"(0-0, 1-1, 3-1)","0-0, 1-1, 3-1"
1004734,18263,2026-01-10 18:00,Rögle BK,Luleå HF,1-2,,Catena Arena,6310,8,"0,00%",03:07,"6,06",13,2,33,LHF,4,"0,00%",07:07,"7,14",31,1,14,RBK,"(0-0, 0-0, 1-1, 0-1)","0-0, 0-0, 1-1, 0-1"
1004735,18263,2026-01-15 19:00,,Färjestad BK,5-3,,Husqvarna Garden,6800,6,"50,00%",03:42,"9,68",14,3,31,FBK,8,"100,00%",00:21,"26,32",28,5,19,HV71,"(0-1, 5-1, 0-1)","0-1, 5-1, 0-1"
1004736,18263,2026-01-15 19:00,Leksands IF,Brynäs IF,4-5,,Tegera Arena,6722,5,"0,00%",02:00,"14,71",13,5,34,BIF,2,"0,00%",05:00,"23,53",29,4,17,LIF,"(2-2, 1-1, 1-1, 0-1)","2-2, 1-1, 1-1, 0-1"
1004737,18263,2026-01-15 19:00,Linköping HC,Rögle BK,0-4,,Saab Arena,6719,4,"0,00%",04:00,"16,67",14,4,24,RBK,6,"0,00%",02:00,"0,00",20,0,14,LHC,"(0-1, 0-3, 0-0)","0-1, 0-3, 0-0"
1004738,18263,2026-01-15 19:00,Luleå HF,Örebro HK,3-1,,Coop Norrbotten Arena,6150,4,"0,00%",06:00,"4,55",15,1,22,ÖHK,6,"0,00%",04:00,"16,67",21,3,18,LHF,"(0-0, 1-0, 2-1)","0-0, 1-0, 2-1"
1004739,18263,2026-01-15 19:00,Djurgårdens IF,Växjö Lakers HC,1-4,,"Hovet, Johanneshov",8094,13,"0,00%",04:00,"17,39",20,4,23,VÄX,11,"50,00%",03:32,"4,76",19,1,21,DIF,"(0-0, 0-2, 1-2)","0-0, 0-2, 1-2"
1004740,18263,2026-01-15 19:00,Skellefteå AIK,IF Malmö Redhawks,4-1,,Skellefteå Kraft Arena,4740,8,"0,00%",07:23,"3,85",25,1,26,MIF,10,"33,33%",04:36,"13,79",25,4,29,SKE,"(0-0, 1-1, 3-0)","0-0, 1-1, 3-0"
1004741,18263,2026-01-15 19:00,Timrå IK,Frölunda HC,1-2,,SCA Arena,5394,12,"50,00%",02:21,"15,38",23,2,13,FRÖ,8,"0,00%",06:00,"4,17",11,1,24,TIK,"(0-1, 0-0, 1-1)","0-1, 0-0, 1-1"
1004742,18263,2026-01-17 15:15,Luleå HF,Leksands IF,4-0,,Coop Norrbotten Arena,6150,2,"0,00%",04:00,"0,00",23,0,16,LIF,4,"0,00%",02:00,"14,81",16,4,27,LHF,"(2-0, 0-0, 2-0)","2-0, 0-0, 2-0"
1004743,18263,2026-01-17 15:15,Djurgårdens IF,Frölunda HC,1-6,,"Hovet, Johanneshov",8098,8,"37,50%",11:52,"17,65",23,6,34,FRÖ,59,"0,00%",02:00,"4,17",28,1,24,DIF,"(0-4, 1-1, 0-1)","0-4, 1-1, 0-1"
1004744,18263,2026-01-17 15:15,Skellefteå AIK,Örebro HK,2-1,,Skellefteå Kraft Arena,5509,6,"0,00%",02:00,"4,76",39,1,21,ÖHK,4,"0,00%",04:00,"4,88",20,2,41,SKE,"(0-1, 0-0, 2-0)","0-1, 0-0, 2-0"
1004745,18263,2026-01-17 18:00,Färjestad BK,Brynäs IF,7-0,,Löfbergs Arena,8250,8,"0,00%",02:00,"0,00",20,0,15,BIF,2,"50,00%",04:43,"25,93",15,7,27,FBK,"(1-0, 5-0, 1-0)","1-0, 5-0, 1-0"
1004746,18263,2026-01-17 18:00,Linköping HC,Timrå IK,5-2,,Saab Arena,7900,6,"0,00%",04:00,"8,33",17,2,24,TIK,4,"33,33%",04:24,"22,73",22,5,22,LHC,"(1-0, 2-0, 2-2)","1-0, 2-0, 2-2"
1004747,18263,2026-01-17 18:00,Rögle BK,IF Malmö Redhawks,4-6,,Catena Arena,6310,2,"0,00%",02:00,"24,00",25,6,25,MIF,2,"100,00%",01:31,"13,79",19,4,29,RBK,"(1-1, 1-2, 2-3)","1-1, 1-2, 2-3"
1004748,18263,2026-01-17 18:00,VÄX,HV71,4-0,,Vida Arena,5550,8,"0,00%",06:31,"0,00",25,0,21,HV71,8,"50,00%",05:56,"13,79",21,4,29,VÄX,"(2-0, 1-0, 1-0)","2-0, 1-0, 1-0"
1004749,18263,2026-01-22 19:00,Brynäs IF,Djurgårdens IF,3-2,,Monitor ERP Arena,8240,8,"66,67%",04:25,"14,29",49,2,14,DIF,6,"25,00%",07:09,"5,77",12,3,52,BIF,"(1-1, 1-1, 0-0, 1-0)","1-1, 1-1, 0-0, 1-0"
1004750,18263,2026-01-22 19:00,Färjestad BK,Luleå HF,3-2,,Löfbergs Arena,7802,6,"0,00%",04:00,"8,70",34,2,23,LHF,6,"50,00%",02:38,"8,11",21,3,37,FBK,"(0-1, 1-0, 1-1, 0-0, 1-0)","0-1, 1-0, 1-1, 0-0, 1-0"
1004751,18263,2026-01-22 19:00,Frölunda HC,Skellefteå AIK,3-4,,Scandinavium,12044,22,"0,00%",04:00,"12,90",18,4,31,SKE,4,"0,00%",02:00,"14,29",27,3,21,FRÖ,"(2-1, 0-0, 1-2, 0-1)","2-1, 0-0, 1-2, 0-1"
1004752,18263,2026-01-22 19:00,,Linköping HC,5-4,,Husqvarna Garden,6800,4,"50,00%",03:45,"17,39",17,4,23,LHC,4,"100,00%",03:02,"22,73",19,5,22,HV71,"(3-0, 0-2, 1-2, 1-0)","3-0, 0-2, 1-2, 1-0"
1004753,18263,2026-01-22 19:00,Leksands IF,Rögle BK,1-0,,Tegera Arena,4552,8,"0,00%",02:54,"0,00",18,0,30,RBK,4,"0,00%",06:54,"5,26",30,1,19,LIF,"(0-0, 1-0, 0-0)","0-0, 1-0, 0-0"
1004754,18263,2026-01-22 19:00,Örebro HK,Växjö Lakers HC,0-1,,Behrn Arena,5078,8,,,"4,76",31,1,21,VÄX,2,,,"0,00",20,0,31,ÖHK,"(0-0, 0-0, 0-0, 0-1)","0-0, 0-0, 0-0, 0-1"
1004756,18263,2026-01-24 15:15,Frölunda HC,Örebro HK,4-5,,Scandinavium,12044,6,"100,00%",02:37,"17,86",30,5,28,ÖHK,4,"33,33%",04:46,"11,76",23,4,34,FRÖ,"(1-1, 2-2, 1-2)","1-1, 2-2, 1-2"
1004757,18263,2026-01-24 15:15,Leksands IF,Växjö Lakers HC,2-4,,Tegera Arena,6553,8,"33,33%",05:38,"25,00",20,4,16,VÄX,10,"0,00%",04:00,"9,09",12,2,22,LIF,"(1-2, 0-2, 1-0)","1-2, 0-2, 1-0"
1004758,18263,2026-01-24 15:15,Rögle BK,Skellefteå AIK,5-0,,Catena Arena,6310,16,"0,00%",04:43,"0,00",18,0,9,SKE,14,"33,33%",05:14,"21,74",9,5,23,RBK,"(2-0, 1-0, 2-0)","2-0, 1-0, 2-0"
1004759,18263,2026-01-24 15:15,Timrå IK,Färjestad BK,8-2,,SCA Arena,5311,12,"16,67%",07:42,"10,53",18,2,19,FBK,12,"0,00%",10:28,"30,77",17,8,26,TIK,"(0-2, 5-0, 3-0)","0-2, 5-0, 3-0"
1004760,18263,2026-01-24 18:00,,Brynäs IF,2-3,,Husqvarna Garden,6800,4,"33,33%",03:38,"9,38",15,3,32,BIF,6,"50,00%",00:46,"11,76",29,2,17,HV71,"(1-1, 0-0, 1-2)","1-1, 0-0, 1-2"
1004761,18263,2026-01-24 18:00,Linköping HC,Luleå HF,1-2,,Saab Arena,7900,10,"33,33%",05:30,"8,00",18,2,25,LHF,8,"33,33%",06:30,"5,26",23,1,19,LHC,"(0-1, 1-0, 0-1)","0-1, 1-0, 0-1"
1004762,18263,2026-01-24 18:00,Djurgårdens IF,IF Malmö Redhawks,0-1,,"Hovet, Johanneshov",8094,8,"33,33%",04:27,"4,00",27,1,25,MIF,12,"0,00%",04:00,"0,00",24,0,27,DIF,"(0-0, 0-1, 0-0)","0-0, 0-1, 0-0"
1004755,18263,2026-01-27 19:00,Timrå IK,IF Malmö Redhawks,2-3,,SCA Arena,4632,6,"100,00%",01:53,"12,50",29,3,24,MIF,4,"0,00%",04:00,"6,45",21,2,31,TIK,"(1-2, 1-0, 0-1)","1-2, 1-0, 0-1"
1004763,18263,2026-01-29 19:00,Färjestad BK,Frölunda HC,3-2,,Löfbergs Arena,8250,8,"0,00%",02:00,"13,33",29,2,15,FRÖ,2,"25,00%",06:54,"9,38",13,3,32,FBK,"(0-1, 2-0, 1-1)","0-1, 2-0, 1-1"
1004764,18263,2026-01-29 19:00,Luleå HF,IF Malmö Redhawks,5-3,,Coop Norrbotten Arena,6150,37,"0,00%",05:00,"17,65",28,3,17,MIF,31,"20,00%",11:00,"15,15",14,5,33,LHF,"(1-2, 2-0, 2-1)","1-2, 2-0, 2-1"
1004765,18263,2026-01-29 19:00,ÖHK,HV71,1-5,,Behrn Arena,5500,16,"100,00%",01:25,"29,41",29,5,17,HV71,8,"25,00%",10:05,"3,33",12,1,30,ÖHK,"(0-1, 1-1, 0-3)","0-1, 1-1, 0-3"
1004766,18263,2026-01-29 19:00,Rögle BK,Djurgårdens IF,2-3,,Catena Arena,6310,4,"0,00%",04:00,"18,75",20,3,16,DIF,4,"0,00%",04:00,"9,09",13,2,22,RBK,"(0-0, 1-3, 1-0)","0-0, 1-3, 1-0"
1004767,18263,2026-01-29 19:00,Skellefteå AIK,Timrå IK,7-4,,Skellefteå Kraft Arena,5608,6,"50,00%",02:17,"12,50",25,4,32,TIK,4,"66,67%",02:33,"21,88",28,7,32,SKE,"(1-0, 2-2, 4-2)","1-0, 2-2, 4-2"
1004768,18263,2026-01-29 19:00,Växjö Lakers HC,Brynäs IF,1-4,,Vida Arena,5374,4,"0,00%",06:00,"16,67",14,4,24,BIF,6,"50,00%",02:36,"6,67",20,1,15,VÄX,"(0-0, 1-3, 0-1)","0-0, 1-3, 0-1"
1004770,18263,2026-01-31 15:15,Brynäs IF,Skellefteå AIK,3-4,,Monitor ERP Arena,8240,8,"0,00%",01:38,"15,38",18,4,26,SKE,2,"25,00%",06:27,"14,29",22,3,21,BIF,"(0-1, 3-1, 0-1, 0-1)","0-1, 3-1, 0-1, 0-1"
1004771,18263,2026-01-31 15:15,Frölunda HC,Linköping HC,3-4,,Scandinavium,12044,6,"0,00%",04:00,"16,67",29,4,24,LHC,4,"66,67%",04:01,"9,38",20,3,32,FRÖ,"(0-0, 2-1, 1-3)","0-0, 2-1, 1-3"
1004772,18263,2026-01-31 15:15,,Luleå HF,2-1,,Husqvarna Garden,6800,12,"25,00%",06:32,"3,57",10,1,28,LHF,10,"25,00%",08:18,"16,67",27,2,12,HV71,"(1-1, 1-0, 0-0)","1-1, 1-0, 0-0"
1004773,18263,2026-01-31 15:15,Rögle BK,Timrå IK,3-1,,Catena Arena,6310,6,"0,00%",06:00,"4,76",31,1,21,TIK,6,"33,33%",04:15,"8,82",20,3,34,RBK,"(1-0, 1-1, 1-0)","1-0, 1-1, 1-0"
1004774,18263,2026-01-31 18:00,IF Malmö Redhawks,Djurgårdens IF,2-5,,Malmö Arena,10901,8,"0,00%",04:00,"19,23",18,5,26,DIF,10,"100,00%",00:45,"10,00",21,2,20,MIF,"(1-2, 1-1, 0-2)","1-2, 1-1, 0-2"
1004775,18263,2026-01-31 18:00,Örebro HK,Färjestad BK,0-3,,Behrn Arena,5500,14,"0,00%",04:00,"9,68",27,3,31,FBK,10,"0,00%",08:00,"0,00",28,0,27,ÖHK,"(0-1, 0-1, 0-1)","0-1, 0-1, 0-1"
1004776,18263,2026-01-31 18:00,Växjö Lakers HC,Leksands IF,4-1,,Vida Arena,5550,2,"0,00%",05:12,"4,00",20,1,25,LIF,6,"0,00%",02:00,"16,67",24,4,24,VÄX,"(2-0, 1-0, 1-1)","2-0, 1-0, 1-1"
1004777,18263,2026-02-05 19:00,Brynäs IF,Leksands IF,4-1,,Monitor ERP Arena,8240,31,"0,00%",06:00,"6,67",18,1,15,LIF,8,"40,00%",05:54,"18,18",14,4,22,BIF,"(2-0, 0-1, 2-0)","2-0, 0-1, 2-0"
1004778,18263,2026-02-05 19:00,,Skellefteå AIK,1-4,,Husqvarna Garden,6800,8,"50,00%",02:10,"17,39",14,4,23,SKE,4,"0,00%",06:00,"6,67",19,1,15,HV71,"(1-0, 0-2, 0-2)","1-0, 0-2, 0-2"
1004779,18263,2026-02-05 19:00,Luleå HF,Örebro HK,5-3,,Coop Norrbotten Arena,6150,8,"0,00%",04:00,"11,54",20,3,26,ÖHK,8,"33,33%",05:41,"20,00",23,5,25,LHF,"(2-0, 2-2, 1-1)","2-0, 2-2, 1-1"
1004780,18263,2026-02-05 19:00,IF Malmö Redhawks,Rögle BK,1-4,,Malmö Arena,12600,12,"0,00%",04:00,"15,38",19,4,26,RBK,32,"0,00%",04:00,"5,00",22,1,20,MIF,"(0-3, 1-0, 0-1)","0-3, 1-0, 0-1"
1004781,18263,2026-02-05 19:00,Djurgårdens IF,Färjestad BK,2-1,,"Hovet, Johanneshov",8094,6,"0,00%",06:00,"2,86",24,1,35,FBK,6,"0,00%",06:00,"7,69",34,2,26,DIF,"(1-0, 0-1, 0-0, 0-0, 1-0)","1-0, 0-1, 0-0, 0-0, 1-0"
1004782,18263,2026-02-05 19:00,Timrå IK,Linköping HC,2-4,,SCA Arena,4202,8,"100,00%",00:33,"14,81",21,4,27,LHC,8,"50,00%",02:57,"8,70",23,2,23,TIK,"(1-1, 1-1, 0-2)","1-1, 1-1, 0-2"
1004783,18263,2026-02-05 19:00,Växjö Lakers HC,Frölunda HC,1-3,,Vida Arena,5431,6,"50,00%",01:43,"18,75",10,3,16,FRÖ,4,"33,33%",04:34,"9,09",13,1,11,VÄX,"(1-0, 0-2, 0-1)","1-0, 0-2, 0-1"
1004784,18263,2026-02-07 15:15,Leksands IF,Timrå IK,1-4,,Tegera Arena,6169,6,"33,33%",05:17,"15,38",24,4,26,TIK,8,"33,33%",04:05,"4,00",22,1,25,LIF,"(1-1, 0-1, 0-2)","1-1, 0-1, 0-2"
