title,date,home_team,away_team,score,home_score,away_score,period_scores,meta_line,match_id,url,error
"Súťaže a štatistiky | Tipsport liga | HK Nitra, s.r.o. vs. Presov Hockey a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-06,"HK Nitra, s.r.o.",Presov Hockey a.s.,8 : 6,8,6,4:0 | 2:3 | 2:3,"53. kolo, Číslo zápasu",153419,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153419/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HK Rysy, s.r.o. vs. HC ‘05 BANSKÁ BYSTRICA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-06,"HK Rysy, s.r.o.","HC ‘05 BANSKÁ BYSTRICA, a.s.",1 : 0,1,0,0:0 | 0:0 | 1:0,"53. kolo, Číslo zápasu",153420,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153420/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC Košice  s.r.o.  vs. VLCI ŽILINA, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-06,HC Košice s.r.o.,"VLCI ŽILINA, a.s.",4 : 3 sn,4,3,2:1 | 1:1 | 0:1 | 0:0,"53. kolo, Číslo zápasu",153421,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153421/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub Dukla Ingema Michalovce vs. Hokejový klub DUKLA Trenčín, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-06,Hokejový klub Dukla Ingema Michalovce,"Hokejový klub DUKLA Trenčín, a.s.",2 : 6,2,6,0:1 | 2:2 | 0:3,"53. kolo, Číslo zápasu",153422,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153422/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  vs. HC SLOVAN Bratislava, a.s. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-06,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC SLOVAN Bratislava, a.s.",1 : 3,1,3,1:1 | 0:1 | 0:1,"53. kolo, Číslo zápasu",153423,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153423/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub  Poprad a.s. vs. Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-08,Hokejový klub Poprad a.s.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",6 : 0,6,0,0:0 | 3:0 | 3:0,"54. kolo, Číslo zápasu",153424,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153424/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC SLOVAN Bratislava, a.s. vs. Hokejový klub Dukla Ingema Michalovce | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-08,"HC SLOVAN Bratislava, a.s.",Hokejový klub Dukla Ingema Michalovce,1 : 2,1,2,0:0 | 1:1 | 0:1,"54. kolo, Číslo zápasu",153425,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153425/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | Hokejový klub DUKLA Trenčín, a.s. vs. HC Košice  s.r.o.  | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-08,"Hokejový klub DUKLA Trenčín, a.s.",HC Košice s.r.o.,2 : 3,2,3,0:0 | 0:1 | 2:2,"54. kolo, Číslo zápasu",153426,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153426/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | VLCI ŽILINA, a.s. vs. HK Rysy, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-08,"VLCI ŽILINA, a.s.","HK Rysy, s.r.o.",5 : 2,5,2,1:1 | 2:1 | 2:0,"54. kolo, Číslo zápasu",153427,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153427/PlayByPlay,
"Súťaže a štatistiky | Tipsport liga | HC ‘05 BANSKÁ BYSTRICA, a.s. vs. HK Nitra, s.r.o. | HockeySlovakia.sk - oficiálny web slovenského hokeja",2026-03-08,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HK Nitra, s.r.o.",0 : 3,0,3,0:1 | 0:1 | 0:1,"54. kolo, Číslo zápasu",153428,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153428/PlayByPlay,
Súťaže a štatistiky | Tipsport liga | Presov Hockey a.s. vs. HKM a.s  | HockeySlovakia.sk - oficiálny web slovenského hokeja,2026-03-08,Presov Hockey a.s.,HKM a.s,2 : 3 pp,2,3,0:1 | 1:1 | 1:0 | 0:1,"54. kolo, Číslo zápasu",153429,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153429/PlayByPlay,
