match_id,date,round,venue,attendance,home_team,away_team,score,home_goals,away_goals,periods,goal_count,penalty_count,goalie_change_count,unclassified_event_count,url,error
153256,,,,,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",18:30,18,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153256/Overview,
153257,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",HC Košice s.r.o.,17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153257/Overview,
153258,,,,,Hokejový klub Poprad a.s.,"VLCI ŽILINA, a.s.",17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153258/Overview,
153259,,,,,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153259/Overview,
153260,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC SLOVAN Bratislava, a.s.",17:00,17,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153260/Overview,
153261,,,,,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153261/Overview,
153262,,,,,"VLCI ŽILINA, a.s.",Hokejový klub Poprad a.s.,17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153262/Overview,
153263,,,,,"HK Nitra, s.r.o.",Hokejový klub Dukla Ingema Michalovce,18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153263/Overview,
153264,,,,,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",18:30,18,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153264/Overview,
153265,,,,,1,4,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153265/Overview,
153266,,,,,2,3,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153266/Overview,
153267,,,,,1,4,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153267/Overview,
153268,,,,,2,3,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153268/Overview,
153269,,,,,4,1,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153269/Overview,
153270,,,,,3,2,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153270/Overview,
153271,,,,,4,1,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153271/Overview,
153272,,,,,3,2,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153272/Overview,
153273,,,,,1,4,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153273/Overview,
153274,,,,,2,3,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153274/Overview,
153275,,,,,4,1,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153275/Overview,
153276,,,,,3,2,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153276/Overview,
153277,,,,,1,4,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153277/Overview,
153278,,,,,2,3,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153278/Overview,
153279,,,,,1,2,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153279/Overview,
153280,,,,,1,2,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153280/Overview,
153281,,,,,2,1,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153281/Overview,
153282,,,,,2,1,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153282/Overview,
153283,,,,,1,2,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153283/Overview,
153284,,,,,2,1,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153284/Overview,
153285,,,,,1,2,0:00,0,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153285/Overview,
153286,,,,,"HK Nitra, s.r.o.",HKM a.s,3 : 5,3,5,2:0 | 1:2 | 0:3,8,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153286/Overview,
153287,,,,,"HC SLOVAN Bratislava, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 4,2,4,0:1 | 1:0 | 1:3,6,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153287/Overview,
153288,,,,,"Hokejový klub DUKLA Trenčín, a.s.","VLCI ŽILINA, a.s.",1 : 3,1,3,0:1 | 1:2 | 0:0,4,3,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153288/Overview,
153289,,,,,"HK Rysy, s.r.o.",Hokejový klub Poprad a.s.,3 : 1,3,1,2:0 | 0:1 | 1:0,4,7,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153289/Overview,
153290,,,,,HC Košice s.r.o.,Presov Hockey a.s.,4 : 6,4,6,2:1 | 1:1 | 1:4,10,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153290/Overview,
153291,,,,,Hokejový klub Dukla Ingema Michalovce,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 3,4,3,2:0 | 1:2 | 1:1,7,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153291/Overview,
153292,,,,,HKM a.s,"Hokejový klub DUKLA Trenčín, a.s.",3 : 2 pp,3,2,0:1 | 0:0 | 2:1 | 1:0,5,2,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153292/Overview,
153293,,,,,"HC SLOVAN Bratislava, a.s.","VLCI ŽILINA, a.s.",4 : 1,4,1,0:0 | 2:1 | 2:0,5,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153293/Overview,
153294,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HK Nitra, s.r.o.",5 : 2,5,2,2:0 | 2:2 | 1:0,8,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153294/Overview,
153295,,,,,Hokejový klub Poprad a.s.,Hokejový klub Dukla Ingema Michalovce,4 : 3 sn,4,3,2:0 | 0:2 | 1:1 | 0:0,7,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153295/Overview,
153296,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,1 : 3,1,3,0:0 | 0:3 | 1:0,4,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153296/Overview,
153297,,,,,Presov Hockey a.s.,"HK Rysy, s.r.o.",0 : 3,0,3,0:2 | 0:0 | 0:1,3,4,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153297/Overview,
153298,,,,,"Hokejový klub DUKLA Trenčín, a.s.",HC 19 Humenné,17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153298/Overview,
153299,,,,,Presov Hockey a.s.,"HK Skalica, s.r.o.",18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153299/Overview,
153300,,,,,HC 19 Humenné,"HK Skalica, s.r.o.",17:00,17,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153300/Overview,
153301,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Presov Hockey a.s.,17:00,17,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153301/Overview,
153302,,,,,Presov Hockey a.s.,HC 19 Humenné,18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153302/Overview,
153303,,,,,"HK Skalica, s.r.o.","Hokejový klub DUKLA Trenčín, a.s.",17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153303/Overview,
153304,,,,,HC 19 Humenné,"Hokejový klub DUKLA Trenčín, a.s.",17:00,17,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153304/Overview,
153305,,,,,"HK Skalica, s.r.o.",Presov Hockey a.s.,16:00,16,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153305/Overview,
153306,,,,,"HK Skalica, s.r.o.",HC 19 Humenné,17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153306/Overview,
153307,,,,,Presov Hockey a.s.,"Hokejový klub DUKLA Trenčín, a.s.",18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153307/Overview,
153308,,,,,HC 19 Humenné,Presov Hockey a.s.,18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153308/Overview,
153309,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HK Skalica, s.r.o.",18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153309/Overview,
153310,,,,,"Hokejový klub DUKLA Trenčín, a.s.",HC 19 Humenné,17:00,17,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153310/Overview,
153311,,,,,Presov Hockey a.s.,"HK Skalica, s.r.o.",17:00,17,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153311/Overview,
153312,,,,,HC 19 Humenné,"HK Skalica, s.r.o.",18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153312/Overview,
153313,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Presov Hockey a.s.,18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153313/Overview,
153314,,,,,Presov Hockey a.s.,HC 19 Humenné,18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153314/Overview,
153315,,,,,"HK Skalica, s.r.o.","Hokejový klub DUKLA Trenčín, a.s.",17:30,17,30,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153315/Overview,
153316,,,,,HC 19 Humenné,"Hokejový klub DUKLA Trenčín, a.s.",17:00,17,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153316/Overview,
153317,,,,,"HK Skalica, s.r.o.",Presov Hockey a.s.,16:00,16,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153317/Overview,
153318,,,,,"HK Skalica, s.r.o.",HC 19 Humenné,18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153318/Overview,
153319,,,,,Presov Hockey a.s.,"Hokejový klub DUKLA Trenčín, a.s.",18:00,18,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153319/Overview,
153320,,,,,HC 19 Humenné,Presov Hockey a.s.,15:00,15,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153320/Overview,
153321,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HK Skalica, s.r.o.",15:00,15,0,,0,0,0,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153321/Overview,
153322,,,,,"VLCI ŽILINA, a.s.",Hokejový klub Poprad a.s.,4 : 2,4,2,0:2 | 2:0 | 2:0,6,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153322/Overview,
153323,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 6,2,6,1:1 | 1:3 | 0:2,8,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153323/Overview,
153324,,,,,Presov Hockey a.s.,"HC SLOVAN Bratislava, a.s.",1 : 3,1,3,0:1 | 1:0 | 0:2,4,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153324/Overview,
153325,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HKM a.s,2 : 3 pp,2,3,0:1 | 1:0 | 1:1 | 0:1,5,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153325/Overview,
153326,,,,,Hokejový klub Dukla Ingema Michalovce,"HK Nitra, s.r.o.",3 : 4 pp,3,4,2:0 | 1:1 | 0:2 | 0:1,7,17,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153326/Overview,
153327,,,,,HC Košice s.r.o.,"HK Rysy, s.r.o.",3 : 1,3,1,0:0 | 0:1 | 3:0,4,17,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153327/Overview,
153328,,,,,Hokejový klub Poprad a.s.,"HK Rysy, s.r.o.",4 : 1,4,1,2:0 | 1:0 | 1:1,5,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153328/Overview,
153329,,,,,"HK Nitra, s.r.o.",HC Košice s.r.o.,3 : 2,3,2,0:1 | 2:0 | 1:1,5,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153329/Overview,
153330,,,,,HKM a.s,Hokejový klub Dukla Ingema Michalovce,3 : 2,3,2,1:0 | 1:2 | 1:0,5,6,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153330/Overview,
153331,,,,,Presov Hockey a.s.,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2 pp,3,2,2:1 | 0:0 | 0:1 | 1:0,5,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153331/Overview,
153332,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HC SLOVAN Bratislava, a.s.",2 : 3,2,3,1:0 | 1:2 | 0:1,7,11,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153332/Overview,
153333,,,,,"VLCI ŽILINA, a.s.","Hokejový klub DUKLA Trenčín, a.s.",6 : 3,6,3,2:1 | 2:2 | 2:0,9,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153333/Overview,
153334,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Poprad a.s.,1 : 3,1,3,0:0 | 0:1 | 1:2,4,11,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153334/Overview,
153335,,,,,"HC SLOVAN Bratislava, a.s.","VLCI ŽILINA, a.s.",2 : 1 sn,2,1,0:0 | 1:1 | 0:0 | 0:0,3,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153335/Overview,
153336,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","HC ‘05 BANSKÁ BYSTRICA, a.s.",8 : 1,8,1,4:0 | 1:1 | 3:0,10,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153336/Overview,
153337,,,,,Hokejový klub Dukla Ingema Michalovce,Presov Hockey a.s.,1 : 3,1,3,0:1 | 0:1 | 1:1,4,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153337/Overview,
153338,,,,,HC Košice s.r.o.,HKM a.s,0 : 5,0,5,0:2 | 0:2 | 0:1,6,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153338/Overview,
153339,,,,,"HK Rysy, s.r.o.","HK Nitra, s.r.o.",2 : 3 pp,2,3,0:1 | 1:0 | 1:1 | 0:1,5,14,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153339/Overview,
153340,,,,,Hokejový klub Poprad a.s.,"HK Nitra, s.r.o.",2 : 5,2,5,0:1 | 1:2 | 1:2,7,17,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153340/Overview,
153341,,,,,HKM a.s,"HK Rysy, s.r.o.",2 : 5,2,5,2:0 | 0:4 | 0:1,7,6,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153341/Overview,
153342,,,,,HC Košice s.r.o.,Presov Hockey a.s.,4 : 2,4,2,2:2 | 0:0 | 2:0,6,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153342/Overview,
153343,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.",Hokejový klub Dukla Ingema Michalovce,5 : 4 sn,5,4,0:1 | 0:2 | 4:1 | 0:0,9,11,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153343/Overview,
153344,,,,,"VLCI ŽILINA, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",3 : 2,3,2,0:1 | 1:1 | 2:0,5,12,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153344/Overview,
153345,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HC SLOVAN Bratislava, a.s.",1 : 6,1,6,1:2 | 0:2 | 0:2,7,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153345/Overview,
153346,,,,,Hokejový klub Poprad a.s.,"HC SLOVAN Bratislava, a.s.",1 : 2,1,2,0:0 | 1:1 | 0:1,3,14,12,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153346/Overview,
153347,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.","Hokejový klub DUKLA Trenčín, a.s.",1 : 2,1,2,0:1 | 0:1 | 1:0,3,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153347/Overview,
153348,,,,,Hokejový klub Dukla Ingema Michalovce,"VLCI ŽILINA, a.s.",6 : 3,6,3,3:0 | 1:2 | 2:1,10,3,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153348/Overview,
153349,,,,,HC Košice s.r.o.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",2 : 1,2,1,0:0 | 1:1 | 1:0,3,8,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153349/Overview,
153350,,,,,"HK Rysy, s.r.o.",Presov Hockey a.s.,6 : 3,6,3,1:1 | 2:1 | 3:1,9,10,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153350/Overview,
153351,,,,,"HK Nitra, s.r.o.",HKM a.s,2 : 3 pp,2,3,1:0 | 1:1 | 0:1 | 0:1,6,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153351/Overview,
153352,,,,,Hokejový klub Poprad a.s.,HKM a.s,3 : 4 pp,3,4,1:0 | 1:2 | 1:1 | 0:1,7,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153352/Overview,
153353,,,,,Presov Hockey a.s.,"HK Nitra, s.r.o.",0 : 2,0,2,0:1 | 0:0 | 0:1,2,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153353/Overview,
153354,,,,,"HC ‘05 BANSKÁ BYSTRICA, a.s.","HK Rysy, s.r.o.",6 : 4,6,4,1:1 | 2:2 | 3:1,10,6,12,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153354/Overview,
153355,,,,,"VLCI ŽILINA, a.s.",HC Košice s.r.o.,2 : 4,2,4,0:2 | 2:1 | 0:1,6,7,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153355/Overview,
153356,,,,,"Hokejový klub DUKLA Trenčín, a.s.",Hokejový klub Dukla Ingema Michalovce,2 : 4,2,4,0:2 | 1:1 | 1:1,6,12,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153356/Overview,
153357,,,,,"HC SLOVAN Bratislava, a.s.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",7 : 1,7,1,2:1 | 5:0 | 0:0,9,16,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153357/Overview,
153358,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",Hokejový klub Poprad a.s.,3 : 5,3,5,0:1 | 1:1 | 2:3,8,5,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153358/Overview,
153359,,,,,Hokejový klub Dukla Ingema Michalovce,"HC SLOVAN Bratislava, a.s.",6 : 1,6,1,1:0 | 3:1 | 2:0,7,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153359/Overview,
153360,,,,,HC Košice s.r.o.,"Hokejový klub DUKLA Trenčín, a.s.",2 : 1,2,1,1:0 | 1:1 | 0:0,3,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153360/Overview,
153361,,,,,"HK Rysy, s.r.o.","VLCI ŽILINA, a.s.",2 : 1 pp,2,1,0:1 | 0:0 | 1:0 | 1:0,3,15,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153361/Overview,
153362,,,,,"HK Nitra, s.r.o.","HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 1,3,1,1:0 | 2:0 | 0:1,4,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153362/Overview,
153363,,,,,HKM a.s,Presov Hockey a.s.,5 : 1,5,1,2:0 | 3:0 | 0:1,7,7,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153363/Overview,
153364,,,,,Hokejový klub Poprad a.s.,Presov Hockey a.s.,5 : 2,5,2,2:0 | 3:2 | 0:0,8,4,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153364/Overview,
153365,,,,,HKM a.s,"HC ‘05 BANSKÁ BYSTRICA, a.s.",3 : 7,3,7,1:4 | 2:0 | 0:3,11,3,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153365/Overview,
153366,,,,,"HK Nitra, s.r.o.","VLCI ŽILINA, a.s.",2 : 0,2,0,0:0 | 1:0 | 1:0,2,5,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153366/Overview,
153367,,,,,"HK Rysy, s.r.o.","Hokejový klub DUKLA Trenčín, a.s.",3 : 2 pp,3,2,0:0 | 2:1 | 0:1 | 1:0,5,7,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153367/Overview,
153368,,,,,HC Košice s.r.o.,"HC SLOVAN Bratislava, a.s.",3 : 1,3,1,0:1 | 2:0 | 1:0,4,9,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153368/Overview,
153369,,,,,Hokejový klub Dukla Ingema Michalovce,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",5 : 7,5,7,1:4 | 2:1 | 2:2,13,7,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153369/Overview,
153370,,,,,Hokejový klub Poprad a.s.,"HC ‘05 BANSKÁ BYSTRICA, a.s.",5 : 2,5,2,1:1 | 2:1 | 2:0,7,9,10,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153370/Overview,
153371,,,,,Presov Hockey a.s.,"VLCI ŽILINA, a.s.",2 : 5,2,5,1:0 | 0:2 | 1:3,7,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153371/Overview,
153372,,,,,HKM a.s,"Hokejový klub DUKLA Trenčín, a.s.",7 : 3,7,3,5:1 | 0:0 | 2:2,11,5,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153372/Overview,
153373,,,,,"HC SLOVAN Bratislava, a.s.","HK Nitra, s.r.o.",1 : 4,1,4,0:0 | 0:1 | 1:3,5,11,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153373/Overview,
153374,,,,,"HK Rysy, s.r.o.","Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",4 : 1,4,1,1:0 | 2:0 | 1:1,5,18,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153374/Overview,
153375,,,,,HC Košice s.r.o.,Hokejový klub Dukla Ingema Michalovce,5 : 0,5,0,1:0 | 1:0 | 3:0,5,9,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153375/Overview,
153376,,,,,Hokejový klub Dukla Ingema Michalovce,Hokejový klub Poprad a.s.,4 : 1,4,1,1:1 | 2:0 | 1:0,5,19,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153376/Overview,
153377,,,,,"Mestský Hokejový klub 32 Liptovský Mikuláš, a.s.",HC Košice s.r.o.,3 : 1,3,1,0:0 | 2:1 | 1:0,4,10,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153377/Overview,
153378,,,,,"HC SLOVAN Bratislava, a.s.","HK Rysy, s.r.o.",1 : 2,1,2,0:0 | 0:0 | 1:2,3,6,4,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153378/Overview,
153379,,,,,"Hokejový klub DUKLA Trenčín, a.s.","HK Nitra, s.r.o.",2 : 3,2,3,0:1 | 0:0 | 2:2,5,9,8,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153379/Overview,
153380,,,,,"VLCI ŽILINA, a.s.",HKM a.s,4 : 2,4,2,1:0 | 1:2 | 2:0,6,12,6,0,https://www.hockeyslovakia.sk/sk/stats/matches/1131/tipsport-liga/match/153380/Overview,
