game_id,event_idx,period,time,elapsed_seconds,event_type,team,player,player_jersey,foul_type,goal_type,is_empty_net,penalty_minutes,penalty_reason,score_state,secondary_player_1,secondary_player_2
20261105000001,0,1,14:18,858,penalty,EHCK,,,122,,,2,,,,
20261105000001,1,2,35:00,2100,penalty,EHCK,Mischa Ramel,14,120,,,2,,,,
20261105000001,2,2,35:14,2114,goal,EHCK,Petteri Puhakka,90,,SH1,,,,0:1,Robert Leino,
20261105000001,3,2,45:09,2709,penalty,HCAP,Inti Pestoni,18,120,,,2,,,,
20261105000001,4,2,55:16,3316,goal,HCAP,Simone Terraneo,26,,EQ,,,,1:1,,
20261105000001,5,3,86:46,5206,penalty,HCAP,Miles Müller,17,122,,,2,,,,
20261105000001,6,3,99:12,5952,goal,HCAP,Tim Heed,72,,EQ,,,,2:1,Inti Pestoni,Simone Terraneo
20261105000001,7,3,99:12,5952,gk_out,EHCK,Ludovic Waeber,35,,,,,,,,
20261105000002,0,1,0:10,10,penalty,HCD,Matej Stransky,44,122,,,2,,,,
20261105000002,1,1,15:01,901,penalty,HCD,Calle Andersson,55,125,,,2,,,,
20261105000002,2,1,25:25,1525,penalty,LHC,Michael Hügli,19,119,,,2,,,,
20261105000002,3,2,40:42,2442,penalty,HCD,Nico Gross,77,124,,,2,,,,
20261105000002,4,2,41:41,2501,penalty,LHC,Jason Fuchs,14,120,,,2,,,,
20261105000002,5,2,50:20,3020,penalty,HCD,Chris Egli,96,120,,,2,,,,
20261105000002,6,2,57:37,3457,penalty,LHC,Ken Jäger,17,113,,,5,,,,
20261105000002,7,2,57:37,3457,penalty,LHC,Ken Jäger,17,113,,,20,,,,
20261105000002,8,2,60:42,3642,goal,HCD,Matej Stransky,44,,PP1,,,,1:0,Enzo Corvi,Lukas Frick
20261105000002,9,2,66:40,4000,penalty,HCD,Lukas Frick,38,119,,,2,,,,
20261105000002,10,3,70:29,4229,goal,HCD,Simon Ryfors,15,,EQ,,,,2:0,Adam Tambellini,
20261105000002,11,3,73:28,4408,penalty,LHC,Yannick Zehnder,12,125,,,2,,,,
20261105000002,12,3,92:39,5559,goal,HCD,Filip Zadina,18,,EQ,,,,3:0,Tino Kessler,
20261105000002,13,3,94:03,5643,penalty,HCD,,,135,,,2,,,,
20261105000002,14,3,94:03,5643,gk_out,LHC,Kevin Pasche,33,,,,,,,,
20261105000002,15,3,97:08,5828,goal,LHC,Yannick Zehnder,12,,PP1,,,,3:1,Ahti Oksanen,Damien Riat
20261105000002,16,3,97:08,5828,gk_in,LHC,Kevin Pasche,33,,,,,,,,
20261105000002,17,3,98:29,5909,goal,HCD,Sven Jung,90,,EQ,,,,4:1,Simon Knak,Rasmus Asplund
20261105000002,18,3,98:51,5931,penalty,LHC,Dominik Kahun,24,122,,,2,,,,
20261105000003,0,1,7:08,428,penalty,HCL,Lorenzo Canonica,14,122,,,2,,,,
20261105000003,1,1,12:11,731,penalty,HCL,Jesper Peltonen,52,120,,,2,,,,
20261105000003,2,1,21:58,1318,goal,FRI,Lucas Wallmark,32,,EQ,,,,1:0,Marcus Sörensen,
20261105000003,3,2,39:09,2349,penalty,HCL,Brian Zanetti,9,126,,,2,,,,
20261105000003,4,2,44:09,2649,goal,HCL,Lorenzo Canonica,14,,EQ,,,,1:1,Luca Fazzini,Mike Sgarbossa
20261105000003,5,2,61:44,3704,penalty,HCL,Jesper Peltonen,52,110,,,5,,,,
20261105000003,6,2,61:44,3704,penalty,HCL,Jesper Peltonen,52,110,,,20,,,,
20261105000003,7,2,61:44,3704,penalty,HCL,Santeri Alatalo,22,136,,,2,,,,
20261105000003,8,2,61:44,3704,penalty,FRI,Julien Sprunger,86,116,,,2,,,,
20261105000003,9,2,61:44,3704,penalty,FRI,Christoph Bertschy,22,136,,,2,,,,
20261105000003,10,3,70:03,4203,penalty,FRI,Sandro Schmid,73,125,,,2,,,,
20261105000003,11,3,85:05,5105,goal,HCL,Calvin Thürkauf,97,,EQ,,,,1:2,David Aebischer,Mirco Müller
20261105000003,12,3,89:07,5347,goal,FRI,Ludvig Johnson,33,,EQ,,,,2:2,Marcus Sörensen,
20261105000003,13,4,104:00,6240,goal,FRI,Attilio Biasca,17,,EQ,,,,3:2,Michael Kapla,Marcus Sörensen
20261105000004,0,1,7:28,448,penalty,HCA,Valentin Pilet,2,116,,,2,,,,
20261105000004,1,1,7:28,448,penalty,GSHC,Vili Saarijärvi,46,116,,,2,,,,
20261105000004,2,1,9:06,546,goal,HCA,Louis Robin,13,,EQ,,,,0:1,Julius Nättinen,
20261105000004,3,1,9:18,558,penalty,HCA,Frédérik Gauthier,23,119,,,2,,,,
20261105000004,4,1,13:41,821,penalty,HCA,Kyen Sopa,78,116,,,2,,,,
20261105000004,5,1,13:41,821,penalty,GSHC,Roger Karrer,25,116,,,2,,,,
20261105000004,6,1,25:29,1529,penalty,GSHC,Matthew Verboon,23,126,,,2,,,,
20261105000004,7,2,43:37,2617,goal,GSHC,Marc-Antoine Pouliot,78,,EQ,,,,1:1,Vili Saarijärvi,Stéphane Charlin
20261105000004,8,2,45:30,2730,penalty,GSHC,Vili Saarijärvi,46,121,,,2,,,,
20261105000004,9,2,47:39,2859,goal,GSHC,Jimmy Vesey,16,,SH1,,,,2:1,Josh Jooris,Roger Karrer
20261105000004,10,2,52:11,3131,penalty,HCA,Louis Robin,13,119,,,2,,,,
20261105000004,11,3,67:18,4038,goal,GSHC,Markus Granlund,60,,EQ,,,,3:1,Sakari Manninen,Jesse Puljujärvi
20261105000004,12,3,70:13,4213,penalty,GSHC,Josh Jooris,19,132,,,2,,,,
20261105000004,13,3,78:59,4739,penalty,HCA,Emils Veckaktins,14,121,,,2,,,,
20261105000004,14,3,79:16,4756,goal,GSHC,Marc-Antoine Pouliot,78,,PP1,,,,4:1,Josh Jooris,Noah Rod
20261105000004,15,3,85:09,5109,penalty,HCA,Kyen Sopa,78,126,,,2,,,,
20261105000004,16,3,87:07,5227,penalty,GSHC,Josh Jooris,19,116,,,2,,,,
20261105000004,17,3,89:02,5342,gk_out,HCA,Damiano Ciaccio,40,,,,,,,,
20261105000004,18,3,89:08,5348,goal,HCA,Julius Nättinen,74,,PP1,,,,4:2,Philip-Michael Devos,Jeremy Wick
20261105000004,19,3,89:08,5348,gk_in,HCA,Damiano Ciaccio,40,,,,,,,,
20261105000004,20,3,90:13,5413,penalty,HCA,Killian Mottet,71,129,,,2,,,,
20261105000004,21,3,90:13,5413,penalty,GSHC,Marco Miranda,85,126,,,2,,,,
20261105000004,22,3,92:21,5541,penalty,GSHC,Sakari Manninen,65,120,,,2,,,,
20261105000004,23,3,94:07,5647,gk_out,HCA,Damiano Ciaccio,40,,,,,,,,
20261105000004,24,3,97:26,5846,gk_in,HCA,Damiano Ciaccio,40,,,,,,,,
20261105000004,25,3,97:27,5847,goal,HCA,Philip-Michael Devos,8,,EQ,,,,4:3,Frédérik Gauthier,Pierre-Edouard Bellemare
20261105000004,26,3,98:40,5920,gk_out,HCA,Damiano Ciaccio,40,,,,,,,,
20261105000004,27,3,99:04,5944,goal,GSHC,Sakari Manninen,65,,"EQ,EN",,,,5:3,Noah Rod,
20261105000004,28,3,99:04,5944,gk_in,HCA,Damiano Ciaccio,40,,,,,,,,
20261105000005,0,1,6:40,400,goal,SCRJ,Jacob Larsson,4,,EQ,,,,1:0,Tanner Fritz,Victor Rask
20261105000005,1,1,14:01,841,penalty,SCRJ,Luca Capaul,7,125,,,2,,,,
20261105000005,2,1,28:37,1717,penalty,SCRJ,Luca Capaul,7,121,,,2,,,,
20261105000005,3,1,30:51,1851,goal,SCRJ,Nico Dünner,23,,SH1,,,,2:0,Dominic Lammer,
20261105000005,4,2,34:19,2059,goal,SCRJ,Julius Honka,90,,EQ,,,,3:0,Tanner Fritz,Tyler Moy
20261105000005,5,2,53:44,3224,penalty,SCL,Jiri Felcman,66,122,,,2,,,,
20261105000005,6,2,60:37,3637,penalty,SCL,Dario Allenspach,28,124,,,2,,,,
20261105000005,7,2,62:25,3745,penalty,SCL,Bastian Guggenheim,21,128,,,2,,,,
20261105000005,8,2,65:30,3930,goal,SCRJ,Gian-Marco Wetter,72,,PP1,,,,4:0,Dominic Lammer,Julius Honka
20261105000005,9,3,68:56,4136,goal,SCRJ,Malte Strömwall,88,,EQ,,,,5:0,Marlon Graf,Tyler Moy
20261105000005,10,3,80:40,4840,penalty,SCRJ,Tyler Moy,95,126,,,2,,,,
20261105000005,11,3,85:32,5132,penalty,SCL,Oskars Lapinskis,13,116,,,2,,,,
20261105000005,12,3,85:32,5132,penalty,SCRJ,Sandro Zangger,94,116,,,2,,,,
20261105000005,13,3,85:47,5147,penalty,SCL,Santtu Kinnunen,27,116,,,2,,,,
20261105000005,14,3,85:47,5147,penalty,SCL,Harri Pesonen,82,116,,,2,,,,
20261105000005,15,3,85:47,5147,penalty,SCL,Harri Pesonen,82,136,,,2,,,,
20261105000005,16,3,85:47,5147,penalty,SCRJ,Igor Jelovac,17,116,,,2,,,,
20261105000005,17,3,85:47,5147,penalty,SCRJ,Igor Jelovac,17,136,,,2,,,,
20261105000005,18,3,85:47,5147,penalty,SCRJ,Marlon Graf,69,116,,,2,,,,
20261105000005,19,3,86:56,5216,penalty,SCL,Saku Mäenalanen,8,126,,,2,,,,
20261105000005,20,3,86:56,5216,penalty,SCL,Saku Mäenalanen,8,136,,,2,,,,
20261105000005,21,3,86:56,5216,penalty,SCRJ,Jacob Larsson,4,116,,,2,,,,
20261105000005,22,3,97:25,5845,goal,SCL,Hannes Björninen,11,,EQ,,,,5:1,Julian Schmutz,Noah Meier
20261105000006,0,1,14:12,852,goal,EHCB,Marcus Sylvegaard,29,,EQ,,,,0:1,Oskari Laaksonen,Jere Sallinen
20261105000006,1,2,48:40,2920,penalty,EHCB,Jere Sallinen,76,120,,,2,,,,
20261105000006,2,2,51:57,3117,goal,ZSC,Chris Baltisberger,14,,PP1,,,,1:1,Pontus Aberg,Rudolfs Balcers
20261105000006,3,3,67:38,4058,penalty,ZSC,Derek Grant,27,126,,,2,,,,
20261105000006,4,3,70:12,4212,goal,EHCB,Lias Andersson,24,,PP1,,,,1:2,Fabio Hofer,Marcus Sylvegaard
20261105000006,5,3,74:13,4453,goal,ZSC,Derek Grant,27,,EQ,,,,2:2,Dean Kukan,Jesper Frödén
20261105000006,6,3,80:10,4810,penalty,ZSC,Jesper Frödén,28,119,,,2,,,,
20261105000006,7,3,83:34,5014,goal,EHCB,Johnny Kneubuehler,22,,EQ,,,,2:3,Toni Rajala,Rodwin Dionicio
20261105000006,8,3,89:07,5347,goal,ZSC,Rudolfs Balcers,38,,EQ,,,,3:3,Yannick Weber,Jesper Frödén
20261105000006,9,3,95:30,5730,penalty,EHCB,Jérémie Bärtschi,17,120,,,2,,,,
20261105000006,10,3,99:19,5959,goal,ZSC,Yannick Weber,6,,EQ,,,,4:3,Dean Kukan,Denis Malgin
20261105000007,0,1,11:57,717,goal,EVZ,Andreas Wingerli,40,,EQ,,,,1:0,Sven Senteler,Loris Wey
20261105000007,1,1,30:05,1805,penalty,SCB,Aleksandr Iakovenko,75,121,,,2,,,,
20261105000007,2,1,31:45,1905,goal,EVZ,Jan Kovar,43,,PP1,,,,2:0,Dominik Kubalik,Lino Martschini
20261105000007,3,2,51:48,3108,penalty,EVZ,Dominik Kubalik,81,122,,,2,,,,
20261105000007,4,2,53:29,3209,penalty,SCB,Marc Marchon,8,124,,,2,,,,
20261105000007,5,3,93:45,5625,gk_out,SCB,Adam Reideborn,36,,,,,,,,
20261105000007,6,3,94:07,5647,goal,EVZ,Andreas Wingerli,40,,"EQ,EN",,,,3:0,Nando Eggenberger,
20261105000007,7,3,94:07,5647,gk_in,SCB,Adam Reideborn,36,,,,,,,,
20261105000008,0,1,12:17,737,goal,ZSC,Denis Malgin,62,,EQ,,,,0:1,Jesper Frödén,Sven Andrighetto
20261105000008,1,1,32:34,1954,penalty,ZSC,Willy Riedi,8,122,,,2,,,,
20261105000008,2,2,38:59,2339,goal,ZSC,Sven Andrighetto,10,,EQ,,,,0:2,Mikko Lehtonen,Denis Malgin
20261105000008,3,2,50:29,3029,goal,ZSC,Rudolfs Balcers,38,,"EQ,PS",,,,0:3,,
20261105000008,4,2,50:29,3029,penalty,HCA,Niklas Friman,33,101,,,,,,,
20261105000008,5,2,60:35,3635,goal,ZSC,Rudolfs Balcers,38,,EQ,,,,0:4,Derek Grant,Jesper Frödén
20261105000008,6,3,68:31,4111,penalty,HCA,Emils Veckaktins,14,122,,,2,,,,
20261105000008,7,3,80:26,4826,penalty,HCA,Reto Schmutz,27,125,,,2,,,,
20261105000008,8,3,83:29,5009,penalty,ZSC,Derek Grant,27,111,,,5,,,,
20261105000008,9,3,83:29,5009,penalty,ZSC,Derek Grant,27,111,,,20,,,,
20261105000008,10,3,83:29,5009,penalty,HCA,Valentin Pilet,2,111,,,5,,,,
20261105000008,11,3,83:29,5009,penalty,HCA,Valentin Pilet,2,111,,,20,,,,
20261105000008,12,3,85:32,5132,penalty,ZSC,Yannick Weber,6,124,,,2,,,,
20261105000008,13,3,95:09,5709,penalty,ZSC,Sven Andrighetto,10,116,,,2,,,,
20261105000008,14,3,95:09,5709,penalty,ZSC,Sven Andrighetto,10,136,,,2,,,,
20261105000008,15,3,95:09,5709,penalty,HCA,Jannik Fischer,90,119,,,2,,,,
20261105000008,16,3,95:09,5709,penalty,HCA,Jannik Fischer,90,116,,,2,,,,
20261105000008,17,3,95:09,5709,penalty,HCA,Jannik Fischer,90,136,,,2,,,,
20261105000008,18,3,99:10,5950,penalty,HCA,Damiano Ciaccio,40,122,,,2,,,,
20261105000009,0,1,21:52,1312,goal,SCB,Waltteri Merelä,19,,EQ,,,,1:0,Miro Aaltonen,Marc Marchon
20261105000009,1,2,38:47,2327,penalty,GSHC,Jesse Puljujärvi,9,121,,,2,,,,
20261105000009,2,2,50:32,3032,penalty,GSHC,Marc-Antoine Pouliot,78,119,,,2,,,,
20261105000009,3,2,55:04,3304,goal,GSHC,Markus Granlund,60,,EQ,,,,1:1,Jesse Puljujärvi,Sakari Manninen
20261105000009,4,3,75:49,4549,penalty,SCB,Louis Füllemann,14,119,,,2,,,,
20261105000009,5,4,105:10,6310,penalty,GSHC,,,135,,,2,,,,
20261105000009,6,4,108:20,6500,none,SCB,,,,,,,,,,
20261105000010,0,1,15:17,917,goal,HCD,Brendan Lemieux,22,,EQ,,,,0:1,Simon Ryfors,Valentin Nussbaumer
20261105000010,1,1,15:38,938,penalty,HCD,Sven Jung,90,119,,,2,,,,
20261105000010,2,1,27:39,1659,penalty,HCD,Nico Gross,77,126,,,2,,,,
20261105000010,3,1,27:39,1659,penalty,EHCB,Gaëtan Haas,92,121,,,2,,,,
20261105000010,4,1,30:41,1841,goal,EHCB,Lias Andersson,24,,EQ,,,,1:1,Marcus Sylvegaard,
20261105000010,5,2,36:57,2217,penalty,EHCB,Johnny Kneubuehler,22,121,,,2,,,,
20261105000010,6,2,38:46,2326,goal,HCD,Filip Zadina,18,,PP1,,,,1:2,Lukas Frick,Enzo Corvi
20261105000010,7,2,47:39,2859,penalty,EHCB,Johnny Kneubuehler,22,126,,,2,,,,
20261105000010,8,2,55:05,3305,penalty,HCD,,,135,,,2,,,,
20261105000010,9,2,58:23,3503,goal,HCD,Rasmus Asplund,74,,SH1,,,,1:3,Filip Zadina,Michael Fora
20261105000010,10,2,65:02,3902,penalty,HCD,Brendan Lemieux,22,116,,,2,,,,
20261105000010,11,2,65:02,3902,penalty,HCD,Brendan Lemieux,22,136,,,2,,,,
20261105000010,12,2,65:02,3902,penalty,HCD,Lukas Frick,38,116,,,2,,,,
20261105000010,13,2,65:02,3902,penalty,EHCB,Miro Zryd,49,116,,,2,,,,
20261105000010,14,2,65:02,3902,penalty,EHCB,Luca Christen,98,116,,,2,,,,
20261105000010,15,3,88:46,5326,penalty,HCD,Valentin Nussbaumer,66,119,,,2,,,,
20261105000010,16,3,95:39,5739,gk_out,EHCB,Harri Säteri,35,,,,,,,,
20261105000010,17,3,97:13,5833,goal,HCD,Simon Knak,36,,"EQ,EN",,,,1:4,Tino Kessler,Sandro Aeschlimann
20261105000010,18,3,97:13,5833,gk_in,EHCB,Harri Säteri,35,,,,,,,,
20261105000011,0,1,6:47,407,penalty,EHCK,Rafael Meier,92,122,,,2,,,,
20261105000011,1,1,6:51,411,goal,SCRJ,Malte Strömwall,88,,PP1,,,,0:1,Nico Dünner,
20261105000011,2,1,9:11,551,penalty,SCRJ,Valentin Hofer,33,110,,,2,,,,
20261105000011,3,1,11:46,706,penalty,SCRJ,,,135,,,2,,,,
20261105000011,4,1,12:38,758,penalty,SCRJ,Igor Jelovac,17,107,,,2,,,,
20261105000011,5,1,18:27,1107,penalty,EHCK,Leandro Hausheer,77,122,,,2,,,,
20261105000011,6,1,29:18,1758,penalty,SCRJ,Fabian Maier,11,126,,,2,,,,
20261105000011,7,1,30:23,1823,goal,SCRJ,Dominic Lammer,89,,SH1,,,,0:2,Yannick-Lennart Albrecht,
20261105000011,8,2,47:07,2827,penalty,EHCK,,,135,,,2,,,,
20261105000011,9,2,60:12,3612,goal,SCRJ,Tanner Fritz,16,,EQ,,,,0:3,Gian-Marco Wetter,Nico Dünner
20261105000011,10,2,60:32,3632,penalty,SCRJ,Jonas Taibel,40,126,,,2,,,,
20261105000011,11,2,65:40,3940,penalty,SCRJ,Malte Strömwall,88,124,,,5,,,,
20261105000011,12,2,65:40,3940,penalty,SCRJ,Malte Strömwall,88,124,,,20,,,,
20261105000011,13,3,67:23,4043,goal,EHCK,Axel Simic,28,,PP1,,,,1:3,,Robert Leino
20261105000011,14,3,72:00,4320,penalty,EHCK,Axel Simic,28,121,,,2,,,,
20261105000011,15,3,76:47,4607,goal,EHCK,Brandon Gignac,10,,EQ,,,,2:3,Dario Meyer,
20261105000011,16,3,79:11,4751,goal,EHCK,Nicholas Steiner,95,,EQ,,,,3:3,Keanu Derungs,Kimi Körbler
20261105000011,17,3,82:25,4945,penalty,SCRJ,Matthew Kellenberger,26,106,,,2,,,,
20261105000011,18,3,83:28,5008,goal,EHCK,Axel Simic,28,,PP1,,,,4:3,Brandon Gignac,Robert Leino
20261105000011,19,3,83:28,5008,penalty,SCRJ,Igor Jelovac,17,116,,,2,,,,
20261105000011,20,3,83:28,5008,penalty,EHCK,Petteri Puhakka,90,116,,,2,,,,
20261105000011,21,3,96:55,5815,gk_out,SCRJ,Melvin Nyffeler,60,,,,,,,,
20261105000011,22,3,98:33,5913,penalty,SCRJ,Tanner Fritz,16,122,,,2,,,,
20261105000011,23,3,98:33,5913,gk_in,SCRJ,Melvin Nyffeler,60,,,,,,,,
20261105000011,24,3,98:51,5931,gk_out,SCRJ,Melvin Nyffeler,60,,,,,,,,
20261105000011,25,3,98:57,5937,goal,EHCK,Petteri Puhakka,90,,"PP1,EN",,,,5:3,,
20261105000011,26,3,98:57,5937,penalty,SCRJ,Julius Honka,90,136,,,10,,,,
20261105000011,27,3,98:57,5937,gk_in,SCRJ,Melvin Nyffeler,60,,,,,,,,
20261105000012,0,1,24:05,1445,penalty,EVZ,Fabrice Herzog,68,120,,,2,,,,
20261105000012,1,1,32:35,1955,penalty,HCL,,,135,,,2,,,,
20261105000012,2,2,41:52,2512,penalty,HCL,Mike Sgarbossa,92,115,,,2,,,,
20261105000012,3,2,42:11,2531,goal,EVZ,Tomas Tatar,90,,PP1,,,,0:1,Jan Kovar,Andreas Wingerli
20261105000012,4,2,52:15,3135,goal,HCL,Santeri Alatalo,22,,EQ,,,,1:1,Dario Simion,
20261105000012,5,2,65:33,3933,goal,EVZ,Gregory Hofmann,15,,EQ,,,,1:2,Jan Kovar,Daniel Vozenilek
20261105000012,6,3,75:26,4526,penalty,EVZ,Loris Wey,77,122,,,2,,,,
20261105000012,7,3,96:42,5802,penalty,EVZ,Nic Balestra,94,119,,,2,,,,
20261105000012,8,3,97:02,5822,gk_out,HCL,Niklas Schlegel,34,,,,,,,,
20261105000013,0,1,9:13,553,goal,LHC,Austin Czarnik,27,,EQ,,,,1:0,Erik Brannström,Makai Holdener
20261105000013,1,1,18:28,1108,goal,LHC,Damien Riat,9,,EQ,,,,2:0,Dominik Kahun,Ahti Oksanen
20261105000013,2,1,20:51,1251,penalty,FRI,Jan Dorthe,93,119,,,2,,,,
20261105000013,3,1,31:42,1902,penalty,LHC,Damien Riat,9,121,,,2,,,,
20261105000013,4,2,44:03,2643,penalty,FRI,Samuel Walser,23,116,,,2,,,,
20261105000013,5,2,44:03,2643,penalty,FRI,Yannick Rathgeb,27,116,,,2,,,,
20261105000013,6,2,44:03,2643,penalty,LHC,Makai Holdener,4,116,,,2,,,,
20261105000013,7,2,44:03,2643,penalty,LHC,Floran Douay,72,116,,,2,,,,
20261105000013,8,2,47:24,2844,goal,LHC,Michael Hügli,19,,EQ,,,,3:0,Ahti Oksanen,Théo Rochette
20261105000013,9,2,57:16,3436,goal,LHC,Benjamin Bougro,71,,EQ,,,,4:0,Ahti Oksanen,
20261105000013,10,2,65:28,3928,goal,FRI,Lucas Wallmark,32,,EQ,,,,4:1,Sandro Schmid,Marcus Sörensen
20261105000013,11,3,74:15,4455,penalty,FRI,Maximilian Streule,77,119,,,2,,,,
20261105000013,12,3,88:50,5330,gk_out,FRI,Loic Galley,1,,,,,,,,
20261105000013,13,3,89:13,5353,goal,LHC,Yannick Zehnder,12,,"EQ,EN",,,,5:1,Drake Caggiula,Austin Czarnik
20261105000013,14,3,89:13,5353,gk_in,FRI,Loic Galley,1,,,,,,,,
20261105000013,15,3,90:16,5416,gk_out,FRI,Loic Galley,1,,,,,,,,
20261105000013,16,3,91:52,5512,penalty,LHC,Cédric Fiedler,66,125,,,2,,,,
20261105000013,17,3,91:52,5512,gk_in,FRI,Loic Galley,1,,,,,,,,
20261105000014,0,1,5:33,333,goal,SCL,Phil Baltisberger,42,,EQ,,,,1:0,Hannes Björninen,
20261105000014,1,1,18:23,1103,goal,SCL,Patrick Petrini,94,,EQ,,,,2:0,Bastian Guggenheim,Joel Salzgeber
20261105000014,2,1,26:48,1608,goal,HCAP,Jesse Zgraggen,58,,EQ,,,,2:1,André Heim,Christopher DiDomenico
20261105000014,3,1,30:48,1848,penalty,HCAP,André Heim,44,124,,,2,,,,
20261105000014,4,2,52:18,3138,penalty,SCL,Jiri Felcman,66,125,,,2,,,,
20261105000014,5,2,64:12,3852,goal,HCAP,Tommaso De Luca,88,,EQ,,,,2:2,Jesse Zgraggen,Tim Heed
20261105000014,6,3,75:40,4540,goal,SCL,Jérôme Bachofner,88,,EQ,,,,3:2,Jiri Felcman,
20261105000014,7,3,82:38,4958,penalty,SCL,Tim Mathys,15,120,,,2,,,,
20261105000014,8,3,95:11,5711,gk_out,HCAP,Philip Wüthrich,30,,,,,,,,
20261105000014,9,3,99:17,5957,penalty,HCAP,Jesse Virtanen,71,120,,,2,,,,
20261105000014,10,3,99:17,5957,gk_in,HCAP,Philip Wüthrich,30,,,,,,,,
20261105000015,0,1,13:38,818,penalty,LHC,Jason Fuchs,14,120,,,2,,,,
20261105000015,1,1,19:11,1151,penalty,LHC,Théo Rochette,90,122,,,2,,,,
20261105000015,2,1,25:53,1553,goal,LHC,Austin Czarnik,27,,EQ,,,,0:1,Sami Niku,Yannick Zehnder
20261105000015,3,2,53:51,3231,penalty,HCAP,Luc Bachmann,21,125,,,2,,,,
20261105000015,4,2,56:54,3414,goal,LHC,Théo Rochette,90,,PP1,,,,0:2,Jason Fuchs,Austin Czarnik
20261105000015,5,2,60:15,3615,penalty,LHC,Ken Jäger,17,131,,,2,,,,
20261105000015,6,3,84:11,5051,penalty,LHC,Fabian Heldner,91,121,,,2,,,,
20261105000015,7,3,90:49,5449,penalty,HCAP,Tommaso De Luca,88,124,,,2,,,,
20261105000015,8,3,97:01,5821,gk_out,HCAP,Gilles Senn,90,,,,,,,,
20261105000015,9,3,98:20,5900,goal,LHC,Ahti Oksanen,29,,"EQ,EN",,,,0:3,Damien Riat,Théo Rochette
20261105000015,10,3,98:20,5900,gk_in,HCAP,Gilles Senn,90,,,,,,,,
20261105000016,0,1,0:16,16,goal,HCD,Enzo Corvi,70,,EQ,,,,1:0,Matej Stransky,Lukas Frick
20261105000016,1,1,0:23,23,penalty,HCA,Kevin Bozon,95,122,,,2,,,,
20261105000016,2,1,5:57,357,penalty,HCD,Simon Ryfors,15,122,,,2,,,,
20261105000016,3,1,28:27,1707,penalty,HCA,Marco Pedretti,87,116,,,2,,,,
20261105000016,4,2,37:34,2254,penalty,HCA,Valentin Pilet,2,122,,,2,,,,
20261105000016,5,2,42:11,2531,penalty,HCD,Michael Fora,20,119,,,2,,,,
20261105000016,6,2,48:35,2915,goal,HCD,Enzo Corvi,70,,EQ,,,,2:0,Sven Jung,Matej Stransky
20261105000016,7,2,53:28,3208,penalty,HCA,Elvis Schläpfer,82,128,,,2,,,,
20261105000016,8,2,56:57,3417,goal,HCD,Tino Kessler,72,,EQ,,,,3:0,Matej Stransky,Rasmus Asplund
20261105000016,9,3,72:15,4335,penalty,HCA,Anttoni Honka,3,126,,,2,,,,
20261105000016,10,3,80:08,4808,goal,HCD,Simon Ryfors,15,,EQ,,,,4:0,Valentin Nussbaumer,
20261105000016,11,3,81:45,4905,penalty,HCA,Kyen Sopa,78,122,,,2,,,,
20261105000016,12,3,85:01,5101,goal,HCD,Filip Zadina,18,,PP1,,,,5:0,Valentin Nussbaumer,Adam Tambellini
20261105000016,13,3,85:28,5128,goal,HCD,Yannick Frehner,93,,EQ,,,,6:0,Julian Parrée,
20261105000016,14,3,92:05,5525,penalty,HCA,,,135,,,2,,,,
20261105000016,15,3,95:11,5711,penalty,HCA,Yonas Berthoud,91,126,,,2,,,,
20261105000016,16,3,95:14,5714,penalty,HCD,Tino Kessler,72,125,,,2,,,,
20261105000017,0,1,9:09,549,goal,FRI,Julien Sprunger,86,,EQ,,,,1:0,Henrik Borgström,
20261105000017,1,1,30:54,1854,penalty,EHCB,Luca Christen,98,116,,,2,,,,
20261105000017,2,1,30:54,1854,penalty,FRI,Simon Seiler,5,116,,,2,,,,
20261105000017,3,2,40:45,2445,penalty,EHCB,Miro Zryd,49,122,,,2,,,,
20261105000017,4,2,47:00,2820,penalty,FRI,Ludvig Johnson,33,122,,,2,,,,
20261105000017,5,2,58:34,3514,penalty,EHCB,Johnny Kneubuehler,22,116,,,2,,,,
20261105000017,6,2,58:34,3514,penalty,EHCB,Gaëtan Haas,92,116,,,2,,,,
20261105000017,7,2,58:34,3514,penalty,FRI,Ludvig Johnson,33,116,,,2,,,,
20261105000017,8,3,67:34,4054,penalty,EHCB,Johnny Kneubuehler,22,120,,,2,,,,
20261105000017,9,3,73:26,4406,goal,FRI,Samuel Walser,23,,EQ,,,,2:0,,
20261105000017,10,3,73:26,4406,penalty,FRI,Simon Seiler,5,125,,,2,,,,
20261105000017,11,3,79:12,4752,goal,FRI,Sandro Schmid,73,,EQ,,,,3:0,Attilio Biasca,Marcus Sörensen
20261105000017,12,3,86:55,5215,penalty,FRI,Yannick Rathgeb,27,125,,,2,,,,
20261105000017,13,3,88:27,5307,penalty,EHCB,Jere Sallinen,76,116,,,2,,,,
20261105000017,14,3,89:12,5352,penalty,EHCB,Oskari Laaksonen,5,121,,,5,,,,
20261105000017,15,3,97:34,5854,goal,FRI,Julien Sprunger,86,,EQ,,,,4:0,Yannick Rathgeb,Sandro Schmid
20261105000018,0,1,3:32,212,penalty,EHCK,Noah Delémont,9,119,,,2,,,,
20261105000018,1,1,22:37,1357,goal,GSHC,Sakari Manninen,65,,EQ,,,,1:0,Jesse Puljujärvi,Roger Karrer
20261105000018,2,2,33:53,2033,penalty,GSHC,Marc-Antoine Pouliot,78,120,,,2,,,,
