season,round,round_index,team,elo
2025-26,R 38,38,HC Dynamo Pardubice,1556.8
2025-26,R 38,38,HC Energie Karlovy Vary,1459.15
2025-26,R 38,38,HC Kometa Brno,1517.88
2025-26,R 38,38,HC Oceláři Třinec,1543.11
2025-26,R 38,38,HC Olomouc,1460.42
2025-26,R 38,38,HC Sparta Praha,1552.71
2025-26,R 38,38,HC VERVA Litvínov,1377.46
2025-26,R 38,38,HC VÍTKOVICE RIDERA,1507.45
2025-26,R 38,38,HC Škoda Plzeň,1528.21
2025-26,R 38,38,Mountfield HK,1577.56
2025-26,R 38,38,Rytíři Kladno,1458.19
2025-26,R 38,38,Č. Budějovice,1490.6
2025-26,R 39,39,BK Mladá Boleslav,1488.79
2025-26,R 39,39,Bílí Tygři Liberec,1505.51
2025-26,R 39,39,HC Dynamo Pardubice,1545.39
2025-26,R 39,39,HC Energie Karlovy Vary,1470.82
2025-26,R 39,39,HC Kometa Brno,1506.21
2025-26,R 39,39,HC Oceláři Třinec,1524.5
2025-26,R 39,39,HC Olomouc,1451.29
2025-26,R 39,39,HC Sparta Praha,1564.04
2025-26,R 39,39,HC VERVA Litvínov,1396.07
2025-26,R 39,39,HC VÍTKOVICE RIDERA,1518.86
2025-26,R 39,39,HC Škoda Plzeň,1516.75
2025-26,R 39,39,Mountfield HK,1565.18
2025-26,R 39,39,Rytíři Kladno,1446.86
2025-26,R 39,39,Č. Budějovice,1499.74
2025-26,R 40,40,BK Mladá Boleslav,1500.95
2025-26,R 40,40,Bílí Tygři Liberec,1519.11
2025-26,R 40,40,HC Dynamo Pardubice,1535.92
2025-26,R 40,40,HC Energie Karlovy Vary,1482.36
2025-26,R 40,40,HC Kometa Brno,1494.64
2025-26,R 40,40,HC Oceláři Třinec,1512.96
2025-26,R 40,40,HC Olomouc,1462.85
2025-26,R 40,40,HC Sparta Praha,1573.5
2025-26,R 40,40,HC VERVA Litvínov,1387.53
2025-26,R 40,40,HC VÍTKOVICE RIDERA,1518.86
2025-26,R 40,40,HC Škoda Plzeň,1516.75
2025-26,R 40,40,Mountfield HK,1553.02
2025-26,R 40,40,Rytíři Kladno,1455.4
2025-26,R 40,40,Č. Budějovice,1486.14
2025-26,R 41,41,BK Mladá Boleslav,1500.95
2025-26,R 41,41,Bílí Tygři Liberec,1519.11
2025-26,R 41,41,HC Dynamo Pardubice,1535.92
2025-26,R 41,41,HC Energie Karlovy Vary,1482.36
2025-26,R 41,41,HC Kometa Brno,1494.64
2025-26,R 41,41,HC Oceláři Třinec,1512.96
2025-26,R 41,41,HC Olomouc,1462.85
2025-26,R 41,41,HC Sparta Praha,1573.5
2025-26,R 41,41,HC VERVA Litvínov,1387.53
2025-26,R 41,41,HC VÍTKOVICE RIDERA,1497.96
2025-26,R 41,41,HC Škoda Plzeň,1537.65
2025-26,R 41,41,Mountfield HK,1553.02
2025-26,R 41,41,Rytíři Kladno,1455.4
2025-26,R 41,41,Č. Budějovice,1486.14
2025-26,R 42,42,BK Mladá Boleslav,1481.11
2025-26,R 42,42,Bílí Tygři Liberec,1509.64
2025-26,R 42,42,HC Dynamo Pardubice,1547.36
2025-26,R 42,42,HC Energie Karlovy Vary,1496.74
2025-26,R 42,42,HC Kometa Brno,1474.7
2025-26,R 42,42,HC Oceláři Třinec,1524.58
2025-26,R 42,42,HC Olomouc,1451.24
2025-26,R 42,42,HC Sparta Praha,1560.33
2025-26,R 42,42,HC VERVA Litvínov,1407.46
2025-26,R 42,42,HC VÍTKOVICE RIDERA,1483.58
2025-26,R 42,42,HC Škoda Plzeň,1547.12
2025-26,R 42,42,Mountfield HK,1541.58
2025-26,R 42,42,Rytíři Kladno,1475.25
2025-26,R 42,42,Č. Budějovice,1499.31
2025-26,R 43,43,BK Mladá Boleslav,1470.92
2025-26,R 43,43,Bílí Tygři Liberec,1521.61
2025-26,R 43,43,HC Dynamo Pardubice,1535.39
2025-26,R 43,43,HC Energie Karlovy Vary,1504.22
2025-26,R 43,43,HC Kometa Brno,1484.89
2025-26,R 43,43,HC Oceláři Třinec,1515.6
2025-26,R 43,43,HC Olomouc,1463.93
2025-26,R 43,43,HC Sparta Praha,1569.31
2025-26,R 43,43,HC VERVA Litvínov,1399.97
2025-26,R 43,43,HC VÍTKOVICE RIDERA,1469.44
2025-26,R 43,43,HC Škoda Plzeň,1534.43
2025-26,R 43,43,Mountfield HK,1551.05
2025-26,R 43,43,Rytíři Kladno,1489.39
2025-26,R 43,43,Č. Budějovice,1489.84
2025-26,R 44,44,BK Mladá Boleslav,1470.92
2025-26,R 44,44,Bílí Tygři Liberec,1521.61
2025-26,R 44,44,HC Dynamo Pardubice,1535.39
2025-26,R 44,44,HC Energie Karlovy Vary,1504.22
2025-26,R 44,44,HC Kometa Brno,1484.89
2025-26,R 44,44,HC Oceláři Třinec,1535.03
2025-26,R 44,44,HC Olomouc,1480.24
2025-26,R 44,44,HC Sparta Praha,1569.31
2025-26,R 44,44,HC VERVA Litvínov,1399.97
2025-26,R 44,44,HC VÍTKOVICE RIDERA,1453.13
2025-26,R 44,44,HC Škoda Plzeň,1534.43
2025-26,R 44,44,Mountfield HK,1531.63
2025-26,R 44,44,Rytíři Kladno,1489.39
2025-26,R 44,44,Č. Budějovice,1489.84
2025-26,R 45,45,BK Mladá Boleslav,1459.93
2025-26,R 45,45,Bílí Tygři Liberec,1532.95
2025-26,R 45,45,HC Dynamo Pardubice,1546.39
2025-26,R 45,45,HC Energie Karlovy Vary,1514.34
2025-26,R 45,45,HC Kometa Brno,1497.99
2025-26,R 45,45,HC Oceláři Třinec,1523.69
2025-26,R 45,45,HC Olomouc,1470.12
2025-26,R 45,45,HC Sparta Praha,1556.21
2025-26,R 45,45,HC VERVA Litvínov,1388.49
2025-26,R 45,45,HC VÍTKOVICE RIDERA,1464.61
2025-26,R 45,45,HC Škoda Plzeň,1523.15
2025-26,R 45,45,Mountfield HK,1540.42
2025-26,R 45,45,Rytíři Kladno,1480.6
2025-26,R 45,45,Č. Budějovice,1501.11
2025-26,R 46,46,BK Mladá Boleslav,1448.9
2025-26,R 46,46,Bílí Tygři Liberec,1519.02
2025-26,R 46,46,HC Dynamo Pardubice,1558.21
2025-26,R 46,46,HC Energie Karlovy Vary,1498.87
2025-26,R 46,46,HC Kometa Brno,1487.03
2025-26,R 46,46,HC Oceláři Třinec,1534.71
2025-26,R 46,46,HC Olomouc,1484.34
2025-26,R 46,46,HC Sparta Praha,1571.68
2025-26,R 46,46,HC VERVA Litvínov,1402.43
2025-26,R 46,46,HC VÍTKOVICE RIDERA,1475.57
2025-26,R 46,46,HC Škoda Plzeň,1513.65
2025-26,R 46,46,Mountfield HK,1549.92
2025-26,R 46,46,Rytíři Kladno,1466.39
2025-26,R 46,46,Č. Budějovice,1489.29
2025-26,R 47,47,BK Mladá Boleslav,1448.9
2025-26,R 47,47,Bílí Tygři Liberec,1519.02
2025-26,R 47,47,HC Dynamo Pardubice,1546.12
2025-26,R 47,47,HC Energie Karlovy Vary,1498.87
2025-26,R 47,47,HC Kometa Brno,1487.03
2025-26,R 47,47,HC Oceláři Třinec,1521.55
2025-26,R 47,47,HC Olomouc,1496.43
2025-26,R 47,47,HC Sparta Praha,1571.68
2025-26,R 47,47,HC VERVA Litvínov,1402.43
2025-26,R 47,47,HC VÍTKOVICE RIDERA,1465.95
2025-26,R 47,47,HC Škoda Plzeň,1523.27
2025-26,R 47,47,Mountfield HK,1563.09
2025-26,R 47,47,Rytíři Kladno,1466.39
2025-26,R 47,47,Č. Budějovice,1489.29
2025-26,R 48,48,BK Mladá Boleslav,1459.39
2025-26,R 48,48,Bílí Tygři Liberec,1507.2
2025-26,R 48,48,HC Dynamo Pardubice,1546.12
2025-26,R 48,48,HC Energie Karlovy Vary,1514.8
2025-26,R 48,48,HC Kometa Brno,1498.85
2025-26,R 48,48,HC Oceláři Třinec,1531.6
2025-26,R 48,48,HC Olomouc,1496.43
2025-26,R 48,48,HC Sparta Praha,1557.16
2025-26,R 48,48,HC VERVA Litvínov,1416.95
2025-26,R 48,48,HC VÍTKOVICE RIDERA,1455.46
2025-26,R 48,48,HC Škoda Plzeň,1513.22
2025-26,R 48,48,Mountfield HK,1547.15
2025-26,R 48,48,Rytíři Kladno,1457.04
2025-26,R 48,48,Č. Budějovice,1498.63
2025-26,R 49,49,BK Mladá Boleslav,1448.01
2025-26,R 49,49,Bílí Tygři Liberec,1518.81
2025-26,R 49,49,HC Dynamo Pardubice,1555.17
2025-26,R 49,49,HC Energie Karlovy Vary,1526.18
2025-26,R 49,49,HC Kometa Brno,1490.24
2025-26,R 49,49,HC Oceláři Třinec,1520.65
2025-26,R 49,49,HC Olomouc,1504.18
2025-26,R 49,49,HC Sparta Praha,1540.14
2025-26,R 49,49,HC VERVA Litvínov,1409.2
2025-26,R 49,49,HC VÍTKOVICE RIDERA,1472.48
2025-26,R 49,49,HC Škoda Plzeň,1504.16
2025-26,R 49,49,Mountfield HK,1555.77
2025-26,R 49,49,Rytíři Kladno,1445.43
2025-26,R 49,49,Č. Budějovice,1509.58
2025-26,R 50,50,BK Mladá Boleslav,1428.44
2025-26,R 50,50,Bílí Tygři Liberec,1503.43
2025-26,R 50,50,HC Dynamo Pardubice,1562.11
2025-26,R 50,50,HC Energie Karlovy Vary,1535.71
2025-26,R 50,50,HC Kometa Brno,1500.64
2025-26,R 50,50,HC Oceláři Třinec,1520.65
2025-26,R 50,50,HC Olomouc,1488.37
2025-26,R 50,50,HC Sparta Praha,1555.95
2025-26,R 50,50,HC VERVA Litvínov,1428.76
2025-26,R 50,50,HC VÍTKOVICE RIDERA,1487.86
2025-26,R 50,50,HC Škoda Plzeň,1493.76
2025-26,R 50,50,Mountfield HK,1555.77
2025-26,R 50,50,Rytíři Kladno,1438.49
2025-26,R 50,50,Č. Budějovice,1500.05
2025-26,R 51,51,BK Mladá Boleslav,1428.44
2025-26,R 51,51,Bílí Tygři Liberec,1494.36
2025-26,R 51,51,HC Dynamo Pardubice,1571.62
2025-26,R 51,51,HC Energie Karlovy Vary,1544.78
2025-26,R 51,51,HC Kometa Brno,1490.62
2025-26,R 51,51,HC Oceláři Třinec,1511.15
2025-26,R 51,51,HC Olomouc,1468.89
2025-26,R 51,51,HC Sparta Praha,1555.95
2025-26,R 51,51,HC VERVA Litvínov,1442.26
2025-26,R 51,51,HC VÍTKOVICE RIDERA,1507.34
2025-26,R 51,51,HC Škoda Plzeň,1505.15
2025-26,R 51,51,Mountfield HK,1542.27
2025-26,R 51,51,Rytíři Kladno,1427.1
2025-26,R 51,51,Č. Budějovice,1510.07
2025-26,R 52,52,BK Mladá Boleslav,1443.63
2025-26,R 52,52,Bílí Tygři Liberec,1494.36
2025-26,R 52,52,HC Dynamo Pardubice,1581.93
2025-26,R 52,52,HC Energie Karlovy Vary,1533.64
2025-26,R 52,52,HC Kometa Brno,1480.31
2025-26,R 52,52,HC Oceláři Třinec,1519.22
2025-26,R 52,52,HC Olomouc,1453.7
2025-26,R 52,52,HC Sparta Praha,1555.95
2025-26,R 52,52,HC VERVA Litvínov,1458.3
2025-26,R 52,52,HC VÍTKOVICE RIDERA,1497.61
2025-26,R 52,52,HC Škoda Plzeň,1516.29
2025-26,R 52,52,Mountfield HK,1552.0
2025-26,R 52,52,Rytíři Kladno,1419.03
2025-26,R 52,52,Č. Budějovice,1494.03
2025-26,R 53,53,BK Mladá Boleslav,1435.08
2025-26,R 53,53,Bílí Tygři Liberec,1502.91
2025-26,R 53,53,HC Dynamo Pardubice,1588.51
2025-26,R 53,53,HC Energie Karlovy Vary,1519.88
2025-26,R 53,53,HC Kometa Brno,1471.43
2025-26,R 53,53,HC Oceláři Třinec,1528.11
2025-26,R 53,53,HC Olomouc,1446.45
2025-26,R 53,53,HC Sparta Praha,1555.95
2025-26,R 53,53,HC VERVA Litvínov,1451.72
2025-26,R 53,53,HC VÍTKOVICE RIDERA,1507.51
2025-26,R 53,53,HC Škoda Plzeň,1516.29
2025-26,R 53,53,Mountfield HK,1559.25
2025-26,R 53,53,Rytíři Kladno,1432.8
2025-26,R 53,53,Č. Budějovice,1484.13
2025-26,R 54,54,BK Mladá Boleslav,1447.33
2025-26,R 54,54,Bílí Tygři Liberec,1490.47
2025-26,R 54,54,HC Dynamo Pardubice,1576.56
2025-26,R 54,54,HC Energie Karlovy Vary,1531.83
2025-26,R 54,54,HC Kometa Brno,1459.43
2025-26,R 54,54,HC Oceláři Třinec,1538.35
2025-26,R 54,54,HC Olomouc,1458.89
2025-26,R 54,54,HC Sparta Praha,1555.95
2025-26,R 54,54,HC VERVA Litvínov,1435.23
2025-26,R 54,54,HC VÍTKOVICE RIDERA,1497.27
2025-26,R 54,54,HC Škoda Plzeň,1532.78
2025-26,R 54,54,Mountfield HK,1559.25
2025-26,R 54,54,Rytíři Kladno,1444.79
2025-26,R 54,54,Č. Budějovice,1471.88
2025-26,R 55,55,BK Mladá Boleslav,1435.58
2025-26,R 55,55,Bílí Tygři Liberec,1503.21
2025-26,R 55,55,HC Dynamo Pardubice,1586.94
2025-26,R 55,55,HC Energie Karlovy Vary,1539.77
2025-26,R 55,55,HC Kometa Brno,1451.49
2025-26,R 55,55,HC Oceláři Třinec,1545.46
2025-26,R 55,55,HC Olomouc,1449.26
2025-26,R 55,55,HC Sparta Praha,1542.86
2025-26,R 55,55,HC VERVA Litvínov,1428.11
2025-26,R 55,55,HC VÍTKOVICE RIDERA,1486.89
2025-26,R 55,55,HC Škoda Plzeň,1544.54
2025-26,R 55,55,Mountfield HK,1546.51
2025-26,R 55,55,Rytíři Kladno,1457.88
2025-26,R 55,55,Č. Budějovice,1481.51
2025-26,R 56,56,BK Mladá Boleslav,1435.58
2025-26,R 56,56,Bílí Tygři Liberec,1503.21
2025-26,R 56,56,HC Dynamo Pardubice,1595.68
2025-26,R 56,56,HC Energie Karlovy Vary,1539.77
2025-26,R 56,56,HC Kometa Brno,1441.42
2025-26,R 56,56,HC Oceláři Třinec,1545.46
2025-26,R 56,56,HC Olomouc,1459.33
2025-26,R 56,56,HC Sparta Praha,1534.12
2025-26,R 56,56,HC VERVA Litvínov,1442.96
2025-26,R 56,56,HC VÍTKOVICE RIDERA,1477.94
2025-26,R 56,56,HC Škoda Plzeň,1553.48
2025-26,R 56,56,Mountfield HK,1546.51
2025-26,R 56,56,Rytíři Kladno,1443.04
2025-26,R 56,56,Č. Budějovice,1481.51
2025-26,R 57,57,BK Mladá Boleslav,1435.58
2025-26,R 57,57,Bílí Tygři Liberec,1503.21
2025-26,R 57,57,HC Dynamo Pardubice,1595.68
2025-26,R 57,57,HC Energie Karlovy Vary,1526.17
2025-26,R 57,57,HC Kometa Brno,1441.42
2025-26,R 57,57,HC Oceláři Třinec,1559.06
2025-26,R 57,57,HC Olomouc,1459.33
2025-26,R 57,57,HC Sparta Praha,1534.12
2025-26,R 57,57,HC VERVA Litvínov,1442.96
2025-26,R 57,57,HC VÍTKOVICE RIDERA,1477.94
2025-26,R 57,57,HC Škoda Plzeň,1553.48
2025-26,R 57,57,Mountfield HK,1546.51
2025-26,R 57,57,Rytíři Kladno,1443.04
2025-26,R 57,57,Č. Budějovice,1481.51
2025-26,R 58,58,BK Mladá Boleslav,1419.88
2025-26,R 58,58,Bílí Tygři Liberec,1514.64
2025-26,R 58,58,HC Dynamo Pardubice,1584.27
2025-26,R 58,58,HC Energie Karlovy Vary,1534.79
2025-26,R 58,58,HC Kometa Brno,1459.41
2025-26,R 58,58,HC Oceláři Třinec,1542.09
2025-26,R 58,58,HC Olomouc,1476.29
2025-26,R 58,58,HC Sparta Praha,1534.12
2025-26,R 58,58,HC VERVA Litvínov,1424.97
2025-26,R 58,58,HC VÍTKOVICE RIDERA,1469.32
2025-26,R 58,58,HC Škoda Plzeň,1542.04
2025-26,R 58,58,Mountfield HK,1557.92
2025-26,R 58,58,Rytíři Kladno,1458.73
2025-26,R 58,58,Č. Budějovice,1481.51
2025-26,R 59,59,BK Mladá Boleslav,1411.01
2025-26,R 59,59,Bílí Tygři Liberec,1506.62
2025-26,R 59,59,HC Dynamo Pardubice,1592.29
2025-26,R 59,59,HC Energie Karlovy Vary,1521.73
2025-26,R 59,59,HC Kometa Brno,1468.28
2025-26,R 59,59,HC Oceláři Třinec,1552.79
2025-26,R 59,59,HC Olomouc,1476.29
2025-26,R 59,59,HC Sparta Praha,1523.42
2025-26,R 59,59,HC VERVA Litvínov,1438.03
2025-26,R 59,59,HC VÍTKOVICE RIDERA,1448.0
2025-26,R 59,59,HC Škoda Plzeň,1542.04
2025-26,R 59,59,Mountfield HK,1539.0
2025-26,R 59,59,Rytíři Kladno,1480.06
2025-26,R 59,59,Č. Budějovice,1500.43
2025-26,R 60,60,BK Mladá Boleslav,1411.01
2025-26,R 60,60,Bílí Tygři Liberec,1506.62
2025-26,R 60,60,HC Dynamo Pardubice,1592.29
2025-26,R 60,60,HC Energie Karlovy Vary,1521.73
2025-26,R 60,60,HC Kometa Brno,1468.28
2025-26,R 60,60,HC Oceláři Třinec,1552.79
2025-26,R 60,60,HC Olomouc,1468.16
2025-26,R 60,60,HC Sparta Praha,1523.42
2025-26,R 60,60,HC VERVA Litvínov,1438.03
2025-26,R 60,60,HC VÍTKOVICE RIDERA,1448.0
2025-26,R 60,60,HC Škoda Plzeň,1550.17
2025-26,R 60,60,Mountfield HK,1539.0
2025-26,R 60,60,Rytíři Kladno,1480.06
2025-26,R 60,60,Č. Budějovice,1500.43
2025-26,R 61,61,BK Mladá Boleslav,1425.06
2025-26,R 61,61,Bílí Tygři Liberec,1520.2
2025-26,R 61,61,HC Dynamo Pardubice,1592.29
2025-26,R 61,61,HC Energie Karlovy Vary,1521.73
2025-26,R 61,61,HC Kometa Brno,1468.28
2025-26,R 61,61,HC Oceláři Třinec,1552.79
2025-26,R 61,61,HC Olomouc,1468.16
2025-26,R 61,61,HC Sparta Praha,1535.18
2025-26,R 61,61,HC VERVA Litvínov,1426.27
2025-26,R 61,61,HC VÍTKOVICE RIDERA,1448.0
2025-26,R 61,61,HC Škoda Plzeň,1550.17
2025-26,R 61,61,Mountfield HK,1524.95
2025-26,R 61,61,Rytíři Kladno,1480.06
2025-26,R 61,61,Č. Budějovice,1486.85
2025-26,R 62,62,BK Mladá Boleslav,1425.06
2025-26,R 62,62,Bílí Tygři Liberec,1520.2
2025-26,R 62,62,HC Dynamo Pardubice,1592.29
2025-26,R 62,62,HC Energie Karlovy Vary,1521.73
2025-26,R 62,62,HC Kometa Brno,1480.97
2025-26,R 62,62,HC Oceláři Třinec,1552.79
2025-26,R 62,62,HC Olomouc,1468.16
2025-26,R 62,62,HC Sparta Praha,1522.49
2025-26,R 62,62,HC VERVA Litvínov,1426.27
2025-26,R 62,62,HC VÍTKOVICE RIDERA,1448.0
2025-26,R 62,62,HC Škoda Plzeň,1550.17
2025-26,R 62,62,Mountfield HK,1524.95
2025-26,R 62,62,Rytíři Kladno,1480.06
2025-26,R 62,62,Č. Budějovice,1486.85
2025-26,R 63,63,BK Mladá Boleslav,1439.83
2025-26,R 63,63,Bílí Tygři Liberec,1532.04
2025-26,R 63,63,HC Dynamo Pardubice,1577.52
2025-26,R 63,63,HC Energie Karlovy Vary,1535.04
2025-26,R 63,63,HC Kometa Brno,1480.97
2025-26,R 63,63,HC Oceláři Třinec,1540.95
2025-26,R 63,63,HC Olomouc,1454.86
2025-26,R 63,63,HC Sparta Praha,1522.49
2025-26,R 63,63,HC VERVA Litvínov,1413.4
2025-26,R 63,63,HC VÍTKOVICE RIDERA,1460.87
2025-26,R 63,63,HC Škoda Plzeň,1531.71
2025-26,R 63,63,Mountfield HK,1533.67
2025-26,R 63,63,Rytíři Kladno,1471.34
2025-26,R 63,63,Č. Budějovice,1505.31
2025-26,R 64,64,BK Mladá Boleslav,1452.66
2025-26,R 64,64,Bílí Tygři Liberec,1540.87
2025-26,R 64,64,HC Dynamo Pardubice,1589.91
2025-26,R 64,64,HC Energie Karlovy Vary,1524.68
2025-26,R 64,64,HC Kometa Brno,1490.39
2025-26,R 64,64,HC Oceláři Třinec,1528.12
2025-26,R 64,64,HC Olomouc,1444.47
2025-26,R 64,64,HC Sparta Praha,1532.86
2025-26,R 64,64,HC VERVA Litvínov,1404.57
2025-26,R 64,64,HC VÍTKOVICE RIDERA,1451.44
2025-26,R 64,64,HC Škoda Plzeň,1521.77
2025-26,R 64,64,Mountfield HK,1543.61
2025-26,R 64,64,Rytíři Kladno,1481.73
2025-26,R 64,64,Č. Budějovice,1492.92
2025-26,R 65,65,BK Mladá Boleslav,1452.66
2025-26,R 65,65,Bílí Tygři Liberec,1540.87
2025-26,R 65,65,HC Dynamo Pardubice,1589.91
2025-26,R 65,65,HC Energie Karlovy Vary,1524.68
2025-26,R 65,65,HC Kometa Brno,1490.39
2025-26,R 65,65,HC Oceláři Třinec,1517.94
2025-26,R 65,65,HC Olomouc,1444.47
2025-26,R 65,65,HC Sparta Praha,1523.16
2025-26,R 65,65,HC VERVA Litvínov,1404.57
2025-26,R 65,65,HC VÍTKOVICE RIDERA,1451.44
2025-26,R 65,65,HC Škoda Plzeň,1531.95
2025-26,R 65,65,Mountfield HK,1553.3
2025-26,R 65,65,Rytíři Kladno,1481.73
2025-26,R 65,65,Č. Budějovice,1492.92
2025-26,R 66,66,BK Mladá Boleslav,1452.66
2025-26,R 66,66,Bílí Tygři Liberec,1540.87
2025-26,R 66,66,HC Dynamo Pardubice,1603.33
2025-26,R 66,66,HC Energie Karlovy Vary,1524.68
2025-26,R 66,66,HC Kometa Brno,1476.96
2025-26,R 66,66,HC Oceláři Třinec,1517.94
2025-26,R 66,66,HC Olomouc,1444.47
2025-26,R 66,66,HC Sparta Praha,1523.16
2025-26,R 66,66,HC VERVA Litvínov,1404.57
2025-26,R 66,66,HC VÍTKOVICE RIDERA,1451.44
2025-26,R 66,66,HC Škoda Plzeň,1531.95
2025-26,R 66,66,Mountfield HK,1553.3
2025-26,R 66,66,Rytíři Kladno,1481.73
2025-26,R 66,66,Č. Budějovice,1492.92
2025-26,R 67,67,BK Mladá Boleslav,1462.63
2025-26,R 67,67,Bílí Tygři Liberec,1553.66
2025-26,R 67,67,HC Dynamo Pardubice,1609.05
2025-26,R 67,67,HC Energie Karlovy Vary,1535.5
2025-26,R 67,67,HC Kometa Brno,1464.17
2025-26,R 67,67,HC Oceláři Třinec,1517.94
2025-26,R 67,67,HC Olomouc,1438.75
2025-26,R 67,67,HC Sparta Praha,1523.16
2025-26,R 67,67,HC VERVA Litvínov,1404.57
2025-26,R 67,67,HC VÍTKOVICE RIDERA,1441.48
2025-26,R 67,67,HC Škoda Plzeň,1531.95
2025-26,R 67,67,Mountfield HK,1542.48
2025-26,R 67,67,Rytíři Kladno,1492.05
2025-26,R 67,67,Č. Budějovice,1482.6
2025-26,R 68,68,BK Mladá Boleslav,1450.27
2025-26,R 68,68,Bílí Tygři Liberec,1562.47
2025-26,R 68,68,HC Dynamo Pardubice,1596.87
2025-26,R 68,68,HC Energie Karlovy Vary,1547.86
2025-26,R 68,68,HC Kometa Brno,1476.38
2025-26,R 68,68,HC Oceláři Třinec,1526.92
2025-26,R 68,68,HC Olomouc,1448.51
2025-26,R 68,68,HC Sparta Praha,1523.16
2025-26,R 68,68,HC VERVA Litvínov,1394.82
2025-26,R 68,68,HC VÍTKOVICE RIDERA,1441.48
2025-26,R 68,68,HC Škoda Plzeň,1544.13
2025-26,R 68,68,Mountfield HK,1530.26
2025-26,R 68,68,Rytíři Kladno,1483.24
2025-26,R 68,68,Č. Budějovice,1473.62
2025-26,R 69,69,BK Mladá Boleslav,1450.27
2025-26,R 69,69,Bílí Tygři Liberec,1562.47
2025-26,R 69,69,HC Dynamo Pardubice,1596.87
2025-26,R 69,69,HC Energie Karlovy Vary,1547.86
2025-26,R 69,69,HC Kometa Brno,1476.38
2025-26,R 69,69,HC Oceláři Třinec,1526.92
2025-26,R 69,69,HC Olomouc,1437.93
2025-26,R 69,69,HC Sparta Praha,1533.73
2025-26,R 69,69,HC VERVA Litvínov,1394.82
2025-26,R 69,69,HC VÍTKOVICE RIDERA,1441.48
2025-26,R 69,69,HC Škoda Plzeň,1544.13
2025-26,R 69,69,Mountfield HK,1530.26
2025-26,R 69,69,Rytíři Kladno,1483.24
2025-26,R 69,69,Č. Budějovice,1473.62
2025-26,R 70,70,BK Mladá Boleslav,1458.69
2025-26,R 70,70,Bílí Tygři Liberec,1572.62
2025-26,R 70,70,HC Dynamo Pardubice,1603.71
2025-26,R 70,70,HC Energie Karlovy Vary,1558.45
2025-26,R 70,70,HC Kometa Brno,1463.78
2025-26,R 70,70,HC Oceláři Třinec,1513.22
2025-26,R 70,70,HC Olomouc,1437.93
2025-26,R 70,70,HC Sparta Praha,1533.73
2025-26,R 70,70,HC VERVA Litvínov,1386.4
2025-26,R 70,70,HC VÍTKOVICE RIDERA,1431.33
2025-26,R 70,70,HC Škoda Plzeň,1556.74
2025-26,R 70,70,Mountfield HK,1543.97
2025-26,R 70,70,Rytíři Kladno,1476.4
2025-26,R 70,70,Č. Budějovice,1463.03
2025-26,R 71,71,BK Mladá Boleslav,1448.13
2025-26,R 71,71,Bílí Tygři Liberec,1562.21
2025-26,R 71,71,HC Dynamo Pardubice,1591.16
2025-26,R 71,71,HC Energie Karlovy Vary,1568.86
2025-26,R 71,71,HC Kometa Brno,1463.78
2025-26,R 71,71,HC Oceláři Třinec,1525.76
2025-26,R 71,71,HC Olomouc,1437.93
2025-26,R 71,71,HC Sparta Praha,1544.29
2025-26,R 71,71,HC VERVA Litvínov,1378.96
2025-26,R 71,71,HC VÍTKOVICE RIDERA,1431.33
2025-26,R 71,71,HC Škoda Plzeň,1540.33
2025-26,R 71,71,Mountfield HK,1551.41
2025-26,R 71,71,Rytíři Kladno,1492.81
2025-26,R 71,71,Č. Budějovice,1463.03
2025-26,R 72,72,BK Mladá Boleslav,1448.13
2025-26,R 72,72,Bílí Tygři Liberec,1552.4
2025-26,R 72,72,HC Dynamo Pardubice,1591.16
2025-26,R 72,72,HC Energie Karlovy Vary,1578.66
2025-26,R 72,72,HC Kometa Brno,1473.75
2025-26,R 72,72,HC Oceláři Třinec,1525.76
2025-26,R 72,72,HC Olomouc,1437.93
2025-26,R 72,72,HC Sparta Praha,1544.29
2025-26,R 72,72,HC VERVA Litvínov,1378.96
2025-26,R 72,72,HC VÍTKOVICE RIDERA,1431.33
2025-26,R 72,72,HC Škoda Plzeň,1540.33
2025-26,R 72,72,Mountfield HK,1551.41
2025-26,R 72,72,Rytíři Kladno,1492.81
2025-26,R 72,72,Č. Budějovice,1453.05
2025-26,R 73,73,BK Mladá Boleslav,1448.13
2025-26,R 73,73,Bílí Tygři Liberec,1552.4
2025-26,R 73,73,HC Dynamo Pardubice,1591.16
2025-26,R 73,73,HC Energie Karlovy Vary,1578.66
2025-26,R 73,73,HC Kometa Brno,1473.75
2025-26,R 73,73,HC Oceláři Třinec,1525.76
2025-26,R 73,73,HC Olomouc,1437.93
2025-26,R 73,73,HC Sparta Praha,1551.72
2025-26,R 73,73,HC VERVA Litvínov,1378.96
2025-26,R 73,73,HC VÍTKOVICE RIDERA,1431.33
2025-26,R 73,73,HC Škoda Plzeň,1540.33
2025-26,R 73,73,Mountfield HK,1551.41
2025-26,R 73,73,Rytíři Kladno,1492.81
2025-26,R 73,73,Č. Budějovice,1445.62
2025-26,R 74,74,BK Mladá Boleslav,1448.13
2025-26,R 74,74,Bílí Tygři Liberec,1552.4
2025-26,R 74,74,HC Dynamo Pardubice,1591.16
2025-26,R 74,74,HC Energie Karlovy Vary,1578.66
2025-26,R 74,74,HC Kometa Brno,1473.75
2025-26,R 74,74,HC Oceláři Třinec,1525.76
2025-26,R 74,74,HC Olomouc,1437.93
2025-26,R 74,74,HC Sparta Praha,1537.48
