source,league,league_label,game_url,match_date,home_team,away_team,home_score,away_score,status,bookmaker,outcome_type,european_odds,fetched_at
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/hameenlinna-zV5a4drH/pelicans-lahti-nJrUIp93#CUxNUiSb,2026-03-14,Hameenlinna,Pelicans,1,4,final,OddsPortal Avg,away,4.16,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/ifk-helsinki-Ige43GcN/karpat-oulu-fPJxL2x2#zBnC81Bd,2026-03-14,Karpat,IFK Helsinki,4,5,final,OddsPortal Avg,home,2.55,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/ifk-helsinki-Ige43GcN/karpat-oulu-fPJxL2x2#zBnC81Bd,2026-03-14,Karpat,IFK Helsinki,4,5,final,OddsPortal Avg,draw,4.14,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/ifk-helsinki-Ige43GcN/karpat-oulu-fPJxL2x2#zBnC81Bd,2026-03-14,Karpat,IFK Helsinki,4,5,final,OddsPortal Avg,away,2.49,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/ilves-tampere-Oh5uGzDT/lukko-rauman-hdqQJQgc#t8ZcW433,2026-03-14,Lukko,Ilves,4,1,final,OddsPortal Avg,home,2.95,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/ilves-tampere-Oh5uGzDT/lukko-rauman-hdqQJQgc#t8ZcW433,2026-03-14,Lukko,Ilves,4,1,final,OddsPortal Avg,draw,4.19,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/ilves-tampere-Oh5uGzDT/lukko-rauman-hdqQJQgc#t8ZcW433,2026-03-14,Lukko,Ilves,4,1,final,OddsPortal Avg,away,2.19,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/jukurit-vmuCbWr3/kookoo-ljjApDE3#8dWVSVdB,2026-03-14,Jukurit,KooKoo,3,7,final,OddsPortal Avg,home,15.00,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/jukurit-vmuCbWr3/kookoo-ljjApDE3#8dWVSVdB,2026-03-14,Jukurit,KooKoo,3,7,final,OddsPortal Avg,draw,9.00,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/jukurit-vmuCbWr3/kookoo-ljjApDE3#8dWVSVdB,2026-03-14,Jukurit,KooKoo,3,7,final,OddsPortal Avg,away,1.18,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/jyp-jyvaskyla-YVjXBEzi/kalpa-kuopio-tMuMK6vi#Eeb3ANtp,2026-03-14,KalPa,JYP,6,3,final,OddsPortal Avg,home,2.19,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/jyp-jyvaskyla-YVjXBEzi/kalpa-kuopio-tMuMK6vi#Eeb3ANtp,2026-03-14,KalPa,JYP,6,3,final,OddsPortal Avg,draw,4.15,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/jyp-jyvaskyla-YVjXBEzi/kalpa-kuopio-tMuMK6vi#Eeb3ANtp,2026-03-14,KalPa,JYP,6,3,final,OddsPortal Avg,away,3.20,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/saipa-Q9sYH4O9/tappara-llrWVOwG#xzT6UrYF,2026-03-14,SaiPa,Tappara,6,4,final,OddsPortal Avg,home,2.60,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/saipa-Q9sYH4O9/tappara-llrWVOwG#xzT6UrYF,2026-03-14,SaiPa,Tappara,6,4,final,OddsPortal Avg,draw,4.30,2026-04-07T13:57:39.943163+00:00
oddsportal,finland,Liiga,https://www.oddsportal.com/hockey/h2h/saipa-Q9sYH4O9/tappara-llrWVOwG#xzT6UrYF,2026-03-14,SaiPa,Tappara,6,4,final,OddsPortal Avg,away,2.38,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/lulea-0QhOwF1e/skelleftea-8jdWygW7#08ZGkAFU,,Skelleftea,Lulea,2,,unknown,OddsPortal Avg,home,1.81,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/lulea-0QhOwF1e/skelleftea-8jdWygW7#08ZGkAFU,,Skelleftea,Lulea,2,,unknown,OddsPortal Avg,draw,4.17,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/lulea-0QhOwF1e/skelleftea-8jdWygW7#08ZGkAFU,,Skelleftea,Lulea,2,,unknown,OddsPortal Avg,away,4.11,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#bPSXvj2s,2026-04-05,Rogle,Farjestad,4,1,final,OddsPortal Avg,home,2.06,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#bPSXvj2s,2026-04-05,Rogle,Farjestad,4,1,final,OddsPortal Avg,draw,3.95,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#bPSXvj2s,2026-04-05,Rogle,Farjestad,4,1,final,OddsPortal Avg,away,3.40,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#C4fd0gsI,2026-04-03,Farjestad,Rogle,2,3,final,OddsPortal Avg,home,2.25,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#C4fd0gsI,2026-04-03,Farjestad,Rogle,2,3,final,OddsPortal Avg,draw,3.90,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#C4fd0gsI,2026-04-03,Farjestad,Rogle,2,3,final,OddsPortal Avg,away,2.99,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#MNJNmK2t,2026-04-02,Lulea,Frolunda,1,0,final,OddsPortal Avg,home,2.84,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#MNJNmK2t,2026-04-02,Lulea,Frolunda,1,0,final,OddsPortal Avg,draw,3.80,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#MNJNmK2t,2026-04-02,Lulea,Frolunda,1,0,final,OddsPortal Avg,away,2.41,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#ID9nYQde,2026-04-01,Vaxjo,Brynas,2,1,final,OddsPortal Avg,home,2.51,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#ID9nYQde,2026-04-01,Vaxjo,Brynas,2,1,final,OddsPortal Avg,draw,3.95,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#ID9nYQde,2026-04-01,Vaxjo,Brynas,2,1,final,OddsPortal Avg,away,2.62,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-0j2eUlMC/skelleftea-EXCPojim#Aonqhgqt,2026-04-01,Skelleftea,Malmo,4,0,final,OddsPortal Avg,home,1.40,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-0j2eUlMC/skelleftea-EXCPojim#Aonqhgqt,2026-04-01,Skelleftea,Malmo,4,0,final,OddsPortal Avg,draw,6.00,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-0j2eUlMC/skelleftea-EXCPojim#Aonqhgqt,2026-04-01,Skelleftea,Malmo,4,0,final,OddsPortal Avg,away,7.00,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#QBbpuyF4,2026-04-01,Rogle,Farjestad,7,2,final,OddsPortal Avg,home,2.28,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#QBbpuyF4,2026-04-01,Rogle,Farjestad,7,2,final,OddsPortal Avg,draw,3.86,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#QBbpuyF4,2026-04-01,Rogle,Farjestad,7,2,final,OddsPortal Avg,away,2.98,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#dpWFVsvR,2026-03-31,Frolunda,Lulea,2,1,final,OddsPortal Avg,home,1.81,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#dpWFVsvR,2026-03-31,Frolunda,Lulea,2,1,final,OddsPortal Avg,draw,4.31,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#dpWFVsvR,2026-03-31,Frolunda,Lulea,2,1,final,OddsPortal Avg,away,3.92,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#4YPmn9w1,2026-03-31,Skelleftea,Malmo,4,0,final,OddsPortal Avg,home,1.40,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#4YPmn9w1,2026-03-31,Skelleftea,Malmo,4,0,final,OddsPortal Avg,draw,6.00,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#4YPmn9w1,2026-03-31,Skelleftea,Malmo,4,0,final,OddsPortal Avg,away,7.00,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#MkryMZUG,2026-03-30,Brynas,Vaxjo,2,3,final,OddsPortal Avg,home,1.82,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#MkryMZUG,2026-03-30,Brynas,Vaxjo,2,3,final,OddsPortal Avg,draw,4.30,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#MkryMZUG,2026-03-30,Brynas,Vaxjo,2,3,final,OddsPortal Avg,away,4.05,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#AZM1KMgC,2026-03-30,Farjestad,Rogle,1,2,final,OddsPortal Avg,home,2.10,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#AZM1KMgC,2026-03-30,Farjestad,Rogle,1,2,final,OddsPortal Avg,draw,4.10,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#AZM1KMgC,2026-03-30,Farjestad,Rogle,1,2,final,OddsPortal Avg,away,3.15,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#dp6zuVvA,2026-03-29,Lulea,Frolunda,4,3,final_ot,OddsPortal Avg,home,2.75,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#dp6zuVvA,2026-03-29,Lulea,Frolunda,4,3,final_ot,OddsPortal Avg,draw,3.90,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#dp6zuVvA,2026-03-29,Lulea,Frolunda,4,3,final_ot,OddsPortal Avg,away,2.40,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#4Ak1wI35,2026-03-29,Malmo,Skelleftea,2,1,final_ot,OddsPortal Avg,home,3.79,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#4Ak1wI35,2026-03-29,Malmo,Skelleftea,2,1,final_ot,OddsPortal Avg,draw,4.40,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#4Ak1wI35,2026-03-29,Malmo,Skelleftea,2,1,final_ot,OddsPortal Avg,away,1.85,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#GhuTNe04,2026-03-28,Brynas,Vaxjo,3,2,final_ot,OddsPortal Avg,home,1.85,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#GhuTNe04,2026-03-28,Brynas,Vaxjo,3,2,final_ot,OddsPortal Avg,draw,4.60,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#GhuTNe04,2026-03-28,Brynas,Vaxjo,3,2,final_ot,OddsPortal Avg,away,3.90,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#x89fMrPa,2026-03-28,Farjestad,Rogle,2,0,final,OddsPortal Avg,home,2.08,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#x89fMrPa,2026-03-28,Farjestad,Rogle,2,0,final,OddsPortal Avg,draw,4.10,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#x89fMrPa,2026-03-28,Farjestad,Rogle,2,0,final,OddsPortal Avg,away,3.20,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#AT7StiAc,2026-03-27,Lulea,Frolunda,2,1,final_ot,OddsPortal Avg,home,2.64,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#AT7StiAc,2026-03-27,Lulea,Frolunda,2,1,final_ot,OddsPortal Avg,draw,3.95,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#AT7StiAc,2026-03-27,Lulea,Frolunda,2,1,final_ot,OddsPortal Avg,away,2.49,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#WdiguvZh,2026-03-27,Malmo,Skelleftea,2,4,final,OddsPortal Avg,home,3.68,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#WdiguvZh,2026-03-27,Malmo,Skelleftea,2,4,final,OddsPortal Avg,draw,4.25,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#WdiguvZh,2026-03-27,Malmo,Skelleftea,2,4,final,OddsPortal Avg,away,1.90,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#8SyLPHVi,2026-03-26,Vaxjo,Brynas,6,4,final,OddsPortal Avg,home,2.55,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#8SyLPHVi,2026-03-26,Vaxjo,Brynas,6,4,final,OddsPortal Avg,draw,3.94,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#8SyLPHVi,2026-03-26,Vaxjo,Brynas,6,4,final,OddsPortal Avg,away,2.60,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#4fBnO4fm,2026-03-26,Rogle,Farjestad,5,6,final_ot,OddsPortal Avg,home,2.37,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#4fBnO4fm,2026-03-26,Rogle,Farjestad,5,6,final_ot,OddsPortal Avg,draw,3.90,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#4fBnO4fm,2026-03-26,Rogle,Farjestad,5,6,final_ot,OddsPortal Avg,away,2.80,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#IZKtJmIj,2026-03-25,Frolunda,Lulea,7,0,final,OddsPortal Avg,home,1.99,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#IZKtJmIj,2026-03-25,Frolunda,Lulea,7,0,final,OddsPortal Avg,draw,4.09,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#IZKtJmIj,2026-03-25,Frolunda,Lulea,7,0,final,OddsPortal Avg,away,3.53,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#Qalos04t,2026-03-25,Skelleftea,Malmo,3,2,final,OddsPortal Avg,home,1.49,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#Qalos04t,2026-03-25,Skelleftea,Malmo,3,2,final,OddsPortal Avg,draw,5.40,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#Qalos04t,2026-03-25,Skelleftea,Malmo,3,2,final,OddsPortal Avg,away,5.90,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#GYlZ1Ewo,2026-03-24,Vaxjo,Brynas,6,2,final,OddsPortal Avg,home,2.45,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#GYlZ1Ewo,2026-03-24,Vaxjo,Brynas,6,2,final,OddsPortal Avg,draw,4.01,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/brynas-MZgKvenk/vaxjo-hzXCSnCE#GYlZ1Ewo,2026-03-24,Vaxjo,Brynas,6,2,final,OddsPortal Avg,away,2.61,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#YBKGTQWP,2026-03-24,Rogle,Farjestad,1,2,final,OddsPortal Avg,home,2.32,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#YBKGTQWP,2026-03-24,Rogle,Farjestad,1,2,final,OddsPortal Avg,draw,3.99,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/farjestad-4b1TBPb8/rogle-j5ve8f1r#YBKGTQWP,2026-03-24,Rogle,Farjestad,1,2,final,OddsPortal Avg,away,2.85,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#GIAfRU6d,2026-03-24,Leksand,HV 71,1,2,final_ot,OddsPortal Avg,home,2.08,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#GIAfRU6d,2026-03-24,Leksand,HV 71,1,2,final_ot,OddsPortal Avg,draw,4.34,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#GIAfRU6d,2026-03-24,Leksand,HV 71,1,2,final_ot,OddsPortal Avg,away,3.22,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#Czg9ydYH,2026-03-23,Frolunda,Lulea,2,3,final_ot,OddsPortal Avg,home,2.04,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#Czg9ydYH,2026-03-23,Frolunda,Lulea,2,3,final_ot,OddsPortal Avg,draw,4.10,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/frolunda-pAG4OqEE/lulea-0QhOwF1e#Czg9ydYH,2026-03-23,Frolunda,Lulea,2,3,final_ot,OddsPortal Avg,away,3.30,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#zy9yNdJO,2026-03-23,Skelleftea,Malmo,4,1,final,OddsPortal Avg,home,1.57,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#zy9yNdJO,2026-03-23,Skelleftea,Malmo,4,1,final,OddsPortal Avg,draw,4.91,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/malmo-pO1SCzgR/skelleftea-8jdWygW7#zy9yNdJO,2026-03-23,Skelleftea,Malmo,4,1,final,OddsPortal Avg,away,5.20,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#r5CnTjxp,2026-03-22,Leksand,HV 71,1,3,final,OddsPortal Avg,home,1.95,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#r5CnTjxp,2026-03-22,Leksand,HV 71,1,3,final,OddsPortal Avg,draw,4.20,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#r5CnTjxp,2026-03-22,Leksand,HV 71,1,3,final,OddsPortal Avg,away,3.58,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/djurgarden-Q7UY6Hrs/malmo-pO1SCzgR#d2X0i56C,2026-03-21,Malmo,Djurgarden,3,1,final,OddsPortal Avg,home,2.05,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/djurgarden-Q7UY6Hrs/malmo-pO1SCzgR#d2X0i56C,2026-03-21,Malmo,Djurgarden,3,1,final,OddsPortal Avg,draw,4.12,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/djurgarden-Q7UY6Hrs/malmo-pO1SCzgR#d2X0i56C,2026-03-21,Malmo,Djurgarden,3,1,final,OddsPortal Avg,away,3.34,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/lulea-0QhOwF1e/orebro-Y3RLgQQn#K2mTx6iJ,2026-03-21,Lulea,Orebro,4,2,final,OddsPortal Avg,home,1.86,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/lulea-0QhOwF1e/orebro-Y3RLgQQn#K2mTx6iJ,2026-03-21,Lulea,Orebro,4,2,final,OddsPortal Avg,draw,4.23,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/lulea-0QhOwF1e/orebro-Y3RLgQQn#K2mTx6iJ,2026-03-21,Lulea,Orebro,4,2,final,OddsPortal Avg,away,3.85,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#CMLGYCEM,2026-03-20,HV 71,Leksand,3,2,final,OddsPortal Avg,home,2.27,2026-04-07T13:57:39.943163+00:00
oddsportal,sweden,SHL,https://www.oddsportal.com/hockey/h2h/hv-71-CG08m2ie/leksand-6X2ODGwL#CMLGYCEM,2026-03-20,HV 71,Leksand,3,2,final,OddsPortal Avg,draw,4.00,2026-04-07T13:57:39.943163+00:00
