game_id,season_year,tournament,team,period,game_time_s,assist1_id,assist1_name,assist2_id,assist2_name,away_score,event_id,goal_types,goals_in_season,home_score,log_time,minus_players,plus_players,scorer_id,scorer_name,team_side,winning_goal
1,2026,runkosarja,HPK,1,519,23029644,TEEMU RAUTIAINEN,33296946,SAMI PÄIVÄRINTA,0,72,,1,1,2025-09-09T15:48:40Z,4 7 10 86 91,7 8 12 19 63,33254027,VILI ALITALO,home,False
1,2026,runkosarja,HPK,3,2939,31585390,MISKA KUKKONEN,22709389,PETTERI NIKKILÄ,1,386,,1,2,2025-09-09T17:34:56Z,4 7 21 82 84,15 43 50 74 93,30417647,OLLI KORHONEN,home,False
1,2026,runkosarja,TPS,1,832,32219869,RUBEN RAFKIN,31886905,SISU YLINIEMI,1,112,YV,1,1,2025-09-09T15:59:44Z,,,31569277,JOEL MÄÄTTÄ,away,False
1,2026,runkosarja,TPS,3,3198,60757491,OLIVER LAURIDSEN,30969140,LEEVI TEISSALA,2,421,,1,2,2025-09-09T17:49:04Z,3 6 19 44 93,7 19 66 87 98,27023853,ALEKSI SAARELA,away,False
1,2026,runkosarja,TPS,5,3900,,,,,3,516,VL,1,2,2025-09-09T18:12:08Z,,,31569277,JOEL MÄÄTTÄ,away,False
2,2026,runkosarja,Jukurit,2,1711,60860213,KIM JOHANSSON,34570580,TOPIAS HYNNINEN,1,214,YV,1,1,2025-09-09T16:33:41Z,,,30636693,ALEKS HAATANEN,home,False
2,2026,runkosarja,Jukurit,2,2258,33502478,JEREMI TAMMELA,28897266,JUUSO AROLA,1,282,YV,1,2,2025-09-09T16:51:33Z,,,60860218,THOMAS OLSEN,home,False
2,2026,runkosarja,Jukurit,2,2330,60960731,CONNOR FORD,28897266,JUUSO AROLA,1,295,TV,1,3,2025-09-09T16:55:09Z,33 52 71 98,3 7 16 82,25663901,ALEXANDER RUUTTU,home,False
2,2026,runkosarja,HIFK,1,546,34589827,ARON KIVIHARJU,,,1,71,,1,0,2025-09-09T16:17:33Z,23 52 53 54 82,15 33 43 82 93,34118968,ARTTU KÄRKI,away,False
2,2026,runkosarja,HIFK,3,2601,22333124,JORI LEHTERÄ,27900714,PETRUS PALMU,2,329,,1,3,2025-09-09T17:18:37Z,23 34 58 89 93,4 21 43 52 98,40040956,NIKLAS NYKYRI,away,False
2,2026,runkosarja,HIFK,3,3024,32576625,JESSE SEPPÄLÄ,,,3,380,,1,3,2025-09-09T17:30:21Z,7 16 23 52 54,40 78 79 82 85,40068762,BRUNO JALASTI,away,False
2,2026,runkosarja,HIFK,3,3044,24880895,PANU MIEHO,25567120,OTTO SOMPPI,4,385,,1,3,2025-09-09T18:04:22Z,3 10 20 53 76,15 40 63 71 85,23966862,PETTERI LINDBOHM,away,True
2,2026,runkosarja,HIFK,3,3571,60809982,VINCENT MARLEAU,24223973,TONY SUND,5,458,TM,1,3,2025-09-09T17:54:21Z,16 20 52 54 58 67,6 21 43 52 98,27900714,PETRUS PALMU,away,False
3,2026,runkosarja,KooKoo,3,3328,40172010,JOONAS ODEN,32551174,JESPER AHLROTH,4,464,,1,1,2025-09-09T17:51:44Z,3 9 19 67 86,18 22 24 28 77,32713394,OSKARI LUOTO,home,False
3,2026,runkosarja,Ässät,1,207,60763133,DANICK MARTEL,29942233,LASSI VANHATALO,1,33,,1,0,2025-09-09T15:38:32Z,13 15 28 77 88,25 37 62 74 93,23441604,PETER TIIVOLA,away,False
3,2026,runkosarja,Ässät,2,1749,21848539,JAN-MIKAEL JÄRVINEN,60311767,NESTOR NOIVA,2,242,,1,0,2025-09-09T18:01:37Z,42 43 55 58 71,16 25 37 44 78,60761513,DYLAN FABRE,away,True
3,2026,runkosarja,Ässät,2,2036,40200601,LASSE BOELIUS,23441604,PETER TIIVOLA,3,287,YV,1,0,2025-09-09T16:55:12Z,,,27845730,VALTTERI LIPIÄINEN,away,False
3,2026,runkosarja,Ässät,3,3318,,,,,4,461,,1,0,2025-09-09T17:49:52Z,13 42 43 70 88,8 14 18 37 88,60960748,JOHAN OLOFSSON,away,False
3,2026,runkosarja,Ässät,3,3451,60763133,DANICK MARTEL,,,5,481,TM,2,1,2025-09-09T17:54:24Z,13 29 39 43 71 88,3 14 37 62 78,60761513,DYLAN FABRE,away,False
4,2026,runkosarja,Sport,2,1497,60454974,SEBASTIAN STÅLBERG,22891255,SAMULI PIIPPONEN,1,188,,1,0,2025-09-09T17:50:34Z,9 19 27 38 55,17 28 52 72 80,60744050,KALLE MIKETINAC,away,True
4,2026,runkosarja,Sport,3,2560,60454974,SEBASTIAN STÅLBERG,31896306,VILJAMI NIEMINEN,2,329,YV,2,0,2025-09-09T17:18:42Z,,,60744050,KALLE MIKETINAC,away,False
4,2026,runkosarja,Sport,3,3510,28948856,ANTON STRÅKA,60454974,SEBASTIAN STÅLBERG,3,444,TM,1,0,2025-09-09T17:43:06Z,11 26 27 65 73 93,12 16 17 22 52,40038518,OSKARI HULT,away,False
6,2026,runkosarja,Pelicans,4,3672,40057004,DANIEL NIEMINEN,60462059,PATRIK BARTOSAK,0,456,,1,1,2025-09-10T04:49:05Z,4 26 75,37 87 91,30793837,ELIAS VILÉN,home,True
8,2026,runkosarja,SaiPa,1,465,24641005,ANTTI KALAPUDAS,25556746,MIIKKA SALOMÄKI,0,58,,1,1,2025-09-09T15:40:27Z,6 9 18 28 70,15 22 50 51 75,29937251,PATRIK SIIKANEN,home,False
8,2026,runkosarja,SaiPa,2,1761,24641005,ANTTI KALAPUDAS,25556746,MIIKKA SALOMÄKI,2,237,,1,2,2025-09-09T16:43:55Z,3 9 28 70 89,10 15 26 51 55,31165561,OTTO KIVENMÄKI,home,False
8,2026,runkosarja,SaiPa,3,3036,40055660,JANNE NAUKKARINEN,,,3,404,,1,3,2025-09-09T17:42:51Z,6 14 42 55 90,6 25 41 70 82,30712591,HENRI NIKKANEN,home,False
8,2026,runkosarja,KalPa,1,543,27471447,ALEKSI KLEMETTI,32814523,IIVARI RÄSÄNEN,1,71,,1,1,2025-09-09T16:28:27Z,26 41 55 75 82,6 20 22 71 72,60954533,CADE BORCHARDT,away,False
8,2026,runkosarja,KalPa,1,941,60866735,PATRICK CURRY,,,2,124,,1,1,2025-09-09T16:28:35Z,18 21 22 50 81,3 20 22 71 90,27471447,ALEKSI KLEMETTI,away,False
8,2026,runkosarja,KalPa,3,2697,23065792,JAAKKO RISSANEN,32873373,ANDREAS OKANY,3,356,,1,2,2025-09-09T17:30:35Z,6 18 50 81 82,6 9 16 18 28,60715086,FILIP WESTERLUND,away,False
8,2026,runkosarja,KalPa,4,3699,31110600,BENJAMIN KORHONEN,60954533,CADE BORCHARDT,4,484,,1,3,2025-09-09T18:05:08Z,14 41 82,17 55 70,24725109,LASSE LAPPALAINEN,away,True
5,2026,runkosarja,Lukko,3,3191,60675410,ANTOINE MORAND,40064941,LEO TUUVA,3,410,,1,1,2025-09-10T17:36:52Z,15 17 27 63 88,6 9 14 43 88,31835642,AARNE INTONEN,home,False
5,2026,runkosarja,Tappara,2,1633,33490124,BENJAMIN RAUTIAINEN,28696276,JESPER MATTILA,1,212,,1,0,2025-09-10T16:34:04Z,5 18 24 48 86,6 23 26 78 89,40382966,OLIVER SUVANTO,away,False
5,2026,runkosarja,Tappara,2,1732,33490124,BENJAMIN RAUTIAINEN,29969041,AAPELI RÄSÄNEN,2,227,YV,1,0,2025-09-10T17:53:48Z,,,31574013,KASPER SIMONTAIVAL,away,True
5,2026,runkosarja,Tappara,2,1847,40382966,OLIVER SUVANTO,60963320,EMIL SYLVEGÅRD,3,241,,1,0,2025-09-10T16:42:20Z,24 43 47 48 86,15 23 42 51 89,25113804,OTTO RAUHALA,away,False
5,2026,runkosarja,Tappara,3,3587,,,,,4,469,TM,1,1,2025-09-10T17:53:08Z,9 16 18 86 88 93,17 21 23 42 51,60963320,EMIL SYLVEGÅRD,away,False
7,2026,runkosarja,JYP,1,338,60962804,ALEXANDER TRUE,60907490,DANIEL TORGERSSON,0,42,,1,1,2025-09-10T15:42:24Z,12 28 29 43 92,2 7 31 40 71,22953708,JUUSO PUUSTINEN,home,False
7,2026,runkosarja,JYP,1,993,29914070,EETU PELTOLA,30434484,MIKKO PERTTU,2,124,SR,1,2,2025-09-10T16:00:56Z,12 17 21 46 53,4 14 17 31 39 77,24064653,OTTO MÄKINEN,home,False
7,2026,runkosarja,JYP,2,2247,40049925,SANTERI HUOVILA,32419009,VÄINÖ LIIKONEN,3,296,VT,1,3,2025-09-10T17:02:49Z,21 38 43 72 86,4 28 31 61 77,29914070,EETU PELTOLA,home,False
7,2026,runkosarja,JYP,3,3349,40049925,SANTERI HUOVILA,,,3,440,,1,4,2025-09-10T18:06:33Z,11 22 43 48 57,28 44 61 63 77,23595916,SAMI VATANEN,home,True
7,2026,runkosarja,Ilves,1,591,60544772,LUKAS JASEK,28967947,SAMULI RATINEN,1,71,,1,1,2025-09-10T15:48:40Z,2 14 17 18 39,3 9 17 21 46,60361530,MATIC TÖRÖK,away,False
7,2026,runkosarja,Ilves,1,634,60855338,RADEK KUCERIK,60361530,MATIC TÖRÖK,2,78,,1,1,2025-09-10T15:50:16Z,4 31 71 85 92,9 21 22 46 53,29695519,TEEMU ENGBERG,away,False
7,2026,runkosarja,Ilves,2,1936,60361530,MATIC TÖRÖK,60545126,SIMON JOHANSSON,3,249,VT,1,2,2025-09-10T16:47:29Z,44 63 71 85 92,9 17 23 46 57,60544772,LUKAS JASEK,away,False
9,2026,runkosarja,JYP,1,411,29914070,EETU PELTOLA,29837610,TEEMU VÄYRYNEN,0,57,,1,1,2025-09-12T15:43:25Z,16 23 58 82 89,4 17 31 85 92,32419009,VÄINÖ LIIKONEN,home,False
9,2026,runkosarja,JYP,2,1465,33209030,JERE LASSILA,22953708,JUUSO PUUSTINEN,1,191,YV,1,2,2025-09-12T16:32:29Z,,,30010552,LEEVI TUKIAINEN,home,False
9,2026,runkosarja,JYP,2,1868,60907490,DANIEL TORGERSSON,34394517,RONI JOKINEN,1,242,,1,3,2025-09-12T18:12:29Z,10 20 58 71 76,4 7 18 40 71,60962804,ALEXANDER TRUE,home,True
9,2026,runkosarja,JYP,2,1941,29914070,EETU PELTOLA,30728763,VALTTERI OJANTAKANEN,1,247,,1,4,2025-09-12T16:46:37Z,3 52 53 54 63,14 18 25 31 39,34394517,RONI JOKINEN,home,False
9,2026,runkosarja,JYP,2,2093,30010552,LEEVI TUKIAINEN,23595916,SAMI VATANEN,1,271,YV,1,5,2025-09-12T16:54:53Z,,,33209030,JERE LASSILA,home,False
9,2026,runkosarja,JYP,3,3570,,,,,2,459,TM,2,6,2025-09-12T17:55:25Z,3 10 53 76 82 89,17 44 63 77 92,30010552,LEEVI TUKIAINEN,home,False
9,2026,runkosarja,Jukurit,1,602,32755912,AARON HAKALA,,,1,81,,1,1,2025-09-12T15:49:57Z,14 25 39 44 63,3 9 16 53 82,33549965,NIKO KORKOLA,away,False
9,2026,runkosarja,Jukurit,2,2305,60960731,CONNOR FORD,33502478,JEREMI TAMMELA,2,293,VT,2,5,2025-09-12T17:01:33Z,14 25 39 44 63,16 58 71 82 89,25663901,ALEXANDER RUUTTU,away,False
10,2026,runkosarja,Kärpät,1,32,29864256,EEMIL ERHOLTZ,24913937,MARKUS NUTIVAARA,0,11,,1,1,2025-09-12T15:34:17Z,12 22 23 29 57,26 33 38 65 73,31762087,AKU RÄTY,home,False
10,2026,runkosarja,Kärpät,1,549,32558931,TUUKKA TIEKSOLA,24959726,ATTE OHTAMAA,0,90,,1,2,2025-09-12T15:50:57Z,6 11 28 38 48,8 18 29 55 61,23168071,TUOMAS SALMELA,home,False
10,2026,runkosarja,Kärpät,3,2513,,,,,0,352,AV,1,3,2025-09-12T19:31:36Z,9 23 48 72 86,9 26 33 38,32269686,RONI HIRVONEN,home,True
10,2026,runkosarja,Kärpät,3,3146,60716456,MATYAS KANTNER,,,1,431,,1,4,2025-09-12T18:03:13Z,6 12 17 28 29,11 27 55 61 93,60751845,BEN TARDIF,home,False
10,2026,runkosarja,Kärpät,3,3516,32269686,RONI HIRVONEN,60660609,NIKLAS RUBIN,2,482,TM,1,5,2025-09-12T19:31:35Z,9 12 17 23 29 86,33 38 61 65 73,29864256,EEMIL ERHOLTZ,home,False
10,2026,runkosarja,Kärpät,3,3585,32269686,RONI HIRVONEN,60952399,JIRI TICHACEK,2,498,YV,1,6,2025-09-12T17:59:53Z,,,60716456,MATYAS KANTNER,home,False
10,2026,runkosarja,Ilves,3,2945,22770842,JOONAS NÄTTINEN,60902372,CARL KLINGBERG,1,402,,1,3,2025-09-12T17:34:33Z,8 11 18 26 61,11 21 43 48 86,60860278,ERIK BORG,away,False
10,2026,runkosarja,Ilves,3,3297,60544772,LUKAS JASEK,32780178,MATIAS MÄNTYKIVI,2,451,IM,1,4,2025-09-12T18:03:45Z,11 27 55 61 93,9 12 23 29 46 48,60545126,SIMON JOHANSSON,away,False
11,2026,runkosarja,SaiPa,1,141,34323261,EMIL KUUSLA,40005621,SANTERI AIROLA,0,22,,1,1,2025-09-12T15:34:28Z,18 22 24 42 77,6 7 12 25 70,28471734,SAMULI NIINISAARI,home,False
11,2026,runkosarja,SaiPa,2,1952,,,,,1,253,,2,2,2025-09-12T16:43:00Z,6 13 15 43 88,6 14 41 75 82,29937251,PATRIK SIIKANEN,home,False
11,2026,runkosarja,KooKoo,2,1889,33558231,SIMO HEINONEN,31531807,VILLE PUHAKKA,1,244,,1,1,2025-09-12T16:41:16Z,10 15 22 50 51,19 29 39 71 77,40245614,RADEK KOBLIZEK,away,False
11,2026,runkosarja,KooKoo,3,2571,33373610,ROBERT ROOBA,27752328,OTTO PAAJANEN,2,338,SR,1,2,2025-09-12T17:19:00Z,7 14 18 21 81,13 15 39 42 88,32378409,OSSI-PETTERI JAAKOLA,away,False
11,2026,runkosarja,KooKoo,3,2974,,,,,3,392,AV,1,2,2025-09-12T17:54:04Z,6 25 41 70 82,18 39 70 77,60705422,MARCUS DAVIDSSON,away,True
11,2026,runkosarja,KooKoo,3,3569,32713394,OSKARI LUOTO,,,4,476,TM,1,2,2025-09-12T17:49:00Z,25 26 41 70 75 82,6 17 22 71 88,33373610,ROBERT ROOBA,away,False
12,2026,runkosarja,Sport,1,238,60658804,SIMON HJALMARSSON,60954938,LUDVIG CLAESSON,0,33,,1,1,2025-09-12T15:38:36Z,6 19 38 87 98,5 7 11 17 28,60454974,SEBASTIAN STÅLBERG,home,False
12,2026,runkosarja,Sport,2,1760,31896306,VILJAMI NIEMINEN,22051859,MIIKA KOIVISTO,1,231,YV,2,2,2025-09-12T16:44:28Z,,,60454974,SEBASTIAN STÅLBERG,home,False
12,2026,runkosarja,TPS,1,748,27023853,ALEKSI SAARELA,40373820,AATOS KOIVU,1,103,YV2,1,1,2025-09-12T15:55:00Z,,,31803661,EETU PÄKKILÄ,away,False
12,2026,runkosarja,TPS,2,1819,30969140,LEEVI TEISSALA,25541395,VELI-MATTI SAVINAINEN,2,238,,1,2,2025-09-12T16:46:44Z,5 12 53 71 86,6 19 40 86 98,40005133,SISU-PETTERI LEHTONEN,away,False
12,2026,runkosarja,TPS,2,2306,31803661,EETU PÄKKILÄ,40149909,KASPER PIKKARAINEN,3,299,SR,2,2,2025-09-12T18:07:48Z,7 16 61 71 86,7 21 66 82 84 87,31569277,JOEL MÄÄTTÄ,away,True
13,2026,runkosarja,Ässät,1,389,21848539,JAN-MIKAEL JÄRVINEN,33424682,RAMI MÄÄTTÄ,0,56,,1,1,2025-09-12T15:47:34Z,4 15 43 50 93,10 16 25 44 55,60311767,NESTOR NOIVA,home,False
13,2026,runkosarja,Ässät,2,1586,60761513,DYLAN FABRE,21848539,JAN-MIKAEL JÄRVINEN,0,217,,1,2,2025-09-12T18:03:34Z,6 10 25 74 88,8 16 37 44 78,33424682,RAMI MÄÄTTÄ,home,True
13,2026,runkosarja,Ässät,3,2859,60311767,NESTOR NOIVA,21848539,JAN-MIKAEL JÄRVINEN,0,387,,3,3,2025-09-12T17:31:58Z,3 6 19 23 50,3 16 44 67 78,60761513,DYLAN FABRE,home,False
13,2026,runkosarja,Ässät,3,3374,,,,,1,467,RL0,0,3,2025-09-12T17:50:46Z,,,33562188,PATRIK JUHOLA,home,False
13,2026,runkosarja,Ässät,3,3470,33562188,PATRIK JUHOLA,,,1,483,TM,1,4,2025-09-12T17:54:14Z,10 15 23 25 63 74,9 10 19 55 86,32167539,PETTERI RIIHINEN,home,False
13,2026,runkosarja,HPK,3,3128,29885743,KRISTIAN VESALAINEN,21870028,HARRI KAINULAINEN,1,428,YV,1,3,2025-09-12T18:01:58Z,,,23806498,ELMERI ERONEN,away,False
14,2026,runkosarja,HIFK,2,1372,40040956,NIKLAS NYKYRI,,,1,176,,1,1,2025-09-12T17:33:55Z,8 16 21 34 75,4 40 78 79 82,34470143,AATU KARJALAINEN,home,False
14,2026,runkosarja,HIFK,3,3204,32675788,DANIEL MÄKIAHO,24223973,TONY SUND,2,386,,2,2,2025-09-12T18:51:08Z,3 14 40 51 89,6 33 42 71 79,40068762,BRUNO JALASTI,home,False
14,2026,runkosarja,K-Espoo,1,346,23165838,TOMI SALLINEN,21851458,MATTI JÄRVINEN,1,46,,1,0,2025-09-12T16:45:37Z,15 33 63 71 85,3 18 40 51 71,22768061,KRISTIAN NÄKYVÄ,away,False
14,2026,runkosarja,K-Espoo,2,1993,29782985,NIKLAS PELTOMÄKI,60861292,CAMERON HILLIS,2,255,,1,1,2025-09-12T18:23:23Z,6 42 52 82 98,8 21 26 75 88,23017821,JOONAS RASK,away,False
14,2026,runkosarja,K-Espoo,3,3254,33150613,JONI JURMO,60923647,ARVID ARONSSON,3,396,,1,2,2025-09-12T19:08:04Z,15 33 43 52 85,4 7 55 78 89,34132533,ARTTU TUOMAALA,away,True
14,2026,runkosarja,K-Espoo,3,3527,21851458,MATTI JÄRVINEN,27841653,MIRO KESKITALO,4,427,TM,1,2,2025-09-12T18:57:55Z,21 43 52 71 79 98,3 7 18 40 71,23165838,TOMI SALLINEN,away,False
15,2026,runkosarja,HPK,1,158,40039427,OLIVER KOPILOFF,30670073,LAURI SERTTI,0,23,,1,1,2025-09-13T14:50:53Z,16 22 33 52 81,5 6 23 44 92,60659010,ARTURS ANDZANS,home,False
15,2026,runkosarja,HPK,1,227,29885743,KRISTIAN VESALAINEN,23806498,ELMERI ERONEN,0,32,,1,2,2025-09-13T21:52:46Z,4 12 21 53 55,5 19 63 88 93,23029644,TEEMU RAUTIAINEN,home,True
15,2026,runkosarja,HPK,3,3285,29885743,KRISTIAN VESALAINEN,34320235,JESSE KIISKINEN,1,424,,2,3,2025-09-13T21:52:38Z,16 55 61 71 86,5 19 63 88 93,23029644,TEEMU RAUTIAINEN,home,False
15,2026,runkosarja,HPK,3,3584,33296946,SAMI PÄIVÄRINTA,30851669,HEIKKI HUTTUNEN,1,466,TM,1,4,2025-09-13T16:24:34Z,11 17 28 55 71 86,12 25 43 64 74,21870028,HARRI KAINULAINEN,home,False
15,2026,runkosarja,Sport,1,1095,60454974,SEBASTIAN STÅLBERG,60744055,JOHAN SUNDSTRÖM,1,143,,1,2,2025-09-13T14:32:20Z,3 6 23 44 92,7 11 17 28 72,22891255,SAMULI PIIPPONEN,away,False
16,2026,runkosarja,K-Espoo,2,1829,60861295,PETER QUENNEVILLE,30731093,JANNE HÄMÄLÄINEN,0,237,,1,1,2025-09-13T15:15:37Z,8 10 14 55 93,4 14 28 51 89,24650025,IIKKA KANGASNIEMI,home,False
16,2026,runkosarja,K-Espoo,3,2503,23165838,TOMI SALLINEN,,,0,336,,1,2,2025-09-13T16:26:29Z,16 25 37 44 78,3 18 21 40 71,21851458,MATTI JÄRVINEN,home,True
16,2026,runkosarja,Ässät,3,3087,29942233,LASSI VANHATALO,25334515,VALTTERI VILJANEN,1,417,YV,1,2,2025-09-13T16:04:19Z,,,33562188,PATRIK JUHOLA,away,False
17,2026,runkosarja,KalPa,3,3416,23167645,SAKU SALMELA,23065792,JAAKKO RISSANEN,4,394,,1,1,2025-09-13T16:30:08Z,6 26 42 51 89,7 20 28 70 90,24338350,TEEMU HARTIKAINEN,home,False
17,2026,runkosarja,KalPa,3,3479,31578145,JUUSO MÄENPÄÄ,,,4,402,,2,2,2025-09-13T16:33:03Z,15 42 51 63 82,9 22 55 71 89,60954533,CADE BORCHARDT,home,False
17,2026,runkosarja,KalPa,3,3505,60954533,CADE BORCHARDT,31578145,JUUSO MÄENPÄÄ,4,407,IM,1,3,2025-09-13T16:35:03Z,11 23 26 42 51,9 22 28 55 70 71,23065792,JAAKKO RISSANEN,home,False
17,2026,runkosarja,Tappara,1,426,30984675,ALEKSI MATINMIKKO,31574013,KASPER SIMONTAIVAL,1,60,,1,0,2025-09-13T14:21:59Z,7 16 17 41 89,11 21 23 25 62,28696292,JULIUS MATTILA,away,False
17,2026,runkosarja,Tappara,1,854,31574013,KASPER SIMONTAIVAL,,,2,109,,1,0,2025-09-13T14:32:15Z,6 9 18 22 71,6 11 25 26 62,21468906,HENRIK HAAPALA,away,False
17,2026,runkosarja,Tappara,1,904,60963285,JOACHIM BLICHFELD,31854445,KRISTIAN TANUS,3,116,,1,0,2025-09-13T14:34:07Z,3 17 20 22 90,17 21 26 27 88,28696276,JESPER MATTILA,away,False
17,2026,runkosarja,Tappara,2,2032,31574013,KASPER SIMONTAIVAL,24501132,JYRKI JOKIPAKKA,4,258,YV,1,0,2025-09-13T16:50:33Z,,,29969041,AAPELI RÄSÄNEN,away,True
17,2026,runkosarja,Tappara,3,3109,,,,,4,370,RL0,0,0,2025-09-13T16:19:19Z,,,60963285,JOACHIM BLICHFELD,away,False
17,2026,runkosarja,Tappara,3,3583,24501132,JYRKI JOKIPAKKA,25113804,OTTO RAUHALA,5,422,TM,1,3,2025-09-13T16:40:55Z,9 22 28 70 71 89,17 23 26 42 51,60963326,ONDREJ PAVEL,away,False
18,2026,runkosarja,KooKoo,1,1160,33558231,SIMO HEINONEN,27355408,MISKA SIIKONEN,3,140,,1,1,2025-09-13T14:33:26Z,7 41 55 75 82,19 29 39 43 71,31046431,KIM NOUSIAINEN,home,False
18,2026,runkosarja,KooKoo,2,2113,32713394,OSKARI LUOTO,,,4,260,,1,2,2025-09-13T15:22:30Z,6 10 15 26 51,6 17 18 19 22,33558231,SIMO HEINONEN,home,False
18,2026,runkosarja,KooKoo,3,2564,33373610,ROBERT ROOBA,40245614,RADEK KOBLIZEK,4,322,YV,1,3,2025-09-13T15:55:42Z,,,32640153,JIMI SUOMI,home,False
18,2026,runkosarja,KooKoo,3,2621,24324348,ARI GRÖNDAHL,60705422,MARCUS DAVIDSSON,4,333,,1,4,2025-09-13T15:59:18Z,6 7 10 15 51,6 17 55 58 70,33472003,MANU MÄKELÄ,home,False
18,2026,runkosarja,SaiPa,1,601,40005288,KARRI AHO,32555154,EERO KLINTRUP,1,71,,1,0,2025-09-13T14:14:30Z,13 15 42 77 88,18 22 50 57 81,40007991,OTTO HOKKANEN,away,False
18,2026,runkosarja,SaiPa,1,862,31165561,OTTO KIVENMÄKI,,,2,102,,1,0,2025-09-13T14:54:22Z,18 22 24 42 43,10 15 22 26 51,24641005,ANTTI KALAPUDAS,away,False
18,2026,runkosarja,SaiPa,1,1146,40007991,OTTO HOKKANEN,34323261,EMIL KUUSLA,3,136,YV,1,0,2025-09-13T14:36:22Z,,,60954325,MAXIME FORTIER,away,False
18,2026,runkosarja,SaiPa,2,1596,31165561,OTTO KIVENMÄKI,25556746,MIIKKA SALOMÄKI,4,200,YV,1,1,2025-09-13T15:06:30Z,,,100026177,TEEMU KIVIHALME,away,False
18,2026,runkosarja,SaiPa,3,3338,24641005,ANTTI KALAPUDAS,31165561,OTTO KIVENMÄKI,5,421,YV,1,4,2025-09-13T16:38:14Z,,,25556746,MIIKKA SALOMÄKI,away,True
18,2026,runkosarja,SaiPa,3,3570,30712591,HENRI NIKKANEN,60954325,MAXIME FORTIER,6,448,YV,3,4,2025-09-13T16:31:26Z,,,29937251,PATRIK SIIKANEN,away,False
19,2026,runkosarja,Pelicans,1,1152,30793837,ELIAS VILÉN,40121233,ONNI KÄYHKÖ,1,140,,1,1,2025-09-13T14:50:50Z,13 15 43 82 98,10 37 61 77 91,60760867,AIDAN DUDAS,home,False
19,2026,runkosarja,Pelicans,2,1250,60760867,AIDAN DUDAS,30793837,ELIAS VILÉN,1,159,YV,1,2,2025-09-13T14:56:50Z,,,60962764,CHRISTOFFER FORSBERG,home,False
19,2026,runkosarja,Pelicans,2,1705,60904682,HAMPUS FALK,60986872,LUCAS EDMONDS,2,223,,2,3,2025-09-15T19:06:37Z,6 19 43 86 98,19 23 47 55 93,60962764,CHRISTOFFER FORSBERG,home,True
19,2026,runkosarja,Pelicans,2,1865,60986872,LUCAS EDMONDS,24509817,CASIMIR JÜRGENS,2,248,,1,4,2025-09-13T15:35:57Z,13 19 21 86 98,19 23 61 72 77,100026105,PATRIK CARLSSON,home,False
19,2026,runkosarja,Pelicans,3,2583,32869811,RONI KARVINEN,30793837,ELIAS VILÉN,2,344,YV,3,5,2025-09-15T19:06:29Z,,,60962764,CHRISTOFFER FORSBERG,home,False
19,2026,runkosarja,HIFK,1,276,40046421,LAURI SINIVUORI,,,1,38,,2,0,2025-09-13T14:09:14Z,19 23 47 55 93,6 42 52 79 85,27900714,PETRUS PALMU,away,False
19,2026,runkosarja,HIFK,2,1548,60578087,OLIVER LARSEN,22333124,JORI LEHTERÄ,2,202,YV,1,2,2025-09-13T15:06:10Z,,,60809982,VINCENT MARLEAU,away,False
20,2026,runkosarja,TPS,1,446,60799830,LUKAS WERNBLOM,25541395,VELI-MATTI SAVINAINEN,0,64,,2,1,2025-09-13T16:24:34Z,5 9 10 47 90,5 19 49 66 87,27023853,ALEKSI SAARELA,home,True
20,2026,runkosarja,TPS,2,1848,30969140,LEEVI TEISSALA,29948541,TARMO REUNANEN,0,243,,1,2,2025-09-13T15:32:33Z,5 6 9 18 24,6 21 22 66 98,60900264,TIM SÖDERLUND LEGER,home,False
20,2026,runkosarja,TPS,3,3461,32294910,NIKLAS YLITALO,,,0,431,TM,2,3,2025-09-13T16:17:21Z,9 16 18 86 88 93,4 10 22 26 38,60900264,TIM SÖDERLUND LEGER,home,False
20,2026,runkosarja,Lukko,1,483,,,,,0,81,VT0,0,1,2025-09-13T14:21:13Z,,,0,,away,False
63,2026,runkosarja,KalPa,1,69,60715086,FILIP WESTERLUND,60866735,PATRICK CURRY,0,14,,2,1,2025-09-16T15:33:40Z,3 4 18 51 78,6 20 22 71 97,27471447,ALEKSI KLEMETTI,home,False
63,2026,runkosarja,KalPa,1,914,23065792,JAAKKO RISSANEN,24725109,LASSE LAPPALAINEN,0,123,YV,1,2,2025-09-16T15:57:08Z,,,60866735,PATRICK CURRY,home,False
63,2026,runkosarja,KalPa,2,1680,31110600,BENJAMIN KORHONEN,,,0,231,,1,3,2025-09-16T17:53:16Z,7 14 16 55 89,3 16 17 18 42,32873373,ANDREAS OKANY,home,True
63,2026,runkosarja,KalPa,3,3505,,,,,2,460,"AV,TM",1,4,2025-09-16T17:46:36Z,4 8 14 51 71 89,3 17 28 97,31110600,BENJAMIN KORHONEN,home,False
63,2026,runkosarja,K-Espoo,2,2016,22768061,KRISTIAN NÄKYVÄ,27841653,MIRO KESKITALO,1,277,,1,3,2025-09-16T17:16:05Z,16 17 18 42 89,3 16 51 71 89,31296980,JERE VÄISÄNEN,away,False
63,2026,runkosarja,K-Espoo,3,2993,34132533,ARTTU TUOMAALA,40046575,KASPER KULONUMMI,2,400,VT,2,3,2025-09-16T17:33:48Z,6 16 17 42 97,4 16 26 34 78,31296980,JERE VÄISÄNEN,away,False
