game_id,season_year,tournament,team,period,game_time_s,assist1_id,assist1_name,assist2_id,assist2_name,away_score,event_id,goal_types,goals_in_season,home_score,log_time,minus_players,plus_players,scorer_id,scorer_name,team_side,winning_goal
60,2026,runkosarja,Jukurit,2,1433,60860213,KIM JOHANSSON,60960731,CONNOR FORD,1,188,YV,3,1,2025-09-30T16:27:46Z,,,34570580,TOPIAS HYNNINEN,home,False
60,2026,runkosarja,Jukurit,2,2290,34570580,TOPIAS HYNNINEN,60860213,KIM JOHANSSON,2,294,YV,1,2,2025-09-30T16:57:22Z,,,33401427,VILJAM SANDVIK,home,False
60,2026,runkosarja,Jukurit,2,2307,60860218,THOMAS OLSEN,28897266,JUUSO AROLA,2,301,,1,3,2025-09-30T17:53:15Z,3 18 28 61 77,3 10 20 23 34,32306811,SEVERI IMMONEN,home,True
60,2026,runkosarja,Jukurit,3,3527,60860213,KIM JOHANSSON,,,2,460,TM,2,4,2025-09-30T17:43:22Z,28 39 40 44 61 63,3 7 16 76 82,29658365,SAKKE HÄMÄLÄINEN,home,False
60,2026,runkosarja,JYP,1,537,40049925,SANTERI HUOVILA,33209030,JERE LASSILA,1,72,YV,3,0,2025-09-30T16:18:58Z,,,22953708,JUUSO PUUSTINEN,away,False
60,2026,runkosarja,JYP,2,2220,24064653,OTTO MÄKINEN,22937737,JUUSO PULLI,2,281,,2,1,2025-09-30T16:48:18Z,7 18 34 58 93,2 17 25 44 85,23595916,SAMI VATANEN,away,False
61,2026,runkosarja,Tappara,1,1083,40101227,JUHO PIIPARINEN,23517198,JONI TUULOLA,0,141,,7,1,2025-09-30T17:58:21Z,16 34 56 90 93,27 57 63 88 89,60963285,JOACHIM BLICHFELD,home,True
61,2026,runkosarja,Tappara,2,1298,33490124,BENJAMIN RAUTIAINEN,23517198,JONI TUULOLA,0,174,,5,2,2025-09-30T16:27:33Z,6 18 43 86 88,22 57 63 78 82,25489224,EETU TUULOLA,home,False
61,2026,runkosarja,Tappara,2,1881,33490124,BENJAMIN RAUTIAINEN,40101227,JUHO PIIPARINEN,0,250,,1,3,2025-09-30T16:47:01Z,17 34 47 48 51,22 57 63 78 82,23517198,JONI TUULOLA,home,False
61,2026,runkosarja,Tappara,2,2280,60963285,JOACHIM BLICHFELD,31854445,KRISTIAN TANUS,0,304,VT,2,4,2025-09-30T17:01:34Z,5 6 18 43 93,21 27 63 88 89,30984675,ALEKSI MATINMIKKO,home,False
61,2026,runkosarja,Lukko,3,3552,,,,,0,460,RL0,0,4,2025-09-30T17:52:37Z,,,60348448,PONTHUS WESTERHOLM,away,False
62,2026,runkosarja,HIFK,2,1877,60751920,PETR KODYTEK,27900714,PETRUS PALMU,2,244,,3,1,2025-10-01T16:38:50Z,29 39 43 71 82,6 43 52 77 98,60809982,VINCENT MARLEAU,home,False
62,2026,runkosarja,HIFK,3,2704,22333124,JORI LEHTERÄ,24223973,TONY SUND,2,357,YV,1,2,2025-10-01T17:20:58Z,,,60751920,PETR KODYTEK,home,False
62,2026,runkosarja,HIFK,3,2866,60751920,PETR KODYTEK,32108624,MATIAS RAJANIEMI,2,378,,2,3,2025-10-01T17:26:42Z,6 13 17 22 88,14 43 71 77 98,32675788,DANIEL MÄKIAHO,home,False
62,2026,runkosarja,KooKoo,1,1016,32551174,JESPER AHLROTH,40172010,JOONAS ODEN,1,133,,3,0,2025-10-01T15:58:18Z,4 19 78 82 98,18 24 28 70 77,60705422,MARCUS DAVIDSSON,away,False
62,2026,runkosarja,KooKoo,2,1695,31046431,KIM NOUSIAINEN,27355408,MISKA SIIKONEN,2,221,YV,2,0,2025-10-01T16:35:14Z,,,40245614,RADEK KOBLIZEK,away,False
62,2026,runkosarja,KooKoo,3,3529,40245614,RADEK KOBLIZEK,33373610,ROBERT ROOBA,3,462,IM,2,3,2025-10-01T17:45:30Z,6 21 25 28 71,13 29 43 71 82 88,30730803,KALLE LOPONEN,away,False
62,2026,runkosarja,KooKoo,5,3900,,,,,4,525,VL,1,3,2025-10-01T18:02:58Z,,,33472003,MANU MÄKELÄ,away,False
64,2026,runkosarja,Kärpät,3,2846,31762087,AKU RÄTY,60952399,JIRI TICHACEK,2,345,,1,1,2025-10-01T17:17:16Z,4 10 19 61 91,11 26 27 38 65,28262723,PATRIK VIRTA,home,False
64,2026,runkosarja,Kärpät,3,3388,60751845,BEN TARDIF,60903437,MARCUS BJÖRK,2,405,,2,2,2025-10-01T17:30:12Z,10 27 47 55 91,27 33 38 47 61,31762087,AKU RÄTY,home,False
64,2026,runkosarja,Pelicans,2,1724,60904682,HAMPUS FALK,60760697,MICHAL JORDAN,1,211,,1,0,2025-10-01T16:31:15Z,11 27 55 61 93,10 47 55 91 93,33464927,KIM NIEMINEN,away,False
64,2026,runkosarja,Pelicans,2,1978,60986872,LUCAS EDMONDS,30793837,ELIAS VILÉN,2,241,,1,0,2025-10-01T16:38:03Z,27 33 38 55 61,10 19 77 87 91,32869811,RONI KARVINEN,away,False
64,2026,runkosarja,Pelicans,4,3765,32869811,RONI KARVINEN,30793837,ELIAS VILÉN,3,460,YV,2,2,2025-10-01T17:49:08Z,,,60952606,LUKAS ZETTERBERG,away,True
65,2026,runkosarja,SaiPa,2,1588,,,,,0,187,,1,1,2025-10-01T16:31:05Z,5 12 19 63 88,12 14 21 55 82,60762062,ONDREJ TREJBAL,home,False
65,2026,runkosarja,SaiPa,2,2218,40055660,JANNE NAUKKARINEN,31809869,JUUSO HEIKKILÄ,1,266,,1,2,2025-10-01T16:54:41Z,3 5 10 16 25,6 18 41 62 70,40005621,SANTERI AIROLA,home,False
65,2026,runkosarja,SaiPa,4,3698,33517816,SAMU BAU,100026177,TEEMU KIVIHALME,2,457,,3,3,2025-10-01T18:04:58Z,12 64 74,10 12 26,31165561,OTTO KIVENMÄKI,home,True
65,2026,runkosarja,HPK,2,1883,60984207,CAMERON WRIGHT,,,1,222,,1,1,2025-10-01T17:16:09Z,6 7 41 75 82,3 6 16 25 88,34320235,JESSE KIISKINEN,away,False
65,2026,runkosarja,HPK,3,2480,22709389,PETTERI NIKKILÄ,33254027,VILI ALITALO,2,294,,2,2,2025-10-01T17:19:05Z,12 26 41 55 75,8 10 25 43 74,31585390,MISKA KUKKONEN,away,False
66,2026,runkosarja,Ilves,3,2776,60905049,JOHN NYBERG,,,1,352,YV,5,0,2025-10-01T17:47:46Z,,,60361530,MATIC TÖRÖK,away,True
66,2026,runkosarja,Ilves,3,3576,32780178,MATIAS MÄNTYKIVI,60658794,JENS LÖÖKE,2,447,TM,2,0,2025-10-01T17:41:22Z,3 11 17 39 55 71,12 28 29 43 92,60972169,LUKE HENMAN,away,False
67,2026,runkosarja,Lukko,3,2463,60794693,ANTON OLSSON,40050277,DANIEL SALONEN,0,329,,1,1,2025-10-02T17:26:52Z,18 24 28 70 77,6 18 34 56 88,60675410,ANTOINE MORAND,home,False
67,2026,runkosarja,Lukko,3,3016,60794693,ANTON OLSSON,29948651,NUUTTI VIITASALO,0,397,,2,2,2025-10-02T17:55:00Z,28 55 71 77 82,14 25 27 34 56,31835642,AARNE INTONEN,home,True
67,2026,runkosarja,Lukko,3,3460,60348448,PONTHUS WESTERHOLM,29948651,NUUTTI VIITASALO,1,452,,1,3,2025-10-02T17:49:40Z,6 17 18 55 71,10 25 27 34 56,30687613,ANTTI SAARELA,home,False
67,2026,runkosarja,KooKoo,3,3355,,,,,1,437,,2,2,2025-10-02T17:45:08Z,5 9 16 90 93,13 39 43 55 88,60342516,VILMOS GALLO,away,False
68,2026,runkosarja,HPK,2,1493,30851669,HEIKKI HUTTUNEN,34320235,JESSE KIISKINEN,2,182,YV,3,1,2025-10-03T16:29:11Z,,,33296946,SAMI PÄIVÄRINTA,home,False
68,2026,runkosarja,HPK,2,1823,29885743,KRISTIAN VESALAINEN,60984207,CAMERON WRIGHT,2,220,,2,2,2025-10-03T16:39:03Z,19 47 67 80 93,3 16 74 88 93,34320235,JESSE KIISKINEN,home,False
68,2026,runkosarja,HPK,3,3568,,,,,3,434,VT0,0,2,2025-10-03T17:47:51Z,,,0,,home,False
68,2026,runkosarja,Ässät,1,353,25461491,JONNE TAMMELA,33562188,PATRIK JUHOLA,1,47,,4,0,2025-10-03T15:41:11Z,3 6 12 19 50,10 16 19 47 80,60311767,NESTOR NOIVA,away,False
68,2026,runkosarja,Ässät,1,403,27845730,VALTTERI LIPIÄINEN,60960746,OSKAR NILSSON,2,52,,2,0,2025-10-03T15:42:39Z,5 16 63 88 93,9 10 37 44 78,21848539,JAN-MIKAEL JÄRVINEN,away,False
68,2026,runkosarja,Ässät,2,2267,31519609,KASPER PUUTIO,25461491,JONNE TAMMELA,3,274,YV,3,2,2025-10-03T18:09:35Z,,,21848539,JAN-MIKAEL JÄRVINEN,away,True
68,2026,runkosarja,Ässät,3,3598,33562188,PATRIK JUHOLA,,,4,443,"TM,YV",2,2,2025-10-03T17:56:55Z,,,25461491,JONNE TAMMELA,away,False
69,2026,runkosarja,Jukurit,3,3164,60960737,WILLIAM WORGE KREU,34570580,TOPIAS HYNNINEN,1,425,,1,1,2025-10-03T17:34:43Z,2 10 66 88 91,7 20 52 58 93,60352766,BENCE HORVATH,home,False
69,2026,runkosarja,Jukurit,5,3900,,,,,1,532,VL,1,2,2025-10-03T18:01:39Z,,,28897266,JUUSO AROLA,home,False
69,2026,runkosarja,TPS,3,2690,40015008,VILI MUNKKI,29948541,TARMO REUNANEN,1,369,,4,0,2025-10-03T17:22:51Z,7 18 34 58 70,6 22 57 66 98,60900264,TIM SÖDERLUND LEGER,away,False
70,2026,runkosarja,JYP,1,922,33209030,JERE LASSILA,23595916,SAMI VATANEN,0,120,YV,9,1,2025-10-03T17:58:54Z,,,30010552,LEEVI TUKIAINEN,home,True
70,2026,runkosarja,JYP,2,1668,33209030,JERE LASSILA,23595916,SAMI VATANEN,0,213,YV,4,2,2025-10-03T16:35:58Z,,,22953708,JUUSO PUUSTINEN,home,False
70,2026,runkosarja,JYP,2,2119,22937737,JUUSO PULLI,34394517,RONI JOKINEN,0,267,,5,3,2025-10-03T16:50:14Z,4 42 43 77 98,2 18 28 39 61,33209030,JERE LASSILA,home,False
70,2026,runkosarja,JYP,3,2986,33209030,JERE LASSILA,40049925,SANTERI HUOVILA,0,382,,10,4,2025-10-03T17:31:10Z,28 33 71 78 79,28 44 61 63 77,30010552,LEEVI TUKIAINEN,home,False
70,2026,runkosarja,JYP,3,3328,40049925,SANTERI HUOVILA,60823918,TRENT BOURQUE,0,424,YV,4,5,2025-10-03T17:40:22Z,,,30728763,VALTTERI OJANTAKANEN,home,False
70,2026,runkosarja,JYP,3,3588,,,,,0,449,RL,5,6,2025-10-03T17:47:26Z,,39,30728763,VALTTERI OJANTAKANEN,home,False
70,2026,runkosarja,HIFK,1,123,,,,,0,21,VT0,0,0,2025-10-03T15:37:58Z,,,0,,away,False
71,2026,runkosarja,KalPa,5,3900,,,,,1,488,VL,5,0,2025-10-03T17:48:12Z,,,24338350,TEEMU HARTIKAINEN,away,False
72,2026,runkosarja,SaiPa,1,419,40055660,JANNE NAUKKARINEN,40005621,SANTERI AIROLA,2,62,YV,4,1,2025-10-03T16:20:44Z,,,60954325,MAXIME FORTIER,home,False
72,2026,runkosarja,SaiPa,1,1185,29937251,PATRIK SIIKANEN,40005288,KARRI AHO,2,157,,5,2,2025-10-03T16:06:04Z,5 11 17 72 80,22 26 41 75 82,30712591,HENRI NIKKANEN,home,False
72,2026,runkosarja,SaiPa,2,1844,60954325,MAXIME FORTIER,40055660,JANNE NAUKKARINEN,3,252,YV,2,3,2025-10-03T16:45:25Z,,,40005621,SANTERI AIROLA,home,False
72,2026,runkosarja,SaiPa,3,3131,30712591,HENRI NIKKANEN,,,4,423,,5,4,2025-10-03T17:40:52Z,3 16 39 71 81,7 22 41 75 82,60954325,MAXIME FORTIER,home,False
72,2026,runkosarja,SaiPa,4,3640,,,,,4,500,,4,5,2025-10-03T18:05:25Z,11 12 16 72,6 10 26 75,31165561,OTTO KIVENMÄKI,home,True
72,2026,runkosarja,Sport,1,33,,,,,1,9,,3,0,2025-10-03T15:31:41Z,22 41 50 75 82,3 5 39 61 71,31896306,VILJAMI NIEMINEN,away,False
72,2026,runkosarja,Sport,1,50,60744050,KALLE MIKETINAC,,,2,14,,1,0,2025-10-03T15:32:52Z,10 15 18 26 55,11 17 39 72 80,60994994,BRAD HUNT,away,False
72,2026,runkosarja,Sport,2,1599,,,,,3,217,AV,3,2,2025-10-03T16:33:24Z,10 15 25 26 75,5 12 72 80,60744050,KALLE MIKETINAC,away,False
72,2026,runkosarja,Sport,3,2757,60954936,LUDVIG LARSSON,34254136,CHARLES BERTRAND,4,374,,1,3,2025-10-03T18:01:41Z,6 7 12 25 70,3 5 55 61 71,22051859,MIIKA KOIVISTO,away,False
73,2026,runkosarja,Ilves,1,179,60972169,LUKE HENMAN,32780178,MATIAS MÄNTYKIVI,1,31,,6,1,2025-10-03T18:56:05Z,7 22 26 28 51,12 21 23 29 92,60545126,SIMON JOHANSSON,home,False
73,2026,runkosarja,Ilves,1,477,29061253,JOEL KERKKÄNEN,24406130,JULIUS HERMONEN,2,67,,4,2,2025-10-03T16:47:49Z,8 18 26 29 65,6 11 33 52 57,60860278,ERIK BORG,home,False
73,2026,runkosarja,Ilves,3,3600,,,,,7,440,VT0,0,2,2025-10-03T18:54:53Z,,,0,,home,False
73,2026,runkosarja,Kärpät,1,112,33410418,ARTTU ALASIURUA,32558931,TUUKKA TIEKSOLA,1,19,,2,0,2025-10-03T18:55:49Z,6 11 21 22 52,8 18 25 29 55,32915134,ALEKSI ANTTI-ROIKO,away,False
73,2026,runkosarja,Kärpät,1,429,28262723,PATRIK VIRTA,60751845,BEN TARDIF,2,63,,3,1,2025-10-03T16:45:41Z,9 43 46 53 72,11 25 27 38 55,31762087,AKU RÄTY,away,False
73,2026,runkosarja,Kärpät,1,1177,60716456,MATYAS KANTNER,29864256,EEMIL ERHOLTZ,3,152,YV,4,2,2025-10-03T19:05:33Z,,,32269686,RONI HIRVONEN,away,True
73,2026,runkosarja,Kärpät,2,1285,28262723,PATRIK VIRTA,32558931,TUUKKA TIEKSOLA,4,171,YV,5,2,2025-10-03T17:29:01Z,,,60751845,BEN TARDIF,away,False
73,2026,runkosarja,Kärpät,2,1999,31632421,ARTTU PAASO,,,5,256,,5,2,2025-10-03T17:50:53Z,9 21 23 46 72,18 25 33 55 93,32269686,RONI HIRVONEN,away,False
73,2026,runkosarja,Kärpät,2,2082,28262723,PATRIK VIRTA,,,6,268,,1,2,2025-10-03T17:53:17Z,11 22 43 52 57,11 25 27 38 55,31632421,ARTTU PAASO,away,False
73,2026,runkosarja,Kärpät,3,2858,60952399,JIRI TICHACEK,34498264,JANNE PELTONEN,7,352,,4,2,2025-10-03T18:56:13Z,11 21 22 23 52,7 11 26 27 38,31762087,AKU RÄTY,away,False
78,2026,runkosarja,SaiPa,1,537,40055660,JANNE NAUKKARINEN,31809869,JUUSO HEIKKILÄ,0,66,YV,3,1,2025-10-04T13:37:27Z,,,40005621,SANTERI AIROLA,home,False
78,2026,runkosarja,SaiPa,2,1337,28471734,SAMULI NIINISAARI,34323261,EMIL KUUSLA,0,178,,2,2,2025-10-08T06:32:23Z,16 22 53 81 86,7 12 14 25 70,40055660,JANNE NAUKKARINEN,home,True
78,2026,runkosarja,SaiPa,2,1943,60960420,BRIAN KRAMER,25556746,MIIKKA SALOMÄKI,0,254,,3,3,2025-10-04T14:14:15Z,39 55 71 81 86,10 14 15 55 70,40055660,JANNE NAUKKARINEN,home,False
78,2026,runkosarja,SaiPa,3,2447,29937251,PATRIK SIIKANEN,60954325,MAXIME FORTIER,1,324,,6,4,2025-10-08T06:32:15Z,11 17 39 72 80,22 26 41 75 82,30712591,HENRI NIKKANEN,home,False
78,2026,runkosarja,SaiPa,3,3348,,,,,1,427,,2,5,2025-10-04T15:13:35Z,5 11 17 55 80,10 15 18 26 55,100026177,TEEMU KIVIHALME,home,False
78,2026,runkosarja,Sport,1,823,,,,,0,109,RL0,0,1,2025-10-04T13:24:15Z,,,31896306,VILJAMI NIEMINEN,away,False
78,2026,runkosarja,Sport,2,2117,31896306,VILJAMI NIEMINEN,60954938,LUDVIG CLAESSON,1,277,,1,3,2025-10-04T14:20:47Z,6 7 15 18 25,5 12 55 71 86,60662386,PHILIP GRANATH,away,False
74,2026,runkosarja,K-Espoo,3,3233,31296980,JERE VÄISÄNEN,,,4,453,"AV,SR",1,1,2025-10-04T16:14:36Z,8 11 19 27 47,16 18 34 55,28436261,OTTOVILLE LEPPÄNEN,home,False
74,2026,runkosarja,Kärpät,1,443,32269686,RONI HIRVONEN,60716456,MATYAS KANTNER,1,53,,6,0,2025-10-04T14:08:44Z,2 18 34 78 89,7 26 33 73 93,29864256,EEMIL ERHOLTZ,away,False
74,2026,runkosarja,Kärpät,2,1483,32558931,TUUKKA TIEKSOLA,31632421,ARTTU PAASO,2,198,,1,0,2025-10-04T16:37:25Z,8 14 16 34 51,7 8 19 25 29,34498264,JANNE PELTONEN,away,True
74,2026,runkosarja,Kärpät,2,1922,33641009,OLLI NIKUPETERI,31632421,ARTTU PAASO,3,266,,1,0,2025-10-04T15:45:16Z,2 8 14 29 55,22 25 28 51 55,24962616,KASPERI OJANTAKANEN,away,False
74,2026,runkosarja,Kärpät,3,2696,29864256,EEMIL ERHOLTZ,,,4,382,,5,0,2025-10-04T15:56:36Z,28 34 55 78 89,7 26 33 38 73,31762087,AKU RÄTY,away,False
74,2026,runkosarja,Kärpät,3,3443,32269686,RONI HIRVONEN,,,5,485,"TV,TM",1,1,2025-10-04T16:28:28Z,8 40 71 78 89,25 33 55 73,24959726,ATTE OHTAMAA,away,False
75,2026,runkosarja,KalPa,2,1569,60866735,PATRICK CURRY,27471447,ALEKSI KLEMETTI,0,193,,5,1,2025-10-04T16:19:17Z,28 39 43 52 79,6 20 22 55 71,60954533,CADE BORCHARDT,home,True
75,2026,runkosarja,KalPa,3,2988,23065792,JAAKKO RISSANEN,31578145,JUUSO MÄENPÄÄ,0,374,,6,2,2025-10-04T15:57:57Z,14 43 71 77 98,9 28 70 72 97,24338350,TEEMU HARTIKAINEN,home,False
75,2026,runkosarja,KalPa,3,3046,31110600,BENJAMIN KORHONEN,33866651,KONSTA KAPANEN,0,382,,2,3,2025-10-04T15:59:57Z,25 28 39 52 79,3 6 16 17 42,32873373,ANDREAS OKANY,home,False
76,2026,runkosarja,KooKoo,1,227,30730803,KALLE LOPONEN,60705422,MARCUS DAVIDSSON,0,30,YV,2,1,2025-10-04T14:09:02Z,,,26590031,VILLE MESKANEN,home,False
76,2026,runkosarja,KooKoo,2,1348,40172010,JOONAS ODEN,30951530,JOONA RIEKKINEN,1,158,,4,2,2025-10-04T15:39:18Z,28 47 55 70 82,6 18 24 39 70,60705422,MARCUS DAVIDSSON,home,False
76,2026,runkosarja,KooKoo,2,2144,60342516,VILMOS GALLO,30730803,KALLE LOPONEN,1,251,,1,3,2025-10-04T17:04:57Z,20 28 77 82 83,19 27 39 43 55,31773199,AKSELI MÄKINEN,home,True
76,2026,runkosarja,KooKoo,2,2230,31531807,VILLE PUHAKKA,30832947,VEETI MIETTINEN,1,262,,5,4,2025-10-04T16:04:46Z,22 57 83 87 93,6 18 24 70 77,60705422,MARCUS DAVIDSSON,home,False
76,2026,runkosarja,KooKoo,3,3391,40245614,RADEK KOBLIZEK,60705422,MARCUS DAVIDSSON,2,411,TM,3,5,2025-10-04T17:02:49Z,10 19 23 28 29 47,6 17 24 29 70,30832947,VEETI MIETTINEN,home,False
76,2026,runkosarja,Pelicans,1,886,60952605,ALEX CIERNIK,40040845,ANTON KETTUNEN,1,100,,1,1,2025-10-04T14:24:06Z,19 27 28 55 77,28 70 77 82 87,40121233,ONNI KÄYHKÖ,away,False
76,2026,runkosarja,Pelicans,3,2537,60760697,MICHAL JORDAN,60952606,LUKAS ZETTERBERG,2,311,,1,4,2025-10-04T16:32:30Z,6 17 24 70 82,28 47 55 57 70,60904682,HAMPUS FALK,away,False
77,2026,runkosarja,Lukko,3,3028,25126574,MIKAEL RUOHOMAA,29948651,NUUTTI VIITASALO,0,389,,4,1,2025-10-04T16:25:30Z,11 25 28 53 72,5 16 18 34 93,60960461,ALEX BEAUCAGE,home,True
79,2026,runkosarja,Tappara,1,337,33490124,BENJAMIN RAUTIAINEN,29969041,AAPELI RÄSÄNEN,0,46,,2,1,2025-10-04T14:39:50Z,5 15 43 50 81,22 57 63 78 82,23517198,JONI TUULOLA,home,False
79,2026,runkosarja,Tappara,1,1144,30984675,ALEKSI MATINMIKKO,31854445,KRISTIAN TANUS,0,143,YV,8,2,2025-10-04T14:37:02Z,,,60963285,JOACHIM BLICHFELD,home,False
79,2026,runkosarja,HPK,3,2674,34320235,JESSE KIISKINEN,60984207,CAMERON WRIGHT,1,334,,4,2,2025-10-04T15:57:42Z,15 20 27 57 88,3 4 12 16 88,33296946,SAMI PÄIVÄRINTA,away,False
79,2026,runkosarja,HPK,3,2707,29885743,KRISTIAN VESALAINEN,34081477,VILJAMI JOKIRINNE,2,341,,4,2,2025-10-04T16:00:06Z,4 23 25 62 88,4 5 19 64 93,21870028,HARRI KAINULAINEN,away,False
79,2026,runkosarja,HPK,3,3223,23029644,TEEMU RAUTIAINEN,30670073,LAURI SERTTI,3,408,VT,3,2,2025-10-04T16:39:10Z,11 22 23 78 82,19 25 43 74 93,31585390,MISKA KUKKONEN,away,True
79,2026,runkosarja,HPK,3,3538,33296946,SAMI PÄIVÄRINTA,40107053,KIM SAARINEN,4,443,TM,1,2,2025-10-04T16:34:30Z,21 62 63 78 82 88,5 10 12 63 88,40130418,ROOPE VESTERINEN,away,False
80,2026,runkosarja,TPS,1,112,,,,,0,19,,2,1,2025-10-04T14:06:15Z,18 19 34 70 93,4 9 38 57 84,40373820,AATOS KOIVU,home,False
80,2026,runkosarja,TPS,2,2148,30969140,LEEVI TEISSALA,60900264,TIM SÖDERLUND LEGER,1,280,,1,2,2025-10-04T15:22:47Z,7 18 34 58 70,10 22 57 66 98,29948541,TARMO REUNANEN,home,False
80,2026,runkosarja,Jukurit,2,1321,,,,,0,182,RL0,0,1,2025-10-04T14:59:59Z,,,60860213,KIM JOHANSSON,away,False
80,2026,runkosarja,Jukurit,2,1807,60960731,CONNOR FORD,22895620,JESPER PIITULAINEN,1,236,,1,1,2025-10-04T15:12:55Z,5 22 66 87 98,3 16 23 54 76,60585467,ALBERTS SMITS,away,False
80,2026,runkosarja,Jukurit,3,3075,60860213,KIM JOHANSSON,60960736,JUSTIN ADDAMO,2,391,,4,2,2025-10-04T16:07:03Z,2 4 21 49 82,10 20 52 58 70,60860218,THOMAS OLSEN,away,False
80,2026,runkosarja,Jukurit,3,3398,33401427,VILJAM SANDVIK,60352766,BENCE HORVATH,3,430,SR,1,2,2025-10-04T16:24:39Z,9 38 42 84 91,18 34 52 58 70 93,60860213,KIM JOHANSSON,away,True
81,2026,runkosarja,Jukurit,1,1053,22895620,JESPER PIITULAINEN,28897266,JUUSO AROLA,0,138,YV,6,1,2025-10-08T16:50:37Z,,,25663901,ALEXANDER RUUTTU,home,False
81,2026,runkosarja,Jukurit,2,1806,60860213,KIM JOHANSSON,60960737,WILLIAM WORGE KREU,1,239,,3,2,2025-10-08T16:43:25Z,8 14 16 26 34,7 16 58 76 82,29658365,SAKKE HÄMÄLÄINEN,home,False
81,2026,runkosarja,Jukurit,3,3581,33401427,VILJAM SANDVIK,60960731,CONNOR FORD,4,463,IM,2,3,2025-10-08T17:48:53Z,18 21 34 40 71,3 10 16 18 34 54,28897266,JUUSO AROLA,home,False
81,2026,runkosarja,K-Espoo,2,1467,21851458,MATTI JÄRVINEN,40046575,KASPER KULONUMMI,1,193,YV,4,1,2025-10-08T17:15:33Z,,,30731093,JANNE HÄMÄLÄINEN,away,False
81,2026,runkosarja,K-Espoo,3,2875,60861292,CAMERON HILLIS,,,2,376,,1,2,2025-10-08T17:33:09Z,7 10 18 34 58,2 8 14 16 21,29782985,NIKLAS PELTOMÄKI,away,False
81,2026,runkosarja,K-Espoo,3,3146,30731093,JANNE HÄMÄLÄINEN,34132533,ARTTU TUOMAALA,3,409,,2,2,2025-10-08T17:37:41Z,20 52 54 70 71,2 21 28 78 89,29782985,NIKLAS PELTOMÄKI,away,False
81,2026,runkosarja,K-Espoo,3,3545,,,,,4,456,TM,1,2,2025-10-08T17:57:49Z,16 18 34 52 58 93,3 14 28 40 51,27841653,MIRO KESKITALO,away,True
82,2026,runkosarja,Kärpät,1,565,60716456,MATYAS KANTNER,32269686,RONI HIRVONEN,0,82,,2,1,2025-10-08T15:50:31Z,2 3 14 40 71,25 26 33 73 93,60952399,JIRI TICHACEK,home,False
82,2026,runkosarja,Kärpät,2,1431,32558931,TUUKKA TIEKSOLA,33250393,VILJAMI JUUSOLA,0,195,,6,2,2025-10-09T20:09:53Z,28 44 61 63 77,8 19 26 27 39,60751845,BEN TARDIF,home,False
82,2026,runkosarja,Kärpät,2,2043,40055581,BENJAMIN PIETILÄ,24962616,KASPERI OJANTAKANEN,1,281,,2,3,2025-10-09T20:09:54Z,7 29 31 40 71,11 22 51 55 61,23168071,TUOMAS SALMELA,home,True
82,2026,runkosarja,Kärpät,3,2656,60952399,JIRI TICHACEK,60716456,MATYAS KANTNER,2,364,YV,7,4,2025-10-08T17:31:03Z,,,60751845,BEN TARDIF,home,False
82,2026,runkosarja,Kärpät,3,3534,28262723,PATRIK VIRTA,60716456,MATYAS KANTNER,2,482,TM,7,5,2025-10-08T17:57:11Z,7 14 17 39 40 44,11 55 61 73 93,29864256,EEMIL ERHOLTZ,home,False
82,2026,runkosarja,JYP,2,1527,27854909,AARO VIDGREN,32634347,JOONA LEHMUS,1,209,,1,2,2025-10-08T17:20:55Z,7 19 26 73 93,3 14 18 71 92,30434484,MIKKO PERTTU,away,False
82,2026,runkosarja,JYP,2,2257,34394517,RONI JOKINEN,60907490,DANIEL TORGERSSON,2,309,,2,3,2025-10-08T17:21:19Z,11 16 29 55 61,2 7 18 40 71,60962804,ALEXANDER TRUE,away,False
83,2026,runkosarja,Tappara,2,1371,31854445,KRISTIAN TANUS,60854853,DANIEL BRICKLEY,1,167,YV,9,1,2025-10-08T16:24:55Z,,,60963285,JOACHIM BLICHFELD,home,False
83,2026,runkosarja,Tappara,2,2336,30984675,ALEKSI MATINMIKKO,33490124,BENJAMIN RAUTIAINEN,2,288,,4,2,2025-10-08T16:52:55Z,18 24 39 43 70,21 22 63 78 82,29969041,AAPELI RÄSÄNEN,home,False
83,2026,runkosarja,KooKoo,1,1116,33472003,MANU MÄKELÄ,60342516,VILMOS GALLO,1,126,,2,0,2025-10-08T15:58:47Z,15 20 23 27 88,27 39 43 55 58,31773199,AKSELI MÄKINEN,away,False
83,2026,runkosarja,KooKoo,2,1905,27752328,OTTO PAAJANEN,24324348,ARI GRÖNDAHL,2,235,,1,1,2025-10-08T16:40:39Z,22 23 63 78 82,7 13 17 39 88,34601572,JIRI PÄRSSINEN,away,False
83,2026,runkosarja,KooKoo,3,2929,32551174,JESPER AHLROTH,33373610,ROBERT ROOBA,3,369,,3,2,2025-10-09T20:04:35Z,22 23 27 57 82,13 28 77 82 88,26590031,VILLE MESKANEN,away,True
83,2026,runkosarja,KooKoo,3,2952,30951530,JOONA RIEKKINEN,40172010,JOONAS ODEN,4,374,,4,2,2025-10-08T17:33:03Z,21 22 23 78 82,6 17 18 24 70,30832947,VEETI MIETTINEN,away,False
83,2026,runkosarja,KooKoo,3,3200,31773199,AKSELI MÄKINEN,31046431,KIM NOUSIAINEN,5,403,,3,2,2025-10-08T17:51:03Z,20 21 23 27 88,6 17 27 55 58,60342516,VILMOS GALLO,away,False
