game_id,season_year,team,period,game_time_s,event_id,is_bench,minutes,penalized_id,penalized_name,penalty_code,penalty_type,served_by_id,served_by_name
1,2023,Tappara,2,1365,182,False,2,60668269,,KOU,Koukkaaminen,,
1,2023,TPS,1,612,84,False,2,60552432,,KII,Kiinnipitäminen,,
2,2023,HIFK,1,594,80,False,2,27752328,,KAM,Kampitus,,
2,2023,HIFK,2,1570,212,False,2,23000702,,HUI,Huitominen,,
2,2023,HPK,1,67,13,False,2,60659985,,EST,Estäminen,,
2,2023,HPK,1,425,57,False,2,,,JR,Liian monta pelaajaa jäällä,,
2,2023,HPK,2,1564,209,False,2,21926286,,KAM,Kampitus,,
2,2023,HPK,2,2272,301,False,2,27974313,,POI,Poikittainen maila,,
2,2023,HPK,3,2785,374,False,5,40003574,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
2,2023,HPK,3,2785,375,False,20,40003574,,PTK,Pään tai niskan alueelle kohdistuva taklaus - Pelirangaistus,,
3,2023,Ilves,1,570,69,False,2,,,JR,Liian monta pelaajaa jäällä,,
3,2023,Ilves,2,1823,224,False,2,60579549,,KAM,Kampitus,,
3,2023,Ilves,3,3086,374,False,2,28506900,,VII,Pelin viivyttäminen - rike aloitustapahtumassa,,
3,2023,Ilves,3,3086,373,False,2,60579549,,VAR,Pelaaminen ilman kypärää,,
3,2023,Ässät,1,587,73,False,2,29864256,,KOU,Koukkaaminen,,
3,2023,Ässät,1,829,101,False,2,24177003,,KOU,Koukkaaminen,,
3,2023,Ässät,3,2664,328,False,2,21789465,,KOR,Korkea maila,,
3,2023,Ässät,3,2664,329,False,2,21789465,,KOR,Korkea maila,,
4,2023,Jukurit,2,1723,231,False,2,60660706,,VKV,Väkivaltaisuus,,
4,2023,KooKoo,1,518,73,False,2,,,JR,Liian monta pelaajaa jäällä,,
4,2023,KooKoo,1,1092,141,False,2,30730803,,KII,Kiinnipitäminen,,
4,2023,KooKoo,2,1295,177,False,2,31585390,,POI,Poikittainen maila,,
4,2023,KooKoo,2,2256,296,False,2,28273262,,KOU,Koukkaaminen,,
4,2023,KooKoo,3,3203,412,False,2,31585390,,KAM,Kampitus,,
4,2023,KooKoo,3,3380,432,False,2,60651942,,KOR,Korkea maila,,
5,2023,KalPa,2,1265,174,False,2,24558127,,KII,Kiinnipitäminen,,
5,2023,KalPa,2,2033,273,False,2,60662103,,VKV,Väkivaltaisuus,,
5,2023,SaiPa,1,1144,151,False,2,60545068,,KOU,Koukkaaminen,,
5,2023,SaiPa,2,2033,272,False,2,60652161,,VKV,Väkivaltaisuus,,
5,2023,SaiPa,2,2370,313,False,2,60653335,,KII,Kiinnipitäminen,,
5,2023,SaiPa,3,3333,436,False,2,,,JR,Liian monta pelaajaa jäällä,,
5,2023,SaiPa,3,3541,466,False,2,22487436,,HUI,Huitominen,,
6,2023,Kärpät,3,2842,374,False,0,31589972,,HEI,Mailan tai muun esineen heitto,,
6,2023,Kärpät,3,3380,444,False,2,24276085,,KAM,Kampitus,,
6,2023,Pelicans,1,381,52,False,2,60675409,,KOU,Koukkaaminen,,
6,2023,Pelicans,1,680,86,False,2,29902367,,VII,Pelin viivyttäminen - kiekko katsomoon,,
6,2023,Pelicans,2,1550,207,False,2,21407161,,HUI,Huitominen,,
6,2023,Pelicans,3,3238,424,False,2,32108624,,KAM,Kampitus,,
6,2023,Pelicans,3,3525,461,False,2,24650025,,KAM,Kampitus,,
7,2023,Sport,2,1398,185,False,2,31905381,,POI,Poikittainen maila,,
7,2023,JYP,1,563,69,False,2,29914070,,KOU,Koukkaaminen,,
7,2023,JYP,1,776,104,False,2,32976568,,POI,Poikittainen maila,,
7,2023,JYP,3,3047,382,False,2,33606280,,HUI,Huitominen,,
8,2023,Tappara,1,1176,160,False,2,28262723,,KOU,Koukkaaminen,,
8,2023,Tappara,3,2588,344,False,2,29846355,,KAM,Kampitus,,
8,2023,HIFK,1,487,70,False,2,32269686,,POI,Poikittainen maila,,
8,2023,HIFK,1,643,91,False,2,24190336,,KII,Kiinnipitäminen,,
8,2023,HIFK,2,1540,217,False,2,22800958,,KAM,Kampitus,,
8,2023,HIFK,2,2093,281,False,2,23000702,,POI,Poikittainen maila,,
8,2023,HIFK,3,2836,377,False,2,23000702,,KOU,Koukkaaminen,,
9,2023,Jukurit,1,561,80,False,2,32701115,,VII,Pelin viivyttäminen - kiekko katsomoon,,
9,2023,Jukurit,1,1116,152,False,2,60578087,,EST,Estäminen,,
9,2023,Jukurit,3,3193,418,False,2,25057054,,KAM,Kampitus,,
9,2023,HPK,2,1526,208,False,2,27847136,,HUI,Huitominen,,
9,2023,HPK,3,3029,397,False,2,60647832,,KOR,Korkea maila,,
9,2023,HPK,3,3422,447,False,2,22888721,,POI,Poikittainen maila,,
9,2023,HPK,3,3556,468,False,2,24383567,,KAM,Kampitus,,
10,2023,JYP,3,3508,432,False,2,60672121,,VII,Pelin viivyttäminen - kiekko katsomoon,,
10,2023,Lukko,1,605,60,False,2,60543046,,POI,Poikittainen maila,,
10,2023,Lukko,1,724,78,False,2,32509715,,KAM,Kampitus,,
10,2023,Lukko,2,1758,209,False,2,24466028,,KOR,Korkea maila,,
10,2023,Lukko,2,2307,274,False,2,22891255,,KAM,Kampitus,,
10,2023,Lukko,3,3290,406,False,2,21499603,,KOR,Korkea maila,,
11,2023,KooKoo,1,955,118,False,2,29446865,,KOU,Koukkaaminen,,
11,2023,KooKoo,2,1455,182,False,2,28019536,,KOU,Koukkaaminen,,
11,2023,SaiPa,1,1187,144,False,2,60653074,,KOR,Korkea maila,,
11,2023,SaiPa,4,3696,464,False,2,23775707,,KAM,Kampitus,,
12,2023,Pelicans,2,1707,226,False,2,29942725,,KAM,Kampitus,,
12,2023,Pelicans,3,2835,366,False,2,60544772,,VKV,Väkivaltaisuus,,
12,2023,KalPa,1,315,44,False,2,60671583,,HUI,Huitominen,,
12,2023,KalPa,1,918,120,False,2,24725109,,KOR,Korkea maila,,
12,2023,KalPa,2,1481,199,False,2,40024585,,KAM,Kampitus,,
12,2023,KalPa,2,2086,271,False,2,31110600,,HUI,Huitominen,,
13,2023,Sport,1,241,35,False,2,,,JR,Liian monta pelaajaa jäällä,,
13,2023,Sport,1,1172,150,False,2,40428666,,KAM,Kampitus,,
13,2023,Sport,2,1911,252,False,2,29942233,,VII,Pelin viivyttäminen - kiekko katsomoon,,
13,2023,Ilves,1,419,56,False,2,60579549,,KOU,Koukkaaminen,,
13,2023,Ilves,1,485,63,False,2,29028513,,HUI,Huitominen,,
13,2023,Ilves,1,789,104,False,20,25489224,,PTK,Pään tai niskan alueelle kohdistuva taklaus - Pelirangaistus,,
13,2023,Ilves,1,789,103,False,5,25489224,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
13,2023,Ilves,1,1164,148,False,2,28905831,,HUI,Huitominen,,
14,2023,TPS,1,1101,133,False,2,60654687,,KOR,Korkea maila,,
14,2023,TPS,2,1445,187,False,2,60453523,,HUI,Huitominen,,
14,2023,TPS,3,2725,356,False,2,25461491,,KAM,Kampitus,,
14,2023,Ässät,1,464,52,False,2,25454518,,VKV,Väkivaltaisuus,,
14,2023,Ässät,1,1106,135,False,2,21789465,,KAM,Kampitus,,
14,2023,Ässät,1,1149,141,False,2,60660610,,KAM,Kampitus,,
14,2023,Ässät,2,1336,172,False,2,29641327,,KAM,Kampitus,,
14,2023,Ässät,2,1829,237,False,2,60660610,,KAM,Kampitus,,
15,2023,HPK,1,229,33,False,2,24459695,,EST,Estäminen,,
15,2023,HPK,1,578,79,False,2,40003574,,KAM,Kampitus,,
15,2023,HPK,1,1103,143,False,2,60659985,,KOU,Koukkaaminen,,
15,2023,HPK,2,1559,201,False,2,60647832,,KAM,Kampitus,,
15,2023,HPK,3,2694,354,False,2,60544791,,KOR,Korkea maila,,
15,2023,Sport,1,493,67,False,2,40428666,,KII,Kiinnipitäminen,,
15,2023,Sport,1,703,94,False,2,,,JR,Liian monta pelaajaa jäällä,,
15,2023,Sport,3,3159,412,False,2,60544741,,KAM,Kampitus,,
15,2023,Sport,3,3404,441,False,2,40428666,,HUI,Huitominen,,
16,2023,Ilves,2,1654,202,False,2,30644067,,KOU,Koukkaaminen,,
16,2023,Ilves,3,2966,381,False,2,25489224,,VKV,Väkivaltaisuus,,
16,2023,HIFK,1,804,93,False,2,21940848,,KOU,Koukkaaminen,,
16,2023,HIFK,2,1507,181,False,2,60661739,,HUI,Huitominen,,
16,2023,HIFK,2,2106,261,False,2,60661739,,KOU,Koukkaaminen,,
16,2023,HIFK,3,2482,314,False,2,,,JR,Liian monta pelaajaa jäällä,,
17,2023,KalPa,1,171,25,False,2,40431875,,KAM,Kampitus,,
17,2023,KalPa,1,474,65,False,2,23167645,,EST,Estäminen,,
17,2023,KalPa,2,1544,195,False,2,29969041,,KAM,Kampitus,,
17,2023,Jukurit,2,2178,267,False,2,60544384,,KII,Kiinnipitäminen,,
18,2023,Kärpät,2,2266,300,False,2,21819267,,HUI,Huitominen,,
18,2023,Tappara,1,690,100,False,2,60668269,,KAM,Kampitus,,
18,2023,Tappara,2,1971,262,False,2,29798827,,KII,Kiinnipitäminen,,
18,2023,Tappara,2,2266,301,False,2,22333124,,POI,Poikittainen maila,,
18,2023,Tappara,3,3342,442,False,2,25541395,,VII,Pelin viivyttäminen,,
19,2023,Lukko,2,1255,178,False,2,21499603,,KOR,Korkea maila,,
19,2023,Lukko,2,1733,239,False,2,60543046,,KOR,Korkea maila,,
19,2023,Lukko,2,1733,238,False,2,60543046,,KOR,Korkea maila,,
19,2023,Lukko,3,3304,434,False,2,24466028,,EST,Estäminen,,
19,2023,Lukko,3,3484,457,False,2,60503736,,KOU,Koukkaaminen,,
19,2023,TPS,1,544,75,False,2,21785090,,KII,Kiinnipitäminen,,
19,2023,TPS,1,1019,136,False,2,28576383,,KOU,Koukkaaminen,,
19,2023,TPS,3,2807,372,False,2,60654687,,VKV,Väkivaltaisuus,,
20,2023,SaiPa,2,1210,149,False,2,32869811,,KAM,Kampitus,,
20,2023,SaiPa,2,1407,176,False,2,32869811,,EST,Estäminen,,
20,2023,KooKoo,2,1391,171,False,2,24153195,,POI,Poikittainen maila,,
20,2023,KooKoo,3,2689,341,False,2,28967947,,KAM,Kampitus,,
21,2023,Ässät,1,251,36,False,2,22240990,,VII,Pelin viivyttäminen - kiekko katsomoon,,
21,2023,Ässät,2,1626,197,False,2,21848539,,HUI,Huitominen,,
21,2023,Ässät,2,2082,254,False,2,21789465,,KAM,Kampitus,,
21,2023,Ässät,3,3552,457,False,2,60547043,,KAM,Kampitus,,
21,2023,JYP,2,2202,271,False,2,30728860,,EST,Estäminen,,
21,2023,JYP,3,2955,378,False,2,33373610,,KAM,Kampitus,,
22,2023,Jukurit,1,979,121,False,2,60544384,,KII,Kiinnipitäminen,,
22,2023,Jukurit,3,2890,363,False,2,22895620,,HUI,Huitominen,,
22,2023,Jukurit,3,2890,362,False,2,33150613,,KII,Kiinnipitäminen,,
22,2023,Jukurit,3,3374,415,False,2,60660706,,KAM,Kampitus,,
22,2023,Lukko,1,317,41,False,2,,,JR,Liian monta pelaajaa jäällä,,
22,2023,Lukko,2,1868,249,False,2,60503736,,KAM,Kampitus,,
22,2023,Lukko,3,2685,355,False,2,33464927,,KAM,Kampitus,,
23,2023,JYP,3,2996,366,False,0,31555841,,KOU,Koukkaaminen,,
24,2023,Pelicans,3,2661,311,False,2,30010552,,KII,Kiinnipitäminen,,
24,2023,SaiPa,2,1519,172,False,2,60598934,,POI,Poikittainen maila,,
24,2023,SaiPa,2,1777,200,False,2,26590031,,KAM,Kampitus,,
24,2023,SaiPa,3,3074,364,False,2,33298481,,POI,Poikittainen maila,,
25,2023,Sport,1,782,97,False,2,23470251,,EST,Estäminen,,
25,2023,Sport,2,1649,206,False,2,30010662,,KAM,Kampitus,,
25,2023,Sport,3,3375,432,False,2,60544765,,KAM,Kampitus,,
25,2023,Kärpät,2,1296,162,False,2,22679723,,KAM,Kampitus,,
25,2023,Kärpät,2,1780,224,False,2,24959726,,HUI,Huitominen,,
25,2023,Kärpät,2,2043,257,False,2,29783858,,EST,Estäminen,,
25,2023,Kärpät,2,2395,303,False,2,22037116,,KII,Kiinnipitäminen,,
25,2023,Kärpät,3,3076,393,False,2,22679723,,KAM,Kampitus,,
26,2023,Tappara,2,1959,261,False,2,31854445,,HUI,Huitominen,,
26,2023,Tappara,2,2198,290,False,2,24509817,,M-KII,Mailasta kiinnipitäminen,,
26,2023,HPK,1,153,26,False,2,40003574,,KAM,Kampitus,,
26,2023,HPK,2,1739,236,False,2,31377236,,KAM,Kampitus,,
26,2023,HPK,3,2633,351,False,2,60647832,,KAM,Kampitus,,
27,2023,Ässät,1,836,106,False,2,33670096,,KAM,Kampitus,,
27,2023,Ässät,1,1198,152,False,2,21848539,,KAM,Kampitus,,
27,2023,Ilves,1,696,90,False,2,28506900,,KOU,Koukkaaminen,,
27,2023,Ilves,2,1437,187,False,2,28506900,,VKV,Väkivaltaisuus,,
27,2023,Ilves,2,1676,216,False,2,25489224,,KII,Kiinnipitäminen,,
28,2023,HPK,2,1386,192,False,2,31377236,,POI,Poikittainen maila,,
28,2023,HPK,4,3721,508,False,2,27974313,,KAM,Kampitus,,
28,2023,JYP,1,1015,143,False,2,60543448,,LTK,Laitataklaus,,
28,2023,JYP,2,1464,203,False,2,60543449,,KOU,Koukkaaminen,,
28,2023,JYP,3,3189,426,False,2,22953708,,KAM,Kampitus,,
29,2023,Ilves,1,384,47,False,2,24880895,,KAM,Kampitus,,
29,2023,Ilves,1,826,96,False,2,60540148,,KOR,Korkea maila,,
29,2023,Ilves,3,2867,342,False,2,23097498,,KOU,Koukkaaminen,,
29,2023,Tappara,2,1672,200,False,2,29846355,,KII,Kiinnipitäminen,,
29,2023,Tappara,2,1995,235,False,2,29670505,,KAM,Kampitus,,
29,2023,Tappara,2,2248,265,False,2,60662384,,KAM,Kampitus,,
30,2023,Jukurit,2,2293,292,False,2,33150613,,KII,Kiinnipitäminen,,
30,2023,Ässät,1,128,18,False,2,29864256,,HUI,Huitominen,,
30,2023,Ässät,1,676,90,False,2,60660609,,VII,Pelin viivyttäminen,,
30,2023,Ässät,3,3250,413,False,2,60666164,,KII,Kiinnipitäminen,,
31,2023,KooKoo,2,1418,177,False,2,60651987,,POI,Poikittainen maila,,
31,2023,KooKoo,2,1755,224,False,2,22510552,,KAM,Kampitus,,
31,2023,KooKoo,3,2788,359,False,2,31585390,,HUI,Huitominen,,
31,2023,TPS,1,1001,118,False,2,32219869,,KII,Kiinnipitäminen,,
31,2023,TPS,3,3427,450,False,2,60654687,,KAM,Kampitus,,
32,2023,Lukko,1,328,49,False,2,,,JR,Liian monta pelaajaa jäällä,,
32,2023,Lukko,1,347,56,False,2,60543046,,KAM,Kampitus,,
32,2023,Lukko,3,2636,351,False,2,25567120,,KII,Kiinnipitäminen,,
32,2023,Lukko,3,2764,367,False,2,30682391,,KAM,Kampitus,,
32,2023,Lukko,3,2986,393,False,2,60543046,,KAM,Kampitus,,
32,2023,Lukko,3,3576,467,False,2,25139587,,KAM,Kampitus,,
32,2023,Pelicans,1,1035,136,False,2,32167539,,EST,Estäminen,,
32,2023,Pelicans,2,1314,178,False,2,32108624,,KAM,Kampitus,,
32,2023,Pelicans,2,1909,246,False,2,32108624,,KAM,Kampitus,,
33,2023,SaiPa,1,416,56,False,2,24570406,,KOU,Koukkaaminen,,
33,2023,SaiPa,1,1200,153,False,20,60668757,,TAP,Tappelu - Pelirangaistus,,
33,2023,SaiPa,1,1200,152,False,5,60668757,,TAP,Tappelu,,
33,2023,SaiPa,1,1200,151,False,2,60668757,,TAP,Tappelu,,
33,2023,SaiPa,2,2209,292,False,2,60675410,,VKV,Väkivaltaisuus,,
33,2023,SaiPa,2,2209,291,False,2,60652161,,VKV,Väkivaltaisuus,,
33,2023,SaiPa,2,2400,315,False,2,32107434,,LTK,Laitataklaus,,
33,2023,SaiPa,3,3509,459,False,0,23555503,,VII,Pelin viivyttäminen - kiekon sulkeminen,,
33,2023,HIFK,1,1200,155,False,20,22790602,,TAP,Tappelu - Pelirangaistus,,
33,2023,HIFK,1,1200,154,False,5,22790602,,TAP,Tappelu,,
33,2023,HIFK,2,1296,167,False,2,23394612,,KAM,Kampitus,,
33,2023,HIFK,2,2209,294,False,2,21940848,,VKV,Väkivaltaisuus,,
33,2023,HIFK,2,2209,293,False,2,22549125,,VKV,Väkivaltaisuus,,
34,2023,Sport,2,1799,220,False,2,23470251,,KAM,Kampitus,,
34,2023,Sport,3,3580,451,False,2,60544765,,KAM,Kampitus,,
34,2023,KalPa,1,863,102,False,2,30951530,,POI,Poikittainen maila,,
34,2023,KalPa,1,1120,133,False,2,60671583,,EST,Estäminen,,
34,2023,KalPa,2,2299,281,False,2,23065792,,M-KII,Mailasta kiinnipitäminen,,
34,2023,KalPa,3,3390,427,False,2,31110600,,KAY,Epäurheilijamainen käytös,,
35,2023,HIFK,1,1081,125,False,2,22474067,,VII,Pelin viivyttäminen - kiekko katsomoon,,
35,2023,HIFK,2,1901,228,False,2,32269686,,KAM,Kampitus,,
35,2023,HIFK,3,2880,347,False,2,,,JR,Liian monta pelaajaa jäällä,,
35,2023,KooKoo,1,1081,126,False,2,24324348,,VKV,Väkivaltaisuus,,
35,2023,KooKoo,3,3054,367,False,2,60661744,,KAM,Kampitus,,
36,2023,JYP,1,127,24,False,2,33209030,,HUI,Huitominen,,
36,2023,JYP,1,252,42,False,2,30482177,,EST,Estäminen,,
36,2023,JYP,1,1084,143,False,2,33209030,,VKV,Väkivaltaisuus,,
36,2023,JYP,2,1817,230,False,2,29914070,,POI,Poikittainen maila,,
36,2023,JYP,3,2938,376,False,2,29914070,,KAM,Kampitus,,
36,2023,SaiPa,1,487,69,False,2,60652161,,EST,Estäminen,,
36,2023,SaiPa,1,1084,144,False,2,27845730,,VKV,Väkivaltaisuus,,
36,2023,SaiPa,1,1177,152,False,2,60652161,,EST,Estäminen,,
36,2023,SaiPa,2,2091,265,False,2,60598934,,EST,Estäminen,,
36,2023,SaiPa,3,2515,322,False,2,60653074,,VKV,Väkivaltaisuus,,
36,2023,SaiPa,3,3101,399,False,2,60653335,,EST,Estäminen,,
36,2023,SaiPa,3,3357,431,False,2,60348452,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
36,2023,SaiPa,3,3554,455,False,2,,,JR,Liian monta pelaajaa jäällä,,
37,2023,Kärpät,1,128,21,False,2,60659992,,KII,Kiinnipitäminen,,
37,2023,Kärpät,2,1847,233,False,2,24959726,,EST,Estäminen,,
37,2023,HPK,1,730,86,False,2,40046505,,KII,Kiinnipitäminen,,
37,2023,HPK,1,1114,129,False,2,60647835,,KAM,Kampitus,,
37,2023,HPK,2,1485,182,False,2,24260583,,KAM,Kampitus,,
37,2023,HPK,3,2610,337,False,2,40003574,,HUI,Huitominen,,
37,2023,HPK,3,3490,454,False,20,60659985,,PTK,Pään tai niskan alueelle kohdistuva taklaus - Pelirangaistus,,
37,2023,HPK,3,3490,453,False,5,60659985,,PTK,Pään tai niskan alueelle kohdistuva taklaus,,
38,2023,Tappara,2,1405,161,False,2,25541395,,VKV,Väkivaltaisuus,,
38,2023,Tappara,2,1405,160,False,2,25541395,,VKV,Väkivaltaisuus,,
38,2023,Tappara,2,1535,179,False,2,28262723,,KOR,Korkea maila,,
38,2023,Tappara,2,1535,178,False,2,28262723,,KOR,Korkea maila,,
38,2023,Tappara,3,2967,357,False,2,25541395,,VKV,Väkivaltaisuus,,
38,2023,Tappara,3,3118,374,False,2,,,JR,Liian monta pelaajaa jäällä,,
38,2023,Jukurit,2,1405,162,False,2,24319557,,KOR,Korkea maila,,
38,2023,Jukurit,2,1405,163,False,2,24319557,,VKV,Väkivaltaisuus,,
38,2023,Jukurit,2,2175,252,False,2,40172011,,KOU,Koukkaaminen,,
38,2023,Jukurit,3,2606,309,False,2,60580517,,KII,Kiinnipitäminen,,
38,2023,Jukurit,3,2967,358,False,2,21808485,,VKV,Väkivaltaisuus,,
39,2023,TPS,1,921,109,False,2,100026177,,EST,Estäminen,,
39,2023,Lukko,1,76,19,False,2,21924709,,KOU,Koukkaaminen,,
39,2023,Lukko,1,365,45,False,2,30687613,,EST,Estäminen,,
39,2023,Lukko,2,1337,163,False,2,24466028,,KAM,Kampitus,,
40,2023,Pelicans,1,872,111,False,2,29615777,,KAM,Kampitus,,
40,2023,Pelicans,2,2214,274,False,2,60660278,,KOU,Koukkaaminen,,
40,2023,Pelicans,2,2396,298,False,2,32666661,,VKV,Väkivaltaisuus,,
40,2023,Ilves,1,224,36,False,2,28905831,,KII,Kiinnipitäminen,,
40,2023,Ilves,1,475,68,False,2,60545128,,KAM,Kampitus,,
40,2023,Ilves,1,1024,129,False,2,29028513,,KII,Kiinnipitäminen,,
40,2023,Ilves,2,2342,290,False,2,,,JR,Liian monta pelaajaa jäällä,,
40,2023,Ilves,2,2396,300,False,2,60579549,,VKV,Väkivaltaisuus,,
40,2023,Ilves,2,2396,299,False,2,60579549,,VKV,Väkivaltaisuus,,
40,2023,Ilves,3,3409,425,False,2,34250949,,KOU,Koukkaaminen,,
40,2023,Ilves,3,3600,452,False,2,28506900,,VKV,Väkivaltaisuus,,
41,2023,Ässät,3,2940,366,False,2,24177003,,EST,Estäminen,,
41,2023,KalPa,2,1238,158,False,2,23065792,,KAM,Kampitus,,
41,2023,KalPa,2,1379,176,False,2,30951530,,LTK,Laitataklaus,,
41,2023,KalPa,3,3260,404,False,2,60643934,,POI,Poikittainen maila,,
42,2023,HPK,1,599,74,False,2,27847136,,KII,Kiinnipitäminen,,
42,2023,HPK,3,2829,366,False,2,24383567,,KAM,Kampitus,,
42,2023,Jukurit,2,1715,220,False,2,29782985,,KAM,Kampitus,,
42,2023,Jukurit,2,2204,282,False,2,60660706,,LTK,Laitataklaus,,
42,2023,Jukurit,2,2376,305,False,2,25057054,,KII,Kiinnipitäminen,,
42,2023,Jukurit,3,3266,422,False,2,32701115,,VII,Pelin viivyttäminen - kiekko katsomoon,,
43,2023,Ilves,1,517,65,False,2,,,VII,Pelin viivyttäminen - hylätty valmentajan haasto,,
43,2023,Ilves,2,1894,226,False,2,29028513,,KOU,Koukkaaminen,,
43,2023,Ilves,3,2599,322,False,2,24540847,,LTK,Laitataklaus,,
43,2023,Ilves,3,2746,342,False,2,21468906,,KAM,Kampitus,,
43,2023,Ilves,3,3552,437,False,2,28506900,,HUI,Huitominen,,
43,2023,Kärpät,1,299,41,False,2,24641005,,KOR,Korkea maila,,
43,2023,Kärpät,1,299,40,False,2,24641005,,KOR,Korkea maila,,
43,2023,Kärpät,2,1781,210,False,2,24959726,,KII,Kiinnipitäminen,,
43,2023,Kärpät,2,2288,277,False,2,22037116,,KOU,Koukkaaminen,,
43,2023,Kärpät,3,2469,306,False,2,60659992,,KAM,Kampitus,,
44,2023,Lukko,1,992,130,False,2,21924709,,KOR,Korkea maila,,
44,2023,Lukko,1,992,129,False,2,21924709,,KOR,Korkea maila,,
44,2023,Lukko,2,1328,182,False,2,24466028,,KOU,Koukkaaminen,,
44,2023,Lukko,2,1974,255,False,2,60678350,,POI,Poikittainen maila,,
44,2023,Lukko,3,2816,351,False,2,60543046,,KOU,Koukkaaminen,,
44,2023,Lukko,3,3010,381,False,2,60543046,,KAM,Kampitus,,
44,2023,Lukko,3,3181,402,False,2,60593408,,KAY,Epäurheilijamainen käytös,,
44,2023,Lukko,3,3181,401,False,2,60593408,,VKV,Väkivaltaisuus,,
44,2023,Lukko,3,3541,448,False,2,60455488,,EST,Estäminen,,
44,2023,JYP,1,755,102,False,2,33209030,,KAM,Kampitus,,
44,2023,JYP,3,2564,332,False,2,29914070,,POI,Poikittainen maila,,
44,2023,JYP,3,3493,439,False,2,31555841,,KII,Kiinnipitäminen,,
45,2023,TPS,2,1223,156,False,2,60654687,,KOU,Koukkaaminen,,
45,2023,TPS,2,1575,200,False,2,24674991,,KAM,Kampitus,,
46,2023,HIFK,1,1133,154,False,2,22549125,,HUI,Huitominen,,
46,2023,HIFK,2,1798,247,False,2,22800958,,KOU,Koukkaaminen,,
46,2023,HIFK,2,1930,267,False,2,60237910,,KOR,Korkea maila,,
46,2023,HIFK,2,1930,266,False,2,60237910,,KOR,Korkea maila,,
46,2023,Sport,1,124,24,False,2,24421720,,POI,Poikittainen maila,,
46,2023,Sport,1,620,86,False,2,31905381,,KOU,Koukkaaminen,,
46,2023,Sport,4,3761,511,False,10,60544741,,KAY,Epäurheilijamainen käytös - Käytösrangaistus,,
47,2023,KalPa,1,1181,149,False,2,33863780,,KOU,Koukkaaminen,,
47,2023,KalPa,2,2390,314,False,2,40024585,,VKV,Väkivaltaisuus,,
47,2023,KalPa,3,3312,441,False,2,24725109,,KAM,Kampitus,,
47,2023,KalPa,3,3577,475,False,2,40431875,,EST,Estäminen,,
47,2023,Ilves,1,581,69,False,2,24880895,,EST,Estäminen,,
47,2023,Ilves,1,888,107,False,2,24540847,,KII,Kiinnipitäminen,,
47,2023,Ilves,2,1939,247,False,2,21468906,,KAM,Kampitus,,
47,2023,Ilves,2,2100,272,False,2,60660671,,KII,Kiinnipitäminen,,
47,2023,Ilves,2,2248,292,False,2,24540847,,HUI,Huitominen,,
47,2023,Ilves,2,2390,313,False,2,60540148,,VKV,Väkivaltaisuus,,
47,2023,Ilves,2,2390,312,False,2,60540148,,VKV,Väkivaltaisuus,,
47,2023,Ilves,3,2434,326,False,2,28506900,,VKV,Väkivaltaisuus,,
47,2023,Ilves,3,2819,380,False,2,60545128,,KII,Kiinnipitäminen,,
48,2023,Tappara,1,834,104,False,2,23242492,,KII,Kiinnipitäminen,,
48,2023,KooKoo,1,25,9,False,2,60651987,,KOU,Koukkaaminen,,
48,2023,KooKoo,1,1039,128,False,2,28273262,,KAM,Kampitus,,
48,2023,KooKoo,3,2838,357,False,2,30730803,,KII,Kiinnipitäminen,,
49,2023,Jukurit,1,541,67,False,2,60544386,,KAM,Kampitus,,
49,2023,Jukurit,2,1970,259,False,2,33150613,,KOR,Korkea maila,,
49,2023,Jukurit,3,2440,321,False,2,24242404,,KAM,Kampitus,,
49,2023,Pelicans,1,374,46,False,2,31165561,,KOU,Koukkaaminen,,
49,2023,Pelicans,3,2842,363,False,2,60660276,,KII,Kiinnipitäminen,,
49,2023,Pelicans,3,2898,371,False,2,30793837,,KAM,Kampitus,,
50,2023,Kärpät,1,429,53,False,2,60659992,,KOU,Koukkaaminen,,
50,2023,Kärpät,3,3142,419,False,2,29783858,,KOR,Korkea maila,,
50,2023,JYP,1,732,97,False,2,60543448,,POI,Poikittainen maila,,
50,2023,JYP,3,2657,347,False,2,31555841,,POI,Poikittainen maila,,
50,2023,JYP,3,2971,390,False,2,33373610,,HUI,Huitominen,,
50,2023,JYP,3,3315,446,False,2,31555841,,HUI,Huitominen,,
51,2023,HPK,1,88,20,False,2,60659985,,KOU,Koukkaaminen,,
51,2023,HPK,2,1535,214,False,2,31377236,,KOU,Koukkaaminen,,
51,2023,HPK,2,2075,284,False,2,33454652,,KOR,Korkea maila,,
51,2023,HPK,3,2736,370,False,2,24459695,,VKV,Väkivaltaisuus,,
51,2023,HIFK,1,32,9,False,2,30345845,,KAM,Kampitus,,
51,2023,HIFK,1,831,111,False,2,21940848,,EST,Estäminen,,
51,2023,HIFK,2,1630,227,False,2,27752328,,KOU,Koukkaaminen,,
51,2023,HIFK,3,2736,369,False,2,22549125,,VKV,Väkivaltaisuus,,
51,2023,HIFK,3,2811,379,False,2,32269686,,KAM,Kampitus,,
52,2023,KalPa,3,2839,369,False,2,60643934,,VKV,Väkivaltaisuus,,
52,2023,Sport,1,215,31,False,2,60544745,,KOR,Korkea maila,,
52,2023,Sport,1,508,72,False,2,30754342,,KAM,Kampitus,,
