season,round,round_index,team,elo
2025-26,R 37,37,ZSC Lions,1538.27
2025-26,R 38,38,EHC Biel-Bienne,1477.8
2025-26,R 38,38,EHC Kloten,1453.24
2025-26,R 38,38,EV Zug,1533.32
2025-26,R 38,38,Fribourg-Gottéron,1542.3
2025-26,R 38,38,Genève-Servette HC,1514.26
2025-26,R 38,38,HC Ajoie,1370.55
2025-26,R 38,38,HC Ambri-Piotta,1439.73
2025-26,R 38,38,HC Davos,1598.18
2025-26,R 38,38,HC Lugano,1543.72
2025-26,R 38,38,Lausanne HC,1526.0
2025-26,R 38,38,SC Bern,1463.27
2025-26,R 38,38,SC Rapperswil-Jona Lakers,1482.04
2025-26,R 38,38,SCL Tigers,1486.13
2025-26,R 38,38,SCRJ Lakers,1522.04
2025-26,R 38,38,ZSC Lions,1547.43
2025-26,R 39,39,EHC Biel-Bienne,1462.45
2025-26,R 39,39,EHC Kloten,1449.07
2025-26,R 39,39,EV Zug,1533.32
2025-26,R 39,39,Fribourg-Gottéron,1528.79
2025-26,R 39,39,Genève-Servette HC,1499.91
2025-26,R 39,39,HC Ajoie,1384.9
2025-26,R 39,39,HC Ambri-Piotta,1453.24
2025-26,R 39,39,HC Davos,1598.18
2025-26,R 39,39,HC Lugano,1559.07
2025-26,R 39,39,Lausanne HC,1526.0
2025-26,R 39,39,SC Bern,1468.92
2025-26,R 39,39,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 39,39,SCL Tigers,1480.47
2025-26,R 39,39,SCRJ Lakers,1522.04
2025-26,R 39,39,ZSC Lions,1547.43
2025-26,R 40,40,EHC Biel-Bienne,1462.45
2025-26,R 40,40,EHC Kloten,1449.07
2025-26,R 40,40,EV Zug,1520.57
2025-26,R 40,40,Fribourg-Gottéron,1528.79
2025-26,R 40,40,Genève-Servette HC,1499.91
2025-26,R 40,40,HC Ajoie,1384.9
2025-26,R 40,40,HC Ambri-Piotta,1453.24
2025-26,R 40,40,HC Davos,1610.93
2025-26,R 40,40,HC Lugano,1559.07
2025-26,R 40,40,Lausanne HC,1531.62
2025-26,R 40,40,SC Bern,1468.92
2025-26,R 40,40,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 40,40,SCL Tigers,1480.47
2025-26,R 40,40,SCRJ Lakers,1522.04
2025-26,R 40,40,ZSC Lions,1541.82
2025-26,R 41,41,EHC Biel-Bienne,1465.25
2025-26,R 41,41,EHC Kloten,1449.07
2025-26,R 41,41,EV Zug,1520.57
2025-26,R 41,41,Fribourg-Gottéron,1528.79
2025-26,R 41,41,Genève-Servette HC,1499.91
2025-26,R 41,41,HC Ajoie,1382.1
2025-26,R 41,41,HC Ambri-Piotta,1453.24
2025-26,R 41,41,HC Davos,1610.93
2025-26,R 41,41,HC Lugano,1559.07
2025-26,R 41,41,Lausanne HC,1531.62
2025-26,R 41,41,SC Bern,1468.92
2025-26,R 41,41,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 41,41,SCL Tigers,1480.47
2025-26,R 41,41,SCRJ Lakers,1522.04
2025-26,R 41,41,ZSC Lions,1541.82
2025-26,R 42,42,EHC Biel-Bienne,1465.25
2025-26,R 42,42,EHC Kloten,1449.07
2025-26,R 42,42,EV Zug,1520.57
2025-26,R 42,42,Fribourg-Gottéron,1546.05
2025-26,R 42,42,Genève-Servette HC,1499.91
2025-26,R 42,42,HC Ajoie,1382.1
2025-26,R 42,42,HC Ambri-Piotta,1467.85
2025-26,R 42,42,HC Davos,1596.32
2025-26,R 42,42,HC Lugano,1541.82
2025-26,R 42,42,Lausanne HC,1531.62
2025-26,R 42,42,SC Bern,1468.92
2025-26,R 42,42,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 42,42,SCL Tigers,1480.47
2025-26,R 42,42,SCRJ Lakers,1522.04
2025-26,R 42,42,ZSC Lions,1541.82
2025-26,R 43,43,EHC Biel-Bienne,1475.69
2025-26,R 43,43,EHC Kloten,1460.58
2025-26,R 43,43,EV Zug,1511.18
2025-26,R 43,43,Fribourg-Gottéron,1555.63
2025-26,R 43,43,Genève-Servette HC,1514.51
2025-26,R 43,43,HC Ajoie,1396.4
2025-26,R 43,43,HC Ambri-Piotta,1467.85
2025-26,R 43,43,HC Davos,1596.32
2025-26,R 43,43,HC Lugano,1551.2
2025-26,R 43,43,Lausanne HC,1522.03
2025-26,R 43,43,SC Bern,1457.41
2025-26,R 43,43,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 43,43,SCL Tigers,1470.03
2025-26,R 43,43,SCRJ Lakers,1507.44
2025-26,R 43,43,ZSC Lions,1527.52
2025-26,R 44,44,EHC Biel-Bienne,1475.69
2025-26,R 44,44,EHC Kloten,1443.22
2025-26,R 44,44,EV Zug,1497.81
2025-26,R 44,44,Fribourg-Gottéron,1555.63
2025-26,R 44,44,Genève-Servette HC,1528.81
2025-26,R 44,44,HC Ajoie,1396.4
2025-26,R 44,44,HC Ambri-Piotta,1453.83
2025-26,R 44,44,HC Davos,1604.41
2025-26,R 44,44,HC Lugano,1551.2
2025-26,R 44,44,Lausanne HC,1535.4
2025-26,R 44,44,SC Bern,1449.33
2025-26,R 44,44,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 44,44,SCL Tigers,1487.39
2025-26,R 44,44,SCRJ Lakers,1521.45
2025-26,R 44,44,ZSC Lions,1513.22
2025-26,R 45,45,EHC Biel-Bienne,1485.5
2025-26,R 45,45,EHC Kloten,1433.4
2025-26,R 45,45,EV Zug,1507.07
2025-26,R 45,45,Fribourg-Gottéron,1540.88
2025-26,R 45,45,Genève-Servette HC,1543.56
2025-26,R 45,45,HC Ajoie,1387.09
2025-26,R 45,45,HC Ambri-Piotta,1450.53
2025-26,R 45,45,HC Davos,1613.72
2025-26,R 45,45,HC Lugano,1551.2
2025-26,R 45,45,Lausanne HC,1545.0
2025-26,R 45,45,SC Bern,1440.07
2025-26,R 45,45,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 45,45,SCL Tigers,1487.39
2025-26,R 45,45,SCRJ Lakers,1511.86
2025-26,R 45,45,ZSC Lions,1516.53
2025-26,R 46,46,EHC Biel-Bienne,1485.5
2025-26,R 46,46,EHC Kloten,1433.4
2025-26,R 46,46,EV Zug,1507.07
2025-26,R 46,46,Fribourg-Gottéron,1540.88
2025-26,R 46,46,Genève-Servette HC,1543.56
2025-26,R 46,46,HC Ajoie,1387.09
2025-26,R 46,46,HC Ambri-Piotta,1450.53
2025-26,R 46,46,HC Davos,1613.72
2025-26,R 46,46,HC Lugano,1551.2
2025-26,R 46,46,Lausanne HC,1553.94
2025-26,R 46,46,SC Bern,1440.07
2025-26,R 46,46,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 46,46,SCL Tigers,1478.44
2025-26,R 46,46,SCRJ Lakers,1511.86
2025-26,R 46,46,ZSC Lions,1516.53
2025-26,R 47,47,EHC Biel-Bienne,1485.5
2025-26,R 47,47,EHC Kloten,1433.4
2025-26,R 47,47,EV Zug,1519.01
2025-26,R 47,47,Fribourg-Gottéron,1540.88
2025-26,R 47,47,Genève-Servette HC,1531.62
2025-26,R 47,47,HC Ajoie,1387.09
2025-26,R 47,47,HC Ambri-Piotta,1450.53
2025-26,R 47,47,HC Davos,1613.72
2025-26,R 47,47,HC Lugano,1551.2
2025-26,R 47,47,Lausanne HC,1553.94
2025-26,R 47,47,SC Bern,1440.07
2025-26,R 47,47,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 47,47,SCL Tigers,1478.44
2025-26,R 47,47,SCRJ Lakers,1511.86
2025-26,R 47,47,ZSC Lions,1516.53
2025-26,R 48,48,EHC Biel-Bienne,1477.09
2025-26,R 48,48,EHC Kloten,1422.08
2025-26,R 48,48,EV Zug,1519.01
2025-26,R 48,48,Fribourg-Gottéron,1549.3
2025-26,R 48,48,Genève-Servette HC,1531.62
2025-26,R 48,48,HC Ajoie,1398.41
2025-26,R 48,48,HC Ambri-Piotta,1439.47
2025-26,R 48,48,HC Davos,1615.87
2025-26,R 48,48,HC Lugano,1562.26
2025-26,R 48,48,Lausanne HC,1553.94
2025-26,R 48,48,SC Bern,1452.23
2025-26,R 48,48,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 48,48,SCL Tigers,1478.44
2025-26,R 48,48,SCRJ Lakers,1509.71
2025-26,R 48,48,ZSC Lions,1504.36
2025-26,R 49,49,EHC Biel-Bienne,1471.01
2025-26,R 49,49,EHC Kloten,1422.08
2025-26,R 49,49,EV Zug,1510.67
2025-26,R 49,49,Fribourg-Gottéron,1556.58
2025-26,R 49,49,Genève-Servette HC,1539.0
2025-26,R 49,49,HC Ajoie,1406.75
2025-26,R 49,49,HC Ambri-Piotta,1445.55
2025-26,R 49,49,HC Davos,1608.49
2025-26,R 49,49,HC Lugano,1562.26
2025-26,R 49,49,Lausanne HC,1553.94
2025-26,R 49,49,SC Bern,1444.96
2025-26,R 49,49,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 49,49,SCL Tigers,1484.19
2025-26,R 49,49,SCRJ Lakers,1509.71
2025-26,R 49,49,ZSC Lions,1498.62
2025-26,R 50,50,EHC Biel-Bienne,1471.01
2025-26,R 50,50,EHC Kloten,1422.08
2025-26,R 50,50,EV Zug,1510.67
2025-26,R 50,50,Fribourg-Gottéron,1556.58
2025-26,R 50,50,Genève-Servette HC,1539.0
2025-26,R 50,50,HC Ajoie,1406.75
2025-26,R 50,50,HC Ambri-Piotta,1445.55
2025-26,R 50,50,HC Davos,1608.49
2025-26,R 50,50,HC Lugano,1555.75
2025-26,R 50,50,Lausanne HC,1561.96
2025-26,R 50,50,SC Bern,1444.96
2025-26,R 50,50,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 50,50,SCL Tigers,1476.17
2025-26,R 50,50,SCRJ Lakers,1516.21
2025-26,R 50,50,ZSC Lions,1498.62
2025-26,R 51,51,EHC Biel-Bienne,1453.91
2025-26,R 51,51,EHC Kloten,1422.08
2025-26,R 51,51,EV Zug,1510.67
2025-26,R 51,51,Fribourg-Gottéron,1544.54
2025-26,R 51,51,Genève-Servette HC,1526.48
2025-26,R 51,51,HC Ajoie,1406.75
2025-26,R 51,51,HC Ambri-Piotta,1445.55
2025-26,R 51,51,HC Davos,1621.02
2025-26,R 51,51,HC Lugano,1555.75
2025-26,R 51,51,Lausanne HC,1561.96
2025-26,R 51,51,SC Bern,1462.05
2025-26,R 51,51,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 51,51,SCL Tigers,1476.17
2025-26,R 51,51,SCRJ Lakers,1528.24
2025-26,R 51,51,ZSC Lions,1498.62
2025-26,R 52,52,EHC Biel-Bienne,1453.91
2025-26,R 52,52,EHC Kloten,1422.08
2025-26,R 52,52,EV Zug,1510.67
2025-26,R 52,52,Fribourg-Gottéron,1544.54
2025-26,R 52,52,Genève-Servette HC,1510.05
2025-26,R 52,52,HC Ajoie,1406.75
2025-26,R 52,52,HC Ambri-Piotta,1461.98
2025-26,R 52,52,HC Davos,1621.02
2025-26,R 52,52,HC Lugano,1555.75
2025-26,R 52,52,Lausanne HC,1561.96
2025-26,R 52,52,SC Bern,1462.05
2025-26,R 52,52,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 52,52,SCL Tigers,1476.17
2025-26,R 52,52,SCRJ Lakers,1528.24
2025-26,R 52,52,ZSC Lions,1498.62
2025-26,R 53,53,EHC Biel-Bienne,1461.02
2025-26,R 53,53,EHC Kloten,1413.8
2025-26,R 53,53,EV Zug,1498.79
2025-26,R 53,53,Fribourg-Gottéron,1553.97
2025-26,R 53,53,Genève-Servette HC,1510.05
2025-26,R 53,53,HC Ajoie,1397.31
2025-26,R 53,53,HC Ambri-Piotta,1461.98
2025-26,R 53,53,HC Davos,1612.63
2025-26,R 53,53,HC Lugano,1564.03
2025-26,R 53,53,Lausanne HC,1561.96
2025-26,R 53,53,SC Bern,1462.05
2025-26,R 53,53,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 53,53,SCL Tigers,1488.05
2025-26,R 53,53,SCRJ Lakers,1521.14
2025-26,R 53,53,ZSC Lions,1507.0
2025-26,R 54,54,EHC Biel-Bienne,1453.84
2025-26,R 54,54,EHC Kloten,1413.8
2025-26,R 54,54,EV Zug,1498.79
2025-26,R 54,54,Fribourg-Gottéron,1553.97
2025-26,R 54,54,Genève-Servette HC,1521.75
2025-26,R 54,54,HC Ajoie,1385.61
2025-26,R 54,54,HC Ambri-Piotta,1461.98
2025-26,R 54,54,HC Davos,1612.63
2025-26,R 54,54,HC Lugano,1564.03
2025-26,R 54,54,Lausanne HC,1569.13
2025-26,R 54,54,SC Bern,1479.15
2025-26,R 54,54,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 54,54,SCL Tigers,1470.96
2025-26,R 54,54,SCRJ Lakers,1521.14
2025-26,R 54,54,ZSC Lions,1507.0
2025-26,R 55,55,EHC Biel-Bienne,1453.84
2025-26,R 55,55,EHC Kloten,1425.18
2025-26,R 55,55,EV Zug,1498.79
2025-26,R 55,55,Fribourg-Gottéron,1572.27
2025-26,R 55,55,Genève-Servette HC,1521.75
2025-26,R 55,55,HC Ajoie,1385.61
2025-26,R 55,55,HC Ambri-Piotta,1450.61
2025-26,R 55,55,HC Davos,1594.33
2025-26,R 55,55,HC Lugano,1572.07
2025-26,R 55,55,Lausanne HC,1569.13
2025-26,R 55,55,SC Bern,1471.1
2025-26,R 55,55,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 55,55,SCL Tigers,1470.96
2025-26,R 55,55,SCRJ Lakers,1509.78
2025-26,R 55,55,ZSC Lions,1518.36
2025-26,R 56,56,EHC Biel-Bienne,1453.84
2025-26,R 56,56,EHC Kloten,1417.27
2025-26,R 56,56,EV Zug,1506.7
2025-26,R 56,56,Fribourg-Gottéron,1577.43
2025-26,R 56,56,Genève-Servette HC,1521.75
2025-26,R 56,56,HC Ajoie,1380.46
2025-26,R 56,56,HC Ambri-Piotta,1450.61
2025-26,R 56,56,HC Davos,1594.33
2025-26,R 56,56,HC Lugano,1559.7
2025-26,R 56,56,Lausanne HC,1569.13
2025-26,R 56,56,SC Bern,1471.1
2025-26,R 56,56,SC Rapperswil-Jona Lakers,1486.21
2025-26,R 56,56,SCL Tigers,1470.96
2025-26,R 56,56,SCRJ Lakers,1509.78
2025-26,R 56,56,ZSC Lions,1530.73
2025-26,R 57,57,EHC Biel-Bienne,1440.5
2025-26,R 57,57,EHC Kloten,1433.34
2025-26,R 57,57,EV Zug,1520.04
2025-26,R 57,57,Fribourg-Gottéron,1578.93
2025-26,R 57,57,Genève-Servette HC,1506.23
2025-26,R 57,57,HC Ajoie,1380.41
2025-26,R 57,57,HC Ambri-Piotta,1449.1
2025-26,R 57,57,HC Davos,1595.93
2025-26,R 57,57,HC Lugano,1559.7
2025-26,R 57,57,Lausanne HC,1569.18
2025-26,R 57,57,SC Bern,1469.51
2025-26,R 57,57,SC Rapperswil-Jona Lakers,1470.14
2025-26,R 57,57,SCL Tigers,1486.48
2025-26,R 57,57,SCRJ Lakers,1509.78
2025-26,R 57,57,ZSC Lions,1530.73
2025-26,R 58,58,EHC Biel-Bienne,1452.37
2025-26,R 58,58,EHC Kloten,1429.86
2025-26,R 58,58,EV Zug,1507.77
2025-26,R 58,58,Fribourg-Gottéron,1588.2
2025-26,R 58,58,Genève-Servette HC,1494.36
2025-26,R 58,58,HC Ajoie,1380.41
2025-26,R 58,58,HC Ambri-Piotta,1438.91
2025-26,R 58,58,HC Davos,1604.89
2025-26,R 58,58,HC Lugano,1550.74
2025-26,R 58,58,Lausanne HC,1579.37
2025-26,R 58,58,SC Bern,1469.51
2025-26,R 58,58,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 58,58,SCL Tigers,1489.96
2025-26,R 58,58,SCRJ Lakers,1509.78
2025-26,R 58,58,ZSC Lions,1521.46
2025-26,R 59,59,EHC Biel-Bienne,1452.37
2025-26,R 59,59,EHC Kloten,1429.86
2025-26,R 59,59,EV Zug,1507.77
2025-26,R 59,59,Fribourg-Gottéron,1588.2
2025-26,R 59,59,Genève-Servette HC,1494.36
2025-26,R 59,59,HC Ajoie,1371.34
2025-26,R 59,59,HC Ambri-Piotta,1438.91
2025-26,R 59,59,HC Davos,1604.89
2025-26,R 59,59,HC Lugano,1559.82
2025-26,R 59,59,Lausanne HC,1571.31
2025-26,R 59,59,SC Bern,1477.57
2025-26,R 59,59,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 59,59,SCL Tigers,1489.96
2025-26,R 59,59,SCRJ Lakers,1509.78
2025-26,R 59,59,ZSC Lions,1521.46
2025-26,R 60,60,EHC Biel-Bienne,1443.81
2025-26,R 60,60,EHC Kloten,1444.13
2025-26,R 60,60,EV Zug,1515.49
2025-26,R 60,60,Fribourg-Gottéron,1573.93
2025-26,R 60,60,Genève-Servette HC,1513.3
2025-26,R 60,60,HC Ajoie,1387.37
2025-26,R 60,60,HC Ambri-Piotta,1422.88
2025-26,R 60,60,HC Davos,1597.16
2025-26,R 60,60,HC Lugano,1568.35
2025-26,R 60,60,Lausanne HC,1552.37
2025-26,R 60,60,SC Bern,1483.49
2025-26,R 60,60,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 60,60,SCL Tigers,1481.42
2025-26,R 60,60,SCRJ Lakers,1503.85
2025-26,R 60,60,ZSC Lions,1530.02
2025-26,R 61,61,EHC Biel-Bienne,1457.78
2025-26,R 61,61,EHC Kloten,1462.45
2025-26,R 61,61,EV Zug,1497.2
2025-26,R 61,61,Fribourg-Gottéron,1573.93
2025-26,R 61,61,Genève-Servette HC,1524.73
2025-26,R 61,61,HC Ajoie,1380.07
2025-26,R 61,61,HC Ambri-Piotta,1411.63
2025-26,R 61,61,HC Davos,1578.84
2025-26,R 61,61,HC Lugano,1554.38
2025-26,R 61,61,Lausanne HC,1570.66
2025-26,R 61,61,SC Bern,1490.8
2025-26,R 61,61,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 61,61,SCL Tigers,1492.67
2025-26,R 61,61,SCRJ Lakers,1503.85
2025-26,R 61,61,ZSC Lions,1518.59
2025-26,R 62,62,EHC Biel-Bienne,1443.52
2025-26,R 62,62,EHC Kloten,1468.45
2025-26,R 62,62,EV Zug,1491.21
2025-26,R 62,62,Fribourg-Gottéron,1563.37
2025-26,R 62,62,Genève-Servette HC,1537.05
2025-26,R 62,62,HC Ajoie,1378.49
2025-26,R 62,62,HC Ambri-Piotta,1403.36
2025-26,R 62,62,HC Davos,1587.1
2025-26,R 62,62,HC Lugano,1564.94
2025-26,R 62,62,Lausanne HC,1559.17
2025-26,R 62,62,SC Bern,1478.47
2025-26,R 62,62,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 62,62,SCL Tigers,1506.93
2025-26,R 62,62,SCRJ Lakers,1505.43
2025-26,R 62,62,ZSC Lions,1530.08
2025-26,R 63,63,EHC Biel-Bienne,1452.44
2025-26,R 63,63,EHC Kloten,1458.74
2025-26,R 63,63,EV Zug,1471.9
2025-26,R 63,63,Fribourg-Gottéron,1566.76
2025-26,R 63,63,Genève-Servette HC,1546.9
2025-26,R 63,63,HC Ajoie,1372.43
2025-26,R 63,63,HC Ambri-Piotta,1422.67
2025-26,R 63,63,HC Davos,1578.19
2025-26,R 63,63,HC Lugano,1564.94
2025-26,R 63,63,Lausanne HC,1559.17
2025-26,R 63,63,SC Bern,1488.18
2025-26,R 63,63,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 63,63,SCL Tigers,1503.54
2025-26,R 63,63,SCRJ Lakers,1495.58
2025-26,R 63,63,ZSC Lions,1536.14
2025-26,R 64,64,EHC Biel-Bienne,1452.44
2025-26,R 64,64,EHC Kloten,1458.74
2025-26,R 64,64,EV Zug,1471.9
2025-26,R 64,64,Fribourg-Gottéron,1566.76
2025-26,R 64,64,Genève-Servette HC,1546.9
2025-26,R 64,64,HC Ajoie,1372.43
2025-26,R 64,64,HC Ambri-Piotta,1422.67
2025-26,R 64,64,HC Davos,1578.19
2025-26,R 64,64,HC Lugano,1578.54
2025-26,R 64,64,Lausanne HC,1545.57
2025-26,R 64,64,SC Bern,1488.18
2025-26,R 64,64,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 64,64,SCL Tigers,1503.54
2025-26,R 64,64,SCRJ Lakers,1495.58
2025-26,R 64,64,ZSC Lions,1536.14
2025-26,R 65,65,EHC Biel-Bienne,1452.44
2025-26,R 65,65,EHC Kloten,1458.74
2025-26,R 65,65,EV Zug,1469.56
2025-26,R 65,65,Fribourg-Gottéron,1569.1
2025-26,R 65,65,Genève-Servette HC,1552.81
2025-26,R 65,65,HC Ajoie,1372.43
2025-26,R 65,65,HC Ambri-Piotta,1422.67
2025-26,R 65,65,HC Davos,1578.19
2025-26,R 65,65,HC Lugano,1572.63
2025-26,R 65,65,Lausanne HC,1545.57
2025-26,R 65,65,SC Bern,1488.18
2025-26,R 65,65,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 65,65,SCL Tigers,1493.31
2025-26,R 65,65,SCRJ Lakers,1505.81
2025-26,R 65,65,ZSC Lions,1536.14
2025-26,R 66,66,EHC Biel-Bienne,1460.17
2025-26,R 66,66,EHC Kloten,1458.74
2025-26,R 66,66,EV Zug,1469.56
2025-26,R 66,66,Fribourg-Gottéron,1569.1
2025-26,R 66,66,Genève-Servette HC,1552.81
2025-26,R 66,66,HC Ajoie,1364.69
2025-26,R 66,66,HC Ambri-Piotta,1429.54
2025-26,R 66,66,HC Davos,1592.57
2025-26,R 66,66,HC Lugano,1572.63
2025-26,R 66,66,Lausanne HC,1531.2
2025-26,R 66,66,SC Bern,1481.32
2025-26,R 66,66,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 66,66,SCL Tigers,1493.31
2025-26,R 66,66,SCRJ Lakers,1505.81
2025-26,R 66,66,ZSC Lions,1536.14
2025-26,R 67,67,EHC Biel-Bienne,1450.78
2025-26,R 67,67,EHC Kloten,1450.99
2025-26,R 67,67,EV Zug,1466.46
2025-26,R 67,67,Fribourg-Gottéron,1583.2
2025-26,R 67,67,Genève-Servette HC,1560.56
2025-26,R 67,67,HC Ajoie,1364.69
2025-26,R 67,67,HC Ambri-Piotta,1436.7
2025-26,R 67,67,HC Davos,1579.13
2025-26,R 67,67,HC Lugano,1572.63
2025-26,R 67,67,Lausanne HC,1517.1
2025-26,R 67,67,SC Bern,1490.71
2025-26,R 67,67,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 67,67,SCL Tigers,1506.75
2025-26,R 67,67,SCRJ Lakers,1498.65
2025-26,R 67,67,ZSC Lions,1539.25
2025-26,R 68,68,EHC Biel-Bienne,1450.78
2025-26,R 68,68,EHC Kloten,1443.47
2025-26,R 68,68,EV Zug,1466.46
2025-26,R 68,68,Fribourg-Gottéron,1583.2
2025-26,R 68,68,Genève-Servette HC,1560.56
2025-26,R 68,68,HC Ajoie,1364.69
2025-26,R 68,68,HC Ambri-Piotta,1436.7
2025-26,R 68,68,HC Davos,1579.13
2025-26,R 68,68,HC Lugano,1572.63
2025-26,R 68,68,Lausanne HC,1517.1
2025-26,R 68,68,SC Bern,1490.71
2025-26,R 68,68,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 68,68,SCL Tigers,1506.75
2025-26,R 68,68,SCRJ Lakers,1498.65
2025-26,R 68,68,ZSC Lions,1546.76
2025-26,R 69,69,EHC Biel-Bienne,1450.78
2025-26,R 69,69,EHC Kloten,1443.47
2025-26,R 69,69,EV Zug,1459.42
2025-26,R 69,69,Fribourg-Gottéron,1583.2
2025-26,R 69,69,Genève-Servette HC,1572.46
2025-26,R 69,69,HC Ajoie,1373.57
2025-26,R 69,69,HC Ambri-Piotta,1436.7
2025-26,R 69,69,HC Davos,1579.13
2025-26,R 69,69,HC Lugano,1579.67
2025-26,R 69,69,Lausanne HC,1505.19
2025-26,R 69,69,SC Bern,1490.71
2025-26,R 69,69,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 69,69,SCL Tigers,1497.87
2025-26,R 69,69,SCRJ Lakers,1498.65
2025-26,R 69,69,ZSC Lions,1546.76
2025-26,R 70,70,EHC Biel-Bienne,1455.38
2025-26,R 70,70,EHC Kloten,1443.47
2025-26,R 70,70,EV Zug,1459.42
2025-26,R 70,70,Fribourg-Gottéron,1583.2
2025-26,R 70,70,Genève-Servette HC,1572.46
2025-26,R 70,70,HC Ajoie,1373.57
2025-26,R 70,70,HC Ambri-Piotta,1432.1
2025-26,R 70,70,HC Davos,1579.13
2025-26,R 70,70,HC Lugano,1579.67
2025-26,R 70,70,Lausanne HC,1505.19
2025-26,R 70,70,SC Bern,1490.71
2025-26,R 70,70,SC Rapperswil-Jona Lakers,1482.41
2025-26,R 70,70,SCL Tigers,1497.87
2025-26,R 70,70,SCRJ Lakers,1498.65
2025-26,R 70,70,ZSC Lions,1546.76
2025-26,R 71,71,EHC Biel-Bienne,1455.38
2025-26,R 71,71,EHC Kloten,1440.23
2025-26,R 71,71,EV Zug,1446.29
2025-26,R 71,71,Fribourg-Gottéron,1583.2
2025-26,R 71,71,Genève-Servette HC,1556.22
2025-26,R 71,71,HC Ajoie,1386.7
2025-26,R 71,71,HC Ambri-Piotta,1432.1
2025-26,R 71,71,HC Davos,1579.13
2025-26,R 71,71,HC Lugano,1589.65
2025-26,R 71,71,Lausanne HC,1508.44
2025-26,R 71,71,SC Bern,1480.73
2025-26,R 71,71,SC Rapperswil-Jona Lakers,1473.69
2025-26,R 71,71,SCL Tigers,1514.12
2025-26,R 71,71,SCRJ Lakers,1498.65
2025-26,R 71,71,ZSC Lions,1555.48
2025-26,R 72,72,EHC Biel-Bienne,1444.41
2025-26,R 72,72,EHC Kloten,1453.72
2025-26,R 72,72,EV Zug,1437.13
2025-26,R 72,72,Fribourg-Gottéron,1594.17
2025-26,R 72,72,Genève-Servette HC,1565.38
2025-26,R 72,72,HC Ajoie,1380.37
2025-26,R 72,72,HC Ambri-Piotta,1418.61
2025-26,R 72,72,HC Davos,1585.46
2025-26,R 72,72,HC Lugano,1589.65
2025-26,R 72,72,Lausanne HC,1508.44
2025-26,R 72,72,SC Bern,1487.85
2025-26,R 72,72,SC Rapperswil-Jona Lakers,1473.69
2025-26,R 72,72,SCL Tigers,1514.12
2025-26,R 72,72,SCRJ Lakers,1498.65
2025-26,R 72,72,ZSC Lions,1548.36
2025-26,R 73,73,EHC Biel-Bienne,1444.41
2025-26,R 73,73,EHC Kloten,1453.72
2025-26,R 73,73,EV Zug,1437.13
2025-26,R 73,73,Fribourg-Gottéron,1594.17
2025-26,R 73,73,Genève-Servette HC,1565.38
2025-26,R 73,73,HC Ajoie,1380.37
2025-26,R 73,73,HC Ambri-Piotta,1418.61
2025-26,R 73,73,HC Davos,1585.46
2025-26,R 73,73,HC Lugano,1592.51
2025-26,R 73,73,Lausanne HC,1503.15
2025-26,R 73,73,SC Bern,1487.85
2025-26,R 73,73,SC Rapperswil-Jona Lakers,1473.69
2025-26,R 73,73,SCL Tigers,1511.26
2025-26,R 73,73,SCRJ Lakers,1503.93
2025-26,R 73,73,ZSC Lions,1548.36
2025-26,R 74,74,EHC Biel-Bienne,1441.08
2025-26,R 74,74,EHC Kloten,1443.24
2025-26,R 74,74,EV Zug,1447.6
2025-26,R 74,74,Fribourg-Gottéron,1599.12
2025-26,R 74,74,Genève-Servette HC,1565.38
2025-26,R 74,74,HC Ajoie,1388.97
2025-26,R 74,74,HC Ambri-Piotta,1411.94
2025-26,R 74,74,HC Davos,1585.46
2025-26,R 74,74,HC Lugano,1587.56
2025-26,R 74,74,Lausanne HC,1506.48
2025-26,R 74,74,SC Bern,1499.26
2025-26,R 74,74,SC Rapperswil-Jona Lakers,1473.69
2025-26,R 74,74,SCL Tigers,1502.66
2025-26,R 74,74,SCRJ Lakers,1492.52
