game_id,stage,date,home_team,away_team,score,away_abbr,away_score,home_abbr,home_score,is_overtime,is_shootout,period_scores
901714,1370,29 марта 2026,Салават Юлаев,Автомобилист,5:2,,2,,5,0,0,
